"","round","female","migrant","age","education","polint","prof_training","employment","east","party_pref","internal_effic_ind","external_effic_ind","risk_aversion_ind","csp","active_sport","active_music","active_union","active_environment","active_social","active_religion","active_political","active_other","treatment","wtr_cand","wtr_engage","information","perception_risk_1","perception_risk_2","perception_envir_ind","wtr_ind_full","wtr_ind_reduc","wtr_ind_friend","wtr_work_bt","traits_1","traits_2","traits_3","traits_4","traits_5","traits_6","traits_7","third_round"
"183",1,1,0,37,1,6,2,"Angestellt oder selbstständig",0,"FDP",3.5,3.25,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,4,1,1,1,2,3.75,3.5,4,4,5,2,3,4,6,7,1,0
"184",1,0,0,72,1,5,2,"im Ruhestand",1,"CDU/CSU",1.75,1,3.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,1,0,2,2,3,1,1,1,1,3,1,5,6,4,7,2,0
"187",1,1,0,71,1,6,2,"im Ruhestand",0,"SPD",4,2,4.25,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,3,1,1,1,3.5,3,2,4,3,2,1,5,4,6,7,3,0
"189",1,0,1,73,3,7,3,"im Ruhestand",0,"Gruene",3.5,3,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,0,2,2,3.75,2.75,1.5,4,2,1,3,2,5,4,7,6,0
"191",1,0,0,80,3,6,3,"im Ruhestand",0,"AfD",1.5,2,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,1,0,5,5,3,1,1,1,1,2,3,4,6,5,7,1,0
"192",1,0,0,50,1,7,2,"Angestellt oder selbstständig",0,"SPD",4,4,4,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,3,4,0,1,1,5,3.75,3.5,4,4,2,4,6,3,5,7,1,0
"195",1,1,0,32,3,7,3,"Angestellt oder selbstständig",0,"CDU/CSU",4.25,4,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,5,4,1,5,4,3.5,4,4.5,3.5,5,2,1,4,5,6,3,7,0
"197",1,0,0,27,2,6,1,"Schüler/in oder Student/in",0,"SPD",3,2.5,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,0,3,4,3.5,1.75,1.5,2,2,3,4,2,5,6,1,7,0
"198",1,1,0,71,3,7,3,"im Ruhestand",0,"CDU/CSU",4.25,3.5,4.5,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,4,1,1,1,1,3,1,4,6,7,5,2,0
"199",1,0,0,68,3,7,3,"im Ruhestand",0,"Gruene",3.5,3,2.25,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,3,1.5,1,2,1,2,3,5,4,6,7,1,0
"200",1,0,0,56,1,7,2,"Angestellt oder selbstständig",1,"AfD",3.25,2.25,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,3,1,2,1,3.75,2.25,2.5,2,2,NA,NA,NA,NA,NA,NA,NA,0
"201",1,0,0,79,2,7,2,"im Ruhestand",0,"Gruene",3,3,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,0,3,3,3,2,2,2,2,3,1,4,5,6,7,2,0
"202",1,1,0,73,3,5,3,"Angestellt oder selbstständig",0,"Gruene",1.75,2.25,4.5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,3,3,3,2,1,3,1,1,6,4,7,2,3,5,0
"204",1,0,0,41,2,6,2,"Angestellt oder selbstständig",0,"SPD",3.75,4,1.75,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,4,1,4,4,3,4.5,4,5,4,1,2,6,4,5,3,7,0
"205",1,0,0,NA,2,7,2,"Angestellt oder selbstständig",1,"Gruene",3.25,3,3.25,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,2,1,3,3,4.25,1.25,1.5,1,1,3,2,4,6,5,7,1,0
"206",1,1,0,75,1,7,2,"im Ruhestand",0,"SPD",1.25,2.5,4.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,2.75,1,1,1,1,2,3,4,6,5,7,1,0
"207",1,1,0,71,1,6,2,"im Ruhestand",0,"CDU/CSU",1.25,2.25,3.75,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,0,5,4,2.75,1,1,1,1,1,2,5,6,3,7,4,0
"209",1,0,1,78,3,7,3,"im Ruhestand",0,"Gruene",2.25,3,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,4.5,1,1,1,1,4,6,3,1,7,2,5,0
"210",1,0,0,58,1,7,2,"Angestellt oder selbstständig",0,"CDU/CSU",4.25,2.25,2.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,2,3,0,2,1,3.75,2.75,2.5,3,2,1,2,4,6,5,3,7,0
"212",1,1,0,71,3,5,3,"im Ruhestand",0,"Gruene",2.5,2,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,0,5,5,3.5,1.25,1.5,1,2,3,4,2,5,6,7,1,0
"213",1,1,1,26,1,5,1,"Angestellt oder selbstständig",1,"FDP",1.25,2.5,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,3.25,1,1,1,1,1,3,4,5,6,7,2,0
"214",1,1,0,57,1,5,2,"Angestellt oder selbstständig",0,"SPD",2,3.25,3.25,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,3,1,2,2,2.75,3.25,3,3.5,2,3,1,5,6,4,7,2,0
"218",1,0,1,62,1,7,2,"im Ruhestand",0,"Gruene",4.5,2.75,2.25,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,3,1,1,1,4,1.5,2,1,1,3,2,4,5,6,7,1,0
"219",1,0,0,62,3,7,3,"Angestellt oder selbstständig",1,"Linke",3.5,2.5,3.25,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,3,0,4,4,2.75,2.75,2.5,3,3,3,1,5,6,4,7,2,0
"220",1,1,0,65,1,5,1,"im Ruhestand",0,"SPD",2.5,2,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,2,2,3.75,1,1,1,1,2,3,4,5,6,7,1,0
"222",1,0,0,34,1,5,2,"Angestellt oder selbstständig",0,"Gruene",2.75,2.75,2.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,3,1,1,1,1,3,5,2,1,6,4,7,0
"225",1,0,0,60,1,7,2,"im Ruhestand",1,"Other",5,2.25,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,3,1,4,4,3.25,3.5,3,4,3,1,2,3,4,5,6,7,0
"226",1,0,0,70,1,5,2,"im Ruhestand",0,"CDU/CSU",3,3.25,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,1,1,2.25,1,1,1,1,3,1,4,6,5,7,2,0
"227",1,0,0,74,3,7,3,"im Ruhestand",1,"FDP",4,2.75,2.25,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,4,1,3,3,3.25,3.5,3,4,4,NA,NA,NA,NA,NA,NA,NA,0
"229",1,0,0,44,3,7,3,"Angestellt oder selbstständig",0,"Linke",5,5,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,5,1,5,5,3,5,5,5,5,6,2,1,7,3,4,5,0
"230",1,1,1,19,3,5,3,"Schüler/in oder Student/in",0,"Gruene",2.25,3.25,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,0,2,2,3,1.5,1.5,1.5,1,1,4,5,7,3,6,2,0
"232",1,0,0,54,1,7,2,"Angestellt oder selbstständig",0,"AfD",3.5,2,3.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,4.25,1,1,1,1,4,2,5,6,3,7,1,0
"235",1,0,0,77,1,7,2,"im Ruhestand",0,"CDU/CSU",5,2,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,5,5,3,1,1,1,1,1,5,2,3,4,7,6,0
"236",1,0,0,39,3,5,3,"Angestellt oder selbstständig",0,"AfD",3.75,1.25,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,1,4,4,4.25,2.5,2,3,3,3,2,6,5,4,7,1,0
"238",1,0,0,37,1,5,2,"Angestellt oder selbstständig",0,"FDP",4,2.5,2.25,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,3,0,5,3,3.25,3.25,4,2.5,3,2,3,1,6,5,4,7,0
"239",1,1,0,70,1,6,2,"im Ruhestand",0,"SPD",3.25,3,3.25,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,2,0,2,1,3,3,2,4,2,4,1,2,3,5,6,7,0
"240",1,0,0,39,2,6,2,"Angestellt oder selbstständig",1,"CDU/CSU",1.75,2.75,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,0,5,5,3.25,1.75,1.5,2,1,1,2,4,6,7,5,3,0
"241",1,0,0,35,3,6,3,"Angestellt oder selbstständig",1,"FDP",3.25,2.5,3.75,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,3,0,4,4,4.5,2.25,2.5,2,2,3,5,2,6,4,1,7,0
"243",1,0,0,49,2,5,2,"Angestellt oder selbstständig",0,"Linke",2.75,1.5,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,2,2,4.25,1,1,1,1,3,6,1,4,5,2,7,0
"244",1,1,0,51,1,6,2,"Angestellt oder selbstständig",0,"CDU/CSU",2,2.5,3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,3,3,3.25,1,1,1,1,4,1,2,5,7,3,6,0
"245",1,0,0,59,1,5,2,"Angestellt oder selbstständig",1,"AfD",1.5,1.75,4.5,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,3.5,1.25,1,1.5,2,2,1,3,4,5,6,7,0
"246",1,0,0,28,3,7,3,"Angestellt oder selbstständig",0,"Gruene",4.5,4.25,1.25,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1,5,5,1,3,3,3,5,5,5,5,3,6,5,7,2,4,1,0
"247",1,0,0,74,3,6,3,"im Ruhestand",0,"SPD",4.25,3.5,2.25,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,1,1,4,2,1,3,1,3,2,4,5,7,6,1,0
"249",1,0,0,68,1,5,2,"im Ruhestand",0,"AfD",1.5,1.75,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,2,2,3,1,1,1,1,2,4,1,7,5,6,3,0
"251",1,0,0,58,3,6,3,"Angestellt oder selbstständig",0,"CDU/CSU",2.5,2.5,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,3,0,4,4,3.25,1.5,2,1,2,1,2,5,6,4,7,3,0
"254",1,0,0,31,3,6,3,"Angestellt oder selbstständig",0,"CDU/CSU",4.25,4,1.75,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,3,1,3,3,2.75,3.25,3.5,3,5,1,4,7,2,5,3,6,0
"255",1,0,1,26,3,7,3,"Angestellt oder selbstständig",0,"SPD",4,3.25,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,4,1,4,3,3,4,4,4,4,5,6,1,3,2,4,7,0
"259",1,0,0,73,3,7,3,"im Ruhestand",0,"CDU/CSU",4,4.25,1.5,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,2,2,1,2,2,3.5,2.5,2,3,4,1,2,5,6,7,4,3,0
"260",1,0,0,26,3,7,3,"Angestellt oder selbstständig",0,"SPD",4.5,3.25,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1,2,4,1,1,1,4,4,3,5,5,6,1,4,5,3,7,2,0
"262",1,0,1,25,2,6,2,"Angestellt oder selbstständig",0,"CDU/CSU",4,3.75,1.5,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1,4,5,1,3,3,3,4.5,4.5,4.5,5,1,3,5,7,6,4,2,0
"266",1,0,0,33,3,7,3,"Angestellt oder selbstständig",0,"CDU/CSU",5,4,1.75,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,5,1,5,3,2.75,4.25,5,3.5,5,1,2,3,4,6,7,5,0
"267",1,1,1,59,1,7,2,"Angestellt oder selbstständig",0,"SPD",2.75,1.75,3.25,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,2,0,1,1,3.75,2,1.5,2.5,3,2,4,5,1,6,7,3,0
"268",1,0,0,86,1,5,2,"im Ruhestand",0,"SPD",3.25,2.75,3.25,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,1,0,1,1,2.5,3,1,5,1,1,2,3,6,7,5,4,0
"269",1,1,1,22,2,5,2,"Angestellt oder selbstständig",0,"AfD",2.5,1.75,3.5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,2,0,1,1,3,1.5,1.5,1.5,2,4,2,3,6,7,5,1,0
"270",1,1,0,70,3,5,3,"im Ruhestand",0,"SPD",2.5,2.75,3.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,3,3,3.5,1,1,1,2,3,2,5,4,6,7,1,0
"271",1,0,0,35,3,6,3,"Angestellt oder selbstständig",0,"Other",3,3,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,3,1,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,0
"272",1,0,0,23,3,7,3,"Arbeitssuchend",0,"FDP",2.25,2.25,2.75,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,4,1,2,2,3.5,3.25,3.5,3,2,6,4,5,1,3,7,2,0
"273",1,0,0,30,3,6,3,"Angestellt oder selbstständig",0,"FDP",3.25,2,2.25,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,3,3,0,2,3,3,2.75,3,2.5,2,2,3,1,7,6,4,5,0
"274",1,0,0,63,3,7,3,"Angestellt oder selbstständig",0,"CDU/CSU",4.25,3.25,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,4,0,1,2,3,2.5,3,2,1,3,2,4,5,6,7,1,0
"275",1,0,0,71,2,5,2,"im Ruhestand",0,"CDU/CSU",3.25,2.25,3.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,2,2,3,1,1,1,1,3,2,4,5,6,7,1,0
"277",1,0,0,35,2,7,2,"Angestellt oder selbstständig",0,"SPD",3.5,3.25,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,3,1,2,2,3,2.75,2,3.5,4,4,1,5,3,6,7,2,0
"278",1,0,0,51,1,6,2,"Angestellt oder selbstständig",0,"SPD",3.5,3.75,2.25,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,4,1,3,4,2.75,3.75,3.5,4,4,2,4,1,5,6,3,7,0
"279",1,1,0,54,1,6,2,"Angestellt oder selbstständig",0,"SPD",2,2.75,4,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,1,0,1,1,3.25,1.5,1,2,2,5,6,4,1,3,2,7,0
"280",1,0,0,70,3,7,3,"im Ruhestand",1,"CDU/CSU",2.75,2,3.75,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,4,1,1,1,3.5,3.5,4,3,4,3,1,2,5,7,6,4,0
"281",1,0,0,28,2,6,1,"Arbeitssuchend",0,"CDU/CSU",4.75,3.75,1.75,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,3,1,5,1,3,3.5,3.5,3.5,5,3,1,7,5,2,4,6,0
"282",1,1,0,31,3,5,3,"Angestellt oder selbstständig",1,"Other",3.5,2.25,2.75,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,1,1,1,1,3.75,3,1.5,4.5,1,1,3,4,5,7,6,2,0
"285",1,0,0,74,1,6,2,"im Ruhestand",0,"Gruene",4.5,3.5,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,4,4,1,4,3,4,4,4,4,4,2,5,1,6,3,7,4,0
"286",1,1,0,20,2,7,1,"Angestellt oder selbstständig",0,"Gruene",3,3.5,3,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,4,3,1,3,3,2.5,3.75,3.5,4,3,7,3,6,5,1,4,2,0
"288",1,1,0,48,3,7,3,"Angestellt oder selbstständig",0,"Gruene",4.25,2.75,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,3,4,1,2,1,3.25,4.25,3.5,5,3,6,1,2,7,3,4,5,0
"290",1,1,0,66,1,6,2,"im Ruhestand",0,"CDU/CSU",2.75,2,4,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,1,2,2,4.25,1.25,1.5,1,2,2,6,4,3,5,7,1,0
"291",1,0,0,71,1,6,2,"im Ruhestand",0,"SPD",3,3.75,3.75,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,1,0,3,3,3.25,2,1,3,1,2,1,3,4,6,7,5,0
"292",1,1,0,26,3,5,3,"Angestellt oder selbstständig",0,"CDU/CSU",3.5,4,1.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,3,3,1,4,4,3.25,3,3,3,2,5,3,7,2,4,6,1,0
"294",1,1,0,71,1,5,2,"im Ruhestand",0,"CDU/CSU",2.5,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,3,1,1,2,3.5,2.5,2,3,2,NA,NA,NA,NA,NA,NA,NA,0
"295",1,0,0,32,3,6,3,"Angestellt oder selbstständig",1,"AfD",2.75,2.5,2.75,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,3,0,4,3,3.25,2.75,4,1.5,3,NA,NA,NA,NA,NA,NA,NA,0
"296",1,1,0,71,1,5,2,"im Ruhestand",0,"Linke",2.25,2,2.75,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,1,1,4,1.75,1,2.5,2,3,2,4,5,6,7,1,0
"297",1,1,0,67,3,5,3,"im Ruhestand",1,"AfD",2.5,1.75,3.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,3,0,1,1,4,2.5,2,3,1,1,2,4,5,6,7,3,0
"299",1,0,0,77,1,7,2,"im Ruhestand",0,"CDU/CSU",3.75,2.5,1.75,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,2.75,1,1,1,1,1,4,2,3,6,5,7,0
"300",1,0,0,70,3,7,3,"im Ruhestand",0,"Linke",4.75,2.5,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,5,1,1,1,4,3.5,3,4,3,3,1,4,2,6,7,5,0
"301",1,0,0,50,1,5,2,"Angestellt oder selbstständig",1,"AfD",3.25,3,2.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,4,0,2,1,3.25,3.75,3.5,4,3,1,4,5,3,6,7,2,0
"302",1,1,0,22,1,5,1,"Arbeitssuchend",0,"Gruene",2.25,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,2,1,2,1,3.5,2.5,2.5,2.5,1,5,2,7,1,4,6,3,0
"305",1,0,0,72,2,7,2,"im Ruhestand",0,"Gruene",3.75,4,2.75,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,2,3,0,1,1,3,2.75,2.5,3,3,4,3,5,6,2,7,1,0
"306",1,0,0,60,1,7,2,"Angestellt oder selbstständig",0,"AfD",4,2.25,3.75,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,2,2,3.25,1.75,1,2.5,2,NA,NA,NA,NA,NA,NA,NA,0
"307",1,0,0,41,3,7,3,"Angestellt oder selbstständig",0,"Gruene",4.5,3,2.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,2,3,1,3,4,3.75,2.5,2.5,2.5,2,4,1,3,5,6,7,2,0
"308",1,1,0,39,3,7,3,"Angestellt oder selbstständig",0,"SPD",3.75,3.25,2.25,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,3,3,1,4,4,3,3,3,3,3,3,1,2,7,6,4,5,0
"309",1,1,0,74,1,6,2,"im Ruhestand",0,"Gruene",2.5,2.5,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,4,2.5,1,4,1,2,1,5,6,3,7,4,0
"310",1,0,0,29,3,7,3,"Angestellt oder selbstständig",0,"CDU/CSU",3.75,3.5,1.75,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,4,4,0,3,2,3,3.75,4,3.5,3,1,2,5,7,3,6,4,0
"311",1,0,0,69,1,6,2,"im Ruhestand",0,"Linke",3.25,3.25,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,2,2,0,3,3,2.5,2.5,2,3,4,4,1,5,6,3,7,2,0
"312",1,0,0,67,1,6,2,"im Ruhestand",0,"SPD",3.25,3.75,2.75,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,0,3,2,3,1.75,1.5,2,1,1,2,3,4,6,7,5,0
"313",1,0,0,34,1,5,2,"Angestellt oder selbstständig",0,"Other",3,2.5,2.75,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,2,1,1,1,3,1.25,1.5,1,3,2,3,4,6,5,7,1,0
"314",1,0,0,68,2,7,2,"Angestellt oder selbstständig",0,"CDU/CSU",3.75,3,2.25,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,4,5,1,1,1,3.25,4.5,4.5,4.5,5,1,4,2,6,5,7,3,0
"315",1,0,0,46,1,6,2,"Angestellt oder selbstständig",0,"CDU/CSU",4,2,3.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,0,2,2,3.75,1.25,1.5,1,3,1,4,6,2,7,3,5,0
"316",1,0,0,67,3,5,3,"im Ruhestand",0,"Gruene",2,2,2.25,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,1,1,4,1,1,1,1,1,2,3,5,6,7,4,0
"317",1,1,0,61,2,5,2,"Angestellt oder selbstständig",0,"CDU/CSU",1.5,1.75,3.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,3,0,3,3,3.25,2.25,2,2.5,2,2,4,1,5,6,7,3,0
"318",1,0,0,58,1,7,2,"Angestellt oder selbstständig",0,"Gruene",3.5,3.75,4.25,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,3,4,0,1,1,3.5,4.25,3.5,5,2,3,2,4,5,6,7,1,0
"319",1,0,1,56,3,6,3,"im Ruhestand",0,"Linke",4,1.75,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,3,3,3.25,1.5,1,2,3,NA,NA,NA,NA,NA,NA,NA,0
"320",1,0,0,61,2,7,1,"Angestellt oder selbstständig",0,"Linke",4.75,3,4.25,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,3,4,0,1,1,2.75,3.5,3.5,3.5,5,1,4,3,6,5,2,7,0
"321",1,0,0,67,3,7,3,"im Ruhestand",0,"SPD",2.75,3.25,3.25,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,3,3,3.25,1,1,1,1,1,4,2,5,6,7,3,0
"324",1,0,0,31,3,5,3,"Angestellt oder selbstständig",0,"AfD",3.5,3.5,2.5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,4,1,3,4,3.25,3.75,3.5,4,3,4,1,3,6,7,5,2,0
"325",1,0,0,40,2,6,2,"Angestellt oder selbstständig",0,"Gruene",4,2.25,2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,2,1,3,4,3.75,3.25,3,3.5,4,2,6,1,4,5,7,3,0
"326",1,0,1,29,2,6,2,"Angestellt oder selbstständig",0,"CDU/CSU",4.25,3.25,3.75,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,3,0,2,2,2,2.75,2.5,3,1,4,2,6,1,5,7,3,0
"329",1,0,0,59,1,7,2,"im Ruhestand",0,"Gruene",4,2.75,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,1,1,3,1.5,1,2,1,5,1,4,3,7,6,2,0
"330",1,1,0,37,3,7,3,"Angestellt oder selbstständig",0,"Gruene",5,5,1,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,3,5,0,2,2,1.5,4,4,4,3,2,1,5,7,3,6,4,0
"331",1,1,0,33,2,5,2,"Angestellt oder selbstständig",1,"Other",3.5,3.75,3.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,0,4,3,3.25,2.5,1.5,3.5,4,3,2,4,5,6,7,1,0
"332",1,1,0,19,1,6,2,"Schüler/in oder Student/in",1,"Linke",2.5,2.25,2.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,2,2,3.5,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,0
