,crime,city,law,date,background,suspects,party,state,plz,city_id,bl_kuerzel,year,month,day,cycle_1,cycle_2,cycle_3,crime_count,Anzahl Bewerber,darunter Frauen,Land,crime_count_party_lr,crime_count_party,crime_count_lr,crime_count_city,party_lr,Bewerber_city,Frauen_city,bewerber_hit_by_lr,fem_hit_by_lr,bewerber_party_hit_by_lr,fem_party_hit_by_lr,p_female,p_female_lr,p_female_city,p_female_party_lr,p_female_diff,p_female_city_diff,p_female_lr_diff,p_female_party_lr_diff
3400,,Werbach,,,,,AfD,BW,97956.0,8128128.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3401,,Werbach,,,,,CDU,BW,97956.0,8128128.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3402,,Werbach,,,,,DIE LINKE,BW,97956.0,8128128.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3403,,Werbach,,,,,FDP,BW,97956.0,8128128.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3404,,Werbach,,,,,GRÜNE,BW,97956.0,8128128.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3405,,Werbach,,,,,SPD,BW,97956.0,8128128.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3406,,Werbach,,,,,AfD,BW,97956.0,8128128.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3407,,Werbach,,,,,CDU,BW,97956.0,8128128.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3408,,Werbach,,,,,DIE LINKE,BW,97956.0,8128128.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3409,,Werbach,,,,,FDP,BW,97956.0,8128128.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3410,,Werbach,,,,,GRÜNE,BW,97956.0,8128128.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3411,,Werbach,,,,,SPD,BW,97956.0,8128128.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3412,,Wertheim,,,,,AfD,BW,97877.0,8128131.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,69.0,27.0,0.0,0.0,0.0,0.0,,,0.391304347826087,,,0.019509476031215167,,
3413,,Wertheim,,,,,CDU,BW,97877.0,8128131.0,BW,,,,2019.0,2019.0,2019.0,0.0,22.0,7.0,8.0,0.0,0.0,0.0,0.0,right,69.0,27.0,0.0,0.0,0.0,0.0,0.3181818181818182,,0.391304347826087,,0.04895104895104896,0.019509476031215167,,
3414,,Wertheim,,,,,DIE LINKE,BW,97877.0,8128131.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,69.0,27.0,0.0,0.0,0.0,0.0,,,0.391304347826087,,,0.019509476031215167,,
3415,,Wertheim,,,,,FDP,BW,97877.0,8128131.0,BW,,,,2019.0,2019.0,2019.0,0.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,right,69.0,27.0,0.0,0.0,0.0,0.0,0.5,,0.391304347826087,,0.16666666666666669,0.019509476031215167,,
3416,,Wertheim,,,,,GRÜNE,BW,97877.0,8128131.0,BW,,,,2019.0,2019.0,2019.0,0.0,21.0,10.0,8.0,0.0,0.0,0.0,0.0,left,69.0,27.0,0.0,0.0,0.0,0.0,0.47619047619047616,,0.391304347826087,,0.19047619047619047,0.019509476031215167,,
3417,,Wertheim,,,,,SPD,BW,97877.0,8128131.0,BW,,,,2019.0,2019.0,2019.0,0.0,22.0,8.0,8.0,0.0,0.0,0.0,0.0,left,69.0,27.0,0.0,0.0,0.0,0.0,0.36363636363636365,,0.391304347826087,,-0.1748251748251748,0.019509476031215167,,
3418,,Wertheim,,,,,AfD,BW,97877.0,8128131.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,12.0,0.0,13.0,right,78.0,29.0,0.0,0.0,0.0,0.0,,,0.3717948717948718,,,0.019509476031215167,,
3419,,Wertheim,,,,,CDU,BW,97877.0,8128131.0,BW,,,,2014.0,2014.0,2014.0,0.0,26.0,7.0,8.0,0.0,1.0,0.0,13.0,right,78.0,29.0,0.0,0.0,0.0,0.0,0.2692307692307692,,0.3717948717948718,,0.04895104895104896,0.019509476031215167,,
3420,,Wertheim,,,,,DIE LINKE,BW,97877.0,8128131.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,13.0,left,78.0,29.0,0.0,0.0,0.0,0.0,,,0.3717948717948718,,,0.019509476031215167,,
3421,,Wertheim,,,,,FDP,BW,97877.0,8128131.0,BW,,,,2014.0,2014.0,2014.0,0.0,12.0,4.0,8.0,0.0,0.0,0.0,13.0,right,78.0,29.0,0.0,0.0,0.0,0.0,0.3333333333333333,,0.3717948717948718,,0.16666666666666669,0.019509476031215167,,
3422,,Wertheim,,,,,GRÜNE,BW,97877.0,8128131.0,BW,,,,2014.0,2014.0,2014.0,0.0,14.0,4.0,8.0,0.0,0.0,0.0,13.0,left,78.0,29.0,0.0,0.0,0.0,0.0,0.2857142857142857,,0.3717948717948718,,0.19047619047619047,0.019509476031215167,,
3423,,Wertheim,,,,,SPD,BW,97877.0,8128131.0,BW,,,,2014.0,2014.0,2014.0,0.0,26.0,14.0,8.0,0.0,0.0,0.0,13.0,left,78.0,29.0,0.0,0.0,0.0,0.0,0.5384615384615384,,0.3717948717948718,,-0.1748251748251748,0.019509476031215167,,
3424,,Wittighausen,,,,,AfD,BW,97957.0,8128137.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3425,,Wittighausen,,,,,CDU,BW,97957.0,8128137.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3426,,Wittighausen,,,,,DIE LINKE,BW,97957.0,8128137.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3427,,Wittighausen,,,,,FDP,BW,97957.0,8128137.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3428,,Wittighausen,,,,,GRÜNE,BW,97957.0,8128137.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3429,,Wittighausen,,,,,SPD,BW,97957.0,8128137.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3430,,Wittighausen,,,,,AfD,BW,97957.0,8128137.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,8.0,1.0,0.0,0.0,0.0,0.0,,,0.125,,,,,
3431,,Wittighausen,,,,,CDU,BW,97957.0,8128137.0,BW,,,,2014.0,2014.0,2014.0,0.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,right,8.0,1.0,0.0,0.0,0.0,0.0,0.125,,0.125,,,,,
3432,,Wittighausen,,,,,DIE LINKE,BW,97957.0,8128137.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,8.0,1.0,0.0,0.0,0.0,0.0,,,0.125,,,,,
3433,,Wittighausen,,,,,FDP,BW,97957.0,8128137.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,8.0,1.0,0.0,0.0,0.0,0.0,,,0.125,,,,,
3434,,Wittighausen,,,,,GRÜNE,BW,97957.0,8128137.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,8.0,1.0,0.0,0.0,0.0,0.0,,,0.125,,,,,
3435,,Wittighausen,,,,,SPD,BW,97957.0,8128137.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,8.0,1.0,0.0,0.0,0.0,0.0,,,0.125,,,,,
3436,,Ahorn,,,,,AfD,BW,74744.0,8128138.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3437,,Ahorn,,,,,CDU,BW,74744.0,8128138.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3438,,Ahorn,,,,,DIE LINKE,BW,74744.0,8128138.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3439,,Ahorn,,,,,FDP,BW,74744.0,8128138.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3440,,Ahorn,,,,,GRÜNE,BW,74744.0,8128138.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3441,,Ahorn,,,,,SPD,BW,74744.0,8128138.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3442,,Lauda-Konigshofen,,,,,AfD,BW,97922.0,8128139.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,33.0,8.0,0.0,0.0,0.0,0.0,,,0.24242424242424243,,,0.070995670995671,,
3443,,Lauda-Konigshofen,,,,,CDU,BW,97922.0,8128139.0,BW,,,,2019.0,2019.0,2019.0,0.0,33.0,8.0,8.0,0.0,0.0,0.0,0.0,right,33.0,8.0,0.0,0.0,0.0,0.0,0.24242424242424243,,0.24242424242424243,,0.070995670995671,0.070995670995671,,
3444,,Lauda-Konigshofen,,,,,DIE LINKE,BW,97922.0,8128139.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,33.0,8.0,0.0,0.0,0.0,0.0,,,0.24242424242424243,,,0.070995670995671,,
3445,,Lauda-Konigshofen,,,,,FDP,BW,97922.0,8128139.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,33.0,8.0,0.0,0.0,0.0,0.0,,,0.24242424242424243,,,0.070995670995671,,
3446,,Lauda-Konigshofen,,,,,GRÜNE,BW,97922.0,8128139.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,33.0,8.0,0.0,0.0,0.0,0.0,,,0.24242424242424243,,,0.070995670995671,,
3447,,Lauda-Konigshofen,,,,,SPD,BW,97922.0,8128139.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,33.0,8.0,0.0,0.0,0.0,0.0,,,0.24242424242424243,,,0.070995670995671,,
3448,,Lauda-Konigshofen,,,,,AfD,BW,97922.0,8128139.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,35.0,6.0,0.0,0.0,0.0,0.0,,,0.17142857142857143,,,0.070995670995671,,
3449,,Lauda-Konigshofen,,,,,CDU,BW,97922.0,8128139.0,BW,,,,2014.0,2014.0,2014.0,0.0,35.0,6.0,8.0,0.0,0.0,0.0,0.0,right,35.0,6.0,0.0,0.0,0.0,0.0,0.17142857142857143,,0.17142857142857143,,0.070995670995671,0.070995670995671,,
3450,,Lauda-Konigshofen,,,,,DIE LINKE,BW,97922.0,8128139.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,35.0,6.0,0.0,0.0,0.0,0.0,,,0.17142857142857143,,,0.070995670995671,,
3451,,Lauda-Konigshofen,,,,,FDP,BW,97922.0,8128139.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,35.0,6.0,0.0,0.0,0.0,0.0,,,0.17142857142857143,,,0.070995670995671,,
3452,,Lauda-Konigshofen,,,,,GRÜNE,BW,97922.0,8128139.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,35.0,6.0,0.0,0.0,0.0,0.0,,,0.17142857142857143,,,0.070995670995671,,
3453,,Lauda-Konigshofen,,,,,SPD,BW,97922.0,8128139.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,35.0,6.0,0.0,0.0,0.0,0.0,,,0.17142857142857143,,,0.070995670995671,,
3454,,Dischingen,,,,,AfD,BW,89561.0,8135010.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,15.0,1.0,0.0,0.0,0.0,0.0,,,0.06666666666666667,,,-0.15555555555555556,,
3455,,Dischingen,,,,,CDU,BW,89561.0,8135010.0,BW,,,,2019.0,2019.0,2019.0,0.0,15.0,1.0,8.0,0.0,0.0,0.0,0.0,right,15.0,1.0,0.0,0.0,0.0,0.0,0.06666666666666667,,0.06666666666666667,,-0.15555555555555556,-0.15555555555555556,,
3456,,Dischingen,,,,,DIE LINKE,BW,89561.0,8135010.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,15.0,1.0,0.0,0.0,0.0,0.0,,,0.06666666666666667,,,-0.15555555555555556,,
3457,,Dischingen,,,,,FDP,BW,89561.0,8135010.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,15.0,1.0,0.0,0.0,0.0,0.0,,,0.06666666666666667,,,-0.15555555555555556,,
3458,,Dischingen,,,,,GRÜNE,BW,89561.0,8135010.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,15.0,1.0,0.0,0.0,0.0,0.0,,,0.06666666666666667,,,-0.15555555555555556,,
3459,,Dischingen,,,,,SPD,BW,89561.0,8135010.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,15.0,1.0,0.0,0.0,0.0,0.0,,,0.06666666666666667,,,-0.15555555555555556,,
3460,,Dischingen,,,,,AfD,BW,89561.0,8135010.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,18.0,4.0,0.0,0.0,0.0,0.0,,,0.2222222222222222,,,-0.15555555555555556,,
3461,,Dischingen,,,,,CDU,BW,89561.0,8135010.0,BW,,,,2014.0,2014.0,2014.0,0.0,18.0,4.0,8.0,0.0,0.0,0.0,0.0,right,18.0,4.0,0.0,0.0,0.0,0.0,0.2222222222222222,,0.2222222222222222,,-0.15555555555555556,-0.15555555555555556,,
3462,,Dischingen,,,,,DIE LINKE,BW,89561.0,8135010.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,18.0,4.0,0.0,0.0,0.0,0.0,,,0.2222222222222222,,,-0.15555555555555556,,
3463,,Dischingen,,,,,FDP,BW,89561.0,8135010.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,18.0,4.0,0.0,0.0,0.0,0.0,,,0.2222222222222222,,,-0.15555555555555556,,
3464,,Dischingen,,,,,GRÜNE,BW,89561.0,8135010.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,18.0,4.0,0.0,0.0,0.0,0.0,,,0.2222222222222222,,,-0.15555555555555556,,
3465,,Dischingen,,,,,SPD,BW,89561.0,8135010.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,18.0,4.0,0.0,0.0,0.0,0.0,,,0.2222222222222222,,,-0.15555555555555556,,
3466,,Gerstetten,,,,,AfD,BW,89547.0,8135015.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,19.0,3.0,0.0,0.0,0.0,0.0,,,0.15789473684210525,,,-0.06432748538011696,,
3467,,Gerstetten,,,,,CDU,BW,89547.0,8135015.0,BW,,,,2019.0,2019.0,2019.0,0.0,13.0,1.0,8.0,0.0,0.0,0.0,0.0,right,19.0,3.0,0.0,0.0,0.0,0.0,0.07692307692307693,,0.15789473684210525,,-0.14529914529914528,-0.06432748538011696,,
3468,,Gerstetten,,,,,DIE LINKE,BW,89547.0,8135015.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,19.0,3.0,0.0,0.0,0.0,0.0,,,0.15789473684210525,,,-0.06432748538011696,,
3469,,Gerstetten,,,,,FDP,BW,89547.0,8135015.0,BW,,,,2019.0,2019.0,2019.0,0.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,right,19.0,3.0,0.0,0.0,0.0,0.0,0.3333333333333333,,0.15789473684210525,,,-0.06432748538011696,,
3470,,Gerstetten,,,,,GRÜNE,BW,89547.0,8135015.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,19.0,3.0,0.0,0.0,0.0,0.0,,,0.15789473684210525,,,-0.06432748538011696,,
3471,,Gerstetten,,,,,SPD,BW,89547.0,8135015.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,19.0,3.0,0.0,0.0,0.0,0.0,,,0.15789473684210525,,,-0.06432748538011696,,
3472,,Gerstetten,,,,,AfD,BW,89547.0,8135015.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,9.0,2.0,0.0,0.0,0.0,0.0,,,0.2222222222222222,,,-0.06432748538011696,,
3473,,Gerstetten,,,,,CDU,BW,89547.0,8135015.0,BW,,,,2014.0,2014.0,2014.0,0.0,9.0,2.0,8.0,0.0,0.0,0.0,0.0,right,9.0,2.0,0.0,0.0,0.0,0.0,0.2222222222222222,,0.2222222222222222,,-0.14529914529914528,-0.06432748538011696,,
3474,,Gerstetten,,,,,DIE LINKE,BW,89547.0,8135015.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,9.0,2.0,0.0,0.0,0.0,0.0,,,0.2222222222222222,,,-0.06432748538011696,,
3475,,Gerstetten,,,,,FDP,BW,89547.0,8135015.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,9.0,2.0,0.0,0.0,0.0,0.0,,,0.2222222222222222,,,-0.06432748538011696,,
3476,,Gerstetten,,,,,GRÜNE,BW,89547.0,8135015.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,9.0,2.0,0.0,0.0,0.0,0.0,,,0.2222222222222222,,,-0.06432748538011696,,
3477,,Gerstetten,,,,,SPD,BW,89547.0,8135015.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,9.0,2.0,0.0,0.0,0.0,0.0,,,0.2222222222222222,,,-0.06432748538011696,,
3478,,Giengen an der Brenz,,,,,AfD,BW,89537.0,8135016.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,48.0,20.0,0.0,0.0,0.0,0.0,,,0.4166666666666667,,,0.041666666666666685,,
3479,,Giengen an der Brenz,,,,,CDU,BW,89537.0,8135016.0,BW,,,,2019.0,2019.0,2019.0,0.0,24.0,8.0,8.0,0.0,0.0,0.0,0.0,right,48.0,20.0,0.0,0.0,0.0,0.0,0.3333333333333333,,0.4166666666666667,,,0.041666666666666685,,
3480,,Giengen an der Brenz,,,,,DIE LINKE,BW,89537.0,8135016.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,48.0,20.0,0.0,0.0,0.0,0.0,,,0.4166666666666667,,,0.041666666666666685,,
3481,,Giengen an der Brenz,,,,,FDP,BW,89537.0,8135016.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,48.0,20.0,0.0,0.0,0.0,0.0,,,0.4166666666666667,,,0.041666666666666685,,
3482,,Giengen an der Brenz,,,,,GRÜNE,BW,89537.0,8135016.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,48.0,20.0,0.0,0.0,0.0,0.0,,,0.4166666666666667,,,0.041666666666666685,,
3483,,Giengen an der Brenz,,,,,SPD,BW,89537.0,8135016.0,BW,,,,2019.0,2019.0,2019.0,0.0,24.0,12.0,8.0,0.0,0.0,0.0,0.0,left,48.0,20.0,0.0,0.0,0.0,0.0,0.5,,0.4166666666666667,,0.125,0.041666666666666685,,
3484,,Giengen an der Brenz,,,,,AfD,BW,89537.0,8135016.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,24.0,9.0,0.0,0.0,0.0,0.0,,,0.375,,,0.041666666666666685,,
3485,,Giengen an der Brenz,,,,,CDU,BW,89537.0,8135016.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,24.0,9.0,0.0,0.0,0.0,0.0,,,0.375,,,0.041666666666666685,,
3486,,Giengen an der Brenz,,,,,DIE LINKE,BW,89537.0,8135016.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,24.0,9.0,0.0,0.0,0.0,0.0,,,0.375,,,0.041666666666666685,,
3487,,Giengen an der Brenz,,,,,FDP,BW,89537.0,8135016.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,24.0,9.0,0.0,0.0,0.0,0.0,,,0.375,,,0.041666666666666685,,
3488,,Giengen an der Brenz,,,,,GRÜNE,BW,89537.0,8135016.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,24.0,9.0,0.0,0.0,0.0,0.0,,,0.375,,,0.041666666666666685,,
3489,,Giengen an der Brenz,,,,,SPD,BW,89537.0,8135016.0,BW,,,,2014.0,2014.0,2014.0,0.0,24.0,9.0,8.0,0.0,0.0,0.0,0.0,left,24.0,9.0,0.0,0.0,0.0,0.0,0.375,,0.375,,0.125,0.041666666666666685,,
3490,,Heidenheim an der Brenz,,,,,AfD,BW,89522.0,8135019.0,BW,,,,2019.0,2019.0,2019.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,right,135.0,50.0,0.0,0.0,0.0,0.0,1.0,,0.37037037037037035,,,0.023596176821983228,,
3491,,Heidenheim an der Brenz,,,,,CDU,BW,89522.0,8135019.0,BW,,,,2019.0,2019.0,2019.0,0.0,33.0,13.0,8.0,0.0,0.0,0.0,0.0,right,135.0,50.0,0.0,0.0,0.0,0.0,0.3939393939393939,,0.37037037037037035,,0.06060606060606061,0.023596176821983228,,
3492,,Heidenheim an der Brenz,,,,,DIE LINKE,BW,89522.0,8135019.0,BW,,,,2019.0,2019.0,2019.0,0.0,28.0,7.0,8.0,0.0,0.0,0.0,0.0,left,135.0,50.0,0.0,0.0,0.0,0.0,0.25,,0.37037037037037035,,-0.07142857142857145,0.023596176821983228,,
3493,,Heidenheim an der Brenz,,,,,FDP,BW,89522.0,8135019.0,BW,,,,2019.0,2019.0,2019.0,0.0,11.0,3.0,8.0,0.0,0.0,0.0,0.0,right,135.0,50.0,0.0,0.0,0.0,0.0,0.2727272727272727,,0.37037037037037035,,,0.023596176821983228,,
3494,,Heidenheim an der Brenz,,,,,GRÜNE,BW,89522.0,8135019.0,BW,,,,2019.0,2019.0,2019.0,0.0,31.0,16.0,8.0,0.0,0.0,0.0,0.0,left,135.0,50.0,0.0,0.0,0.0,0.0,0.5161290322580645,,0.37037037037037035,,0.0786290322580645,0.023596176821983228,,
3495,,Heidenheim an der Brenz,,,,,SPD,BW,89522.0,8135019.0,BW,,,,2019.0,2019.0,2019.0,0.0,31.0,10.0,8.0,0.0,0.0,0.0,0.0,left,135.0,50.0,0.0,0.0,0.0,0.0,0.3225806451612903,,0.37037037037037035,,0.032258064516129004,0.023596176821983228,,
3496,,Heidenheim an der Brenz,,,,,AfD,BW,89522.0,8135019.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,124.0,43.0,0.0,0.0,0.0,0.0,,,0.3467741935483871,,,0.023596176821983228,,
3497,,Heidenheim an der Brenz,,,,,CDU,BW,89522.0,8135019.0,BW,,,,2014.0,2014.0,2014.0,0.0,33.0,11.0,8.0,0.0,0.0,0.0,0.0,right,124.0,43.0,0.0,0.0,0.0,0.0,0.3333333333333333,,0.3467741935483871,,0.06060606060606061,0.023596176821983228,,
3498,,Heidenheim an der Brenz,,,,,DIE LINKE,BW,89522.0,8135019.0,BW,,,,2014.0,2014.0,2014.0,0.0,28.0,9.0,8.0,0.0,0.0,0.0,0.0,left,124.0,43.0,0.0,0.0,0.0,0.0,0.32142857142857145,,0.3467741935483871,,-0.07142857142857145,0.023596176821983228,,
3499,,Heidenheim an der Brenz,,,,,FDP,BW,89522.0,8135019.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,124.0,43.0,0.0,0.0,0.0,0.0,,,0.3467741935483871,,,0.023596176821983228,,
