,crime,city,law,date,background,suspects,party,state,plz,city_id,bl_kuerzel,year,month,day,cycle_1,cycle_2,cycle_3,crime_count,Anzahl Bewerber,darunter Frauen,Land,crime_count_party_lr,crime_count_party,crime_count_lr,crime_count_city,party_lr,Bewerber_city,Frauen_city,bewerber_hit_by_lr,fem_hit_by_lr,bewerber_party_hit_by_lr,fem_party_hit_by_lr,p_female,p_female_lr,p_female_city,p_female_party_lr,p_female_diff,p_female_city_diff,p_female_lr_diff,p_female_party_lr_diff
16955,,Lehesten,,,,,SPD,TH,7349.0,16073046.0,TH,,,,2019.0,2019.0,2019.0,0.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,left,7.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.2857142857142857,,0.5,-0.02197802197802201,,
16956,,Probstzella,,,,,SPD,TH,7330.0,16073067.0,TH,,,,2019.0,2019.0,2019.0,0.0,9.0,1.0,16.0,0.0,0.0,0.0,0.0,left,11.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,,0.09090909090909091,,-0.1616161616161616,-0.1090909090909091,,
16957,Sachbeschadigung,Rudolstadt,STGB-303,2019-09-27,Nicht zuzuordnen,0.0,SPD,TH,7407.0,16073076.0,TH,2019,09,27,2019.0,2019.0,2019.0,1.0,24.0,7.0,16.0,6.0,6.0,0.0,16.0,left,265.0,65.0,250.0,62.0,144.0,42.0,0.2916666666666667,0.248,0.24528301886792453,0.2916666666666667,0.005952380952380987,0.009988901220865709,,
16958,Sachbeschadigung,Rudolstadt,STGB-303,2019-09-27,Nicht zuzuordnen,0.0,SPD,TH,7407.0,16073076.0,TH,2019,09,27,2019.0,2019.0,2019.0,1.0,24.0,7.0,16.0,6.0,6.0,0.0,16.0,left,265.0,65.0,250.0,62.0,144.0,42.0,0.2916666666666667,0.248,0.24528301886792453,0.2916666666666667,0.005952380952380987,0.009988901220865709,,
16959,Sachbeschadigung,Rudolstadt,303 StGB,2019-10-05,Nicht zuzuordnen,0.0,SPD,TH,7407.0,16073076.0,TH,2019,10,05,2019.0,2019.0,2019.0,1.0,24.0,7.0,16.0,6.0,6.0,0.0,16.0,left,265.0,65.0,250.0,62.0,144.0,42.0,0.2916666666666667,0.248,0.24528301886792453,0.2916666666666667,0.005952380952380987,0.009988901220865709,,
16960,Sachbeschadigung,Rudolstadt,STGB-303,2019-09-27,Nicht zuzuordnen,0.0,SPD,TH,7407.0,16073076.0,TH,2019,09,27,2019.0,2019.0,2019.0,1.0,24.0,7.0,16.0,6.0,6.0,0.0,16.0,left,265.0,65.0,250.0,62.0,144.0,42.0,0.2916666666666667,0.248,0.24528301886792453,0.2916666666666667,0.005952380952380987,0.009988901220865709,,
16961,Sachbeschadigung,Rudolstadt,303 StGB,2019-10-13,Nicht zuzuordnen,2.0,SPD,TH,7407.0,16073076.0,TH,2019,10,13,2019.0,2019.0,2019.0,1.0,24.0,7.0,16.0,6.0,6.0,0.0,16.0,left,265.0,65.0,250.0,62.0,144.0,42.0,0.2916666666666667,0.248,0.24528301886792453,0.2916666666666667,0.005952380952380987,0.009988901220865709,,
16962,Sachbeschadigung,Rudolstadt,303 StGB,2019-10-05,Nicht zuzuordnen,0.0,SPD,TH,7407.0,16073076.0,TH,2019,10,05,2019.0,2019.0,2019.0,1.0,24.0,7.0,16.0,6.0,6.0,0.0,16.0,left,265.0,65.0,250.0,62.0,144.0,42.0,0.2916666666666667,0.248,0.24528301886792453,0.2916666666666667,0.005952380952380987,0.009988901220865709,,
16963,,Saalfeld/Saale,,,,,SPD,TH,7318.0,16073077.0,TH,,,,2019.0,2019.0,2019.0,0.0,15.0,7.0,16.0,0.0,0.0,0.0,0.0,left,100.0,32.0,0.0,0.0,0.0,0.0,0.4666666666666667,,0.32,,-0.033333333333333326,0.023296703296703303,,
16964,,Uhlstadt-Kirchhasel,,,,,SPD,TH,7407.0,16073109.0,TH,,,,2019.0,2019.0,2019.0,0.0,10.0,2.0,16.0,0.0,0.0,0.0,0.0,left,31.0,4.0,0.0,0.0,0.0,0.0,0.2,,0.12903225806451613,,0.033333333333333354,-0.013824884792626724,,
16965,,Eichenberg (SHK),,,,,SPD,TH,7768.0,16074016.0,TH,,,,2019.0,2019.0,2019.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,left,6.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.3333333333333333,,0.0,0.047619047619047616,,
16966,,Eisenberg,,,,,SPD,TH,7607.0,16074018.0,TH,,,,2019.0,2019.0,2019.0,0.0,17.0,2.0,16.0,0.0,0.0,0.0,0.0,left,48.0,12.0,0.0,0.0,0.0,0.0,0.11764705882352941,,0.25,,-0.18235294117647058,-0.040909090909090895,,
16967,,Hermsdorf,,,,,SPD,TH,7629.0,16074041.0,TH,,,,2019.0,2019.0,2019.0,0.0,11.0,3.0,16.0,0.0,0.0,0.0,0.0,left,40.0,15.0,0.0,0.0,0.0,0.0,0.2727272727272727,,0.375,,0.041958041958041925,0.022058823529411742,,
16968,Diebstahl,Kahla,242 StGB,2019-10-04,Nicht zuzuordnen,0.0,SPD,TH,7768.0,16074044.0,TH,2019,10,04,2019.0,2019.0,2019.0,1.0,6.0,1.0,16.0,1.0,1.0,0.0,1.0,left,22.0,7.0,6.0,1.0,6.0,1.0,0.16666666666666666,0.16666666666666666,0.3181818181818182,0.16666666666666666,,0.002392344497607668,,
16969,,Stadtroda,,,,,SPD,TH,7646.0,16074094.0,TH,,,,2019.0,2019.0,2019.0,0.0,6.0,2.0,16.0,0.0,0.0,0.0,0.0,left,26.0,6.0,0.0,0.0,0.0,0.0,0.3333333333333333,,0.23076923076923078,,,-0.1192307692307692,,
16970,,Neustadt an der Orla,,,,,SPD,TH,7806.0,16075073.0,TH,,,,2019.0,2019.0,2019.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,left,31.0,11.0,0.0,0.0,0.0,0.0,0.0,,0.3548387096774194,,-0.2857142857142857,-0.03405017921146952,,
16971,,Possneck,,,,,SPD,TH,7381.0,16075085.0,TH,,,,2019.0,2019.0,2019.0,0.0,9.0,1.0,16.0,0.0,0.0,0.0,0.0,left,77.0,23.0,0.0,0.0,0.0,0.0,0.1111111111111111,,0.2987012987012987,,-0.022222222222222227,0.09281894576012223,,
16972,Sachbeschadigung,Schleiz,303 StGB,2019-10-20,Nicht zuzuordnen,0.0,SPD,TH,7907.0,16075098.0,TH,2019,10,20,2019.0,2019.0,2019.0,1.0,13.0,3.0,16.0,1.0,1.0,0.0,4.0,left,45.0,13.0,33.0,10.0,13.0,3.0,0.23076923076923078,0.30303030303030304,0.28888888888888886,0.23076923076923078,0.016483516483516508,-0.011111111111111127,,
16973,,Triptis,,,,,SPD,TH,7819.0,16075116.0,TH,,,,2019.0,2019.0,2019.0,0.0,9.0,2.0,16.0,0.0,0.0,0.0,0.0,left,16.0,3.0,0.0,0.0,0.0,0.0,0.2222222222222222,,0.1875,,-0.1111111111111111,0.04956896551724138,,
16974,Sachbeschadigung,Greiz,303 StGB,2019-10-13,Nicht zuzuordnen,0.0,SPD,TH,7973.0,16076022.0,TH,2019,10,13,2019.0,2019.0,2019.0,1.0,17.0,5.0,16.0,1.0,1.0,0.0,2.0,left,46.0,17.0,21.0,5.0,17.0,5.0,0.29411764705882354,0.23809523809523808,0.3695652173913043,0.29411764705882354,-0.039215686274509776,-0.016149068322981408,,
16975,,Weida,,,,,SPD,TH,7570.0,16076079.0,TH,,,,2019.0,2019.0,2019.0,0.0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,left,30.0,11.0,0.0,0.0,0.0,0.0,1.0,,0.36666666666666664,,,0.08095238095238094,,
16976,,Zeulenroda-Triebes,,,,,SPD,TH,7937.0,16076087.0,TH,,,,2019.0,2019.0,2019.0,0.0,10.0,3.0,16.0,0.0,0.0,0.0,0.0,left,54.0,14.0,0.0,0.0,0.0,0.0,0.3,,0.25925925925925924,,-0.07500000000000001,0.041867954911433164,,
16977,,Mohlsdorf-Teichwolframsdorf,,,,,SPD,TH,7987.0,16076093.0,TH,,,,2019.0,2019.0,2019.0,0.0,8.0,4.0,16.0,0.0,0.0,0.0,0.0,left,30.0,11.0,0.0,0.0,0.0,0.0,0.5,,0.36666666666666664,,0.16666666666666669,0.12424242424242421,,
16978,Sachbeschadigung,Altenburg,303 StGB,2019-10-18,Nicht zuzuordnen,0.0,SPD,TH,4600.0,16077001.0,TH,2019,10,18,2019.0,2019.0,2019.0,1.0,24.0,7.0,16.0,6.0,6.0,0.0,18.0,left,269.0,80.0,246.0,70.0,144.0,42.0,0.2916666666666667,0.2845528455284553,0.29739776951672864,0.2916666666666667,0.041666666666666685,-0.0015713026482198078,,
16979,Sachbeschadigung,Altenburg,303 StGB,2019-10-18,Nicht zuzuordnen,0.0,SPD,TH,4600.0,16077001.0,TH,2019,10,18,2019.0,2019.0,2019.0,1.0,24.0,7.0,16.0,6.0,6.0,0.0,18.0,left,269.0,80.0,246.0,70.0,144.0,42.0,0.2916666666666667,0.2845528455284553,0.29739776951672864,0.2916666666666667,0.041666666666666685,-0.0015713026482198078,,
16980,Sachbeschadigung,Altenburg,303 StGB,2019-10-27,Nicht zuzuordnen,0.0,SPD,TH,4600.0,16077001.0,TH,2019,10,27,2019.0,2019.0,2019.0,1.0,24.0,7.0,16.0,6.0,6.0,0.0,18.0,left,269.0,80.0,246.0,70.0,144.0,42.0,0.2916666666666667,0.2845528455284553,0.29739776951672864,0.2916666666666667,0.041666666666666685,-0.0015713026482198078,,
16981,Sachbeschadigung,Altenburg,303 StGB,2019-10-21,Nicht zuzuordnen,0.0,SPD,TH,4600.0,16077001.0,TH,2019,10,21,2019.0,2019.0,2019.0,1.0,24.0,7.0,16.0,6.0,6.0,0.0,18.0,left,269.0,80.0,246.0,70.0,144.0,42.0,0.2916666666666667,0.2845528455284553,0.29739776951672864,0.2916666666666667,0.041666666666666685,-0.0015713026482198078,,
16982,Sachbeschadigung,Altenburg,303 StGB,2019-10-27,Nicht zuzuordnen,0.0,SPD,TH,4600.0,16077001.0,TH,2019,10,27,2019.0,2019.0,2019.0,1.0,24.0,7.0,16.0,6.0,6.0,0.0,18.0,left,269.0,80.0,246.0,70.0,144.0,42.0,0.2916666666666667,0.2845528455284553,0.29739776951672864,0.2916666666666667,0.041666666666666685,-0.0015713026482198078,,
16983,Sachbeschadigung,Altenburg,303 StGB,2019-10-27,Nicht zuzuordnen,0.0,SPD,TH,4600.0,16077001.0,TH,2019,10,27,2019.0,2019.0,2019.0,1.0,24.0,7.0,16.0,6.0,6.0,0.0,18.0,left,269.0,80.0,246.0,70.0,144.0,42.0,0.2916666666666667,0.2845528455284553,0.29739776951672864,0.2916666666666667,0.041666666666666685,-0.0015713026482198078,,
16984,,Gossnitz,,,,,SPD,TH,4639.0,16077012.0,TH,,,,2019.0,2019.0,2019.0,0.0,6.0,3.0,16.0,0.0,0.0,0.0,0.0,left,13.0,4.0,0.0,0.0,0.0,0.0,0.5,,0.3076923076923077,,0.2,0.041025641025641046,,
16985,,Lodla,,,,,SPD,TH,4617.0,16077027.0,TH,,,,2019.0,2019.0,2019.0,0.0,5.0,2.0,16.0,0.0,0.0,0.0,0.0,left,5.0,2.0,0.0,0.0,0.0,0.0,0.4,,0.4,,-0.09999999999999998,-0.09999999999999998,,
16986,,Lucka,,,,,SPD,TH,4613.0,16077028.0,TH,,,,2019.0,2019.0,2019.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,left,13.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.23076923076923078,,0.0,-0.10256410256410253,,
16987,,Meuselwitz,,,,,SPD,TH,4610.0,16077032.0,TH,,,,2019.0,2019.0,2019.0,0.0,7.0,1.0,16.0,0.0,0.0,0.0,0.0,left,30.0,6.0,0.0,0.0,0.0,0.0,0.14285714285714285,,0.2,,-0.023809523809523808,-0.07027027027027027,,
16988,,Nobitz,,,,,SPD,TH,4603.0,16077036.0,TH,,,,2019.0,2019.0,2019.0,0.0,19.0,4.0,16.0,0.0,0.0,0.0,0.0,left,37.0,8.0,0.0,0.0,0.0,0.0,0.21052631578947367,,0.21621621621621623,,0.06766917293233082,0.032005689900426765,,
16989,,Posterstein,,,,,SPD,TH,4626.0,16077041.0,TH,,,,2019.0,2019.0,2019.0,0.0,2.0,1.0,16.0,0.0,0.0,0.0,0.0,left,2.0,1.0,0.0,0.0,0.0,0.0,0.5,,0.5,,,,,
16990,Sachbeschadigung,Rositz,303 StGB,2019-10-09,Nicht zuzuordnen,0.0,SPD,TH,4617.0,16077042.0,TH,2019,10,09,2019.0,2019.0,2019.0,1.0,7.0,2.0,16.0,1.0,1.0,0.0,1.0,left,19.0,6.0,7.0,2.0,7.0,2.0,0.2857142857142857,0.2857142857142857,0.3157894736842105,0.2857142857142857,,-0.05921052631578949,,
16991,,Schmolln,,,,,SPD,TH,4626.0,16077043.0,TH,,,,2019.0,2019.0,2019.0,0.0,29.0,6.0,16.0,0.0,0.0,0.0,0.0,left,61.0,14.0,0.0,0.0,0.0,0.0,0.20689655172413793,,0.22950819672131148,,-0.08722109533468561,-0.011871113623516116,,
16992,Notigung,Erfurt,STGB-240,2019-07-16,Links,0.0,AfD,TH,99084.0,16051000.0,TH,2019,07,16,2019.0,2019.0,2019.0,1.0,13.0,1.0,16.0,9.0,11.0,12.0,37.0,right,1424.0,470.0,265.0,59.0,117.0,9.0,0.07692307692307693,0.22264150943396227,0.3300561797752809,0.07692307692307693,,0.04205617977528092,,
16993,Beleidigung,Erfurt,STGB-185,2019-08-16,Links,1.0,AfD,TH,99084.0,16051000.0,TH,2019,08,16,2019.0,2019.0,2019.0,1.0,13.0,1.0,16.0,9.0,11.0,12.0,37.0,right,1424.0,470.0,265.0,59.0,117.0,9.0,0.07692307692307693,0.22264150943396227,0.3300561797752809,0.07692307692307693,,0.04205617977528092,,
16994,Beleidigung,Erfurt,STGB-185,2019-09-24,Nicht zuzuordnen,0.0,AfD,TH,99084.0,16051000.0,TH,2019,09,24,2019.0,2019.0,2019.0,1.0,13.0,1.0,16.0,2.0,11.0,0.0,37.0,right,1424.0,470.0,668.0,225.0,26.0,2.0,0.07692307692307693,0.33682634730538924,0.3300561797752809,0.07692307692307693,,0.04205617977528092,,
16995,Notigung,Erfurt,STGB-240,2019-07-16,Links,0.0,AfD,TH,99084.0,16051000.0,TH,2019,07,16,2019.0,2019.0,2019.0,1.0,13.0,1.0,16.0,9.0,11.0,12.0,37.0,right,1424.0,470.0,265.0,59.0,117.0,9.0,0.07692307692307693,0.22264150943396227,0.3300561797752809,0.07692307692307693,,0.04205617977528092,,
16996,Beleidigung,Erfurt,STGB-185,2019-08-16,Links,1.0,AfD,TH,99084.0,16051000.0,TH,2019,08,16,2019.0,2019.0,2019.0,1.0,13.0,1.0,16.0,9.0,11.0,12.0,37.0,right,1424.0,470.0,265.0,59.0,117.0,9.0,0.07692307692307693,0.22264150943396227,0.3300561797752809,0.07692307692307693,,0.04205617977528092,,
16997,Beleidigung,Erfurt,STGB-185,2019-09-24,Nicht zuzuordnen,0.0,AfD,TH,99084.0,16051000.0,TH,2019,09,24,2019.0,2019.0,2019.0,1.0,13.0,1.0,16.0,2.0,11.0,0.0,37.0,right,1424.0,470.0,668.0,225.0,26.0,2.0,0.07692307692307693,0.33682634730538924,0.3300561797752809,0.07692307692307693,,0.04205617977528092,,
16998,Sachbeschadigung,Erfurt,303 StGB,2019-10-18,Links,0.0,AfD,TH,99084.0,16051000.0,TH,2019,10,18,2019.0,2019.0,2019.0,1.0,13.0,1.0,16.0,9.0,11.0,12.0,37.0,right,1424.0,470.0,265.0,59.0,117.0,9.0,0.07692307692307693,0.22264150943396227,0.3300561797752809,0.07692307692307693,,0.04205617977528092,,
16999,Sachbeschadigung,Erfurt,303 StGB,2019-10-28,Links,0.0,AfD,TH,99084.0,16051000.0,TH,2019,10,28,2019.0,2019.0,2019.0,1.0,13.0,1.0,16.0,9.0,11.0,12.0,37.0,right,1424.0,470.0,265.0,59.0,117.0,9.0,0.07692307692307693,0.22264150943396227,0.3300561797752809,0.07692307692307693,,0.04205617977528092,,
17000,Beleidigung,Erfurt,185 StGB,2019-10-09,Links,1.0,AfD,TH,99084.0,16051000.0,TH,2019,10,09,2019.0,2019.0,2019.0,1.0,13.0,1.0,16.0,9.0,11.0,12.0,37.0,right,1424.0,470.0,265.0,59.0,117.0,9.0,0.07692307692307693,0.22264150943396227,0.3300561797752809,0.07692307692307693,,0.04205617977528092,,
17001,Beleidigung,Erfurt,185 StGB,2019-10-23,Links,0.0,AfD,TH,99084.0,16051000.0,TH,2019,10,23,2019.0,2019.0,2019.0,1.0,13.0,1.0,16.0,9.0,11.0,12.0,37.0,right,1424.0,470.0,265.0,59.0,117.0,9.0,0.07692307692307693,0.22264150943396227,0.3300561797752809,0.07692307692307693,,0.04205617977528092,,
17002,Beleidigung,Erfurt,185 StGB,2019-10-23,Links,0.0,AfD,TH,99084.0,16051000.0,TH,2019,10,23,2019.0,2019.0,2019.0,1.0,13.0,1.0,16.0,9.0,11.0,12.0,37.0,right,1424.0,470.0,265.0,59.0,117.0,9.0,0.07692307692307693,0.22264150943396227,0.3300561797752809,0.07692307692307693,,0.04205617977528092,,
17003,Sachbeschadigung,Gera,STGB-303,2019-09-04,Nicht zuzuordnen,1.0,AfD,TH,7545.0,16052000.0,TH,2019,09,04,2019.0,2019.0,2019.0,1.0,17.0,2.0,16.0,4.0,5.0,0.0,53.0,right,1616.0,440.0,1487.0,409.0,68.0,8.0,0.11764705882352941,0.2750504371217216,0.2722772277227723,0.11764705882352941,,-0.0013076779376050562,,
17004,Sachbeschadigung,Gera,303 StGB,2019-05-31,Links,3.0,AfD,TH,7545.0,16052000.0,TH,2019,05,31,2019.0,2019.0,2019.0,1.0,17.0,2.0,16.0,1.0,5.0,2.0,53.0,right,1616.0,440.0,33.0,5.0,17.0,2.0,0.11764705882352941,0.15151515151515152,0.2722772277227723,0.11764705882352941,,-0.0013076779376050562,,
17005,Sachbeschadigung,Gera,STGB-303,2019-09-04,Nicht zuzuordnen,1.0,AfD,TH,7545.0,16052000.0,TH,2019,09,04,2019.0,2019.0,2019.0,1.0,17.0,2.0,16.0,4.0,5.0,0.0,53.0,right,1616.0,440.0,1487.0,409.0,68.0,8.0,0.11764705882352941,0.2750504371217216,0.2722772277227723,0.11764705882352941,,-0.0013076779376050562,,
17006,Sachbeschadigung,Gera,303 StGB,2019-10-10,Nicht zuzuordnen,0.0,AfD,TH,7545.0,16052000.0,TH,2019,10,10,2019.0,2019.0,2019.0,1.0,17.0,2.0,16.0,4.0,5.0,0.0,53.0,right,1616.0,440.0,1487.0,409.0,68.0,8.0,0.11764705882352941,0.2750504371217216,0.2722772277227723,0.11764705882352941,,-0.0013076779376050562,,
17007,Diebstahl,Gera,242 StGB,2019-10-25,Nicht zuzuordnen,1.0,AfD,TH,7545.0,16052000.0,TH,2019,10,25,2019.0,2019.0,2019.0,1.0,17.0,2.0,16.0,4.0,5.0,0.0,53.0,right,1616.0,440.0,1487.0,409.0,68.0,8.0,0.11764705882352941,0.2750504371217216,0.2722772277227723,0.11764705882352941,,-0.0013076779376050562,,
17008,,Jena,,,,,AfD,TH,7743.0,16053000.0,TH,,,,2019.0,2019.0,2019.0,0.0,13.0,3.0,16.0,0.0,0.0,0.0,9.0,right,519.0,171.0,0.0,0.0,0.0,0.0,0.23076923076923078,,0.32947976878612717,,,-0.028414968055978096,,
17009,,Suhl,,,,,AfD,TH,98527.0,16054000.0,TH,,,,2019.0,2019.0,2019.0,0.0,5.0,0.0,16.0,0.0,0.0,0.0,0.0,right,110.0,24.0,0.0,0.0,0.0,0.0,0.0,,0.21818181818181817,,,0.001686972820993421,,
17010,,Weimar,,,,,AfD,TH,99423.0,16055000.0,TH,,,,2019.0,2019.0,2019.0,0.0,7.0,1.0,16.0,0.0,0.0,0.0,10.0,right,407.0,158.0,0.0,0.0,0.0,0.0,0.14285714285714285,,0.3882063882063882,,,0.005349245349245357,,
17011,,Eisenach,,,,,AfD,TH,99817.0,16056000.0,TH,,,,2019.0,2019.0,2019.0,0.0,6.0,1.0,16.0,0.0,0.0,0.0,0.0,right,118.0,32.0,0.0,0.0,0.0,0.0,0.16666666666666666,,0.2711864406779661,,,0.0022788776527560284,,
17012,Sachbeschadigung,Heilbad Heiligenstadt,303 StGB,2019-10-12,Links,1.0,AfD,TH,37308.0,16061045.0,TH,2019,10,12,2019.0,2019.0,2019.0,1.0,7.0,1.0,16.0,8.0,8.0,9.0,10.0,right,112.0,24.0,56.0,8.0,56.0,8.0,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.14285714285714285,,-0.1519114688128773,,
17013,Sachbeschadigung,Heilbad Heiligenstadt,303 StGB,2019-10-20,Links,0.0,AfD,TH,37308.0,16061045.0,TH,2019,10,20,2019.0,2019.0,2019.0,1.0,7.0,1.0,16.0,8.0,8.0,9.0,10.0,right,112.0,24.0,56.0,8.0,56.0,8.0,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.14285714285714285,,-0.1519114688128773,,
17014,Sachbeschadigung,Heilbad Heiligenstadt,303 StGB,2019-10-29,Links,0.0,AfD,TH,37308.0,16061045.0,TH,2019,10,29,2019.0,2019.0,2019.0,1.0,7.0,1.0,16.0,8.0,8.0,9.0,10.0,right,112.0,24.0,56.0,8.0,56.0,8.0,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.14285714285714285,,-0.1519114688128773,,
17015,Notigung,Heilbad Heiligenstadt,240 StGB,2019-10-28,Links,1.0,AfD,TH,37308.0,16061045.0,TH,2019,10,28,2019.0,2019.0,2019.0,1.0,7.0,1.0,16.0,8.0,8.0,9.0,10.0,right,112.0,24.0,56.0,8.0,56.0,8.0,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.14285714285714285,,-0.1519114688128773,,
17016,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Heilbad Heiligenstadt,86a StGB,2019-10-29,Links,0.0,AfD,TH,37308.0,16061045.0,TH,2019,10,29,2019.0,2019.0,2019.0,1.0,7.0,1.0,16.0,8.0,8.0,9.0,10.0,right,112.0,24.0,56.0,8.0,56.0,8.0,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.14285714285714285,,-0.1519114688128773,,
17017,Sachbeschadigung,Heilbad Heiligenstadt,303 StGB,2019-10-19,Links,0.0,AfD,TH,37308.0,16061045.0,TH,2019,10,19,2019.0,2019.0,2019.0,1.0,7.0,1.0,16.0,8.0,8.0,9.0,10.0,right,112.0,24.0,56.0,8.0,56.0,8.0,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.14285714285714285,,-0.1519114688128773,,
17018,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Heilbad Heiligenstadt,86a StGB,2019-10-21,Links,0.0,AfD,TH,37308.0,16061045.0,TH,2019,10,21,2019.0,2019.0,2019.0,1.0,7.0,1.0,16.0,8.0,8.0,9.0,10.0,right,112.0,24.0,56.0,8.0,56.0,8.0,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.14285714285714285,,-0.1519114688128773,,
17019,Sachbeschadigung,Heilbad Heiligenstadt,303 StGB,2019-10-21,Links,0.0,AfD,TH,37308.0,16061045.0,TH,2019,10,21,2019.0,2019.0,2019.0,1.0,7.0,1.0,16.0,8.0,8.0,9.0,10.0,right,112.0,24.0,56.0,8.0,56.0,8.0,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.14285714285714285,,-0.1519114688128773,,
17020,,Heuthen,,,,,AfD,TH,37308.0,16061047.0,TH,,,,2019.0,2019.0,2019.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,1.0,right,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,-0.3333333333333333,,
17021,Diebstahl,Mackenrode,242 StGB,2019-10-16,Links,0.0,AfD,TH,37318.0,16061068.0,TH,2019,10,16,2019.0,2019.0,2019.0,1.0,3.0,1.0,16.0,1.0,1.0,1.0,1.0,right,7.0,1.0,3.0,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.3333333333333333,,0.14285714285714285,,
17022,,Niederorschel,,,,,AfD,TH,37355.0,16061074.0,TH,,,,2019.0,2019.0,2019.0,0.0,6.0,1.0,16.0,0.0,0.0,0.0,0.0,right,41.0,5.0,0.0,0.0,0.0,0.0,0.16666666666666666,,0.12195121951219512,,,-0.04471544715447154,,
17023,Sachbeschadigung,Leinefelde-Worbis,303 StGB,2019-10-25,Links,1.0,AfD,TH,37327.0,16061115.0,TH,2019,10,25,2019.0,2019.0,2019.0,1.0,7.0,2.0,16.0,1.0,1.0,1.0,3.0,right,80.0,18.0,7.0,2.0,7.0,2.0,0.2857142857142857,0.2857142857142857,0.225,0.2857142857142857,,-0.01944444444444443,,
17024,Sachbeschadigung,Dingelstadt,303 StGB,2019-10-23,Links,0.0,AfD,TH,37351.0,16061118.0,TH,2019,10,23,2019.0,2019.0,2019.0,1.0,7.0,1.0,16.0,1.0,1.0,1.0,8.0,right,73.0,8.0,7.0,1.0,7.0,1.0,0.14285714285714285,0.14285714285714285,0.1095890410958904,0.14285714285714285,,,,
17025,Verunglimpfung staatlicher Symbole,Nordhausen,STGB-90A,2019-08-07,Links,0.0,AfD,TH,99734.0,16062041.0,TH,2019,08,07,2019.0,2019.0,2019.0,1.0,14.0,4.0,16.0,3.0,4.0,4.0,6.0,right,193.0,57.0,42.0,12.0,42.0,12.0,0.2857142857142857,0.2857142857142857,0.29533678756476683,0.2857142857142857,,-0.10466321243523319,,
17026,Verunglimpfung staatlicher Symbole,Nordhausen,STGB-90A,2019-08-07,Links,0.0,AfD,TH,99734.0,16062041.0,TH,2019,08,07,2019.0,2019.0,2019.0,1.0,14.0,4.0,16.0,3.0,4.0,4.0,6.0,right,193.0,57.0,42.0,12.0,42.0,12.0,0.2857142857142857,0.2857142857142857,0.29533678756476683,0.2857142857142857,,-0.10466321243523319,,
17027,Diebstahl,Nordhausen,242 StGB,2019-10-08,Nicht zuzuordnen,0.0,AfD,TH,99734.0,16062041.0,TH,2019,10,08,2019.0,2019.0,2019.0,1.0,14.0,4.0,16.0,1.0,4.0,0.0,6.0,right,193.0,57.0,14.0,4.0,14.0,4.0,0.2857142857142857,0.2857142857142857,0.29533678756476683,0.2857142857142857,,-0.10466321243523319,,
17028,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Nordhausen,86a StGB,2019-10-21,Links,0.0,AfD,TH,99734.0,16062041.0,TH,2019,10,21,2019.0,2019.0,2019.0,1.0,14.0,4.0,16.0,3.0,4.0,4.0,6.0,right,193.0,57.0,42.0,12.0,42.0,12.0,0.2857142857142857,0.2857142857142857,0.29533678756476683,0.2857142857142857,,-0.10466321243523319,,
17029,Diebstahl,Bleicherode,242 StGB,2019-10-18,Links,0.0,AfD,TH,99752.0,16062066.0,TH,2019,10,18,2019.0,2019.0,2019.0,1.0,3.0,1.0,16.0,1.0,1.0,1.0,2.0,right,48.0,16.0,3.0,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
17030,Sachbeschadigung,Bad Salzungen,303 StGB,2019-10-20,Links,2.0,AfD,TH,36433.0,16063003.0,TH,2019,10,20,2019.0,2019.0,2019.0,1.0,2.0,0.0,16.0,1.0,1.0,2.0,18.0,right,209.0,68.0,28.0,6.0,2.0,0.0,0.0,0.21428571428571427,0.3253588516746411,0.0,,0.016267942583732042,,
17031,,Geisa,,,,,AfD,TH,36419.0,16063032.0,TH,,,,2019.0,2019.0,2019.0,0.0,2.0,1.0,16.0,0.0,0.0,0.0,0.0,right,19.0,4.0,0.0,0.0,0.0,0.0,0.5,,0.21052631578947367,,,0.15789473684210525,,
