city,crime,law,date,background,suspects,party,Land,plz,city_id,bl_kuerzel
Schemmerhofen,0,0,0,0,0,0,1,1,1,1
Schenkelberg,0,0,0,0,0,0,1,1,1,1
Schenkenberg,14,14,14,14,14,2,14,14,14,14
Schenkendobern/Derbno,0,0,0,0,0,0,1,1,1,1
Schenkenzell,0,0,0,0,0,0,1,1,1,1
Schenklengsfeld,0,0,0,0,0,0,1,1,1,0
Schermbeck,0,0,0,0,0,0,1,1,1,0
Schernfeld,0,0,0,0,0,0,1,1,1,1
Scherstetten,0,0,0,0,0,0,1,1,1,1
Schesslitz,0,0,0,0,0,0,1,1,1,1
Scheuerfeld,0,0,0,0,0,0,1,1,1,1
Scheuern,0,0,0,0,0,0,1,1,1,1
Scheuring,0,0,0,0,0,0,1,1,1,1
Scheyern,0,0,0,0,0,0,1,1,1,1
Schieder-Schwalenberg,0,0,0,0,0,0,1,1,1,0
Schieren,0,0,0,0,0,0,1,1,1,0
Schierensee,0,0,0,0,0,0,1,1,1,0
Schierling,0,0,0,0,0,0,1,1,1,1
Schiersfeld,0,0,0,0,0,0,1,1,1,1
Schiesheim,0,0,0,0,0,0,1,1,1,1
Schiffdorf,0,0,0,0,0,0,1,1,1,0
Schifferstadt,28,28,28,28,28,4,28,28,28,28
Schiffweiler,0,0,0,0,0,0,1,1,1,1
Schilda,0,0,0,0,0,0,1,1,1,1
Schildetal,0,0,0,0,0,0,1,1,1,1
Schillingen,0,0,0,0,0,0,1,1,1,1
Schillingsfurst,0,0,0,0,0,0,1,1,1,1
Schillsdorf,0,0,0,0,0,0,1,1,1,0
Schiltach,0,0,0,0,0,0,1,1,1,1
Schiltberg,0,0,0,0,0,0,1,1,1,1
Schimberg,0,0,0,0,0,0,1,1,1,1
Schindhard,0,0,0,0,0,0,1,1,1,1
Schinkel,0,0,0,0,0,0,1,1,1,0
Schiphorst,0,0,0,0,0,0,1,1,1,0
Schipkau,14,14,14,14,14,1,14,14,14,14
Schirgiswalde-Kirschau,0,0,0,0,0,0,1,1,1,1
Schirmitz,7,7,7,7,7,0,7,7,7,7
Schirnding,0,0,0,0,0,0,1,1,1,1
Schkeuditz,42,42,42,42,42,6,42,42,42,42
Schkolen,0,0,0,0,0,0,1,1,1,1
Schkopau,0,0,0,0,0,0,1,1,1,1
Schladen-Werla,0,0,0,0,0,0,1,1,1,0
Schladt,0,0,0,0,0,0,1,1,1,1
Schlagsdorf,0,0,0,0,0,0,1,1,1,1
Schlaitdorf,0,0,0,0,0,0,1,1,1,1
Schlammersdorf,0,0,0,0,0,0,1,1,1,1
Schlangen,0,0,0,0,0,0,1,1,1,0
Schlangenbad,0,0,0,0,0,0,1,1,1,0
Schlat,0,0,0,0,0,0,1,1,1,1
Schlaubetal,0,0,0,0,0,0,1,1,1,1
Schleching,0,0,0,0,0,0,1,1,1,1
Schlechtsart,0,0,0,0,0,0,1,1,1,1
Schlehdorf,0,0,0,0,0,0,1,1,1,1
Schleich,0,0,0,0,0,0,1,1,1,1
Schleiden,0,0,0,0,0,0,1,1,1,0
Schleife / Slepo,0,0,0,0,0,0,1,1,1,1
Schleifreisen,0,0,0,0,0,0,1,1,1,1
Schleiz,28,28,28,28,28,7,28,28,28,28
Schlemmin,0,0,0,0,0,0,1,1,1,1
Schlepzig/Słopišća,0,0,0,0,0,0,1,1,1,1
Schlesen,0,0,0,0,0,0,1,1,1,0
Schleswig,0,0,0,0,0,0,1,1,1,0
Schlettau,0,0,0,0,0,0,1,1,1,1
Schleusegrund,7,7,7,7,7,0,7,7,7,7
Schleusingen,84,84,84,84,84,2,84,84,84,84
Schlichtenberger Wald,0,0,0,0,0,0,1,0,1,1
Schlichting,0,0,0,0,0,0,1,1,1,0
Schlieben,0,0,0,0,0,0,1,1,1,1
Schliengen,7,7,7,7,7,1,7,7,7,7
Schlier,0,0,0,0,0,0,1,1,1,1
Schlierbach,0,0,0,0,0,0,1,1,1,1
Schlierschied,0,0,0,0,0,0,1,1,1,1
Schliersee,0,0,0,0,0,0,1,1,1,1
Schlitz,0,0,0,0,0,0,1,1,1,0
Schloben,0,0,0,0,0,0,1,1,1,1
Schloen-Dratow,0,0,0,0,0,0,1,1,1,1
Schloss Holte-Stukenbrock,0,0,0,0,0,0,1,1,1,0
Schlossbockelheim,0,0,0,0,0,0,1,1,1,1
Schlossvippach,7,7,7,7,7,1,7,7,7,7
Schlotfeld,0,0,0,0,0,0,1,1,1,0
Schluchsee,0,0,0,0,0,0,1,1,1,1
Schluchtern,0,0,0,0,0,0,1,1,1,0
Schlusselfeld,0,0,0,0,0,0,1,1,1,1
Schmalenberg,0,0,0,0,0,0,1,1,1,1
Schmalensee,0,0,0,0,0,0,1,1,1,0
Schmalfeld,0,0,0,0,0,0,1,1,1,0
Schmalkalden,14,14,14,14,14,1,14,14,14,14
Schmallenberg,0,0,0,0,0,0,1,1,1,0
Schmalstede,0,0,0,0,0,0,1,1,1,0
Schmatzin,0,0,0,0,0,0,1,1,1,1
Schmedeswurth,0,0,0,0,0,0,1,1,1,0
Schmeheim,0,0,0,0,0,0,1,1,1,1
Schmellerforst,0,0,0,0,0,0,1,0,1,1
Schmelz,0,0,0,0,0,0,1,1,1,1
Schmidgaden,0,0,0,0,0,0,1,1,1,1
Schmidmuhlen,0,0,0,0,0,0,1,1,1,1
Schmidthachenbach,0,0,0,0,0,0,1,1,1,1
Schmiechen,0,0,0,0,0,0,1,1,1,1
Schmiedehausen,0,0,0,0,0,0,1,1,1,1
Schmieritz,0,0,0,0,0,0,1,1,1,1
Schmilau,0,0,0,0,0,0,1,1,1,0
Schmissberg,0,0,0,0,0,0,1,1,1,1
Schmitshausen,0,0,0,0,0,0,1,1,1,1
Schmitt,0,0,0,0,0,0,1,1,1,1
Schmitten,0,0,0,0,0,0,1,1,1,0
Schmittweiler,0,0,0,0,0,0,1,1,1,1
Schmogrow-Fehrow/Smogorjow-Prjawoz,0,0,0,0,0,0,1,1,1,1
Schmolln,0,0,0,0,0,0,1,1,1,1
Schmolln-Putzkau,0,0,0,0,0,0,1,1,1,1
Schmorda,0,0,0,0,0,0,1,1,1,1
Schnabelwaid,0,0,0,0,0,0,1,1,1,1
Schnackenburg,0,0,0,0,0,0,1,1,1,0
Schnaitsee,0,0,0,0,0,0,1,1,1,1
Schnaittach,7,7,7,7,7,0,7,7,7,7
Schnaittenbach,0,0,0,0,0,0,1,1,1,1
Schnakenbek,0,0,0,0,0,0,1,1,1,0
Schnarup-Thumby,0,0,0,0,0,0,1,1,1,0
Schnaudertal,0,0,0,0,0,0,1,1,1,1
Schneckenhausen,0,0,0,0,0,0,1,1,1,1
Schneckenlohe,0,0,0,0,0,0,1,1,1,1
Schnega,7,7,7,7,7,0,7,7,7,0
Schneizlreuth,0,0,0,0,0,0,1,1,1,1
Schnelldorf,0,0,0,0,0,0,1,1,1,1
Schneppenbach,0,0,0,0,0,0,1,1,1,1
Schneverdingen,7,7,7,7,7,0,7,7,7,0
Schnorbach,0,0,0,0,0,0,1,1,1,1
Schnurpflingen,0,0,0,0,0,0,1,1,1,1
Schoden,0,0,0,0,0,0,1,1,1,1
Schoffengrund,0,0,0,0,0,0,1,1,1,0
Schofweg,0,0,0,0,0,0,1,1,1,1
Scholen,0,0,0,0,0,0,1,1,1,0
Schollbrunn,0,0,0,0,0,0,1,1,1,1
Schollene,0,0,0,0,0,0,1,1,1,1
Schollkrippen,0,0,0,0,0,0,1,1,1,1
Schollkrippener Forst,0,0,0,0,0,0,1,0,1,1
Schollnach,0,0,0,0,0,0,1,1,1,1
Schomerich,0,0,0,0,0,0,1,1,1,1
Schonach im Schwarzwald,0,0,0,0,0,0,1,1,1,1
Schonaich,7,7,7,7,7,3,7,7,7,7
Schonau (Pfalz),0,0,0,0,0,0,1,1,1,1
Schonau a.Konigssee,0,0,0,0,0,0,1,1,1,1
Schonau a.d.Brend,0,0,0,0,0,0,1,1,1,1
Schonau im Schwarzwald,0,0,0,0,0,0,1,1,1,1
Schonau-Berzdorf a. d. Eigen,0,0,0,0,0,0,1,1,1,1
Schonbeck,0,0,0,0,0,0,1,1,1,1
Schonbek,0,0,0,0,0,0,1,1,1,0
Schonberg (Holstein),0,0,0,0,0,0,1,1,1,0
Schonbrunn,0,0,0,0,0,0,1,1,1,1
Schonbrunn i.Steigerwald,0,0,0,0,0,0,1,1,1,1
Schonbrunner Wald,0,0,0,0,0,0,1,0,1,1
Schonburg,0,0,0,0,0,0,1,1,1,1
Schondorf am Ammersee,0,0,0,0,0,0,1,1,1,1
Schondra,0,0,0,0,0,0,1,1,1,1
Schonebeck (Elbe),0,0,0,0,0,0,1,1,1,1
Schoneck,7,7,7,7,7,0,7,7,7,0
Schoneck/Vogtl.,0,0,0,0,0,0,1,1,1,1
Schonecken,0,0,0,0,0,0,1,1,1,1
Schonefeld,14,14,14,14,14,2,14,14,14,14
Schoneiche bei Berlin,0,0,0,0,0,0,1,1,1,1
Schonenberg,0,0,0,0,0,0,1,1,1,1
Schonenberg-Kubelberg,7,7,7,7,7,2,7,7,7,7
Schonermark,0,0,0,0,0,0,1,1,1,1
Schonewalde,0,0,0,0,0,0,1,1,1,1
Schoneworde,0,0,0,0,0,0,1,1,1,0
Schongau,0,0,0,0,0,0,1,1,1,1
Schongeising,0,0,0,0,0,0,1,1,1,1
Schongleina,0,0,0,0,0,0,1,1,1,1
Schonhagen,0,0,0,0,0,0,1,1,1,1
Schonhausen,0,0,0,0,0,0,1,1,1,1
Schonhausen (Elbe),0,0,0,0,0,0,1,1,1,1
Schonheide,0,0,0,0,0,0,1,1,1,1
Schonhorst,0,0,0,0,0,0,1,1,1,0
Schonkirchen,0,0,0,0,0,0,1,1,1,0
Schonsee,0,0,0,0,0,0,1,1,1,1
Schonstedt,7,7,7,7,7,1,7,7,7,7
Schonstett,0,0,0,0,0,0,1,1,1,1
Schontal,0,0,0,0,0,0,1,1,1,1
Schonthal,0,0,0,0,0,0,1,1,1,1
Schonungen,0,0,0,0,0,0,1,1,1,1
Schonwald im Schwarzwald,0,0,0,0,0,0,1,1,1,1
Schonwalde,0,0,0,0,0,0,1,1,1,1
Schonwalde am Bungsberg,0,0,0,0,0,0,1,1,1,0
Schonwalde-Glien,7,7,7,7,7,1,7,7,7,7
Schonwolkau,0,0,0,0,0,0,1,1,1,1
Schopfheim,0,0,0,0,0,0,1,1,1,1
Schopp,0,0,0,0,0,0,1,1,1,1
Schoppenstedt,0,0,0,0,0,0,1,1,1,0
Schoppingen,0,0,0,0,0,0,1,1,1,0
Schops,0,0,0,0,0,0,1,1,1,1
Schopstal,0,0,0,0,0,0,1,1,1,1
Schorfheide,0,0,0,0,0,0,1,1,1,1
Schornsheim,0,0,0,0,0,0,1,1,1,1
Schorssow,7,7,7,7,7,1,7,7,7,7
Schortens,7,7,7,7,7,1,7,7,7,0
Schossin,0,0,0,0,0,0,1,1,1,1
Schotten,0,0,0,0,0,0,1,1,1,0
Schraden,0,0,0,0,0,0,1,1,1,1
Schramberg,0,0,0,0,0,0,1,1,1,1
Schraplau,0,0,0,0,0,0,1,1,1,1
Schrecksbach,0,0,0,0,0,0,1,1,1,0
Schretstaken,0,0,0,0,0,0,1,1,1,0
Schriesheim,0,0,0,0,0,0,1,1,1,1
Schrobenhausen,35,35,35,35,35,0,35,35,35,35
Schrozberg,0,0,0,0,0,0,1,1,1,1
Schrum,0,0,0,0,0,0,1,1,1,0
Schuby,0,0,0,0,0,0,1,1,1,0
Schuld,0,0,0,0,0,0,1,1,1,1
Schulendorf,0,0,0,0,0,0,1,1,1,0
Schulldorf,14,14,14,14,14,2,14,14,14,0
Schuller,0,0,0,0,0,0,1,1,1,1
Schulp,0,0,0,0,0,0,1,1,1,0
Schulp b. Nortorf,0,0,0,0,0,0,1,1,1,0
Schulp b. Rendsburg,0,0,0,0,0,0,1,1,1,0
Schulzendorf,21,21,21,21,21,3,21,21,21,21
Schurdt,0,0,0,0,0,0,1,1,1,1
Schurensohlen,0,0,0,0,0,0,1,1,1,0
Schuttertal,0,0,0,0,0,0,1,1,1,1
Schutterwald,0,0,0,0,0,0,1,1,1,1
Schuttorf,28,28,28,28,28,3,28,28,28,0
Schutz,0,0,0,0,0,0,1,1,1,1
Schutzbach,0,0,0,0,0,0,1,1,1,1
Schwaan,0,0,0,0,0,0,1,1,1,1
Schwaara,0,0,0,0,0,0,1,1,1,1
Schwabach,49,49,49,49,49,3,49,49,49,49
Schwabbruck,0,0,0,0,0,0,1,1,1,1
Schwabenheim an der Selz,0,0,0,0,0,0,1,1,1,1
Schwabisch Gmund,28,28,28,28,28,4,28,28,28,28
Schwabisch Hall,42,42,42,42,42,6,42,42,42,42
Schwabmunchen,0,0,0,0,0,0,1,1,1,1
Schwabsoien,0,0,0,0,0,0,1,1,1,1
Schwabstedt,0,0,0,0,0,0,1,1,1,0
Schwaforden,0,0,0,0,0,0,1,1,1,0
Schwaig b.Nurnberg,0,0,0,0,0,0,1,1,1,1
Schwaigen,0,0,0,0,0,0,1,1,1,1
Schwaigern,21,21,21,21,21,3,21,21,21,21
Schwaikheim,7,7,7,7,7,1,7,7,7,7
Schwalbach,0,0,0,0,0,0,1,1,1,1
Schwalbach am Taunus,0,0,0,0,0,0,1,1,1,0
Schwall,0,0,0,0,0,0,1,1,1,1
Schwallungen,0,0,0,0,0,0,1,1,1,1
Schwalmstadt,35,35,35,35,35,1,35,35,35,0
Schwanau,0,0,0,0,0,0,1,1,1,1
Schwandorf,42,42,42,42,42,1,42,42,42,42
Schwanebeck,0,0,0,0,0,0,1,1,1,1
Schwanewede,0,0,0,0,0,0,1,1,1,0
Schwanfeld,0,0,0,0,0,0,1,1,1,1
Schwangau,14,14,14,14,14,0,14,14,14,14
Schwanheide,0,0,0,0,0,0,1,1,1,1
Schwanheim,0,0,0,0,0,0,1,1,1,1
Schwanstetten,0,0,0,0,0,0,1,1,1,1
Schwarme,0,0,0,0,0,0,1,1,1,0
Schwarmstedt,0,0,0,0,0,0,1,1,1,0
Schwartbuck,0,0,0,0,0,0,1,1,1,0
Schwarz,0,0,0,0,0,0,1,1,1,1
Schwarza,0,0,0,0,0,0,1,1,1,1
Schwarzach a.Main,0,0,0,0,0,0,1,1,1,1
Schwarzach b.Nabburg,0,0,0,0,0,0,1,1,1,1
Schwarzatal,0,0,0,0,0,0,1,1,1,1
Schwarzburg,0,0,0,0,0,0,1,1,1,1
Schwarzen,0,0,0,0,0,0,1,1,1,1
Schwarzenbach,0,0,0,0,0,0,1,1,1,1
Schwarzenbach a.Wald,0,0,0,0,0,0,1,1,1,1
Schwarzenbach a.d.Saale,0,0,0,0,0,0,1,1,1,1
Schwarzenbek,14,14,14,14,14,1,14,14,14,0
Schwarzenberg/Erzgeb.,0,0,0,0,0,0,1,1,1,1
Schwarzenbruck,7,7,7,7,7,0,7,7,7,7
Schwarzenfeld,7,7,7,7,7,0,7,7,7,7
Schwarzerden,0,0,0,0,0,0,1,1,1,1
Schwarzheide,0,0,0,0,0,0,1,1,1,1
Schwarzhofen,0,0,0,0,0,0,1,1,1,1
Schwasdorf,0,0,0,0,0,0,1,1,1,1
Schwebheim,0,0,0,0,0,0,1,1,1,1
Schwedelbach,0,0,0,0,0,0,1,1,1,1
Schwedeneck,0,0,0,0,0,0,1,1,1,0
Schwedt/Oder,0,0,0,0,0,0,1,1,1,1
Schwegenheim,0,0,0,0,0,0,1,1,1,1
Schweich,0,0,0,0,0,0,1,1,1,1
Schweickershausen,0,0,0,0,0,0,1,1,1,1
Schweigen-Rechtenbach,0,0,0,0,0,0,1,1,1,1
Schweighausen,0,0,0,0,0,0,1,1,1,1
Schweighofen,0,0,0,0,0,0,1,1,1,1
Schweindorf,0,0,0,0,0,0,1,1,1,0
Schweinfurt,21,21,21,21,21,2,21,21,21,21
Schweinschied,0,0,0,0,0,0,1,1,1,1
Schweisweiler,0,0,0,0,0,0,1,1,1,1
Schweitenkirchen,0,0,0,0,0,0,1,1,1,1
Schweix,0,0,0,0,0,0,1,1,1,1
Schwelm,0,0,0,0,0,0,1,1,1,0
Schwendi,0,0,0,0,0,0,1,1,1,1
Schwentinental,0,0,0,0,0,0,1,1,1,0
Schwepnitz,0,0,0,0,0,0,1,1,1,1
Schweppenhausen,0,0,0,0,0,0,1,1,1,1
Schwerbach,0,0,0,0,0,0,1,1,1,1
Schweringen,0,0,0,0,0,0,1,1,1,0
Schwerinsdorf,0,0,0,0,0,0,1,1,1,0
Schwerstedt,0,0,0,0,0,0,1,1,1,1
Schwerte,0,0,0,0,0,0,1,1,1,0
Schwesing,0,0,0,0,0,0,1,1,1,0
Schwetzingen,0,0,0,0,0,0,1,1,1,1
Schwieberdingen,0,0,0,0,0,0,1,1,1,1
Schwielochsee/Gójacki Jazor,0,0,0,0,0,0,1,1,1,1
Schwielowsee,35,35,35,35,35,5,35,35,35,35
Schwienau,0,0,0,0,0,0,1,1,1,0
Schwifting,0,0,0,0,0,0,1,1,1,1
Schwindegg,0,0,0,0,0,0,1,1,1,1
Schwirzheim,0,0,0,0,0,0,1,1,1,1
Schwissel,0,0,0,0,0,0,1,1,1,0
Schwobfeld,0,0,0,0,0,0,1,1,1,1
Schwollen,0,0,0,0,0,0,1,1,1,1
Schworstadt,0,0,0,0,0,0,1,1,1,1
Schwulper,0,0,0,0,0,0,1,1,1,0
Sebnitz,56,56,56,56,56,21,56,56,56,56
Seck,0,0,0,0,0,0,1,1,1,1
Seckach,0,0,0,0,0,0,1,1,1,1
Seddiner See,0,0,0,0,0,0,1,1,1,1
Seeblick,0,0,0,0,0,0,1,1,1,1
Seeburg,0,0,0,0,0,0,1,1,1,0
Seeg,0,0,0,0,0,0,1,1,1,1
Seegebiet Mansfelder Land,0,0,0,0,0,0,1,1,1,1
Seehausen (Altmark),0,0,0,0,0,0,1,1,1,1
Seehausen a.Staffelsee,0,0,0,0,0,0,1,1,1,1
Seeheim-Jugenheim,7,7,7,7,7,0,7,7,7,0
Seehof,0,0,0,0,0,0,1,1,1,1
Seekirch,0,0,0,0,0,0,1,1,1,1
Seeland,0,0,0,0,0,0,1,1,1,1
Seelbach (Westerwald),0,0,0,0,0,0,1,1,1,1
Seelbach bei Hamm (Sieg),0,0,0,0,0,0,1,1,1,1
Seelen,0,0,0,0,0,0,1,1,1,1
Seelingstadt,0,0,0,0,0,0,1,1,1,1
Seelitz,35,35,35,35,35,5,35,35,35,35
Seelow,49,49,49,49,49,5,49,49,49,49
Seelze,0,0,0,0,0,0,1,1,1,0
Seeon-Seebruck,0,0,0,0,0,0,1,1,1,1
Seesbach,0,0,0,0,0,0,1,1,1,1
Seesen,0,0,0,0,0,0,1,1,1,0
Seeshaupt,0,0,0,0,0,0,1,1,1,1
Seester,0,0,0,0,0,0,1,1,1,0
Seestermuhe,0,0,0,0,0,0,1,1,1,0
Seeth,0,0,0,0,0,0,1,1,1,0
Seeth-Ekholt,0,0,0,0,0,0,1,1,1,0
Seevetal,7,7,7,7,7,1,7,7,7,0
Seewald,0,0,0,0,0,0,1,1,1,1
Seffern,0,0,0,0,0,0,1,1,1,1
Sefferweich,0,0,0,0,0,0,1,1,1,1
Seggebruch,0,0,0,0,0,0,1,1,1,0
Segnitz,0,0,0,0,0,0,1,1,1,1
Sehestedt,0,0,0,0,0,0,1,1,1,0
Sehlde,0,0,0,0,0,0,1,1,1,0
Sehlem,0,0,0,0,0,0,1,1,1,1
Sehlen,0,0,0,0,0,0,1,1,1,1
Sehmatal,0,0,0,0,0,0,1,1,1,1
Sehnde,21,21,21,21,21,3,21,21,21,0
Seibersbach,0,0,0,0,0,0,1,1,1,1
Seifen,0,0,0,0,0,0,1,1,1,1
Seiffen/Erzgeb.,0,0,0,0,0,0,1,1,1,1
Seifhennersdorf,0,0,0,0,0,0,1,1,1,1
Seinsfeld,0,0,0,0,0,0,1,1,1,1
Seinsheim,7,7,7,7,7,1,7,7,7,7
Seisla,0,0,0,0,0,0,1,1,1,1
Seitenroda,0,0,0,0,0,0,1,1,1,1
Seitingen-Oberflacht,0,0,0,0,0,0,1,1,1,1
Seiwerath,0,0,0,0,0,0,1,1,1,1
Selb,14,14,14,14,14,1,14,14,14,14
Selbach (Sieg),0,0,0,0,0,0,1,1,1,1
Selbitz,7,7,7,7,7,1,7,7,7,7
Selchenbach,0,0,0,0,0,0,1,1,1,1
Selent,0,0,0,0,0,0,1,1,1,0
Selfkant,0,0,0,0,0,0,1,1,1,0
Seligenstadt,0,0,0,0,0,0,1,1,1,0
Selk,0,0,0,0,0,0,1,1,1,0
Selke-Aue,0,0,0,0,0,0,1,1,1,1
Sellerich,0,0,0,0,0,0,1,1,1,1
Sellin,0,0,0,0,0,0,1,1,1,1
Selm,0,0,0,0,0,0,1,1,1,0
Selmsdorf,0,0,0,0,0,0,1,1,1,1
Selpin,0,0,0,0,0,0,1,1,1,1
Selsingen,0,0,0,0,0,0,1,1,1,0
Selters (Taunus),0,0,0,0,0,0,1,1,1,0
Selters (Westerwald),0,0,0,0,0,0,1,1,1,1
Selzen,0,0,0,0,0,0,1,1,1,1
Sembach,0,0,0,0,0,0,1,1,1,1
Semberg,0,0,0,0,0,0,1,0,1,1
Semlow,0,0,0,0,0,0,1,1,1,1
Sendenhorst,7,7,7,7,7,1,7,7,7,0
Senftenberg/Zły Komorow,0,0,0,0,0,0,1,1,1,1
Sengenthal,0,0,0,0,0,0,1,1,1,1
Sengerich,0,0,0,0,0,0,1,1,1,1
Senheim,0,0,0,0,0,0,1,1,1,1
Sennfeld,7,7,7,7,7,0,7,7,7,7
Senscheid,0,0,0,0,0,0,1,1,1,1
Sensweiler,0,0,0,0,0,0,1,1,1,1
Serba,0,0,0,0,0,0,1,1,1,1
Serrig,0,0,0,0,0,0,1,1,1,1
Sersheim,0,0,0,0,0,0,1,1,1,1
Sessenbach,0,0,0,0,0,0,1,1,1,1
Sessenhausen,0,0,0,0,0,0,1,1,1,1
Sesslach,7,7,7,7,7,1,7,7,7,7
Seth,0,0,0,0,0,0,1,1,1,0
Setzingen,0,0,0,0,0,0,1,1,1,1
Seubersdorf i.d.OPf.,0,0,0,0,0,0,1,1,1,1
Seukendorf,0,0,0,0,0,0,1,1,1,1
Seulingen,0,0,0,0,0,0,1,1,1,0
Sevenig (Our),0,0,0,0,0,0,1,1,1,1
Sevenig bei Neuerburg,0,0,0,0,0,0,1,1,1,1
Sexau,0,0,0,0,0,0,1,1,1,1
Seybothenreuth,0,0,0,0,0,0,1,1,1,1
Sibbesse,0,0,0,0,0,0,1,1,1,0
Sickerode,0,0,0,0,0,0,1,1,1,1
Sickte,7,7,7,7,7,1,7,7,7,0
Siebeldingen,0,0,0,0,0,0,1,1,1,1
Siebenbach,0,0,0,0,0,0,1,1,1,1
Siebenbaumen,0,0,0,0,0,0,1,1,1,0
Siebeneichen,0,0,0,0,0,0,1,1,1,0
Siedenbollentin,0,0,0,0,0,0,1,1,1,1
Siedenbrunzow,0,0,0,0,0,0,1,1,1,1
Siedenburg,0,0,0,0,0,0,1,1,1,0
Siefersheim,0,0,0,0,0,0,1,1,1,1
Siegbach,0,0,0,0,0,0,1,1,1,0
Siegburg,0,0,0,0,0,0,1,1,1,0
Siegelsbach,0,0,0,0,0,0,1,1,1,1
Siegen,28,28,28,28,28,3,28,28,28,0
Siegenburg,0,0,0,0,0,0,1,1,1,1
Siegsdorf,14,14,14,14,14,0,14,14,14,14
Siehdichum,0,0,0,0,0,0,1,1,1,1
Siek,0,0,0,0,0,0,1,1,1,0
Sielenbach,0,0,0,0,0,0,1,1,1,1
Siemz-Niendorf,0,0,0,0,0,0,1,1,1,1
Sien,7,7,7,7,7,0,7,7,7,7
Sienhachenbach,0,0,0,0,0,0,1,1,1,1
Sierksdorf,0,0,0,0,0,0,1,1,1,0
Sierksrade,0,0,0,0,0,0,1,1,1,0
Sierscheid,0,0,0,0,0,0,1,1,1,1
Siershahn,7,7,7,7,7,1,7,7,7,7
Siesbach,0,0,0,0,0,0,1,1,1,1
Sietow,0,0,0,0,0,0,1,1,1,1
Sieversdorf-Hohenofen,0,0,0,0,0,0,1,1,1,1
Sievershutten,0,0,0,0,0,0,1,1,1,0
Sieverstedt,0,0,0,0,0,0,1,1,1,0
Siggelkow,0,0,0,0,0,0,1,1,1,1
Sigmaringen,7,7,7,7,7,1,7,7,7,7
Sigmaringendorf,0,0,0,0,0,0,1,1,1,1
Sigmarszell,0,0,0,0,0,0,1,1,1,1
Silberstedt,0,0,0,0,0,0,1,1,1,0
Silbitz,0,0,0,0,0,0,1,1,1,1
Silzen,0,0,0,0,0,0,1,1,1,0
Simbach,7,7,7,7,7,1,7,7,7,7
Simbach a.Inn,0,0,0,0,0,0,1,1,1,1
Simmelsdorf,7,7,7,7,7,0,7,7,7,7
Simmerath,0,0,0,0,0,0,1,1,1,0
Simmern,0,0,0,0,0,0,1,1,1,1
Simmern/ Hunsruck,0,0,0,0,0,0,1,1,1,1
Simmersfeld,0,0,0,0,0,0,1,1,1,1
Simmershofen,0,0,0,0,0,0,1,1,1,1
Simmertal,7,7,7,7,7,1,7,7,7,7
Simmozheim,0,0,0,0,0,0,1,1,1,1
Simonsberg,0,0,0,0,0,0,1,1,1,0
Simonswald,0,0,0,0,0,0,1,1,1,1
Sindelfingen,28,28,28,28,28,4,28,28,28,28
Sindelsdorf,0,0,0,0,0,0,1,1,1,1
Singen (Hohentwiel),0,0,0,0,0,0,1,1,1,1
Singhofen,0,0,0,0,0,0,1,1,1,1
Sinn,0,0,0,0,0,0,1,1,1,0
Sinntal,0,0,0,0,0,0,1,1,1,0
Sinsheim,7,7,7,7,7,1,7,7,7,7
Sinspelt,0,0,0,0,0,0,1,1,1,1
Sinzheim,0,0,0,0,0,0,1,1,1,1
Sinzig,0,0,0,0,0,0,1,1,1,1
Sinzing,0,0,0,0,0,0,1,1,1,1
Sippersfeld,0,0,0,0,0,0,1,1,1,1
Sipplingen,0,0,0,0,0,0,1,1,1,1
Sirksfelde,0,0,0,0,0,0,1,1,1,0
Sittensen,14,14,14,14,14,2,14,14,14,0
Sitters,0,0,0,0,0,0,1,1,1,1
Sitzendorf,0,0,0,0,0,0,1,1,1,1
Sochtenau,0,0,0,0,0,0,1,1,1,1
Soderstorf,0,0,0,0,0,0,1,1,1,0
Soest,14,14,14,14,14,1,14,14,14,0
Sogel,0,0,0,0,0,0,1,1,1,0
Sohland a. d. Spree,0,0,0,0,0,0,1,1,1,1
Sohlde,0,0,0,0,0,0,1,1,1,0
Sohren,0,0,0,0,0,0,1,1,1,1
Sohrewald,0,0,0,0,0,0,1,1,1,0
Sohrschied,0,0,0,0,0,0,1,1,1,1
Solden,0,0,0,0,0,0,1,1,1,1
Solingen,0,0,0,0,0,0,1,1,1,0
Solkwitz,0,0,0,0,0,0,1,1,1,1
Sollerup,0,0,0,0,0,0,1,1,1,0
Solling (Landkreis Northeim),0,0,0,0,0,0,1,0,1,0
Sollingen,0,0,0,0,0,0,1,1,1,0
Sollstedt,7,7,7,7,7,1,7,7,7,7
Sollwitt,0,0,0,0,0,0,1,1,1,0
Solms,0,0,0,0,0,0,1,1,1,0
Solnhofen,0,0,0,0,0,0,1,1,1,1
Soltau,14,14,14,14,14,2,14,14,14,0
Soltendieck,0,0,0,0,0,0,1,1,1,0
Sommerach,0,0,0,0,0,0,1,1,1,1
Sommerau,0,0,0,0,0,0,1,1,1,1
Sommerda,35,35,35,35,35,2,35,35,35,35
Sommerhausen,0,0,0,0,0,0,1,1,1,1
Sommerkahl,0,0,0,0,0,0,1,1,1,1
Sommerland,0,0,0,0,0,0,1,1,1,0
Sommerloch,0,0,0,0,0,0,1,1,1,1
Sonderhofen,0,0,0,0,0,0,1,1,1,1
Sondershausen,70,70,70,70,70,6,70,70,70,70
Sondheim v.d.Rhon,0,0,0,0,0,0,1,1,1,1
