city,crime,law,date,background,suspects,party,Land,plz,city_id,bl_kuerzel
Dettelbach,0,0,0,0,0,0,1,1,1,1
Dettenhausen,0,0,0,0,0,0,1,1,1,1
Dettenheim,0,0,0,0,0,0,1,1,1,1
Dettighofen,0,0,0,0,0,0,1,1,1,1
Dettingen an der Erms,0,0,0,0,0,0,1,1,1,1
Dettingen an der Iller,0,0,0,0,0,0,1,1,1,1
Dettingen unter Teck,0,0,0,0,0,0,1,1,1,1
Dettmannsdorf,0,0,0,0,0,0,1,1,1,1
Dettum,0,0,0,0,0,0,1,1,1,0
Detzem,0,0,0,0,0,0,1,1,1,1
Deudesfeld,0,0,0,0,0,0,1,1,1,1
Deuerling,0,0,0,0,0,0,1,1,1,1
Deuselbach,0,0,0,0,0,0,1,1,1,1
Deutsch Evern,0,0,0,0,0,0,1,1,1,0
Deutsch-luxemburgisches Hoheitsgebiet,0,0,0,0,0,0,1,0,1,1
Deutschneudorf,0,0,0,0,0,0,1,1,1,1
Dexheim,0,0,0,0,0,0,1,1,1,1
Deyelsdorf,0,0,0,0,0,0,1,1,1,1
Dhronecken,0,0,0,0,0,0,1,1,1,1
Dichtelbach,0,0,0,0,0,0,1,1,1,1
Dickel,0,0,0,0,0,0,1,1,1,0
Dickendorf,0,0,0,0,0,0,1,1,1,1
Dickenschied,0,0,0,0,0,0,1,1,1,1
Dickesbach,0,0,0,0,0,0,1,1,1,1
Didderse,0,0,0,0,0,0,1,1,1,0
Diebach,7,7,7,7,7,0,7,7,7,7
Dieblich,0,0,0,0,0,0,1,1,1,1
Dieburg,14,14,14,14,14,1,14,14,14,0
Diedorf,7,7,7,7,7,0,7,7,7,7
Diefenbach,0,0,0,0,0,0,1,1,1,1
Diekholzen,0,0,0,0,0,0,1,1,1,0
Diekhusen-Fahrstedt,0,0,0,0,0,0,1,1,1,0
Dielheim,0,0,0,0,0,0,1,1,1,1
Dielkirchen,0,0,0,0,0,0,1,1,1,1
Dielmissen,0,0,0,0,0,0,1,1,1,0
Diemelsee,0,0,0,0,0,0,1,1,1,0
Diemelstadt,0,0,0,0,0,0,1,1,1,0
Dienethal,0,0,0,0,0,0,1,1,1,1
Dienheim,0,0,0,0,0,0,1,1,1,1
Diensdorf-Radlow,7,7,7,7,7,1,7,7,7,7
Dienstweiler,0,0,0,0,0,0,1,1,1,1
Diepenau,0,0,0,0,0,0,1,1,1,0
Diepholz,0,0,0,0,0,0,1,1,1,0
Diera-Zehren,0,0,0,0,0,0,1,1,1,1
Dierbach,0,0,0,0,0,0,1,1,1,1
Dierdorf,0,0,0,0,0,0,1,1,1,1
Dierfeld,0,0,0,0,0,0,1,1,1,1
Dierhagen,0,0,0,0,0,0,1,1,1,1
Dierscheid,0,0,0,0,0,0,1,1,1,1
Diesdorf,42,42,42,42,42,6,42,42,42,42
Diespeck,0,0,0,0,0,0,1,1,1,1
Diessen am Ammersee,0,0,0,0,0,0,1,1,1,1
Dietenheim,0,0,0,0,0,0,1,1,1,1
Dietenhofen,0,0,0,0,0,0,1,1,1,1
Dieterode,0,0,0,0,0,0,1,1,1,1
Dietersburg,7,7,7,7,7,0,7,7,7,7
Dietersheim,0,0,0,0,0,0,1,1,1,1
Dieterskirchen,0,0,0,0,0,0,1,1,1,1
Dietfurt a.d.Altmuhl,0,0,0,0,0,0,1,1,1,1
Diethardt,0,0,0,0,0,0,1,1,1,1
Dietingen,0,0,0,0,0,0,1,1,1,1
Dietmannsried,0,0,0,0,0,0,1,1,1,1
Dietramszell,0,0,0,0,0,0,1,1,1,1
Dietrichingen,0,0,0,0,0,0,1,1,1,1
Dietzenbach,7,7,7,7,7,0,7,7,7,0
Dietzenrode/Vatterode,0,0,0,0,0,0,1,1,1,1
Dietzholztal,0,0,0,0,0,0,1,1,1,0
Diez,14,14,14,14,14,2,14,14,14,14
Dill,0,0,0,0,0,0,1,1,1,1
Dillenburg,0,0,0,0,0,0,1,1,1,0
Dillendorf,0,0,0,0,0,0,1,1,1,1
Dillingen a.d.Donau,0,0,0,0,0,0,1,1,1,1
Dillingen/ Saar,0,0,0,0,0,0,1,1,1,1
Dillstadt,0,0,0,0,0,0,1,1,1,1
Dimbach,0,0,0,0,0,0,1,1,1,1
Dingdorf,0,0,0,0,0,0,1,1,1,1
Dingelstadt,56,56,56,56,56,10,56,56,56,56
Dingen,0,0,0,0,0,0,1,1,1,0
Dingolfing,21,21,21,21,21,0,21,21,21,21
Dingolshausen,0,0,0,0,0,0,1,1,1,1
Dingsleben,0,0,0,0,0,0,1,1,1,1
Dinkelsbuhl,42,42,42,42,42,6,42,42,42,42
Dinkelscherben,0,0,0,0,0,0,1,1,1,1
Dinklage,0,0,0,0,0,0,1,1,1,0
Dinslaken,21,21,21,21,21,0,21,21,21,0
Dintesheim,0,0,0,0,0,0,1,1,1,1
Dipperz,0,0,0,0,0,0,1,1,1,0
Dippoldiswalde,14,14,14,14,14,2,14,14,14,14
Dirlewang,0,0,0,0,0,0,1,1,1,1
Dirmstein,0,0,0,0,0,0,1,1,1,1
Dischingen,0,0,0,0,0,0,1,1,1,1
Dissen am Teutoburger Wald,0,0,0,0,0,0,1,1,1,0
Dissen-Striesow/Dešno-Strjažow,0,0,0,0,0,0,1,1,1,1
Ditfurt,0,0,0,0,0,0,1,1,1,1
Ditscheid,0,0,0,0,0,0,1,1,1,1
Dittelbrunn,0,0,0,0,0,0,1,1,1,1
Dittelsheim-Hessloch,7,7,7,7,7,1,7,7,7,7
Dittenheim,0,0,0,0,0,0,1,1,1,1
Dittersdorf,0,0,0,0,0,0,1,1,1,1
Dittweiler,0,0,0,0,0,0,1,1,1,1
Ditzingen,21,21,21,21,21,3,21,21,21,21
Divitz-Spoldershagen,0,0,0,0,0,0,1,1,1,1
Dobbertin,0,0,0,0,0,0,1,1,1,1
Dobbin-Linstow,0,0,0,0,0,0,1,1,1,1
Dobel,0,0,0,0,0,0,1,1,1,1
Dobeln,70,70,70,70,56,13,70,70,70,70
Doberlug-Kirchhain,14,14,14,14,14,4,14,14,14,14
Dobern/Derbno,0,0,0,0,0,0,1,1,1,1
Doberschau-Gaussig / Dobruša-Huska,0,0,0,0,0,0,1,1,1,1
Doberschutz,0,0,0,0,0,0,1,1,1,1
Dobersdorf,0,0,0,0,0,0,1,1,1,0
Dobin am See,0,0,0,0,0,0,1,1,1,1
Dobitschen,0,0,0,0,0,0,1,1,1,1
Dobritschen,0,0,0,0,0,0,1,1,1,1
Dobritz,0,0,0,0,0,0,1,1,1,1
Dockendorf,0,0,0,0,0,0,1,1,1,1
Dockweiler,0,0,0,0,0,0,1,1,1,1
Dodenburg,0,0,0,0,0,0,1,1,1,1
Dogern,0,0,0,0,0,0,1,1,1,1
Dohlau,0,0,0,0,0,0,1,1,1,1
Dohm-Lammersdorf,0,0,0,0,0,0,1,1,1,1
Dohma,0,0,0,0,0,0,1,1,1,1
Dohna,0,0,0,0,0,0,1,1,1,1
Dohr,0,0,0,0,0,0,1,1,1,1
Dolgen am See,0,0,0,0,0,0,1,1,1,1
Dolgesheim,0,0,0,0,0,0,1,1,1,1
Dollern,0,0,0,0,0,0,1,1,1,0
Dollerup,0,0,0,0,0,0,1,1,1,0
Dollnstein,0,0,0,0,0,0,1,1,1,1
Dollstadt,21,21,21,21,21,3,21,21,21,21
Dombuhl,0,0,0,0,0,0,1,1,1,1
Domitz,0,0,0,0,0,0,1,1,1,1
Dommershausen,0,0,0,0,0,0,1,1,1,1
Dommitzsch,0,0,0,0,0,0,1,1,1,1
Domsuhl,0,0,0,0,0,0,1,1,1,1
Donaueschingen,0,0,0,0,0,0,1,1,1,1
Donaustauf,0,0,0,0,0,0,1,1,1,1
Donauworth,0,0,0,0,0,0,1,1,1,1
Donnersdorf,0,0,0,0,0,0,1,1,1,1
Donsieders,0,0,0,0,0,0,1,1,1,1
Donzdorf,0,0,0,0,0,0,1,1,1,1
Dorentrup,0,0,0,0,0,0,1,1,1,0
Dorf Mecklenburg,0,0,0,0,0,0,1,1,1,1
Dorfchemnitz,0,0,0,0,0,0,1,1,1,1
Dorfen,0,0,0,0,0,0,1,1,1,1
Dorfhain,0,0,0,0,0,0,1,1,1,1
Dorfles-Esbach,0,0,0,0,0,0,1,1,1,1
Dorfprozelten,0,0,0,0,0,0,1,1,1,1
Dormagen,0,0,0,0,0,0,1,1,1,0
Dormettingen,0,0,0,0,0,0,1,1,1,1
Dormitz,0,0,0,0,0,0,1,1,1,1
Dormitzer Forst,0,0,0,0,0,0,1,0,1,1
Dorn-Durkheim,0,0,0,0,0,0,1,1,1,1
Dornberg,0,0,0,0,0,0,1,1,1,1
Dornburg,0,0,0,0,0,0,1,1,1,0
Dornburg-Camburg,0,0,0,0,0,0,1,1,1,1
Dornhan,0,0,0,0,0,0,1,1,1,1
Dornheim,7,7,7,7,7,0,7,7,7,7
Dornholzhausen,0,0,0,0,0,0,1,1,1,1
Dornick,0,0,0,0,0,0,1,1,1,0
Dornstadt,0,0,0,0,0,0,1,1,1,1
Dornstadt-Linkersbaindt,0,0,0,0,0,0,1,0,1,1
Dornstetten,0,0,0,0,0,0,1,1,1,1
Dornum,0,0,0,0,0,0,1,1,1,0
Dorpen,0,0,0,0,0,0,1,1,1,0
Dorphof,0,0,0,0,0,0,1,1,1,0
Dorpling,0,0,0,0,0,0,1,1,1,0
Dorpstedt,0,0,0,0,0,0,1,1,1,0
Dorrebach,0,0,0,0,0,0,1,1,1,1
Dorrenbach,0,0,0,0,0,0,1,1,1,1
Dorrmoschel,0,0,0,0,0,0,1,1,1,1
Dorscheid,0,0,0,0,0,0,1,1,1,1
Dorsdorf,0,0,0,0,0,0,1,1,1,1
Dorsel,0,0,0,0,0,0,1,1,1,1
Dorsheim,0,0,0,0,0,0,1,1,1,1
Dorstadt,0,0,0,0,0,0,1,1,1,0
Dorsten,7,7,7,7,7,1,7,7,7,0
Dorth,0,0,0,0,0,0,1,1,1,1
Dortmund,84,84,84,84,84,12,84,84,84,0
Dorverden,0,0,0,0,0,0,1,1,1,0
Dorzbach,0,0,0,0,0,0,1,1,1,1
Doschnitz,0,0,0,0,0,0,1,1,1,1
Dossenheim,14,14,14,14,14,2,14,14,14,14
Dotlingen,0,0,0,0,0,0,1,1,1,0
Dotternhausen,0,0,0,0,0,0,1,1,1,1
Dottesfeld,0,0,0,0,0,0,1,1,1,1
Drachhausen/Hochoza,0,0,0,0,0,0,1,1,1,1
Drachselsried,0,0,0,0,0,0,1,1,1,1
Drackenstein,0,0,0,0,0,0,1,1,1,1
Dragun,0,0,0,0,0,0,1,1,1,1
Drahnsdorf,0,0,0,0,0,0,1,1,1,1
Drakenburg,0,0,0,0,0,0,1,1,1,0
Dransfeld,7,7,7,7,7,0,7,7,7,0
Dranske,7,7,7,7,7,1,7,7,7,7
Drebach,0,0,0,0,0,0,1,1,1,1
Drebber,0,0,0,0,0,0,1,1,1,0
Drebkau/Drjowk,0,0,0,0,0,0,1,1,1,1
Drechow,0,0,0,0,0,0,1,1,1,1
Drees,0,0,0,0,0,0,1,1,1,1
Dreggers,0,0,0,0,0,0,1,1,1,0
Drehnow/Drjenow,0,0,0,0,0,0,1,1,1,1
Drei Gleichen,0,0,0,0,0,0,1,1,1,1
Dreieich,0,0,0,0,0,0,1,1,1,0
Dreifelden,0,0,0,0,0,0,1,1,1,1
Dreiheide,0,0,0,0,0,0,1,1,1,1
Dreikirchen,0,0,0,0,0,0,1,1,1,1
Dreis,0,0,0,0,0,0,1,1,1,1
Dreis-Bruck,0,0,0,0,0,0,1,1,1,1
Dreisbach,0,0,0,0,0,0,1,1,1,1
Dreisen,0,0,0,0,0,0,1,1,1,1
Dreistelzer Forst,0,0,0,0,0,0,1,0,1,1
Dreitzsch,0,0,0,0,0,0,1,1,1,1
Drelsdorf,0,0,0,0,0,0,1,1,1,0
Drensteinfurt,0,0,0,0,0,0,1,1,1,0
Drentwede,0,0,0,0,0,0,1,1,1,0
Dreschvitz,0,0,0,0,0,0,1,1,1,1
Dresden,3136,3136,3136,3136,3115,485,3136,3136,3136,3136
Drestedt,0,0,0,0,0,0,1,1,1,0
Driedorf,0,0,0,0,0,0,1,1,1,0
Drochtersen,7,7,7,7,7,1,7,7,7,0
Drognitz,0,0,0,0,0,0,1,1,1,1
Drolshagen,7,7,7,7,7,2,7,7,7,0
Droyssig,0,0,0,0,0,0,1,1,1,1
Duchelsdorf,0,0,0,0,0,0,1,1,1,0
Ducherow,0,0,0,0,0,0,1,1,1,1
Duchroth,0,0,0,0,0,0,1,1,1,1
Dudeldorf,0,0,0,0,0,0,1,1,1,1
Dudenbuttel,0,0,0,0,0,0,1,1,1,0
Dudenhofen,0,0,0,0,0,0,1,1,1,1
Duderstadt,14,14,14,14,14,2,14,14,14,0
Duggendorf,0,0,0,0,0,0,1,1,1,1
Duingen,7,7,7,7,7,1,7,7,7,0
Duisburg,21,21,21,21,21,1,21,21,21,0
Dulmen,14,14,14,14,14,2,14,14,14,0
Dummer,0,0,0,0,0,0,1,1,1,1
Dummerstorf,0,0,0,0,0,0,1,1,1,1
Dumpelfeld,0,0,0,0,0,0,1,1,1,1
Dunfus,0,0,0,0,0,0,1,1,1,1
Dungenheim,0,0,0,0,0,0,1,1,1,1
Dunningen,0,0,0,0,0,0,1,1,1,1
Dunsen,0,0,0,0,0,0,1,1,1,0
Dunsum,0,0,0,0,0,0,1,1,1,0
Dunum,0,0,0,0,0,0,1,1,1,0
Dunwald,0,0,0,0,0,0,1,1,1,1
Dunzweiler,0,0,0,0,0,0,1,1,1,1
Duppach,0,0,0,0,0,0,1,1,1,1
Durach,7,7,7,7,7,0,7,7,7,7
Durbach,0,0,0,0,0,0,1,1,1,1
Durbheim,0,0,0,0,0,0,1,1,1,1
Durchhausen,0,0,0,0,0,0,1,1,1,1
Duren,21,21,21,21,21,4,21,21,21,0
Durlangen,0,0,0,0,0,0,1,1,1,1
Durmentingen,0,0,0,0,0,0,1,1,1,1
Durmersheim,7,7,7,7,7,1,7,7,7,7
Durnbucher Forst,0,0,0,0,0,0,1,0,1,1
Durrhennersdorf,0,0,0,0,0,0,1,1,1,1
Durrholz,0,0,0,0,0,0,1,1,1,1
Durrlauingen,0,0,0,0,0,0,1,1,1,1
Durrrohrsdorf-Dittersbach,0,0,0,0,0,0,1,1,1,1
Durrwangen,0,0,0,0,0,0,1,1,1,1
Dusseldorf,56,56,56,56,56,6,56,56,56,0
Dusslingen,0,0,0,0,0,0,1,1,1,1
Duvensee,0,0,0,0,0,0,1,1,1,0
Ebeleben,0,0,0,0,0,0,1,1,1,1
Ebelsbach,0,0,0,0,0,0,1,1,1,1
Ebensfeld,14,14,14,14,14,0,14,14,14,14
Ebenweiler,0,0,0,0,0,0,1,1,1,1
Eberbach,7,7,7,7,7,1,7,7,7,7
Eberdingen,0,0,0,0,0,0,1,1,1,1
Eberfing,0,0,0,0,0,0,1,1,1,1
Ebergotzen,0,0,0,0,0,0,1,1,1,0
Eberhardzell,0,0,0,0,0,0,1,1,1,1
Ebermannsdorf,0,0,0,0,0,0,1,1,1,1
Ebermannstadt,7,7,7,7,7,0,7,7,7,7
Ebern,0,0,0,0,0,0,1,1,1,1
Ebernhahn,0,0,0,0,0,0,1,1,1,1
Ebersbach,21,21,21,21,21,2,21,21,21,21
Ebersbach an der Fils,0,0,0,0,0,0,1,1,1,1
Ebersbach-Musbach,0,0,0,0,0,0,1,1,1,1
Ebersbach-Neugersdorf,28,28,28,28,28,3,28,28,28,28
Ebersberg,0,0,0,0,0,0,1,1,1,1
Ebersberger Forst,0,0,0,0,0,0,1,0,1,1
Ebersburg,0,0,0,0,0,0,1,1,1,0
Ebersdorf,0,0,0,0,0,0,1,1,1,0
Ebersdorf b.Coburg,0,0,0,0,0,0,1,1,1,1
Ebershausen,0,0,0,0,0,0,1,1,1,1
Ebershauser-Nattenhauser Wald,0,0,0,0,0,0,1,0,1,1
Eberstadt,0,0,0,0,0,0,1,1,1,1
Eberstedt,0,0,0,0,0,0,1,1,1,1
Eberswalde,126,126,126,126,126,19,126,126,126,126
Ebertshausen,0,0,0,0,0,0,1,1,1,1
Ebertsheim,0,0,0,0,0,0,1,1,1,1
Ebhausen,0,0,0,0,0,0,1,1,1,1
Ebnath,0,0,0,0,0,0,1,1,1,1
Ebrach,7,7,7,7,7,0,7,7,7,7
Ebracher Forst,0,0,0,0,0,0,1,0,1,1
Ebringen,0,0,0,0,0,0,1,1,1,1
Ebsdorfergrund,0,0,0,0,0,0,1,1,1,0
Ebstorf,0,0,0,0,0,0,1,1,1,0
Echem,0,0,0,0,0,0,1,1,1,0
Eching am Ammersee,0,0,0,0,0,0,1,1,1,1
Echternacherbruck,0,0,0,0,0,0,1,1,1,1
Echtershausen,0,0,0,0,0,0,1,1,1,1
Echzell,0,0,0,0,0,0,1,1,1,0
Eck,0,0,0,0,0,0,1,0,1,1
Eckartsberga,0,0,0,0,0,0,1,1,1,1
Eckelsheim,0,0,0,0,0,0,1,1,1,1
Eckenroth,0,0,0,0,0,0,1,1,1,1
Eckental,7,7,7,7,7,0,7,7,7,7
Eckernforde,7,7,7,7,7,1,7,7,7,0
Eckersdorf,0,0,0,0,0,0,1,1,1,1
Eckersweiler,0,0,0,0,0,0,1,1,1,1
Eckfeld,0,0,0,0,0,0,1,1,1,1
Ecklak,0,0,0,0,0,0,1,1,1,0
Ecklingerode,0,0,0,0,0,0,1,1,1,1
Eckstedt,0,0,0,0,0,0,1,1,1,1
Eddelak,0,0,0,0,0,0,1,1,1,0
Edelsfeld,0,0,0,0,0,0,1,1,1,1
Edemissen,0,0,0,0,0,0,1,1,1,0
Edenkoben,14,14,14,14,14,4,14,14,14,14
Ederheim,0,0,0,0,0,0,1,1,1,1
Edermunde,0,0,0,0,0,0,1,1,1,0
Edersleben,0,0,0,0,0,0,1,1,1,1
Edertal,7,7,7,7,7,0,7,7,7,0
Edesheim,0,0,0,0,0,0,1,1,1,1
Edewecht,63,63,63,63,63,8,63,63,63,0
Ediger-Eller,0,0,0,0,0,0,1,1,1,1
Edingen-Neckarhausen,0,0,0,0,0,0,1,1,1,1
Edling,0,0,0,0,0,0,1,1,1,1
Effelder,0,0,0,0,0,0,1,1,1,1
Effeltrich,0,0,0,0,0,0,1,1,1,1
Efringen-Kirchen,0,0,0,0,0,0,1,1,1,1
Egeln,0,0,0,0,0,0,1,1,1,1
Egelsbach,0,0,0,0,0,0,1,1,1,0
Egenhausen,0,0,0,0,0,0,1,1,1,1
Egenhofen,0,0,0,0,0,0,1,1,1,1
Egesheim,0,0,0,0,0,0,1,1,1,1
Egestorf,0,0,0,0,0,0,1,1,1,0
Egg a.d.Gunz,0,0,0,0,0,0,1,1,1,1
Eggebek,0,0,0,0,0,0,1,1,1,0
Eggenfelden,7,7,7,7,7,0,7,7,7,7
Eggenstein-Leopoldshafen,0,0,0,0,0,0,1,1,1,1
Eggenthal,0,0,0,0,0,0,1,1,1,1
Eggermuhlen,0,0,0,0,0,0,1,1,1,0
Eggesin,0,0,0,0,0,0,1,1,1,1
Eggingen,0,0,0,0,0,0,1,1,1,1
Egglham,0,0,0,0,0,0,1,1,1,1
Egglkofen,0,0,0,0,0,0,1,1,1,1
Eggolsheim,0,0,0,0,0,0,1,1,1,1
Eggstatt,0,0,0,0,0,0,1,1,1,1
Eggstedt,0,0,0,0,0,0,1,1,1,0
Eging a.See,0,0,0,0,0,0,1,1,1,1
Eglfing,0,0,0,0,0,0,1,1,1,1
Eglhartinger Forst,0,0,0,0,0,0,1,0,1,1
Egling,0,0,0,0,0,0,1,1,1,1
Egling a.d.Paar,0,0,0,0,0,0,1,1,1,1
Egloffstein,14,14,14,14,14,0,14,14,14,14
Egmating,0,0,0,0,0,0,1,1,1,1
Egweil,0,0,0,0,0,0,1,1,1,1
Ehekirchen,0,0,0,0,0,0,1,1,1,1
Ehingen (Donau),0,0,0,0,0,0,1,1,1,1
Ehingen a.Ries,0,0,0,0,0,0,1,1,1,1
Ehlenz,0,0,0,0,0,0,1,1,1,1
Ehlscheid,0,0,0,0,0,0,1,1,1,1
Ehndorf,0,0,0,0,0,0,1,1,1,0
Ehningen,0,0,0,0,0,0,1,1,1,1
Ehr,0,0,0,0,0,0,1,1,1,1
Ehra-Lessien,0,0,0,0,0,0,1,1,1,0
Ehrenberg,0,0,0,0,0,0,1,1,1,1
Ehrenberg (Rhon),0,0,0,0,0,0,1,1,1,0
Ehrenburg,0,0,0,0,0,0,1,1,1,0
Ehrenfriedersdorf,0,0,0,0,0,0,1,1,1,1
Ehrenkirchen,0,0,0,0,0,0,1,1,1,1
Ehringshausen,7,7,7,7,7,0,7,7,7,0
Ehweiler,0,0,0,0,0,0,1,1,1,1
Eibelstadt,0,0,0,0,0,0,1,1,1,1
Eibenstock,14,14,14,14,14,4,14,14,14,14
Eich,0,0,0,0,0,0,1,1,1,1
Eichelhardt,0,0,0,0,0,0,1,1,1,1
Eichenau,7,7,7,7,7,0,7,7,7,7
Eichenbach,0,0,0,0,0,0,1,1,1,1
Eichenbuhl,0,0,0,0,0,0,1,1,1,1
Eichendorf,0,0,0,0,0,0,1,1,1,1
Eichenzell,7,7,7,7,7,0,7,7,7,0
Eichigt,0,0,0,0,0,0,1,1,1,1
Eichstatt,7,7,7,7,7,0,7,7,7,7
Eichstedt (Altmark),0,0,0,0,0,0,1,1,1,1
Eichstegen,0,0,0,0,0,0,1,1,1,1
Eichstetten am Kaiserstuhl,0,0,0,0,0,0,1,1,1,1
Eichstruth,0,0,0,0,0,0,1,1,1,1
Eichwald,0,0,0,0,0,0,1,0,1,1
Eichwalde,70,70,70,70,70,10,70,70,70,70
Eickeloh,0,0,0,0,0,0,1,1,1,0
Eicklingen,0,0,0,0,0,0,1,1,1,0
Eigeltingen,0,0,0,0,0,0,1,1,1,1
Eilenburg,21,21,21,21,21,2,21,21,21,21
Eilscheid,0,0,0,0,0,0,1,1,1,1
Eilsleben,0,0,0,0,0,0,1,1,1,1
Eime,0,0,0,0,0,0,1,1,1,0
Eimeldingen,0,0,0,0,0,0,1,1,1,1
Eimke,0,0,0,0,0,0,1,1,1,0
Eimsheim,0,0,0,0,0,0,1,1,1,1
Einbeck,14,14,14,14,14,1,14,14,14,0
Eineborn,0,0,0,0,0,0,1,1,1,1
Einhaus,0,0,0,0,0,0,1,1,1,0
Einig,0,0,0,0,0,0,1,1,1,1
Einollen,0,0,0,0,0,0,1,1,1,1
Einselthum,0,0,0,0,0,0,1,1,1,1
Eiselfing,0,0,0,0,0,0,1,1,1,1
Eisenbach (Hochschwarzwald),0,0,0,0,0,0,1,1,1,1
Eisenberg (Pfalz),0,0,0,0,0,0,1,1,1,1
Eisendorf,0,0,0,0,0,0,1,1,1,0
Eisenheim,0,0,0,0,0,0,1,1,1,1
Eisenhuttenstadt,63,63,63,63,63,9,63,63,63,63
Eisenschmitt,0,0,0,0,0,0,1,1,1,1
Eisfeld,42,42,42,42,42,2,42,42,42,42
Eisighofen,0,0,0,0,0,0,1,1,1,1
Eisleben,7,7,7,7,7,0,7,7,7,7
Eislingen/Fils,0,0,0,0,0,0,1,1,1,1
Eitelborn,0,0,0,0,0,0,1,1,1,1
Eitensheim,0,0,0,0,0,0,1,1,1,1
Eiterfeld,0,0,0,0,0,0,1,1,1,0
Eitorf,0,0,0,0,0,0,1,1,1,0
Eitting,0,0,0,0,0,0,1,1,1,1
Eixen,0,0,0,0,0,0,1,1,1,1
Elbe,0,0,0,0,0,0,1,1,1,0
Elbe-Parey,0,0,0,0,0,0,1,1,1,1
Elben,0,0,0,0,0,0,1,1,1,1
Elbingen,0,0,0,0,0,0,1,1,1,1
Elbingerode,0,0,0,0,0,0,1,1,1,0
Elbtal,0,0,0,0,0,0,1,1,1,0
Elchesheim-Illingen,0,0,0,0,0,0,1,1,1,1
Elchingen,0,0,0,0,0,0,1,1,1,1
Elchweiler,0,0,0,0,0,0,1,1,1,1
Eldena,0,0,0,0,0,0,1,1,1,1
Eldetal,0,0,0,0,0,0,1,1,1,1
Eldingen,0,0,0,0,0,0,1,1,1,0
Elfershausen,0,0,0,0,0,0,1,1,1,1
Elgersburg,0,0,0,0,0,0,1,1,1,1
Elisabeth-Sophien-Koog,0,0,0,0,0,0,1,1,1,0
Elkenroth,0,0,0,0,0,0,1,1,1,1
Elleben,0,0,0,0,0,0,1,1,1,1
Ellefeld,0,0,0,0,0,0,1,1,1,1
Ellenhausen,0,0,0,0,0,0,1,1,1,1
Ellenz-Poltersdorf,0,0,0,0,0,0,1,1,1,1
Ellerau,0,0,0,0,0,0,1,1,1,0
Ellerbek,0,0,0,0,0,0,1,1,1,0
Ellerdorf,0,0,0,0,0,0,1,1,1,0
Ellerhoop,0,0,0,0,0,0,1,1,1,0
Ellern (Hunsruck),0,0,0,0,0,0,1,1,1,1
Ellerstadt,0,0,0,0,0,0,1,1,1,1
Ellgau,0,0,0,0,0,0,1,1,1,1
Ellhofen,0,0,0,0,0,0,1,1,1,1
Ellhoft,0,0,0,0,0,0,1,1,1,0
Ellingen,0,0,0,0,0,0,1,1,1,1
Ellingshausen,0,0,0,0,0,0,1,1,1,1
Ellingstedt,0,0,0,0,0,0,1,1,1,0
Ellrich,0,0,0,0,0,0,1,1,1,1
Ellscheid,0,0,0,0,0,0,1,1,1,1
Ellwangen (Jagst),0,0,0,0,0,0,1,1,1,1
Ellweiler,0,0,0,0,0,0,1,1,1,1
Ellzee,0,0,0,0,0,0,1,1,1,1
Elmenhorst/Lichtenhagen,0,0,0,0,0,0,1,1,1,1
Elmshorn,644,644,644,644,644,54,644,644,644,0
Elmstein,0,0,0,0,0,0,1,1,1,1
Elpersbuttel,0,0,0,0,0,0,1,1,1,0
Elsdorf-Westermuhlen,0,0,0,0,0,0,1,1,1,0
Elsendorf,0,0,0,0,0,0,1,1,1,1
Elsenfeld,14,14,14,14,14,0,14,14,14,14
Elsfleth,0,0,0,0,0,0,1,1,1,0
Elskop,0,0,0,0,0,0,1,1,1,0
Elsnig,0,0,0,0,0,0,1,1,1,1
Elsoff (Westerwald),0,0,0,0,0,0,1,1,1,1
Elsteraue,0,0,0,0,0,0,1,1,1,1
Elsterberg,0,0,0,0,0,0,1,1,1,1
Elsterheide / Halštrowska Hola,0,0,0,0,0,0,1,1,1,1
Elstertrebnitz,0,0,0,0,0,0,1,1,1,1
Elsterwerda,14,14,14,14,14,2,14,14,14,14
Elstra,0,0,0,0,0,0,1,1,1,1
Elterlein,0,0,0,0,0,0,1,1,1,1
Eltmann,0,0,0,0,0,0,1,1,1,1
Eltville am Rhein,0,0,0,0,0,0,1,1,1,0
Elz,0,0,0,0,0,0,1,1,1,0
Elzach,0,0,0,0,0,0,1,1,1,1
Elze,0,0,0,0,0,0,1,1,1,0
Elztal,0,0,0,0,0,0,1,1,1,1
Elzweiler,0,0,0,0,0,0,1,1,1,1
Embsen,0,0,0,0,0,0,1,1,1,0
Embuhren,0,0,0,0,0,0,1,1,1,0
Emden,7,7,7,7,7,1,7,7,7,0
Emeringen,0,0,0,0,0,0,1,1,1,1
Emerkingen,0,0,0,0,0,0,1,1,1,1
Emersacker,0,0,0,0,0,0,1,1,1,1
Emkendorf,0,0,0,0,0,0,1,1,1,0
Emleben,0,0,0,0,0,0,1,1,1,1
Emlichheim,0,0,0,0,0,0,1,1,1,0
Emmelbaum,0,0,0,0,0,0,1,1,1,1
Emmelsbull-Horsbull,0,0,0,0,0,0,1,1,1,0
Emmelshausen,0,0,0,0,0,0,1,1,1,1
Emmendingen,0,0,0,0,0,0,1,1,1,1
Emmendorf,0,0,0,0,0,0,1,1,1,0
Emmerich am Rhein,0,0,0,0,0,0,1,1,1,0
Emmerthal,0,0,0,0,0,0,1,1,1,0
Emmerting,0,0,0,0,0,0,1,1,1,1
Emmerzhausen,0,0,0,0,0,0,1,1,1,1
