,city,party,Anzahl Bewerber,darunter Frauen,year,state,plz,city_id,Land,bl_kuerzel
3094,Satteldorf,GRÜNE,0.0,0.0,2014.0,BW,74589,8127073.0,8.0,BW
3095,Satteldorf,SPD,0.0,0.0,2014.0,BW,74589,8127073.0,8.0,BW
3096,Schrozberg,AfD,0,0,2019.0,BW,74575,8127075.0,8.0,BW
3097,Schrozberg,CDU,13,2,2019.0,BW,74575,8127075.0,8.0,BW
3098,Schrozberg,DIE LINKE,0,0,2019.0,BW,74575,8127075.0,8.0,BW
3099,Schrozberg,FDP,0,0,2019.0,BW,74575,8127075.0,8.0,BW
3100,Schrozberg,GRÜNE,0,0,2019.0,BW,74575,8127075.0,8.0,BW
3101,Schrozberg,SPD,11,1,2019.0,BW,74575,8127075.0,8.0,BW
3102,Schrozberg,AfD,0.0,0.0,2014.0,BW,74575,8127075.0,8.0,BW
3103,Schrozberg,CDU,17.0,3.0,2014.0,BW,74575,8127075.0,8.0,BW
3104,Schrozberg,DIE LINKE,0.0,0.0,2014.0,BW,74575,8127075.0,8.0,BW
3105,Schrozberg,FDP,0.0,0.0,2014.0,BW,74575,8127075.0,8.0,BW
3106,Schrozberg,GRÜNE,0.0,0.0,2014.0,BW,74575,8127075.0,8.0,BW
3107,Schrozberg,SPD,17.0,4.0,2014.0,BW,74575,8127075.0,8.0,BW
3108,Schwabisch Hall,AfD,0,0,2019.0,BW,74523,8127076.0,8.0,BW
3109,Schwabisch Hall,CDU,33,11,2019.0,BW,74523,8127076.0,8.0,BW
3110,Schwabisch Hall,DIE LINKE,0,0,2019.0,BW,74523,8127076.0,8.0,BW
3111,Schwabisch Hall,FDP,34,10,2019.0,BW,74523,8127076.0,8.0,BW
3112,Schwabisch Hall,GRÜNE,34,18,2019.0,BW,74523,8127076.0,8.0,BW
3113,Schwabisch Hall,SPD,34,16,2019.0,BW,74523,8127076.0,8.0,BW
3114,Schwabisch Hall,AfD,0.0,0.0,2014.0,BW,74523,8127076.0,8.0,BW
3115,Schwabisch Hall,CDU,34.0,12.0,2014.0,BW,74523,8127076.0,8.0,BW
3116,Schwabisch Hall,DIE LINKE,0.0,0.0,2014.0,BW,74523,8127076.0,8.0,BW
3117,Schwabisch Hall,FDP,31.0,10.0,2014.0,BW,74523,8127076.0,8.0,BW
3118,Schwabisch Hall,GRÜNE,34.0,17.0,2014.0,BW,74523,8127076.0,8.0,BW
3119,Schwabisch Hall,SPD,34.0,17.0,2014.0,BW,74523,8127076.0,8.0,BW
3120,Sulzbach-Laufen,AfD,0,0,2019.0,BW,74429,8127079.0,8.0,BW
3121,Sulzbach-Laufen,CDU,0,0,2019.0,BW,74429,8127079.0,8.0,BW
3122,Sulzbach-Laufen,DIE LINKE,0,0,2019.0,BW,74429,8127079.0,8.0,BW
3123,Sulzbach-Laufen,FDP,0,0,2019.0,BW,74429,8127079.0,8.0,BW
3124,Sulzbach-Laufen,GRÜNE,0,0,2019.0,BW,74429,8127079.0,8.0,BW
3125,Sulzbach-Laufen,SPD,0,0,2019.0,BW,74429,8127079.0,8.0,BW
3126,Sulzbach-Laufen,AfD,0.0,0.0,2014.0,BW,74429,8127079.0,8.0,BW
3127,Sulzbach-Laufen,CDU,0.0,0.0,2014.0,BW,74429,8127079.0,8.0,BW
3128,Sulzbach-Laufen,DIE LINKE,0.0,0.0,2014.0,BW,74429,8127079.0,8.0,BW
3129,Sulzbach-Laufen,FDP,0.0,0.0,2014.0,BW,74429,8127079.0,8.0,BW
3130,Sulzbach-Laufen,GRÜNE,0.0,0.0,2014.0,BW,74429,8127079.0,8.0,BW
3131,Sulzbach-Laufen,SPD,0.0,0.0,2014.0,BW,74429,8127079.0,8.0,BW
3132,Untermunkheim,AfD,0,0,2019.0,BW,74547,8127086.0,8.0,BW
3133,Untermunkheim,CDU,0,0,2019.0,BW,74547,8127086.0,8.0,BW
3134,Untermunkheim,DIE LINKE,0,0,2019.0,BW,74547,8127086.0,8.0,BW
3135,Untermunkheim,FDP,0,0,2019.0,BW,74547,8127086.0,8.0,BW
3136,Untermunkheim,GRÜNE,0,0,2019.0,BW,74547,8127086.0,8.0,BW
3137,Untermunkheim,SPD,0,0,2019.0,BW,74547,8127086.0,8.0,BW
3138,Vellberg,AfD,0,0,2019.0,BW,74541,8127089.0,8.0,BW
3139,Vellberg,CDU,0,0,2019.0,BW,74541,8127089.0,8.0,BW
3140,Vellberg,DIE LINKE,0,0,2019.0,BW,74541,8127089.0,8.0,BW
3141,Vellberg,FDP,0,0,2019.0,BW,74541,8127089.0,8.0,BW
3142,Vellberg,GRÜNE,0,0,2019.0,BW,74541,8127089.0,8.0,BW
3143,Vellberg,SPD,0,0,2019.0,BW,74541,8127089.0,8.0,BW
3144,Vellberg,AfD,0.0,0.0,2014.0,BW,74541,8127089.0,8.0,BW
3145,Vellberg,CDU,0.0,0.0,2014.0,BW,74541,8127089.0,8.0,BW
3146,Vellberg,DIE LINKE,0.0,0.0,2014.0,BW,74541,8127089.0,8.0,BW
3147,Vellberg,FDP,0.0,0.0,2014.0,BW,74541,8127089.0,8.0,BW
3148,Vellberg,GRÜNE,0.0,0.0,2014.0,BW,74541,8127089.0,8.0,BW
3149,Vellberg,SPD,0.0,0.0,2014.0,BW,74541,8127089.0,8.0,BW
3150,Wallhausen,AfD,0,0,2019.0,BW,74599,8127091.0,8.0,BW
3151,Wallhausen,CDU,0,0,2019.0,BW,74599,8127091.0,8.0,BW
3152,Wallhausen,DIE LINKE,0,0,2019.0,BW,74599,8127091.0,8.0,BW
3153,Wallhausen,FDP,0,0,2019.0,BW,74599,8127091.0,8.0,BW
3154,Wallhausen,GRÜNE,0,0,2019.0,BW,74599,8127091.0,8.0,BW
3155,Wallhausen,SPD,0,0,2019.0,BW,74599,8127091.0,8.0,BW
3156,Wolpertshausen,AfD,0,0,2019.0,BW,74549,8127099.0,8.0,BW
3157,Wolpertshausen,CDU,0,0,2019.0,BW,74549,8127099.0,8.0,BW
3158,Wolpertshausen,DIE LINKE,0,0,2019.0,BW,74549,8127099.0,8.0,BW
3159,Wolpertshausen,FDP,0,0,2019.0,BW,74549,8127099.0,8.0,BW
3160,Wolpertshausen,GRÜNE,0,0,2019.0,BW,74549,8127099.0,8.0,BW
3161,Wolpertshausen,SPD,0,0,2019.0,BW,74549,8127099.0,8.0,BW
3162,Wolpertshausen,AfD,0.0,0.0,2014.0,BW,74549,8127099.0,8.0,BW
3163,Wolpertshausen,CDU,0.0,0.0,2014.0,BW,74549,8127099.0,8.0,BW
3164,Wolpertshausen,DIE LINKE,0.0,0.0,2014.0,BW,74549,8127099.0,8.0,BW
3165,Wolpertshausen,FDP,0.0,0.0,2014.0,BW,74549,8127099.0,8.0,BW
3166,Wolpertshausen,GRÜNE,0.0,0.0,2014.0,BW,74549,8127099.0,8.0,BW
3167,Wolpertshausen,SPD,0.0,0.0,2014.0,BW,74549,8127099.0,8.0,BW
3168,Rosengarten,AfD,0,0,2019.0,BW,74538,8127100.0,8.0,BW
3169,Rosengarten,CDU,0,0,2019.0,BW,74538,8127100.0,8.0,BW
3170,Rosengarten,DIE LINKE,0,0,2019.0,BW,74538,8127100.0,8.0,BW
3171,Rosengarten,FDP,0,0,2019.0,BW,74538,8127100.0,8.0,BW
3172,Rosengarten,GRÜNE,0,0,2019.0,BW,74538,8127100.0,8.0,BW
3173,Rosengarten,SPD,0,0,2019.0,BW,74538,8127100.0,8.0,BW
3174,Rosengarten,AfD,0.0,0.0,2014.0,BW,74538,8127100.0,8.0,BW
3175,Rosengarten,CDU,0.0,0.0,2014.0,BW,74538,8127100.0,8.0,BW
3176,Rosengarten,DIE LINKE,0.0,0.0,2014.0,BW,74538,8127100.0,8.0,BW
3177,Rosengarten,FDP,0.0,0.0,2014.0,BW,74538,8127100.0,8.0,BW
3178,Rosengarten,GRÜNE,0.0,0.0,2014.0,BW,74538,8127100.0,8.0,BW
3179,Rosengarten,SPD,0.0,0.0,2014.0,BW,74538,8127100.0,8.0,BW
3180,Kressberg,AfD,0,0,2019.0,BW,74594,8127101.0,8.0,BW
3181,Kressberg,CDU,0,0,2019.0,BW,74594,8127101.0,8.0,BW
3182,Kressberg,DIE LINKE,0,0,2019.0,BW,74594,8127101.0,8.0,BW
3183,Kressberg,FDP,0,0,2019.0,BW,74594,8127101.0,8.0,BW
3184,Kressberg,GRÜNE,0,0,2019.0,BW,74594,8127101.0,8.0,BW
3185,Kressberg,SPD,0,0,2019.0,BW,74594,8127101.0,8.0,BW
3186,Kressberg,AfD,0.0,0.0,2014.0,BW,74594,8127101.0,8.0,BW
3187,Kressberg,CDU,0.0,0.0,2014.0,BW,74594,8127101.0,8.0,BW
3188,Kressberg,DIE LINKE,0.0,0.0,2014.0,BW,74594,8127101.0,8.0,BW
3189,Kressberg,FDP,0.0,0.0,2014.0,BW,74594,8127101.0,8.0,BW
3190,Kressberg,GRÜNE,0.0,0.0,2014.0,BW,74594,8127101.0,8.0,BW
3191,Kressberg,SPD,0.0,0.0,2014.0,BW,74594,8127101.0,8.0,BW
3192,Fichtenau,AfD,0,0,2019.0,BW,74579,8127102.0,8.0,BW
3193,Fichtenau,CDU,0,0,2019.0,BW,74579,8127102.0,8.0,BW
3194,Fichtenau,DIE LINKE,0,0,2019.0,BW,74579,8127102.0,8.0,BW
3195,Fichtenau,FDP,0,0,2019.0,BW,74579,8127102.0,8.0,BW
3196,Fichtenau,GRÜNE,0,0,2019.0,BW,74579,8127102.0,8.0,BW
3197,Fichtenau,SPD,0,0,2019.0,BW,74579,8127102.0,8.0,BW
3198,Fichtenau,AfD,0.0,0.0,2014.0,BW,74579,8127102.0,8.0,BW
3199,Fichtenau,CDU,0.0,0.0,2014.0,BW,74579,8127102.0,8.0,BW
3200,Fichtenau,DIE LINKE,0.0,0.0,2014.0,BW,74579,8127102.0,8.0,BW
3201,Fichtenau,FDP,0.0,0.0,2014.0,BW,74579,8127102.0,8.0,BW
3202,Fichtenau,GRÜNE,0.0,0.0,2014.0,BW,74579,8127102.0,8.0,BW
3203,Fichtenau,SPD,0.0,0.0,2014.0,BW,74579,8127102.0,8.0,BW
3204,Frankenhardt,AfD,0,0,2019.0,BW,74586,8127103.0,8.0,BW
3205,Frankenhardt,CDU,0,0,2019.0,BW,74586,8127103.0,8.0,BW
3206,Frankenhardt,DIE LINKE,0,0,2019.0,BW,74586,8127103.0,8.0,BW
3207,Frankenhardt,FDP,0,0,2019.0,BW,74586,8127103.0,8.0,BW
3208,Frankenhardt,GRÜNE,0,0,2019.0,BW,74586,8127103.0,8.0,BW
3209,Frankenhardt,SPD,0,0,2019.0,BW,74586,8127103.0,8.0,BW
3210,Frankenhardt,AfD,0.0,0.0,2014.0,BW,74586,8127103.0,8.0,BW
3211,Frankenhardt,CDU,0.0,0.0,2014.0,BW,74586,8127103.0,8.0,BW
3212,Frankenhardt,DIE LINKE,0.0,0.0,2014.0,BW,74586,8127103.0,8.0,BW
3213,Frankenhardt,FDP,0.0,0.0,2014.0,BW,74586,8127103.0,8.0,BW
3214,Frankenhardt,GRÜNE,0.0,0.0,2014.0,BW,74586,8127103.0,8.0,BW
3215,Frankenhardt,SPD,0.0,0.0,2014.0,BW,74586,8127103.0,8.0,BW
3216,Stimpfach,AfD,0,0,2019.0,BW,74597,8127104.0,8.0,BW
3217,Stimpfach,CDU,0,0,2019.0,BW,74597,8127104.0,8.0,BW
3218,Stimpfach,DIE LINKE,0,0,2019.0,BW,74597,8127104.0,8.0,BW
3219,Stimpfach,FDP,0,0,2019.0,BW,74597,8127104.0,8.0,BW
3220,Stimpfach,GRÜNE,0,0,2019.0,BW,74597,8127104.0,8.0,BW
3221,Stimpfach,SPD,0,0,2019.0,BW,74597,8127104.0,8.0,BW
3222,Assamstadt,AfD,0,0,2019.0,BW,97959,8128006.0,8.0,BW
3223,Assamstadt,CDU,0,0,2019.0,BW,97959,8128006.0,8.0,BW
3224,Assamstadt,DIE LINKE,0,0,2019.0,BW,97959,8128006.0,8.0,BW
3225,Assamstadt,FDP,0,0,2019.0,BW,97959,8128006.0,8.0,BW
3226,Assamstadt,GRÜNE,0,0,2019.0,BW,97959,8128006.0,8.0,BW
3227,Assamstadt,SPD,0,0,2019.0,BW,97959,8128006.0,8.0,BW
3228,Assamstadt,AfD,0.0,0.0,2014.0,BW,97959,8128006.0,8.0,BW
3229,Assamstadt,CDU,0.0,0.0,2014.0,BW,97959,8128006.0,8.0,BW
3230,Assamstadt,DIE LINKE,0.0,0.0,2014.0,BW,97959,8128006.0,8.0,BW
3231,Assamstadt,FDP,0.0,0.0,2014.0,BW,97959,8128006.0,8.0,BW
3232,Assamstadt,GRÜNE,0.0,0.0,2014.0,BW,97959,8128006.0,8.0,BW
3233,Assamstadt,SPD,0.0,0.0,2014.0,BW,97959,8128006.0,8.0,BW
3234,Bad Mergentheim,AfD,0,0,2019.0,BW,97980,8128007.0,8.0,BW
3235,Bad Mergentheim,CDU,32,6,2019.0,BW,97980,8128007.0,8.0,BW
3236,Bad Mergentheim,DIE LINKE,0,0,2019.0,BW,97980,8128007.0,8.0,BW
3237,Bad Mergentheim,FDP,7,1,2019.0,BW,97980,8128007.0,8.0,BW
3238,Bad Mergentheim,GRÜNE,20,8,2019.0,BW,97980,8128007.0,8.0,BW
3239,Bad Mergentheim,SPD,18,3,2019.0,BW,97980,8128007.0,8.0,BW
3240,Bad Mergentheim,AfD,0.0,0.0,2014.0,BW,97980,8128007.0,8.0,BW
3241,Bad Mergentheim,CDU,31.0,7.0,2014.0,BW,97980,8128007.0,8.0,BW
3242,Bad Mergentheim,DIE LINKE,0.0,0.0,2014.0,BW,97980,8128007.0,8.0,BW
3243,Bad Mergentheim,FDP,0.0,0.0,2014.0,BW,97980,8128007.0,8.0,BW
3244,Bad Mergentheim,GRÜNE,18.0,10.0,2014.0,BW,97980,8128007.0,8.0,BW
3245,Bad Mergentheim,SPD,15.0,4.0,2014.0,BW,97980,8128007.0,8.0,BW
3246,Boxberg,AfD,0,0,2019.0,BW,97944,8128014.0,8.0,BW
3247,Boxberg,CDU,0,0,2019.0,BW,97944,8128014.0,8.0,BW
3248,Boxberg,DIE LINKE,0,0,2019.0,BW,97944,8128014.0,8.0,BW
3249,Boxberg,FDP,0,0,2019.0,BW,97944,8128014.0,8.0,BW
3250,Boxberg,GRÜNE,0,0,2019.0,BW,97944,8128014.0,8.0,BW
3251,Boxberg,SPD,0,0,2019.0,BW,97944,8128014.0,8.0,BW
3252,Boxberg,AfD,0.0,0.0,2014.0,BW,97944,8128014.0,8.0,BW
3253,Boxberg,CDU,0.0,0.0,2014.0,BW,97944,8128014.0,8.0,BW
3254,Boxberg,DIE LINKE,0.0,0.0,2014.0,BW,97944,8128014.0,8.0,BW
3255,Boxberg,FDP,0.0,0.0,2014.0,BW,97944,8128014.0,8.0,BW
3256,Boxberg,GRÜNE,0.0,0.0,2014.0,BW,97944,8128014.0,8.0,BW
3257,Boxberg,SPD,0.0,0.0,2014.0,BW,97944,8128014.0,8.0,BW
3258,Creglingen,AfD,0,0,2019.0,BW,97993,8128020.0,8.0,BW
3259,Creglingen,CDU,0,0,2019.0,BW,97993,8128020.0,8.0,BW
3260,Creglingen,DIE LINKE,0,0,2019.0,BW,97993,8128020.0,8.0,BW
3261,Creglingen,FDP,0,0,2019.0,BW,97993,8128020.0,8.0,BW
3262,Creglingen,GRÜNE,0,0,2019.0,BW,97993,8128020.0,8.0,BW
3263,Creglingen,SPD,14,5,2019.0,BW,97993,8128020.0,8.0,BW
3264,Creglingen,AfD,0.0,0.0,2014.0,BW,97993,8128020.0,8.0,BW
3265,Creglingen,CDU,0.0,0.0,2014.0,BW,97993,8128020.0,8.0,BW
3266,Creglingen,DIE LINKE,0.0,0.0,2014.0,BW,97993,8128020.0,8.0,BW
3267,Creglingen,FDP,0.0,0.0,2014.0,BW,97993,8128020.0,8.0,BW
3268,Creglingen,GRÜNE,0.0,0.0,2014.0,BW,97993,8128020.0,8.0,BW
3269,Creglingen,SPD,19.0,8.0,2014.0,BW,97993,8128020.0,8.0,BW
3270,Freudenberg,AfD,0,0,2019.0,BW,97896,8128039.0,8.0,BW
3271,Freudenberg,CDU,20,5,2019.0,BW,97896,8128039.0,8.0,BW
3272,Freudenberg,DIE LINKE,0,0,2019.0,BW,97896,8128039.0,8.0,BW
3273,Freudenberg,FDP,0,0,2019.0,BW,97896,8128039.0,8.0,BW
3274,Freudenberg,GRÜNE,0,0,2019.0,BW,97896,8128039.0,8.0,BW
3275,Freudenberg,SPD,9,1,2019.0,BW,97896,8128039.0,8.0,BW
3276,Freudenberg,AfD,0.0,0.0,2014.0,BW,97896,8128039.0,8.0,BW
3277,Freudenberg,CDU,22.0,3.0,2014.0,BW,97896,8128039.0,8.0,BW
3278,Freudenberg,DIE LINKE,0.0,0.0,2014.0,BW,97896,8128039.0,8.0,BW
3279,Freudenberg,FDP,0.0,0.0,2014.0,BW,97896,8128039.0,8.0,BW
3280,Freudenberg,GRÜNE,0.0,0.0,2014.0,BW,97896,8128039.0,8.0,BW
3281,Freudenberg,SPD,8.0,2.0,2014.0,BW,97896,8128039.0,8.0,BW
3282,Grossrinderfeld,AfD,0,0,2019.0,BW,97950,8128045.0,8.0,BW
3283,Grossrinderfeld,CDU,13,1,2019.0,BW,97950,8128045.0,8.0,BW
3284,Grossrinderfeld,DIE LINKE,0,0,2019.0,BW,97950,8128045.0,8.0,BW
3285,Grossrinderfeld,FDP,0,0,2019.0,BW,97950,8128045.0,8.0,BW
3286,Grossrinderfeld,GRÜNE,0,0,2019.0,BW,97950,8128045.0,8.0,BW
3287,Grossrinderfeld,SPD,0,0,2019.0,BW,97950,8128045.0,8.0,BW
3288,Grossrinderfeld,AfD,0.0,0.0,2014.0,BW,97950,8128045.0,8.0,BW
3289,Grossrinderfeld,CDU,11.0,2.0,2014.0,BW,97950,8128045.0,8.0,BW
3290,Grossrinderfeld,DIE LINKE,0.0,0.0,2014.0,BW,97950,8128045.0,8.0,BW
3291,Grossrinderfeld,FDP,0.0,0.0,2014.0,BW,97950,8128045.0,8.0,BW
3292,Grossrinderfeld,GRÜNE,0.0,0.0,2014.0,BW,97950,8128045.0,8.0,BW
3293,Grossrinderfeld,SPD,0.0,0.0,2014.0,BW,97950,8128045.0,8.0,BW
3294,Grunsfeld,AfD,0,0,2019.0,BW,97947,8128047.0,8.0,BW
3295,Grunsfeld,CDU,0,0,2019.0,BW,97947,8128047.0,8.0,BW
3296,Grunsfeld,DIE LINKE,0,0,2019.0,BW,97947,8128047.0,8.0,BW
3297,Grunsfeld,FDP,0,0,2019.0,BW,97947,8128047.0,8.0,BW
3298,Grunsfeld,GRÜNE,0,0,2019.0,BW,97947,8128047.0,8.0,BW
3299,Grunsfeld,SPD,0,0,2019.0,BW,97947,8128047.0,8.0,BW
3300,Grunsfeld,AfD,0.0,0.0,2014.0,BW,97947,8128047.0,8.0,BW
3301,Grunsfeld,CDU,0.0,0.0,2014.0,BW,97947,8128047.0,8.0,BW
3302,Grunsfeld,DIE LINKE,0.0,0.0,2014.0,BW,97947,8128047.0,8.0,BW
3303,Grunsfeld,FDP,0.0,0.0,2014.0,BW,97947,8128047.0,8.0,BW
3304,Grunsfeld,GRÜNE,0.0,0.0,2014.0,BW,97947,8128047.0,8.0,BW
3305,Grunsfeld,SPD,0.0,0.0,2014.0,BW,97947,8128047.0,8.0,BW
3306,Igersheim,AfD,0,0,2019.0,BW,97999,8128058.0,8.0,BW
3307,Igersheim,CDU,16,2,2019.0,BW,97999,8128058.0,8.0,BW
3308,Igersheim,DIE LINKE,0,0,2019.0,BW,97999,8128058.0,8.0,BW
3309,Igersheim,FDP,0,0,2019.0,BW,97999,8128058.0,8.0,BW
3310,Igersheim,GRÜNE,0,0,2019.0,BW,97999,8128058.0,8.0,BW
3311,Igersheim,SPD,4,2,2019.0,BW,97999,8128058.0,8.0,BW
3312,Igersheim,AfD,0.0,0.0,2014.0,BW,97999,8128058.0,8.0,BW
3313,Igersheim,CDU,13.0,2.0,2014.0,BW,97999,8128058.0,8.0,BW
3314,Igersheim,DIE LINKE,0.0,0.0,2014.0,BW,97999,8128058.0,8.0,BW
3315,Igersheim,FDP,0.0,0.0,2014.0,BW,97999,8128058.0,8.0,BW
3316,Igersheim,GRÜNE,0.0,0.0,2014.0,BW,97999,8128058.0,8.0,BW
3317,Igersheim,SPD,6.0,3.0,2014.0,BW,97999,8128058.0,8.0,BW
3318,Konigheim,AfD,0,0,2019.0,BW,97953,8128061.0,8.0,BW
3319,Konigheim,CDU,10,1,2019.0,BW,97953,8128061.0,8.0,BW
3320,Konigheim,DIE LINKE,0,0,2019.0,BW,97953,8128061.0,8.0,BW
3321,Konigheim,FDP,0,0,2019.0,BW,97953,8128061.0,8.0,BW
3322,Konigheim,GRÜNE,0,0,2019.0,BW,97953,8128061.0,8.0,BW
3323,Konigheim,SPD,0,0,2019.0,BW,97953,8128061.0,8.0,BW
3324,Konigheim,AfD,0.0,0.0,2014.0,BW,97953,8128061.0,8.0,BW
3325,Konigheim,CDU,11.0,2.0,2014.0,BW,97953,8128061.0,8.0,BW
3326,Konigheim,DIE LINKE,0.0,0.0,2014.0,BW,97953,8128061.0,8.0,BW
3327,Konigheim,FDP,0.0,0.0,2014.0,BW,97953,8128061.0,8.0,BW
3328,Konigheim,GRÜNE,0.0,0.0,2014.0,BW,97953,8128061.0,8.0,BW
3329,Konigheim,SPD,0.0,0.0,2014.0,BW,97953,8128061.0,8.0,BW
3330,Kulsheim,AfD,0,0,2019.0,BW,97900,8128064.0,8.0,BW
3331,Kulsheim,CDU,19,4,2019.0,BW,97900,8128064.0,8.0,BW
3332,Kulsheim,DIE LINKE,0,0,2019.0,BW,97900,8128064.0,8.0,BW
3333,Kulsheim,FDP,0,0,2019.0,BW,97900,8128064.0,8.0,BW
3334,Kulsheim,GRÜNE,0,0,2019.0,BW,97900,8128064.0,8.0,BW
3335,Kulsheim,SPD,4,1,2019.0,BW,97900,8128064.0,8.0,BW
3336,Kulsheim,AfD,0.0,0.0,2014.0,BW,97900,8128064.0,8.0,BW
3337,Kulsheim,CDU,18.0,2.0,2014.0,BW,97900,8128064.0,8.0,BW
3338,Kulsheim,DIE LINKE,0.0,0.0,2014.0,BW,97900,8128064.0,8.0,BW
3339,Kulsheim,FDP,0.0,0.0,2014.0,BW,97900,8128064.0,8.0,BW
3340,Kulsheim,GRÜNE,0.0,0.0,2014.0,BW,97900,8128064.0,8.0,BW
3341,Kulsheim,SPD,4.0,1.0,2014.0,BW,97900,8128064.0,8.0,BW
3342,Niederstetten,AfD,0,0,2019.0,BW,97996,8128082.0,8.0,BW
3343,Niederstetten,CDU,13,0,2019.0,BW,97996,8128082.0,8.0,BW
3344,Niederstetten,DIE LINKE,0,0,2019.0,BW,97996,8128082.0,8.0,BW
3345,Niederstetten,FDP,0,0,2019.0,BW,97996,8128082.0,8.0,BW
3346,Niederstetten,GRÜNE,0,0,2019.0,BW,97996,8128082.0,8.0,BW
3347,Niederstetten,SPD,7,4,2019.0,BW,97996,8128082.0,8.0,BW
3348,Niederstetten,AfD,0.0,0.0,2014.0,BW,97996,8128082.0,8.0,BW
3349,Niederstetten,CDU,9.0,1.0,2014.0,BW,97996,8128082.0,8.0,BW
3350,Niederstetten,DIE LINKE,0.0,0.0,2014.0,BW,97996,8128082.0,8.0,BW
3351,Niederstetten,FDP,0.0,0.0,2014.0,BW,97996,8128082.0,8.0,BW
3352,Niederstetten,GRÜNE,0.0,0.0,2014.0,BW,97996,8128082.0,8.0,BW
3353,Niederstetten,SPD,6.0,3.0,2014.0,BW,97996,8128082.0,8.0,BW
3354,Tauberbischofsheim,AfD,0,0,2019.0,BW,97941,8128115.0,8.0,BW
3355,Tauberbischofsheim,CDU,21,5,2019.0,BW,97941,8128115.0,8.0,BW
3356,Tauberbischofsheim,DIE LINKE,6,2,2019.0,BW,97941,8128115.0,8.0,BW
3357,Tauberbischofsheim,FDP,0,0,2019.0,BW,97941,8128115.0,8.0,BW
3358,Tauberbischofsheim,GRÜNE,0,0,2019.0,BW,97941,8128115.0,8.0,BW
3359,Tauberbischofsheim,SPD,0,0,2019.0,BW,97941,8128115.0,8.0,BW
3360,Tauberbischofsheim,AfD,0.0,0.0,2014.0,BW,97941,8128115.0,8.0,BW
3361,Tauberbischofsheim,CDU,22.0,5.0,2014.0,BW,97941,8128115.0,8.0,BW
3362,Tauberbischofsheim,DIE LINKE,0.0,0.0,2014.0,BW,97941,8128115.0,8.0,BW
3363,Tauberbischofsheim,FDP,0.0,0.0,2014.0,BW,97941,8128115.0,8.0,BW
3364,Tauberbischofsheim,GRÜNE,0.0,0.0,2014.0,BW,97941,8128115.0,8.0,BW
3365,Tauberbischofsheim,SPD,0.0,0.0,2014.0,BW,97941,8128115.0,8.0,BW
3366,Weikersheim,AfD,0,0,2019.0,BW,97990,8128126.0,8.0,BW
3367,Weikersheim,CDU,23,6,2019.0,BW,97990,8128126.0,8.0,BW
3368,Weikersheim,DIE LINKE,0,0,2019.0,BW,97990,8128126.0,8.0,BW
3369,Weikersheim,FDP,0,0,2019.0,BW,97990,8128126.0,8.0,BW
3370,Weikersheim,GRÜNE,0,0,2019.0,BW,97990,8128126.0,8.0,BW
3371,Weikersheim,SPD,0,0,2019.0,BW,97990,8128126.0,8.0,BW
3372,Weikersheim,AfD,0.0,0.0,2014.0,BW,97990,8128126.0,8.0,BW
3373,Weikersheim,CDU,23.0,3.0,2014.0,BW,97990,8128126.0,8.0,BW
3374,Weikersheim,DIE LINKE,0.0,0.0,2014.0,BW,97990,8128126.0,8.0,BW
3375,Weikersheim,FDP,0.0,0.0,2014.0,BW,97990,8128126.0,8.0,BW
3376,Weikersheim,GRÜNE,0.0,0.0,2014.0,BW,97990,8128126.0,8.0,BW
3377,Weikersheim,SPD,0.0,0.0,2014.0,BW,97990,8128126.0,8.0,BW
3378,Werbach,AfD,0,0,2019.0,BW,97956,8128128.0,8.0,BW
3379,Werbach,CDU,0,0,2019.0,BW,97956,8128128.0,8.0,BW
3380,Werbach,DIE LINKE,0,0,2019.0,BW,97956,8128128.0,8.0,BW
3381,Werbach,FDP,0,0,2019.0,BW,97956,8128128.0,8.0,BW
3382,Werbach,GRÜNE,0,0,2019.0,BW,97956,8128128.0,8.0,BW
3383,Werbach,SPD,0,0,2019.0,BW,97956,8128128.0,8.0,BW
3384,Werbach,AfD,0.0,0.0,2014.0,BW,97956,8128128.0,8.0,BW
3385,Werbach,CDU,0.0,0.0,2014.0,BW,97956,8128128.0,8.0,BW
3386,Werbach,DIE LINKE,0.0,0.0,2014.0,BW,97956,8128128.0,8.0,BW
3387,Werbach,FDP,0.0,0.0,2014.0,BW,97956,8128128.0,8.0,BW
3388,Werbach,GRÜNE,0.0,0.0,2014.0,BW,97956,8128128.0,8.0,BW
3389,Werbach,SPD,0.0,0.0,2014.0,BW,97956,8128128.0,8.0,BW
3390,Wertheim,AfD,0,0,2019.0,BW,97877,8128131.0,8.0,BW
3391,Wertheim,CDU,22,7,2019.0,BW,97877,8128131.0,8.0,BW
3392,Wertheim,DIE LINKE,0,0,2019.0,BW,97877,8128131.0,8.0,BW
3393,Wertheim,FDP,4,2,2019.0,BW,97877,8128131.0,8.0,BW
3394,Wertheim,GRÜNE,21,10,2019.0,BW,97877,8128131.0,8.0,BW
3395,Wertheim,SPD,22,8,2019.0,BW,97877,8128131.0,8.0,BW
3396,Wertheim,AfD,0.0,0.0,2014.0,BW,97877,8128131.0,8.0,BW
3397,Wertheim,CDU,26.0,7.0,2014.0,BW,97877,8128131.0,8.0,BW
3398,Wertheim,DIE LINKE,0.0,0.0,2014.0,BW,97877,8128131.0,8.0,BW
3399,Wertheim,FDP,12.0,4.0,2014.0,BW,97877,8128131.0,8.0,BW
