,crime,city,law,date,background,suspects,party,Land
3110,Beleidigung,Dresden,STGB-185,27.07.2019,Links,0,AfD,14
3111,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Dresden,STGB-86A,30.07.2019,Rechts,1,CDU,14
3112,Beleidigung,Dresden,STGB-185,04.08.2019,Nicht zuzuordnen,0,CDU,14
3113,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Dresden,STGB-86A,05.08.2019,Links,0,AfD,14
3114,Sachbeschadigung,Dresden,STGB-303,06.08.2019,Nicht zuzuordnen,0,SPD,14
3115,"Beleidigung, Beschimpfung von Bekentnisse, Religionsgemeinschaften und Weltanschauungen",Dresden,STGB-166,07.08.2019,Links,0,CDU,14
3116,Korperverletzung,Dresden,STGB-223,10.08.2019,Links,1,AfD,14
3117,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Dresden,STGB-86A,14.08.2019,Rechts,0,CDU,14
3118,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Dresden,STGB-86A,20.08.2019,Rechts,0,CDU,14
3119,Korperverletzung,Dresden,STGB-224,21.08.2019,Links,0,AfD,14
3120,Hausfriedensbruch,Dresden,STGB-123,22.08.2019,Links,8,CDU,14
3121,Sachbeschadigung,Dresden,STGB-303,23.08.2019,Rechts,1,GRÜNE,14
3122,Bedrohung,Dresden,STGB-241,13.09.2019,Rechts,0,CDU,14
3123,Verleumdung von Personen des politischen LebensLebens,Dresden,STGB-188,15.09.2019,Links,1,AfD,14
3124,Sachbeschadigung,Dresden,STGB-303,26.07.2019,Links,0,AfD,14
3125,Sachbeschadigung,Dresden,STGB-303,26.07.2019,Links,0,AfD,14
3126,Sachbeschadigung,Dresden,STGB-303,26.07.2019,Links,0,AfD,14
3127,Sachbeschadigung,Dresden,STGB-303,26.07.2019,Links,0,AfD,14
3128,Sachbeschadigung,Dresden,STGB-303,26.07.2019,Links,0,AfD,14
3129,Diebstahl,Dresden,STGB-242,27.07.2019,Nicht zuzuordnen,0,SPD,14
3130,Sachbeschadigung,Dresden,STGB-303,29.07.2019,Links,0,AfD,14
3131,Sachbeschadigung,Dresden,STGB-303,29.07.2019,Links,0,AfD,14
3132,Sachbeschadigung,Dresden,STGB-303,30.07.2019,Links,0,AfD,14
3133,Sachbeschadigung,Dresden,STGB-303,31.07.2019,Nicht zuzuordnen,0,GRÜNE,14
3134,Sachbeschadigung,Dresden,STGB-303,31.07.2019,Links,0,AfD,14
3135,Sachbeschadigung,Dresden,STGB-303,31.07.2019,Links,0,AfD,14
3136,Sachbeschadigung,Dresden,STGB-303,31.07.2019,Links,0,AfD,14
3137,Sachbeschadigung,Dresden,STGB-303,31.07.2019,Links,0,Sonstige,14
3138,Sachbeschadigung,Dresden,STGB-303,31.07.2019,Links,0,AfD,14
3139,Sachbeschadigung,Dresden,STGB-303,31.07.2019,Links,0,AfD,14
3140,Sachbeschadigung,Dresden,STGB-303,31.07.2019,Links,0,AfD,14
3141,Sachbeschadigung,Dresden,STGB-303,31.07.2019,Links,0,AfD,14
3142,Sachbeschadigung,Dresden,STGB-303,31.07.2019,Links,0,AfD,14
3143,Sachbeschadigung,Dresden,STGB-303,01.08.2019,Links,0,AfD,14
3144,Sachbeschadigung,Dresden,STGB-303,01.08.2019,Links,0,AfD,14
3145,Sachbeschadigung,Dresden,STGB-303,01.08.2019,Links,0,AfD,14
3146,Sachbeschadigung,Dresden,STGB-303,01.08.2019,Links,0,AfD,14
3147,Sachbeschadigung,Dresden,STGB-303,01.08.2019,Links,0,AfD,14
3148,Sachbeschadigung,Dresden,STGB-303,01.08.2019,Links,0,AfD,14
3149,Sachbeschadigung,Dresden,STGB-303,02.08.2019,Links,0,AfD,14
3150,Sachbeschadigung,Dresden,STGB-303,02.08.2019,Links,0,Sonstige,14
3151,Sachbeschadigung,Dresden,STGB-303,02.08.2019,Links,0,AfD,14
3152,Sachbeschadigung,Dresden,STGB-303,03.08.2019,Nicht zuzuordnen,0,CDU,14
3153,Sachbeschadigung,Dresden,STGB-303,03.08.2019,Links,0,AfD,14
3154,Sachbeschadigung,Dresden,STGB-303,03.08.2019,Links,0,AfD,14
3155,Sachbeschadigung,Dresden,STGB-303,03.08.2019,Links,0,AfD,14
3156,Sachbeschadigung,Dresden,STGB-303,03.08.2019,Links,0,AfD,14
3157,Sachbeschadigung,Dresden,STGB-303,03.08.2019,Links,0,AfD,14
3158,Sachbeschadigung,Dresden,STGB-303,03.08.2019,Links,0,AfD,14
3159,Sachbeschadigung,Dresden,STGB-303,04.08.2019,Links,1,AfD,14
3160,Sachbeschadigung,Dresden,STGB-303,04.08.2019,Links,0,AfD,14
3161,Sachbeschadigung,Dresden,STGB-303,04.08.2019,Links,0,AfD,14
3162,Sachbeschadigung,Dresden,STGB-303,05.08.2019,Links,0,AfD,14
3163,Sachbeschadigung,Dresden,STGB-303,05.08.2019,Links,0,AfD,14
3164,Sachbeschadigung,Dresden,STGB-303,05.08.2019,Links,0,AfD,14
3165,Sachbeschadigung,Dresden,STGB-303,05.08.2019,Links,0,AfD,14
3166,Sachbeschadigung,Dresden,STGB-303,05.08.2019,Links,0,AfD,14
3167,Sachbeschadigung,Dresden,STGB-303,05.08.2019,Links,0,AfD,14
3168,Sachbeschadigung,Dresden,STGB-303,06.08.2019,Nicht zuzuordnen,0,FDP,14
3169,Sachbeschadigung,Dresden,STGB-303,06.08.2019,Links,0,AfD,14
3170,Sachbeschadigung,Dresden,STGB-303,06.08.2019,Links,0,AfD,14
3171,Sachbeschadigung,Dresden,STGB-303,06.08.2019,Links,0,AfD,14
3172,Sachbeschadigung,Dresden,STGB-303,06.08.2019,Links,0,AfD,14
3173,Sachbeschadigung,Dresden,STGB-303,06.08.2019,Links,0,AfD,14
3174,Sachbeschadigung,Dresden,STGB-303,06.08.2019,Nicht zuzuordnen,0,SPD,14
3175,Sachbeschadigung,Dresden,STGB-303,06.08.2019,Links,0,AfD,14
3176,Sachbeschadigung,Dresden,STGB-303,06.08.2019,Links,0,AfD,14
3177,Sachbeschadigung,Dresden,STGB-303,06.08.2019,Links,0,AfD,14
3178,Sachbeschadigung,Dresden,STGB-303,06.08.2019,Links,0,AfD,14
3179,Sachbeschadigung,Dresden,STGB-303,06.08.2019,Links,0,AfD,14
3180,Sachbeschadigung,Dresden,STGB-303,07.08.2019,Links,0,AfD,14
3181,Sachbeschadigung,Dresden,STGB-303,07.08.2019,Links,0,AfD,14
3182,Sachbeschadigung,Dresden,STGB-303,07.08.2019,Links,0,AfD,14
3183,Sachbeschadigung,Dresden,STG B-303,08.08.2019,Links,0,AfD,14
3184,Sachbeschadigung,Dresden,STGB-303,08.08.2019,Links,0,AfD,14
3185,Sachbeschadigung,Dresden,STGB-303,08.08.2019,Links,0,AfD,14
3186,Sachbeschadigung,Dresden,STGB-303,08.08.2019,Links,0,AfD,14
3187,Sachbeschadigung,Dresden,STGB-303,08.08.2019,Links,0,AfD,14
3188,Sachbeschadigung,Dresden,STG B-303,08.08.2019,Nicht zuzuordnen,0,CDU,14
3189,Sachbeschadigung,Dresden,STG B-303,08.08.2019,Links,0,AfD,14
3190,Sachbeschadigung,Dresden,STGB-303,09.08.2019,Links,0,AfD,14
3191,Sachbeschadigung,Dresden,STGB-303,09.08.2019,Links,0,AfD,14
3192,Sachbeschadigung,Dresden,STGB-303,10.08.2019,Links,0,AfD,14
3193,Sachbeschadigung,Dresden,STGB-303,10.08.2019,Links,0,AfD,14
3194,Sachbeschadigung,Dresden,STGB-303,10.08.2019,Links,0,AfD,14
3195,Sachbeschadigung,Dresden,STGB-303,10.08.2019,Links,0,AfD,14
3196,Sachbeschadigung,Dresden,STGB-303,10.08.2019,Links,0,AfD,14
3197,Sachbeschadigung,Dresden,STG B-303,11.08.2019,Links,0,AfD,14
3198,Sachbeschadigung,Dresden,STG B-303,11.08.2019,Links,0,AfD,14
3199,Sachbeschadigung,Dresden,STG B-303,11.08.2019,Links,0,AfD,14
3200,Sachbeschadigung,Dresden,STG B-303,11.08.2019,Links,0,AfD,14
3201,Sachbeschadigung,Dresden,STG B-303,11.08.2019,Links,0,AfD,14
3202,Sachbeschadigung,Dresden,STGB-303,12.08.2019,Nicht zuzuordnen,0,CDU,14
3203,Sachbeschadigung,Dresden,STGB-303,12.08.2019,Links,2,AfD,14
3204,Sachbeschadigung,Dresden,STGB-303,12.08.2019,Links,0,AfD,14
3205,Sachbeschadigung,Dresden,STGB-303,12.08.2019,Links,0,AfD,14
3206,Sachbeschadigung,Dresden,STGB-303,12.08.2019,Links,0,AfD,14
3207,Sachbeschadigung,Dresden,STGB-303,12.08.2019,Links,0,AfD,14
3208,Sachbeschadigung,Dresden,STGB-303,12.08.2019,Links,0,AfD,14
3209,Sachbeschadigung,Dresden,STGB-303,12.08.2019,Nicht zuzuordnen,0,CDU,14
3210,Diebstahl,Dresden,STGB-242,12.08.2019,Links,0,AfD,14
3211,Sachbeschadigung,Dresden,STGB-303,12.08.2019,Links,0,AfD,14
3212,Sachbeschadigung,Dresden,STGB-303,12.08.2019,Links,0,AfD,14
3213,Sachbeschadigung,Dresden,STGB-303,12.08.2019,Links,0,AfD,14
3214,Sachbeschadigung,Dresden,STGB-303,12.08.2019,Links,0,AfD,14
3215,Sachbeschadigung,Dresden,STGB-303,12.08.2019,Links,0,AfD,14
3216,Sachbeschadigung,Dresden,STGB-303,13.08.2019,Links,0,AfD,14
3217,Sachbeschadigung,Dresden,STGB-303,13.08.2019,Nicht zuzuordnen,0,CDU,14
3218,Sachbeschadigung,Dresden,STGB-303,13.08.2019,Nicht zuzuordnen,0,CDU,14
3219,Sachbeschadigung,Dresden,STGB-303,13.08.2019,Nicht zuzuordnen,0,SPD,14
3220,Sachbeschadigung,Dresden,STGB-303,13.08.2019,Nicht zuzuordnen,0,Sonstige,14
3221,Sachbeschadigung,Dresden,STGB-303,13.08.2019,Rechts,1,SPD,14
3222,Sachbeschadigung,Dresden,STGB-303,13.08.2019,Nicht zuzuordnen,0,FDP,14
3223,Sachbeschadigung,Dresden,STGB-303,13.08.2019,Links,0,AfD,14
3224,Sachbeschadigung,Dresden,STGB-303,13.08.2019,Links,0,AfD,14
3225,Sachbeschadigung,Dresden,STGB-303,13.08.2019,Links,0,AfD,14
3226,Sachbeschadigung,Dresden,STGB-303,13.08.2019,Links,0,AfD,14
3227,Sachbeschadigung,Dresden,STGB-303,13.08.2019,Links,0,AfD,14
3228,Sachbeschadigung,Dresden,STGB-303,14.08.2019,Links,0,AfD,14
3229,Sachbeschadigung,Dresden,STGB-303,14.08.2019,Links,0,AfD,14
3230,Sachbeschadigung,Dresden,STGB-303,14.08.2019,Links,0,AfD,14
3231,Sachbeschadigung,Dresden,STG B-303,14.08.2019,Nicht zuzuordnen,0,CDU,14
3232,Sachbeschadigung,Dresden,STG B-303,14.08.2019,Links,0,AfD,14
3233,Sachbeschadigung,Dresden,STG B-303,15.08.2019,Nicht zuzuordnen,3,SPD,14
3234,Diebstahl,Dresden,STGB-242,15.08.2019,Links,0,AfD,14
3235,Sachbeschadigung,Dresden,STGB-303,15.08.2019,Nicht zuzuordnen,0,SPD,14
3236,Sachbeschadigung,Dresden,STGB-303,15.08.2019,Links,1,FDP,14
3237,Sachbeschadigung,Dresden,STGB-303,16.08.2019,Nicht zuzuordnen,0,FDP,14
3238,Sachbeschadigung,Dresden,STG B-303,17.08.2019,Nicht zuzuordnen,0,FDP,14
3239,Sachbeschadigung,Dresden,STG B-303,17.08.2019,Nicht zuzuordnen,1,FDP,14
3240,Sachbeschadigung,Dresden,STG B-303,17.08.2019,Nicht zuzuordnen,0,CDU,14
3241,Korperverletzung,Dresden,STGB-223,17.08.2019,Links,1,AfD,14
3242,Sachbeschadigung,Dresden,STGB-303,19.08.2019,Nicht zuzuordnen,0,CDU,14
3243,Sachbeschadigung,Dresden,STGB-303,19.08.2019,Nicht zuzuordnen,0,CDU,14
3244,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Dresden,STGB-86A,20.08.2019,Rechts,0,CDU,14
3245,Sachbeschadigung,Dresden,STGB-303,20.08.2019,Links,3,Sonstige,14
3246,Sachbeschadigung,Dresden,STGB-303,21.08.2019,Nicht zuzuordnen,0,SPD,14
3247,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Dresden,STGB-86A,23.08.2019,Links,0,FDP,14
3248,Sachbeschadigung,Dresden,STGB-303,23.08.2019,Rechts,1,SPD,14
3249,Sachbeschadigung,Dresden,STGB-303,23.08.2019,Nicht zuzuordnen,0,Sonstige,14
3250,Sachbeschadigung,Dresden,STGB-303,24.08.2019,Links,0,AfD,14
3251,Sachbeschadigung,Dresden,STGB-303,24.08.2019,Links,1,AfD,14
3252,Sachbeschadigung,Dresden,STGB-303,24.08.2019,Links,1,AfD,14
3253,Sachbeschadigung,Dresden,STGB-303,24.08.2019,Links,1,AfD,14
3254,Sachbeschadigung,Dresden,STGB-303,25.08.2019,Nicht zuzuordnen,0,CDU,14
3255,Sachbeschadigung,Dresden,STGB-303,25.08.2019,Nicht zuzuordnen,0,CDU,14
3256,Sachbeschadigung,Dresden,STGB-303,25.08.2019,Nicht zuzuordnen,0,Sonstige,14
3257,Sachbeschadigung,Dresden,STGB-303,26.08.2019,Nicht zuzuordnen,0,CDU,14
3258,Sachbeschadigung,Dresden,STGB-303,27.08.2019,Nicht zuzuordnen,0,SPD,14
3259,SachbeschRligung,Dresden,STGB-303,28.08.2019,Nicht zuzuordnen,0,FDP,14
3260,Sachbeschadigung,Dresden,STGB-303,28.08.2019,Links,0,AfD,14
3261,Sachbeschadigung,Dresden,STGB-303,29.08.2019,Nicht zuzuordnen,0,CDU,14
3262,Sachbeschadigung,Dresden,STGB-303,29.08.2019,Links,0,AfD,14
3263,Sachbeschadigung,Dresden,STGB-303,29.08.2019,Links,0,AfD,14
3264,Sachbeschadigung,Dresden,STGB-303,29.08.2019,Links,3,FDP,14
3265,Sachbeschadigung,Dresden,STGB-303,30.08.2019,Links,0,AfD,14
3266,Sachbeschadigung,Dresden,STGB-303,31.08.2019,Nicht zuzuordnen,1,Sonstige,14
3267,Sachbeschadigung,Dresden,STGB-303,31.08.2019,Links,0,AfD,14
3268,Sachbeschadigung,Dresden,STGB-303,01.09.2019,Nicht zuzuordnen,1,Sonstige,14
3269,Sachbeschadigung,Dresden,STGB-303,04.09.2019,Nicht zuzuordnen,1,FDP,14
3270,Sachbeschadigung,Dresden,STGB-303,04.09.2019,Nicht zuzuordnen,1,FDP,14
3271,Sachbeschadigung,Dresden,STGB-303,06.09.2019,Nicht zuzuordnen,0,FDP,14
3272,Sachbeschadigung,Dresden,STGB-303,07.09.2019,Nicht zuzuordnen,0,CDU,14
3273,Sachbeschadigung,Dresden,Â§ 303 StGB,14.10.2019,Links,0,AfD,14
3274,offentliche Aufforderung zu Straftaten,Dresden,Â§ 111 StGB,07.10.2019,Rechts,0,GRÜNE,14
3275,Verleumdung,Dresden,Â§ 187 StGB,04.11.2019,Rechts,0,Sonstige Partei,14
3276,Beleidigung,Dresden,Â§ 185 StGB,20.11.2019,Nicht zuzuordnen,1,CDU,14
3277,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Dresden,Â§ 86a StGB,04.12.2019,Links,0,AfD,14
3278,Schwere Brandstiftung,Dresden,Â§ 306a StGB,30.12.2019,Links,0,AfD,14
3279,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Dresden,STGB-86A,05.08.2019,Links,0,CDU,14
3280,Sachbeschadigung,Dresden,STGB-303,23.08.2019,Rechts,1,CDU,14
3281,Sachbeschadigung,Dresden,STGB-303,26.07.2019,Links,0,SPD,14
3282,Sachbeschadigung,Dresden,STGB-303,13.08.2019,Rechts,1,AfD,14
3283,Sachbeschadigung,Dresden,STG B-303,15.08.2019,Nicht zuzuordnen,0,GRÜNE,14
3284,Sachbeschadigung,Dresden,STGB-303,17.08.2019,Nicht zuzuordnen,0,CDU,14
3285,Sachbeschadigung,Dresden,STG B-303,21.08.2019,Nicht zuzuordnen,0,CDU,14
3286,Sachbeschadigung,Dresden,STGB-303,25.08.2019,Nicht zuzuordnen,0,SPD,14
3287,Sachbeschadigung,Dresden,STGB-303,31.08.2019,Nicht zuzuordnen,1,CDU,14
3288,Sachbeschadigung,Dresden,Â§ 303 StGB,11.04.2019,Links,0,SPD,14
3289,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Dresden,Â§ 86a StGB,12.05.2019,Rechts,1,SPD,14
3290,Sachbeschadigung,Dresden,Â§ 303 StGB,21.04.2019,Rechts,1,SPD,14
3291,Sachbeschadigung,Dresden,Â§ 303 StGB,25.04.2019,Nicht zuzuordnen,0,CDU,14
3292,Sachbeschadigung,Dresden,Â§ 303 StGB,25.04.2019,Nicht zuzuordnen,0,Sonstige Partei,14
3293,Sachbeschadigung,Dresden,Â§ 303 StGB,25.04.2019,Rechts,3,SPD,14
3294,Sachbeschadigung,Dresden,Â§ 303 StGB,26.04.2019,Rechts,0,SPD,14
3295,Sachbeschadigung,Dresden,Â§ 303 StGB,10.05.2019,Links,1,Sonstige Partei,14
3296,Sachbeschadigung,Dresden,Â§ 303 StGB,10.05.2019,Nicht zuzuordnen,2,Sonstige Partei,14
3297,Sachbeschadigung,Dresden,Â§ 303 StGB,13.05.2019,Nicht zuzuordnen,0,SPD,14
3298,Sachbeschadigung,Dresden,Â§ 303 StGB,17.05.2019,Links,0,Sonstige Partei,14
3299,Sachbeschadigung,Dresden,Â§ 303 StGB,17.05.2019,Links,4,Sonstige Partei,14
3300,Sachbeschadigung,Dresden,Â§ 303 StGB,18.05.2019,Links,1,CDU,14
3301,Sachbeschadigung,Dresden,Â§ 303 StGB,19.05.2019,Nicht zuzuordnen,0,FDP,14
3302,Sachbeschadigung,Dresden,STGB-303,23.08.2019,Rechts,1,CDU,14
3303,Sachbeschadigung,Dresden,STGB-303,26.07.2019,Links,0,SPD,14
3304,Diebstahl,Dresden,STGB-242,27.07.2019,Nicht zuzuordnen,0,AfD,14
3305,Sachbeschadigung,Dresden,STGB-303,13.08.2019,Nicht zuzuordnen,0,AfD,14
3306,Sachbeschadigung,Dresden,STG B-303,15.08.2019,Nicht zuzuordnen,3,AfD,14
3307,Sachbeschadigung,Dresden,STGB-303,15.08.2019,Nicht zuzuordnen,0,GRÜNE,14
3308,Sachbeschadigung,Dresden,STG B-303,17.08.2019,Nicht zuzuordnen,0,CDU,14
3309,Sachbeschadigung,Dresden,STG B-303,17.08.2019,Nicht zuzuordnen,1,CDU,14
3310,Sachbeschadigung,Dresden,STGB-303,21.08.2019,Nicht zuzuordnen,0,CDU,14
3311,Sachbeschadigung,Dresden,STGB-303,23.08.2019,Rechts,1,FDP,14
3312,Sachbeschadigung,Dresden,STGB-303,25.08.2019,Nicht zuzuordnen,0,SPD,14
3313,Sachbeschadigung,Dresden,STGB-303,23.08.2019,Rechts,1,FDP,14
3314,Sachbeschadigung,Dresden,STG B-303,15.08.2019,Nicht zuzuordnen,0,AfD,14
3315,Sachbeschadigung,Dresden,STGB-303,17.08.2019,Nicht zuzuordnen,0,SPD,14
3316,Sachbeschadigung,Dresden,STGB-303,31.08.2019,Nicht zuzuordnen,1,SPD,14
3317,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Dresden,Â§ 86a StGB,12.05.2019,Rechts,1,GRÜNE,14
3318,Sachbeschadigung,Dresden,Â§ 303 StGB,21.04.2019,Rechts,1,Sonstige Partei,14
3319,Sachbeschadigung,Dresden,Â§ 303 StGB,13.05.2019,Nicht zuzuordnen,0,Sonstige Partei,14
3320,Sachbeschadigung,Dresden,Â§ 303 StGB,18.05.2019,Links,1,FDP,14
3321,Sachbeschadigung,Dresden,STGB-303,23.08.2019,Rechts,1,FDP,14
3322,Sachbeschadigung,Dresden,STGB-303,15.08.2019,Nicht zuzuordnen,0,AfD,14
3323,Sachbeschadigung,Dresden,STG B-303,17.08.2019,Nicht zuzuordnen,0,SPD,14
3324,Sachbeschadigung,Dresden,STG B-303,17.08.2019,Nicht zuzuordnen,1,SPD,14
3325,Sachbeschadigung,Dresden,STGB-303,23.08.2019,Rechts,1,CDU,14
3326,Sachbeschadigung,Dresden,STGB-303,23.08.2019,Rechts,1,SPD,14
3327,Sachbeschadigung,Dresden,Â§ 303 StGB,18.05.2019,Links,1,SPD,14
3328,Sachbeschadigung,Dresden,STGB-303,23.08.2019,Rechts,1,SPD,14
3329,Sachbeschadigung,Dresden,STG B-303,17.08.2019,Nicht zuzuordnen,0,SPD,14
3330,Sachbeschadigung,Dresden,STGB-303,23.08.2019,Rechts,1,GRÜNE,14
3331,Sachbeschadigung,Dresden,Â§ 303 StGB,18.05.2019,Links,1,Sonstige Partei,14
3332,,Drestedt,,,,,,3
3333,,Driedorf,,,,,,6
3334,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Drochtersen,Â§ 86a StGB,18.05.2019,Rechts,0,GRÜNE,3
3335,,Drognitz,,,,,,16
3336,Sachbeschadigung,Drolshagen,Â§ 303 StGB,25.05.2019,Rechts,0,AfD,5
3337,Sachbeschadigung,Drolshagen,Â§ 303 StGB,25.05.2019,Rechts,0,FDP,5
3338,,Droyssig,,,,,,15
3339,,Duchelsdorf,,,,,,1
3340,,Ducherow,,,,,,13
3341,,Duchroth,,,,,,7
3342,,Dudeldorf,,,,,,7
3343,,Dudenbuttel,,,,,,3
3344,,Dudenhofen,,,,,,7
3345,Beleidigung,Duderstadt,Â§ 185 StGB,09.05.2019,Links,0,AfD,3
3346,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Duderstadt,Â§ 86a StGB,10.05.2019,Links,0,AfD,3
3347,,Duggendorf,,,,,,9
3348,Volksverhetzung,Duingen,Â§ 130 StGB,20.05.2019,Rechts,0,SPD,3
3349,Sachbeschadigung,Duisburg,Â§ 303 StGB,14.05.2019,Rechts,0,Sonstige Partei,5
3350,Sachbeschadigung,Dulmen,Â§ 303 StGB,11.05.2019,Nicht zuzuordnen,1,CDU,5
3351,Sachbeschadigung,Dulmen,Â§ 303 StGB,22.05.2019,Links,0,AfD,5
3352,,Dummer,,,,,,13
3353,,Dummerstorf,,,,,,13
3354,,Dumpelfeld,,,,,,7
3355,,Dunfus,,,,,,7
3356,,Dungenheim,,,,,,7
3357,,Dunningen,,,,,,8
3358,,Dunsen,,,,,,3
3359,,Dunsum,,,,,,1
3360,,Dunum,,,,,,3
3361,,Dunwald,,,,,,16
3362,,Dunzweiler,,,,,,7
3363,,Duppach,,,,,,7
3364,,Durach,,,,,,9
3365,,Durbach,,,,,,8
3366,,Durbheim,,,,,,8
3367,,Durchhausen,,,,,,8
3368,Diebstahl,Duren,Â§ 242 StGB,22.04.2019,Nicht zuzuordnen,1,AfD,5
3369,Diebstahl,Duren,Â§ 242 StGB,22.04.2019,Nicht zuzuordnen,1,CDU,5
3370,Diebstahl,Duren,Â§ 242 StGB,22.04.2019,Nicht zuzuordnen,1,SPD,5
3371,,Durlangen,,,,,,8
3372,,Durmentingen,,,,,,8
3373,Sachbeschadigung,Durmersheim,Â§ 303 StGB,15.05.2019,Rechts,0,SPD,8
3374,,Durnbucher Forst,,,,,,9
3375,,Durrhennersdorf,,,,,,14
3376,,Durrholz,,,,,,7
3377,,Durrlauingen,,,,,,9
3378,,Durrrohrsdorf-Dittersbach,,,,,,14
3379,,Durrwangen,,,,,,9
3380,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Dusseldorf,Â§ 86a StGB,13.04.2019,Rechts,0,SPD,5
3381,Sachbeschadigung,Dusseldorf,Â§ 303 StGB,22.04.2019,Nicht zuzuordnen,0,AfD,5
3382,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Dusseldorf,Â§ 86a StGB,27.04.2019,Rechts,0,FDP,5
3383,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Dusseldorf,Â§ 86a StGB,07.05.2019,Rechts,0,AfD,5
3384,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Dusseldorf,Â§ 86a StGB,01.06.2019,Rechts,0,SPD,5
3385,,Dusslingen,,,,,,8
3386,,Duvensee,,,,,,1
3387,,Ebeleben,,,,,,16
3388,,Ebelsbach,,,,,,9
3389,,Ebensfeld,,,,,,9
3390,,Ebenweiler,,,,,,8
3391,Diebstahl,Eberbach,Â§ 242 StGB,17.04.2019,Nicht zuzuordnen,0,CDU,8
3392,,Eberdingen,,,,,,8
3393,,Eberfing,,,,,,9
3394,,Ebergotzen,,,,,,3
3395,,Eberhardzell,,,,,,8
3396,,Ebermannsdorf,,,,,,9
3397,,Ebermannstadt,,,,,,9
3398,,Ebern,,,,,,9
3399,,Ebernhahn,,,,,,7
3400,Sachbeschadigung,Ebersbach,Â§ 303 StGB,18.11.2019,Links,0,AfD,14
3401,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Ebersbach,Â§ 86a StGB,18.11.2019,Links,0,AfD,14
3402,,Ebersbach an der Fils,,,,,,8
3403,,Ebersbach-Musbach,,,,,,8
3404,Sachbeschadigung,Ebersbach-Neugersdorf,STGB-303,29.07.2019,Nicht zuzuordnen,0,CDU,14
3405,Sachbeschadigung,Ebersbach-Neugersdorf,STG B-303,07.08.2019,Links,0,Sonstige,14
3406,Sachbeschadigung,Ebersbach-Neugersdorf,STGB-303,29.07.2019,Nicht zuzuordnen,0,CDU,14
3407,,Ebersberg,,,,,,9
3408,,Ebersberger Forst,,,,,,9
3409,,Ebersburg,,,,,,6
3410,,Ebersdorf,,,,,,3
3411,,Ebersdorf b.Coburg,,,,,,9
3412,,Ebershausen,,,,,,9
3413,,Ebershauser-Nattenhauser Wald,,,,,,9
3414,,Eberstadt,,,,,,8
3415,,Eberstedt,,,,,,16
3416,Korperverletzung,Eberswalde,STGB-223,09.08.2019,Links,1,AfD,12
3417,Beleidigung,Eberswalde,STGB-185,24.08.2019,Rechts,0,Sonstige,12
3418,Sachbeschadigung,Eberswalde,STGB-303,01.09.2019,Links,0,AfD,12
3419,Sachbeschadigung,Eberswalde,STGB-303,14.08.2019,Nicht zuzuordnen,0,SPD,12
3420,Sachbeschadigung,Eberswalde,STGB-303,18.08.2019,Links,0,AfD,12
3421,Sachbeschadigung,Eberswalde,STGB-303,04.09.2019,Links,0,AfD,12
3422,Sachbeschadigung,Eberswalde,Â§ 303 StGB,06.04.2019,Nicht zuzuordnen,0,CDU,12
3423,Sachbeschadigung,Eberswalde,Â§ 303 StGB,26.04.2019,Nicht zuzuordnen,0,SPD,12
3424,Besonders schwerer Fall des Diebstahls,Eberswalde,Â§ 243 StGB,27.04.2019,Nicht zuzuordnen,0,SPD,12
3425,Korperverletzung,Eberswalde,STGB-223,09.08.2019,Links,1,AfD,12
3426,Beleidigung,Eberswalde,STGB-185,24.08.2019,Rechts,0,Sonstige,12
3427,Sachbeschadigung,Eberswalde,STGB-303,01.09.2019,Links,0,AfD,12
3428,Sachbeschadigung,Eberswalde,STGB-303,14.08.2019,Nicht zuzuordnen,0,SPD,12
3429,Sachbeschadigung,Eberswalde,STGB-303,18.08.2019,Links,0,AfD,12
3430,Sachbeschadigung,Eberswalde,STGB-303,04.09.2019,Links,0,AfD,12
3431,Sachbeschadigung,Eberswalde,Â§ 303 StGB,16.11.2019,Nicht zuzuordnen,0,GRÜNE,12
3432,Sachbeschadigung,Eberswalde,Â§ 303 StGB,24.12.2019,Nicht zuzuordnen,0,GRÜNE,12
3433,Sachbeschadigung,Eberswalde,STGB-303,04.09.2019,Links,0,SPD,12
3434,Sachbeschadigung,Eberswalde,Â§ 303 StGB,26.04.2019,Nicht zuzuordnen,0,Sonstige Partei,12
3435,,Ebertshausen,,,,,,7
3436,,Ebertsheim,,,,,,7
3437,,Ebhausen,,,,,,8
3438,,Ebnath,,,,,,9
