day;place;suspects;background;law;crime;party_1;party_2;party_3;party_4;party_5;;
23.04.2019;Wedel;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
23.04.2019;Wedel;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
23.04.2019;Wedel;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
23.04.2019;Wedel;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
23.04.2019;Wedel;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
23.04.2019;Pinneberg;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
23.04.2019;Pinneberg;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
23.04.2019;Pinneberg;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
23.04.2019;Dillingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
23.04.2019;Chemnitz;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;FDP;;;;;;
23.04.2019;Stollberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
23.04.2019;Chemnitz;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
23.04.2019;Chemnitz;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
23.04.2019;Chemnitz;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
23.04.2019;Grimma;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
23.04.2019;Gohrisch;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
23.04.2019;Rothenburg;0;Links;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
23.04.2019;Rothenburg;0;Links;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
23.04.2019;Horka;0;Links;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
23.04.2019;Horka;0;Links;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
23.04.2019;Kodersdorf;0;Links;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
23.04.2019;Leipzig;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
23.04.2019;Leipzig;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
23.04.2019;Leipzig;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
24.04.2019;Zeitz;0;Rechts;§ 86a StGB;Verwenden von;Bündnis 90/Die Grünen;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
24.04.2019;Halle;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;keine Angabe;;;;;;
24.04.2019;Halle;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
24.04.2019;Halle;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
24.04.2019;Köthen;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
24.04.2019;Köthen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
24.04.2019;Potsdam;1;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
24.04.2019;Leegebruch;1;Rechts;§ 86a StGB;Verwenden von;CDU;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
24.04.2019;Zehdenick;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
24.04.2019;Cottbus;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
24.04.2019;Zehdenick;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
24.04.2019;Berlin;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
24.04.2019;Berlin;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
24.04.2019;Schwäbisch Gmünd;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
24.04.2019;Linkenheim-Hochstetten;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
;;;;;;;;;;;;
24.04.2019;Esslingen;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;CDU;;;;;;
24.04.2019;Karlsruhe;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
24.04.2019;Karlsruhe;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
24.04.2019;Karlsruhe;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
24.04.2019;Ottobeuren;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
24.04.2019;Scheinfeld;0;Rechts;§ 86a StGB;Verwenden von;Sonstige Partei;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
24.04.2019;Friedenfels;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
24.04.2019;München;0;Links;§ 243 StGB;Besonders schwerer Fall;Sonstige Partei;;;;;;
;;;;;des Diebstahls;;;;;;;
24.04.2019;Neubrandenburg;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;CDU;;;;;;
;;;;;;;;;;;;
24.04.2019;Güstrow;0;Links;§ 248a StGB;Diebstahl und;AfD;;;;;;
;;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
24.04.2019;Karlshagen;0;Rechts;§ 86a StGB;Verwenden von;Bündnis 90/Die Grünen;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
24.04.2019;Demmin;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
24.04.2019;Karlshagen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
24.04.2019;Rostock;0;Links;§ 248a StGB;Diebstahl und;AfD;;;;;;
;;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
24.04.2019;Rostock;0;Links;§ 248a StGB;Diebstahl und;AfD;;;;;;
;;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
24.04.2019;Oldenburg;0;Links;§ 248a StGB;Diebstahl und;AfD;;;;;;
;;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
24.04.2019;Oldenburg;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
24.04.2019;Essen;0;Rechts;§ 86a StGB;Verwenden von;CDU;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
24.04.2019;Krefeld;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
24.04.2019;Lambsheim;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
24.04.2019;Ludwigshafen;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Bündnis 90/Die Grünen;;;;;;
24.04.2019;Mainz;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
24.04.2019;Alzey;0;Links;§ 303 StGB;Sachbeschädigung;FDP;;;;;;
24.04.2019;Melsbach;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
24.04.2019;Melsbach;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
24.04.2019;Kiel;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
24.04.2019;Hasloh;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
24.04.2019;Hasloh;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
24.04.2019;Schenefeld;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
24.04.2019;Schenefeld;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
24.04.2019;Zittau;1;Rechts;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
24.04.2019;Leipzig;0;Rechts;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
24.04.2019;Leipzig;0;Rechts;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
24.04.2019;Leipzig;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
;;;;;;SPD;;;;;;
;;;;;;Bündnis 90/Die Grünen;;;;;;
24.04.2019;Radebeul;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
24.04.2019;Gröditz;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
24.04.2019;Freital;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
24.04.2019;Dresden;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
24.04.2019;Augustusburg;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
24.04.2019;Augustusburg;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
24.04.2019;Augustusburg;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
24.04.2019;Hirschstein;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
24.04.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;FDP;;;;;;
25.04.2019;Bad Dürrenberg;0;Rechts;§ 86a StGB;Verwenden von;FDP;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
25.04.2019;Halle;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
25.04.2019;Burg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
25.04.2019;Blankenfelde-Mahlow;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
;;;;;;;;;;;;
25.04.2019;Rosenau;0;Rechts;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
25.04.2019;Cottbus;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD;;;;;;
25.04.2019;Cottbus;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
25.04.2019;Cottbus;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD;;;;;;
25.04.2019;Berlin;2;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
25.04.2019;Berlin;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
25.04.2019;Achern;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
25.04.2019;Karlsruhe;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
25.04.2019;Stuttgart;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
25.04.2019;Stuttgart;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
25.04.2019;Stuttgart;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
25.04.2019;Tiefenbronn;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
25.04.2019;Memmingen;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
25.04.2019;Memmingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
25.04.2019;Memmingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
25.04.2019;Nürnberg;0;Rechts;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
25.04.2019;Memmingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
25.04.2019;Allersberg;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
25.04.2019;München;2;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
25.04.2019;Tessin;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;SPD;;;;;
;;;;;;;;;;;;
25.04.2019;Schwerin;0;Rechts;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
25.04.2019;Rostock;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
25.04.2019;Gifhorn;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
25.04.2019;Gifhorn;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
25.04.2019;Bad Berleburg;0;Rechts;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
25.04.2019;Hückeswagen;0;Rechts;§ 86a StGB;Verwenden von;Bündnis 90/Die Grünen;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
25.04.2019;Warendorf;6;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
25.04.2019;Warendorf;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
25.04.2019;Oer-Erkenschwick;1;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
25.04.2019;Bad Bergzabern;1;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
;;;;;;;;;;;;
25.04.2019;Neuwied;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
25.04.2019;Schenefeld;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
25.04.2019;Rellingen;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
25.04.2019;Bous;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
25.04.2019;Groitzsch;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
25.04.2019;Dresden;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke;CDU;;;;;
;;;;;;;;;;;;
25.04.2019;Dresden;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke;Sonstige Partei;;;;;
;;;;;;;;;;;;
25.04.2019;Dresden;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
25.04.2019;Dresden;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
25.04.2019;Zittau;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
25.04.2019;Dresden;3;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;SPD;;;;;
;;;;;;;;;;;;
25.04.2019;Leipzig;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
25.04.2019;Saalfeld;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
25.04.2019;Altenburg;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
26.04.2019;Eberswalde;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;Sonstige Partei;;;;;
;;;;;;;;;;;;
26.04.2019;Teltow;4;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
26.04.2019;Berlin;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
26.04.2019;Berlin;0;Rechts;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
26.04.2019;Berlin;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
26.04.2019;Berlin;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
26.04.2019;Berlin;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
26.04.2019;Bad Boll;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Bündnis 90/Die Grünen;;;;;;
26.04.2019;Karlsruhe;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
26.04.2019;Karlsruhe;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
26.04.2019;Heidelberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
26.04.2019;Weiden;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU;;;;;;
26.04.2019;Fürth;1;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
26.04.2019;Bayreuth;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
26.04.2019;Augsburg;0;Links;§ 86a StGB;Verwenden von;CSU;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
26.04.2019;Rehau;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU;SPD;Bündnis 90/Die Grünen;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
26.04.2019;Schwabach;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
26.04.2019;Linsengericht;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
26.04.2019;Marburg;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;FDP;;;;;;
26.04.2019;Hamburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
26.04.2019;Greifswald;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
26.04.2019;Schwerin;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
26.04.2019;Neu Wulmstorf;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
26.04.2019;Großenkneten;0;Nicht zuzuordnen;§ 248a StGB;Diebstahl und;AfD;;;;;;
;;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
26.04.2019;Oldenburg;0;Links;§ 248a StGB;Diebstahl und;AfD;;;;;;
;;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
26.04.2019;Witten;1;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
26.04.2019;Dortmund;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
26.04.2019;Oberhausen;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
26.04.2019;Oberhausen;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
26.04.2019;Oberhausen;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
26.04.2019;Iserlohn;0;Nicht zuzuordnen;§ 304 StGB;Gemeinschädliche;SPD;;;;;;
;;;;;Sachbeschädigung;;;;;;;
26.04.2019;Herdecke;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD;;;;;;
26.04.2019;Kirchhundem;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
26.04.2019;Leverkusen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;keine Angabe;;;;;;
26.04.2019;Hückeswagen;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
26.04.2019;Oer-Erkenschwick;1;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
26.04.2019;Bad Dürkheim;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
26.04.2019;Weidenthal;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
26.04.2019;Bobenheim-Roxheim;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD;;;;;;
;;;;;;;;;;;;
26.04.2019;Remagen;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
26.04.2019;Großmaischeid;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
;d;;;;;;;;;;;
26.04.2019;Oppenheim;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;Bündnis 90/Die Grünen;;;;;
;;;;;;;;;;;;
26.04.2019;Mainz;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke;FDP;Bündnis 90/Die Grünen;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
26.04.2019;Frankenstein;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
26.04.2019;Kaiserslautern;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;SPD;;;;;
;;;;;;;;;;;;
26.04.2019;Lingenfeld;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;CDU;;;;;;
26.04.2019;Kiel;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
26.04.2019;Kiel;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
26.04.2019;Kiel;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
26.04.2019;Schenefeld;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
26.04.2019;Dresden;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
26.04.2019;Großenhain;0;Rechts;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
26.04.2019;Dresden;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;SPD;;;;;
;;;;;;;;;;;;
26.04.2019;Dresden;1;Nicht zuzuordnen;§ 242 StGB;Diebstahl;CDU;;;;;;
26.04.2019;Dresden;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
26.04.2019;Dresden;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
26.04.2019;Dresden;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
26.04.2019;Niederwürsch;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
;nitz;;;;;;;;;;;
26.04.2019;Dresden;0;Rechts;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
26.04.2019;Berga;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
26.04.2019;Erfurt;5;Links;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
26.04.2019;Eisfeld;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
27.04.2019;Wittenberg;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
;;;;;;;;;;;;
27.04.2019;Halle;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
27.04.2019;Halle;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Bündnis 90/Die Grünen;;;;;;
27.04.2019;Halle;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
27.04.2019;Raguhn-Jeßnitz;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
27.04.2019;Halle;2;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
27.04.2019;Halle;4;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;FDP;;;;;;
27.04.2019;Eberswalde;0;Nicht zuzuordnen;§ 243 StGB;Besonders schwerer Fall;SPD;;;;;;
;;;;;des Diebstahls;;;;;;;
27.04.2019;Löwenberger Land;0;Rechts;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
;;;;;;;;;;;;
27.04.2019;Gransee;0;Rechts;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
27.04.2019;Guben;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
27.04.2019;Trebbin;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;SPD;Sonstige Partei;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
27.04.2019;Hohen Neuendorf;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
;;;;;;;;;;;;
27.04.2019;Bad Belzig;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
27.04.2019;Bestensee;0;Rechts;§ 86a StGB;Verwenden von;Sonstige Partei;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
27.04.2019;Gransee;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
27.04.2019;Liebenwalde;0;Rechts;§ 130 StGB;Volksverhetzung;Sonstige Partei;;;;;;
27.04.2019;Gransee;0;Links;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
27.04.2019;Gransee;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
27.04.2019;Hohen Neuendorf;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;FDP;;;;;;
;;;;;;;;;;;;
27.04.2019;Schwedt;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
27.04.2019;Templin;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
27.04.2019;Zehdenick;0;Links;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
27.04.2019;Berlin;2;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
27.04.2019;Berlin;2;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
27.04.2019;Berlin;0;Rechts;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
27.04.2019;Wertheim;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
27.04.2019;Zell;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
