,size,pop,pop_male,pop_female,density,plz,longitude,latitude,travel_sig,degree_of_urban
3,"53,02",90164.0,44904.0,45260.0,1701.0,24937.0,"9,43751","54,78252",Ostsee,dicht besiedelt
6,"118,65",246794.0,120198.0,126596.0,2080.0,24103.0,"10,13727","54,321775",Ostsee,dicht besiedelt
9,"214,19",216530.0,104032.0,112498.0,1011.0,23552.0,"10,683932","53,866269",Ostsee,dicht besiedelt
12,"71,66",80196.0,39723.0,40473.0,1119.0,24534.0,"9,988422","54,069895",übrig. Schleswig-Holstein,dicht besiedelt
15,"65,21",12380.0,6240.0,6140.0,190.0,25541.0,"9,13735","53,896932",Nordsee,mittlere Besiedlungsdichte
17,"31,97",21852.0,10435.0,11417.0,684.0,25746.0,"9,091156","54,193962",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
19,"9,06",554.0,288.0,266.0,61.0,25715.0,"9,182663","53,941154",übrig. Schleswig-Holstein,gering besiedelt
20,"6,07",212.0,114.0,98.0,35.0,25712.0,"9,221166","54,00849",übrig. Schleswig-Holstein,gering besiedelt
21,"14,56",998.0,520.0,478.0,69.0,25712.0,"9,223774","53,987132",übrig. Schleswig-Holstein,gering besiedelt
22,"11,25",4159.0,2033.0,2126.0,370.0,25712.0,"9,26246","53,99748",übrig. Schleswig-Holstein,gering besiedelt
23,"7,01",627.0,329.0,298.0,89.0,25715.0,"9,125804","53,960888",übrig. Schleswig-Holstein,gering besiedelt
24,"9,21",1330.0,669.0,661.0,144.0,25715.0,"9,137433","53,945888",übrig. Schleswig-Holstein,gering besiedelt
25,"12,79",756.0,396.0,360.0,59.0,25721.0,"9,25927","54,054535",übrig. Schleswig-Holstein,gering besiedelt
26,"10,33",350.0,182.0,168.0,34.0,25727.0,"9,175759","54,023639",übrig. Schleswig-Holstein,gering besiedelt
27,"10,4",454.0,230.0,224.0,44.0,25712.0,"9,223435","54,02206",übrig. Schleswig-Holstein,gering besiedelt
28,"5,46",1059.0,531.0,528.0,194.0,25712.0,"9,293145","54,019564",übrig. Schleswig-Holstein,gering besiedelt
29,"11,37",601.0,307.0,294.0,53.0,25712.0,"9,192822","53,967853",übrig. Schleswig-Holstein,gering besiedelt
30,"6,95",189.0,94.0,95.0,27.0,25712.0,"9,206618","54,009984",übrig. Schleswig-Holstein,gering besiedelt
31,"23,06",3399.0,1665.0,1734.0,147.0,25693.0,"9,122148","53,994438",übrig. Schleswig-Holstein,gering besiedelt
32,"15,74",755.0,373.0,382.0,48.0,25727.0,"9,20886","54,04991",übrig. Schleswig-Holstein,gering besiedelt
34,"7,46",683.0,330.0,353.0,92.0,25709.0,"9,023165","53,946249",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
35,"53,27",2539.0,1283.0,1256.0,48.0,25718.0,"8,89741","54,013926",Nordsee,gering besiedelt
36,"11,44",828.0,421.0,407.0,72.0,25709.0,"9,010226","53,977556",übrig. Schleswig-Holstein,gering besiedelt
37,"13,05",348.0,179.0,169.0,27.0,25709.0,"8,926364","53,942933",Nordsee,gering besiedelt
38,"28,84",803.0,411.0,392.0,28.0,25709.0,"8,964528","53,97171",Nordsee,gering besiedelt
39,"4,83",5951.0,2865.0,3086.0,1232.0,25709.0,"9,008761","53,953695",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
40,"1,31",396.0,209.0,187.0,302.0,25709.0,"8,982956","53,948483",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
41,"10,4",594.0,301.0,293.0,57.0,25724.0,"9,019046","53,907224",übrig. Schleswig-Holstein,gering besiedelt
42,"9,77",119.0,64.0,55.0,12.0,25724.0,"8,968827","53,906958",Nordsee,gering besiedelt
43,"4,8",148.0,75.0,73.0,31.0,25715.0,"9,090658","53,941207",übrig. Schleswig-Holstein,gering besiedelt
44,"5,91",178.0,97.0,81.0,30.0,25724.0,"9,040335","53,926172",übrig. Schleswig-Holstein,gering besiedelt
45,"7,79",253.0,136.0,117.0,32.0,25693.0,"9,025792","54,000236",übrig. Schleswig-Holstein,gering besiedelt
46,"16,78",330.0,182.0,148.0,20.0,25693.0,"9,065625","53,967901",übrig. Schleswig-Holstein,gering besiedelt
48,"5,11",163.0,90.0,73.0,32.0,25791.0,"9,174339","54,237387",übrig. Schleswig-Holstein,gering besiedelt
49,"2,64",36.0,16.0,20.0,14.0,25779.0,"9,209426","54,318469",übrig. Schleswig-Holstein,gering besiedelt
50,"21,77",736.0,378.0,358.0,34.0,25786.0,"9,369143","54,237892",übrig. Schleswig-Holstein,gering besiedelt
51,"15,84",735.0,372.0,363.0,46.0,25788.0,"9,252365","54,303978",übrig. Schleswig-Holstein,gering besiedelt
52,"7,82",618.0,312.0,306.0,79.0,25794.0,"9,301925","54,260654",übrig. Schleswig-Holstein,gering besiedelt
53,"9,69",280.0,144.0,136.0,29.0,25779.0,"9,132642","54,281144",übrig. Schleswig-Holstein,gering besiedelt
54,"6,45",173.0,84.0,89.0,27.0,25782.0,"9,225318","54,194896",übrig. Schleswig-Holstein,gering besiedelt
55,"4,69",111.0,57.0,54.0,24.0,25779.0,"9,216421","54,274547",übrig. Schleswig-Holstein,gering besiedelt
56,"7,9",84.0,54.0,30.0,11.0,25774.0,"8,989147","54,300165",übrig. Schleswig-Holstein,gering besiedelt
57,"16,53",493.0,261.0,232.0,30.0,25774.0,"9,010966","54,28021",übrig. Schleswig-Holstein,gering besiedelt
58,"21,93",1975.0,984.0,991.0,90.0,25779.0,"9,168248","54,283636",übrig. Schleswig-Holstein,gering besiedelt
59,"2,94",60.0,32.0,28.0,20.0,25782.0,"9,293409","54,243806",übrig. Schleswig-Holstein,gering besiedelt
60,"9,74",303.0,145.0,158.0,31.0,25788.0,"9,226797","54,290548",übrig. Schleswig-Holstein,gering besiedelt
61,"17,55",143.0,77.0,66.0,8.0,25774.0,"8,965495","54,292554",übrig. Schleswig-Holstein,gering besiedelt
62,"12,81",390.0,197.0,193.0,30.0,25779.0,"9,123229","54,295706",übrig. Schleswig-Holstein,gering besiedelt
63,"4,82",606.0,304.0,302.0,126.0,25774.0,"9,027607","54,320019",übrig. Schleswig-Holstein,gering besiedelt
64,"18,63",1108.0,545.0,563.0,59.0,25774.0,"9,025334","54,344168",übrig. Schleswig-Holstein,gering besiedelt
65,"11,62",866.0,442.0,424.0,75.0,25791.0,"9,182428","54,252623",übrig. Schleswig-Holstein,gering besiedelt
66,"4,65",1701.0,866.0,835.0,366.0,25774.0,"9,024249","54,330568",übrig. Schleswig-Holstein,gering besiedelt
67,"4,33",145.0,74.0,71.0,33.0,25779.0,"9,146139","54,245331",übrig. Schleswig-Holstein,gering besiedelt
68,"10,8",1138.0,568.0,570.0,105.0,25794.0,"9,296387","54,267813",übrig. Schleswig-Holstein,gering besiedelt
69,"14,63",515.0,258.0,257.0,35.0,25776.0,"9,036287","54,303981",übrig. Schleswig-Holstein,gering besiedelt
70,"14,89",325.0,173.0,152.0,22.0,25776.0,"9,07975","54,345413",übrig. Schleswig-Holstein,gering besiedelt
71,"12,52",585.0,294.0,291.0,47.0,25782.0,"9,257028","54,246244",übrig. Schleswig-Holstein,gering besiedelt
72,"12,5",236.0,122.0,114.0,19.0,25779.0,"9,089378","54,31014",übrig. Schleswig-Holstein,gering besiedelt
73,"21,1",2678.0,1311.0,1367.0,127.0,25782.0,"9,2822","54,219944",übrig. Schleswig-Holstein,gering besiedelt
74,"12,68",161.0,76.0,85.0,13.0,25794.0,"9,398414","54,27746",übrig. Schleswig-Holstein,gering besiedelt
75,"1,86",32.0,15.0,17.0,17.0,25788.0,"9,269563","54,284766",übrig. Schleswig-Holstein,gering besiedelt
76,"7,6",428.0,210.0,218.0,56.0,25782.0,"9,246826","54,196873",übrig. Schleswig-Holstein,gering besiedelt
77,"4,14",95.0,44.0,51.0,23.0,25782.0,"9,260601","54,220127",übrig. Schleswig-Holstein,gering besiedelt
78,"5,08",151.0,77.0,74.0,30.0,25779.0,"9,11111","54,269259",übrig. Schleswig-Holstein,gering besiedelt
79,"11,45",706.0,371.0,335.0,62.0,25799.0,"9,379505","54,212642",übrig. Schleswig-Holstein,gering besiedelt
80,"16,21",345.0,177.0,168.0,21.0,25782.0,"9,343678","54,220732",übrig. Schleswig-Holstein,gering besiedelt
81,"8,44",537.0,266.0,271.0,64.0,25779.0,"9,148463","54,23483",übrig. Schleswig-Holstein,gering besiedelt
83,"16,01",2878.0,1424.0,1454.0,180.0,25770.0,"9,073156","54,14876",übrig. Schleswig-Holstein,gering besiedelt
84,"4,66",372.0,166.0,206.0,80.0,25770.0,"9,060773","54,15531",übrig. Schleswig-Holstein,gering besiedelt
85,"5,39",2095.0,992.0,1103.0,389.0,25746.0,"9,065603","54,187725",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
86,"25,14",949.0,494.0,455.0,38.0,25792.0,"8,987884","54,235602",übrig. Schleswig-Holstein,gering besiedelt
87,"18,47",257.0,140.0,117.0,14.0,25746.0,"9,000232","54,192783",übrig. Schleswig-Holstein,gering besiedelt
88,"26,56",2827.0,1418.0,1409.0,106.0,25785.0,"9,182991","54,17205",übrig. Schleswig-Holstein,gering besiedelt
89,"6,66",915.0,464.0,451.0,137.0,25746.0,"9,130804","54,214",übrig. Schleswig-Holstein,gering besiedelt
90,"10,71",413.0,195.0,218.0,39.0,25795.0,"9,066849","54,254357",übrig. Schleswig-Holstein,gering besiedelt
91,"21,77",1260.0,628.0,632.0,58.0,25797.0,"8,994508","54,165463",übrig. Schleswig-Holstein,gering besiedelt
92,"17,89",2303.0,1144.0,1159.0,129.0,25795.0,"9,088863","54,239275",übrig. Schleswig-Holstein,gering besiedelt
93,"3,76",1433.0,710.0,723.0,381.0,25746.0,"9,075443","54,208327",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
95,"17,12",3708.0,1812.0,1896.0,217.0,25767.0,"9,283995","54,146557",übrig. Schleswig-Holstein,gering besiedelt
96,"6,92",223.0,115.0,108.0,32.0,25767.0,"9,250362","54,160197",übrig. Schleswig-Holstein,gering besiedelt
97,"11,9",962.0,464.0,498.0,81.0,25704.0,"9,144199","54,095594",übrig. Schleswig-Holstein,gering besiedelt
98,"22,88",752.0,370.0,382.0,33.0,25719.0,"9,058002","54,012444",Nordsee,gering besiedelt
99,"11,75",777.0,389.0,388.0,66.0,25767.0,"9,320225","54,165522",übrig. Schleswig-Holstein,gering besiedelt
100,"10,09",310.0,157.0,153.0,31.0,25719.0,"9,041298","54,041407",Nordsee,gering besiedelt
101,"30,17",844.0,432.0,412.0,28.0,25704.0,"9,047156","54,072963",Nordsee,gering besiedelt
102,"13,52",766.0,378.0,388.0,57.0,25704.0,"9,052894","54,112805",übrig. Schleswig-Holstein,gering besiedelt
103,"6,04",390.0,195.0,195.0,65.0,25693.0,"9,1082","54,024736",übrig. Schleswig-Holstein,gering besiedelt
104,"3,09",97.0,40.0,57.0,31.0,25767.0,"9,299737","54,180686",übrig. Schleswig-Holstein,gering besiedelt
105,"15,89",471.0,237.0,234.0,30.0,25727.0,"9,177954","54,068684",übrig. Schleswig-Holstein,gering besiedelt
106,"21,26",7247.0,3463.0,3784.0,341.0,25704.0,"9,068784","54,090945",Nordsee,mittlere Besiedlungsdichte
107,"8,75",1153.0,582.0,571.0,132.0,25704.0,"9,114943","54,086722",übrig. Schleswig-Holstein,gering besiedelt
108,"11,27",323.0,155.0,168.0,29.0,25785.0,"9,190795","54,139384",übrig. Schleswig-Holstein,gering besiedelt
109,"13,95",251.0,121.0,130.0,18.0,25767.0,"9,357994","54,169186",übrig. Schleswig-Holstein,gering besiedelt
110,"17,09",413.0,211.0,202.0,24.0,25767.0,"9,353264","54,190212",übrig. Schleswig-Holstein,gering besiedelt
111,"13,39",696.0,357.0,339.0,52.0,25785.0,"9,184289","54,118971",übrig. Schleswig-Holstein,gering besiedelt
112,"18,16",1248.0,605.0,643.0,69.0,25725.0,"9,293675","54,079915",übrig. Schleswig-Holstein,gering besiedelt
113,"5,01",72.0,36.0,36.0,14.0,25782.0,"9,251667","54,187229",übrig. Schleswig-Holstein,gering besiedelt
114,"4,59",84.0,41.0,43.0,18.0,25767.0,"9,3225","54,138606",übrig. Schleswig-Holstein,gering besiedelt
115,"17,31",792.0,405.0,387.0,46.0,25729.0,"9,117779","54,044978",übrig. Schleswig-Holstein,gering besiedelt
116,"6,11",317.0,160.0,157.0,52.0,25704.0,"9,103978","54,077114",übrig. Schleswig-Holstein,gering besiedelt
117,"34,1",604.0,319.0,285.0,18.0,25704.0,"9,013736","54,112068",Nordsee,gering besiedelt
118,"19,36",670.0,331.0,339.0,35.0,25767.0,"9,228605","54,105741",übrig. Schleswig-Holstein,gering besiedelt
120,"8,48",4907.0,2301.0,2606.0,579.0,25761.0,"8,859577","54,130341",Nordsee,gering besiedelt
121,"2,87",358.0,165.0,193.0,125.0,25761.0,"8,890088","54,136175",Nordsee,gering besiedelt
122,"8,62",53.0,29.0,24.0,6.0,25764.0,"8,941082","54,157516",übrig. Schleswig-Holstein,gering besiedelt
123,"16,36",214.0,108.0,106.0,13.0,25761.0,"8,840953","54,177985",Nordsee,gering besiedelt
124,"7,02",167.0,93.0,74.0,24.0,25764.0,"8,872882","54,194536",Nordsee,gering besiedelt
125,"3,6",58.0,35.0,23.0,16.0,25764.0,"8,874901","54,227921",übrig. Schleswig-Holstein,gering besiedelt
126,"6,9",395.0,204.0,191.0,57.0,25764.0,"8,899964","54,218049",übrig. Schleswig-Holstein,gering besiedelt
127,"4,64",275.0,140.0,135.0,59.0,25761.0,"8,900566","54,158891",übrig. Schleswig-Holstein,gering besiedelt
128,"6,83",384.0,198.0,186.0,56.0,25764.0,"8,911057","54,179073",übrig. Schleswig-Holstein,gering besiedelt
129,"9,27",396.0,206.0,190.0,43.0,25764.0,"8,929943","54,241971",übrig. Schleswig-Holstein,gering besiedelt
130,"4,4",85.0,36.0,49.0,19.0,25792.0,"8,971812","54,260389",übrig. Schleswig-Holstein,gering besiedelt
131,"6,64",472.0,231.0,241.0,71.0,25764.0,"8,91131","54,201711",übrig. Schleswig-Holstein,gering besiedelt
132,"4,58",235.0,122.0,113.0,51.0,25761.0,"8,921723","54,141177",Nordsee,gering besiedelt
133,"5,13",3415.0,1641.0,1774.0,666.0,25764.0,"8,920686","54,212159",übrig. Schleswig-Holstein,gering besiedelt
134,"5,07",104.0,50.0,54.0,21.0,25764.0,"8,937237","54,174947",übrig. Schleswig-Holstein,gering besiedelt
135,"21,89",178.0,94.0,84.0,8.0,25764.0,"8,876475","54,239438",Nordsee,gering besiedelt
136,"7,5",874.0,425.0,449.0,117.0,25761.0,"8,863517","54,162006",Nordsee,gering besiedelt
137,"14,19",248.0,135.0,113.0,17.0,25764.0,"8,991292","54,211016",übrig. Schleswig-Holstein,gering besiedelt
140,"33,25",30688.0,15100.0,15588.0,923.0,21502.0,"10,371785","53,433626",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
142,"9,56",11402.0,5711.0,5691.0,1193.0,21481.0,"10,554267","53,374189",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
144,"25,05",19131.0,9115.0,10016.0,764.0,23879.0,"10,691022","53,629521",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
146,"30,29",14525.0,6863.0,7662.0,480.0,23909.0,"10,774492","53,699024",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
148,"11,55",16551.0,8161.0,8390.0,1433.0,21493.0,"10,477663","53,502645",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
150,"6,87",13439.0,6426.0,7013.0,1956.0,21465.0,"10,2519","53,491012",übrig. Schleswig-Holstein,dicht besiedelt
152,"10,25",381.0,186.0,195.0,37.0,23919.0,"10,667846","53,699475",übrig. Schleswig-Holstein,gering besiedelt
153,"10,34",2082.0,1018.0,1064.0,201.0,23919.0,"10,638221","53,734488",übrig. Schleswig-Holstein,gering besiedelt
154,"10,35",663.0,321.0,342.0,64.0,23847.0,"10,602527","53,768797",übrig. Schleswig-Holstein,gering besiedelt
155,"3,01",166.0,86.0,80.0,55.0,23847.0,"10,580373","53,737072",übrig. Schleswig-Holstein,gering besiedelt
156,"5,06",228.0,115.0,113.0,45.0,23919.0,"10,631501","53,722025",übrig. Schleswig-Holstein,gering besiedelt
157,"6,9",1105.0,553.0,552.0,160.0,23847.0,"10,570134","53,748875",übrig. Schleswig-Holstein,gering besiedelt
158,"10,07",611.0,331.0,280.0,61.0,23628.0,"10,660387","53,762851",übrig. Schleswig-Holstein,gering besiedelt
159,"3,35",1718.0,813.0,905.0,513.0,23628.0,"10,641961","53,780123",übrig. Schleswig-Holstein,gering besiedelt
160,"3,99",196.0,92.0,104.0,49.0,23919.0,"10,626158","53,702417",übrig. Schleswig-Holstein,gering besiedelt
161,"9,51",812.0,410.0,402.0,85.0,23919.0,"10,629717","53,753642",übrig. Schleswig-Holstein,gering besiedelt
162,4,433.0,236.0,197.0,108.0,23847.0,"10,600344","53,736555",übrig. Schleswig-Holstein,gering besiedelt
164,"6,44",848.0,426.0,422.0,132.0,23881.0,"10,658165","53,622775",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
165,"6,5",230.0,106.0,124.0,35.0,23881.0,"10,621739","53,616381",übrig. Schleswig-Holstein,gering besiedelt
166,"8,64",300.0,143.0,157.0,35.0,23881.0,"10,564234","53,613074",übrig. Schleswig-Holstein,gering besiedelt
167,"12,54",1953.0,975.0,978.0,156.0,23881.0,"10,632977","53,605112",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
168,"12,66",492.0,239.0,253.0,39.0,23883.0,"10,68068","53,574025",übrig. Schleswig-Holstein,gering besiedelt
169,"5,89",188.0,91.0,97.0,32.0,21514.0,"10,648548","53,5589",übrig. Schleswig-Holstein,gering besiedelt
170,"11,4",594.0,303.0,291.0,52.0,23883.0,"10,752721","53,5947",übrig. Schleswig-Holstein,gering besiedelt
171,"8,41",653.0,319.0,334.0,78.0,23881.0,"10,609244","53,587228",übrig. Schleswig-Holstein,gering besiedelt
172,"8,47",489.0,256.0,233.0,58.0,21493.0,"10,539293","53,586533",übrig. Schleswig-Holstein,gering besiedelt
173,"4,88",516.0,268.0,248.0,106.0,21493.0,"10,568741","53,576852",übrig. Schleswig-Holstein,gering besiedelt
174,"7,9",305.0,161.0,144.0,39.0,21516.0,"10,640176","53,576862",übrig. Schleswig-Holstein,gering besiedelt
176,"12,65",92.0,48.0,44.0,7.0,23899.0,"10,743239","53,530139",übrig. Schleswig-Holstein,gering besiedelt
177,"10,69",311.0,157.0,154.0,29.0,21514.0,"10,667034","53,480281",übrig. Schleswig-Holstein,gering besiedelt
178,"16,85",6093.0,2998.0,3095.0,362.0,21514.0,"10,616482","53,480926",übrig. Schleswig-Holstein,gering besiedelt
179,"9,11",364.0,192.0,172.0,40.0,21514.0,"10,64667","53,493942",übrig. Schleswig-Holstein,gering besiedelt
180,"5,21",65.0,29.0,36.0,12.0,21514.0,"10,70343","53,533746",übrig. Schleswig-Holstein,gering besiedelt
181,"42,25",1672.0,852.0,820.0,40.0,23899.0,"10,77219","53,555336",übrig. Schleswig-Holstein,gering besiedelt
182,"7,78",1300.0,662.0,638.0,167.0,21514.0,"10,680583","53,53952",übrig. Schleswig-Holstein,gering besiedelt
183,"4,17",648.0,330.0,318.0,155.0,21514.0,"10,586656","53,512681",übrig. Schleswig-Holstein,gering besiedelt
184,"23,37",147.0,67.0,80.0,6.0,21514.0,"10,740533","53,499907",übrig. Schleswig-Holstein,gering besiedelt
185,"11,46",1165.0,581.0,584.0,102.0,21516.0,"10,562546","53,494346",übrig. Schleswig-Holstein,gering besiedelt
186,"16,24",530.0,264.0,266.0,33.0,21514.0,"10,624215","53,530505",übrig. Schleswig-Holstein,gering besiedelt
187,"11,38",448.0,224.0,224.0,39.0,21516.0,"10,561815","53,47331",übrig. Schleswig-Holstein,gering besiedelt
188,"4,68",250.0,124.0,126.0,53.0,21514.0,"10,618693","53,510828",übrig. Schleswig-Holstein,gering besiedelt
189,"6,74",347.0,174.0,173.0,51.0,21516.0,"10,614693","53,56324",übrig. Schleswig-Holstein,gering besiedelt
190,"10,46",905.0,416.0,489.0,87.0,21514.0,"10,610144","53,452652",übrig. Schleswig-Holstein,gering besiedelt
192,"3,48",3265.0,1551.0,1714.0,938.0,21521.0,"10,313492","53,528598",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
193,"8,41",4796.0,2354.0,2442.0,570.0,21039.0,"10,285588","53,476743",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
194,"7,94",3405.0,1689.0,1716.0,429.0,21521.0,"10,372665","53,488608",übrig. Schleswig-Holstein,gering besiedelt
195,"8,91",3461.0,1735.0,1726.0,388.0,21039.0,"10,309429","53,46713",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
196,"6,67",867.0,420.0,447.0,130.0,21502.0,"10,421397","53,452847",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
197,"6,93",545.0,277.0,268.0,79.0,21526.0,"10,367611","53,475734",übrig. Schleswig-Holstein,gering besiedelt
198,"8,37",1330.0,670.0,660.0,159.0,21529.0,"10,315197","53,488589",übrig. Schleswig-Holstein,gering besiedelt
199,"5,15",204.0,105.0,99.0,40.0,21502.0,"10,451895","53,442501",übrig. Schleswig-Holstein,gering besiedelt
200,"5,97",2398.0,1174.0,1224.0,402.0,21521.0,"10,291254","53,517253",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
201,"6,07",189.0,89.0,100.0,31.0,21502.0,"10,408431","53,467545",übrig. Schleswig-Holstein,gering besiedelt
203,"7,47",653.0,325.0,328.0,87.0,21483.0,"10,583592","53,416151",übrig. Schleswig-Holstein,gering besiedelt
204,"5,19",140.0,63.0,77.0,27.0,21481.0,"10,568335","53,384993",übrig. Schleswig-Holstein,gering besiedelt
205,"6,05",349.0,168.0,181.0,58.0,21483.0,"10,610487","53,435521",übrig. Schleswig-Holstein,gering besiedelt
206,"6,03",170.0,80.0,90.0,28.0,21483.0,"10,506484","53,41715",übrig. Schleswig-Holstein,gering besiedelt
207,"8,24",346.0,171.0,175.0,42.0,21483.0,"10,527113","53,401518",übrig. Schleswig-Holstein,gering besiedelt
208,"7,94",153.0,75.0,78.0,19.0,21483.0,"10,478187","53,418864",übrig. Schleswig-Holstein,gering besiedelt
209,"9,04",286.0,153.0,133.0,32.0,21483.0,"10,604387","53,386341",übrig. Schleswig-Holstein,gering besiedelt
210,"11,24",710.0,358.0,352.0,63.0,21483.0,"10,545404","53,435861",übrig. Schleswig-Holstein,gering besiedelt
211,"13,02",874.0,426.0,448.0,67.0,21481.0,"10,50018","53,385426",übrig. Schleswig-Holstein,gering besiedelt
212,"6,52",221.0,109.0,112.0,34.0,21483.0,"10,546567","53,453726",übrig. Schleswig-Holstein,gering besiedelt
214,"4,18",70.0,34.0,36.0,17.0,23909.0,"10,694451","53,679957",übrig. Schleswig-Holstein,gering besiedelt
215,"4,3",886.0,423.0,463.0,206.0,23909.0,"10,787081","53,716345",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
216,"4,29",156.0,77.0,79.0,36.0,23883.0,"10,750236","53,617106",übrig. Schleswig-Holstein,gering besiedelt
217,"2,93",240.0,123.0,117.0,82.0,23911.0,"10,745377","53,731393",übrig. Schleswig-Holstein,gering besiedelt
218,"2,53",421.0,203.0,218.0,166.0,23911.0,"10,725697","53,714136",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
219,"10,09",41.0,21.0,20.0,4.0,23909.0,"10,72727","53,674253",übrig. Schleswig-Holstein,gering besiedelt
220,"2,73",150.0,69.0,81.0,55.0,23909.0,"10,713651","53,688273",übrig. Schleswig-Holstein,gering besiedelt
221,"5,99",84.0,41.0,43.0,14.0,23911.0,"10,69059","53,741974",übrig. Schleswig-Holstein,gering besiedelt
222,"4,9",3765.0,1814.0,1951.0,768.0,23627.0,"10,750476","53,801387",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
223,"17,08",1013.0,511.0,502.0,59.0,23627.0,"10,737415","53,771827",übrig. Schleswig-Holstein,gering besiedelt
224,"3,57",326.0,172.0,154.0,91.0,23911.0,"10,725868","53,700407",übrig. Schleswig-Holstein,gering besiedelt
225,"7,21",434.0,235.0,199.0,60.0,23883.0,"10,819794","53,592298",übrig. Schleswig-Holstein,gering besiedelt
226,"12,05",207.0,96.0,111.0,17.0,23883.0,"10,77065","53,638591",übrig. Schleswig-Holstein,gering besiedelt
227,"17,73",255.0,129.0,126.0,14.0,23911.0,"10,918244","53,664141",übrig. Schleswig-Holstein,gering besiedelt
228,"9,11",235.0,115.0,120.0,26.0,23883.0,"10,872803","53,577413",übrig. Schleswig-Holstein,gering besiedelt
229,"6,07",201.0,101.0,100.0,33.0,23911.0,"10,695812","53,71009",übrig. Schleswig-Holstein,gering besiedelt
230,"4,43",127.0,63.0,64.0,29.0,23909.0,"10,801815","53,717556",übrig. Schleswig-Holstein,gering besiedelt
231,"11,88",734.0,355.0,379.0,62.0,23911.0,"10,886235","53,68453",übrig. Schleswig-Holstein,gering besiedelt
232,"4,51",495.0,245.0,250.0,110.0,23911.0,"10,729435","53,750929",übrig. Schleswig-Holstein,gering besiedelt
233,"5,15",58.0,34.0,24.0,11.0,23909.0,"10,768957","53,710121",übrig. Schleswig-Holstein,gering besiedelt
234,"25,1",638.0,309.0,329.0,25.0,23911.0,"10,827965","53,656405",übrig. Schleswig-Holstein,gering besiedelt
235,"11,55",563.0,281.0,282.0,49.0,23911.0,"10,75597","53,664589",übrig. Schleswig-Holstein,gering besiedelt
236,"27,88",501.0,251.0,250.0,18.0,23883.0,"10,866858","53,619223",übrig. Schleswig-Holstein,gering besiedelt
237,"21,39",932.0,460.0,472.0,44.0,23883.0,"10,817631","53,620115",übrig. Schleswig-Holstein,gering besiedelt
238,"11,18",1124.0,539.0,585.0,101.0,23911.0,"10,809322","53,693695",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
240,"10,82",418.0,209.0,209.0,39.0,21493.0,"10,47139","53,576616",übrig. Schleswig-Holstein,gering besiedelt
241,"13,76",738.0,379.0,359.0,54.0,21524.0,"10,425938","53,491554",übrig. Schleswig-Holstein,gering besiedelt
242,"2,04",139.0,70.0,69.0,68.0,22946.0,"10,444516","53,587821",übrig. Schleswig-Holstein,gering besiedelt
243,"12,99",844.0,445.0,399.0,65.0,21493.0,"10,537551","53,544876",übrig. Schleswig-Holstein,gering besiedelt
244,"5,74",386.0,216.0,170.0,67.0,21493.0,"10,5266","53,572959",übrig. Schleswig-Holstein,gering besiedelt
245,"4,1",349.0,174.0,175.0,85.0,21493.0,"10,519825","53,513609",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
246,"4,31",149.0,70.0,79.0,35.0,21493.0,"10,560301","53,521808",übrig. Schleswig-Holstein,gering besiedelt
247,"5,28",236.0,115.0,121.0,45.0,21493.0,"10,492067","53,528123",übrig. Schleswig-Holstein,gering besiedelt
248,"17,07",1313.0,676.0,637.0,77.0,21483.0,"10,490939","53,442249",übrig. Schleswig-Holstein,gering besiedelt
249,"3,47",500.0,228.0,272.0,144.0,22929.0,"10,44893","53,597194",übrig. Schleswig-Holstein,gering besiedelt
250,"5,91",184.0,88.0,96.0,31.0,21493.0,"10,473088","53,539918",übrig. Schleswig-Holstein,gering besiedelt
251,"4,21",224.0,113.0,111.0,53.0,21514.0,"10,56832","53,549311",übrig. Schleswig-Holstein,gering besiedelt
252,"7,89",578.0,282.0,296.0,73.0,22929.0,"10,415399","53,567213",übrig. Schleswig-Holstein,gering besiedelt
253,"1,52",262.0,133.0,129.0,172.0,22929.0,"10,510002","53,606936",übrig. Schleswig-Holstein,gering besiedelt
254,"8,21",609.0,297.0,312.0,74.0,21527.0,"10,458784","53,463155",übrig. Schleswig-Holstein,gering besiedelt
