,city,date,background,law,suspects,crime,party,Land,plz,ags,insgesamt
5445,Dresden,13.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,1067,14612000.0,556780.0
5446,Dresden,13.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,1067,14612000.0,556780.0
5447,Dresden,13.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,DIE LINKE,14.0,1067,14612000.0,556780.0
5448,Dresden,13.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,Sonstige,14.0,1067,14612000.0,556780.0
5449,Waldenburg,13.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,8396,14524290.0,4058.0
5450,Bautzen,13.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,,,,
5451,Leipzig,13.08.2019,Nicht zuzuordnen,STGB-242,0,Diebstahl,CDU,14.0,4109,14713000.0,593145.0
5452,Dresden,13.08.2019,Rechts,STGB-303,1,Sachbeschadigung,DIE LINKE,14.0,1067,14612000.0,556780.0
5453,Dresden,13.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,FDP,14.0,1067,14612000.0,556780.0
5454,Leipzig,13.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5455,Leipzig,13.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5456,Dresden,13.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1067,14612000.0,556780.0
5457,Dresden,13.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1067,14612000.0,556780.0
5458,Dresden,13.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1067,14612000.0,556780.0
5459,Dresden,13.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1067,14612000.0,556780.0
5460,Dresden,13.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1067,14612000.0,556780.0
5461,Seelitz,13.08.2019,Links,STGB-242,0,Diebstahl,AfD,14.0,9306,14522530.0,1663.0
5462,Leipzig,13.08.2019,Nicht zuzuordnen,STGB-303,1,Sachbeschadigung,CDU,14.0,4109,14713000.0,593145.0
5463,Birkenwerder,14.08.2019,Nicht zuzuordnen,STGB-303,1,Sachbeschadigung,SPD,12.0,16547,12065036.0,8133.0
5464,Eberswalde,14.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,12.0,16225,12060052.0,40699.0
5465,Hennigsdorf,14.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,12.0,16761,12065136.0,26345.0
5466,Hennigsdorf,14.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,FDP,12.0,16761,12065136.0,26345.0
5467,Furstenberg,14.08.2019,Links,STGB-303,1,Sachbeschadigung,Sonstige,12.0,16798,12065084.0,5827.0
5468,Bestensee,14.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,15741,12061020.0,8002.0
5469,Wildau,14.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,Sonstige,12.0,15745,12061540.0,10404.0
5470,Schwedt,14.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,16303,12073532.0,29680.0
5471,Ziesar,14.08.2019,Rechts,STGB-303,0,Sachbeschadigung,DIE LINKE,12.0,14793,12069696.0,2510.0
5472,Falkensee,14.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,14612,12063080.0,43994.0
5473,Pirna,14.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,FDP,14.0,1796,14628270.0,38422.0
5474,Altenberg,14.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1773,14628010.0,7934.0
5475,Leipzig,14.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5476,Leipzig,14.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5477,Leipzig,14.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5478,Leipzig,14.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5479,Leipzig,14.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5480,Leipzig,14.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5481,Leipzig,14.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5482,Leipzig,14.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5483,Dresden,14.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1067,14612000.0,556780.0
5484,Dresden,14.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1067,14612000.0,556780.0
5485,Dresden,14.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1067,14612000.0,556780.0
5486,Dresden,14.08.2019,Nicht zuzuordnen,STG B-303,0,Sachbeschadigung,CDU,14.0,1067,14612000.0,556780.0
5487,Dresden,14.08.2019,Links,STG B-303,0,Sachbeschadigung,AfD,14.0,1067,14612000.0,556780.0
5488,Voigtsdorf,14.08.2019,Nicht zuzuordnen,STGB-242,0,Diebstahl,CDU,13.0,17349,13071153.0,104.0
5489,Rochlitz,14.08.2019,Links,STGB-248A,0,Diebstahl geringwertiger Sachen,AfD,14.0,9306,14522490.0,5710.0
5490,Cottbus,15.08.2019,Links,STGB-303,1,Sachbeschadigung,AfD,12.0,3046,12052000.0,99678.0
5491,Ahrensfelde,15.08.2019,Nicht zuzuordnen,STGB-303,1,Sachbeschadigung,SPD,12.0,16356,12060005.0,13843.0
5492,Schwedt,15.08.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,DIE LINKE,12.0,16303,12073532.0,29680.0
5493,Muncheberg,15.08.2019,Links,STG B-303,0,Sachbeschadigung,AfD,12.0,15374,12064317.0,6945.0
5494,Brandenburg,15.08.2019,Nicht zuzuordnen,STG B-303,0,Sachbeschadigung,CDU,,,,
5495,Brandenburg,15.08.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CDU,,,,
5496,Falkensee,15.08.2019,Links,STG B-303,0,Sachbeschadigung,AfD,12.0,14612,12063080.0,43994.0
5497,Hamburg,15.08.2019,Links,STG B-303,2,Sachbeschadigung,AfD,2.0,20038,2000000.0,1847253.0
5498,Chemnitz,15.08.2019,Links,STG B-303,0,Sachbeschadigung,Sonstige,14.0,9111,14511000.0,246334.0
5499,Dresden,15.08.2019,Nicht zuzuordnen,STG B-303,3,Sachbeschadigung,SPD,14.0,1067,14612000.0,556780.0
5500,Zittau,15.08.2019,Rechts,STG B-303,0,Sachbeschadigung,CDU,14.0,2763,14626610.0,25086.0
5501,Meerane,15.08.2019,Nicht zuzuordnen,STG B-303,0,Sachbeschadigung,SPD,14.0,8393,14524190.0,14001.0
5502,Leipzig,15.08.2019,Nicht zuzuordnen,STG B-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5503,Leipzig,15.08.2019,Nicht zuzuordnen,STG B-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5504,Leipzig,15.08.2019,Nicht zuzuordnen,STG B-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5505,Leipzig,15.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5506,Leipzig,15.08.2019,Nicht zuzuordnen,STG B-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5507,Plauen,15.08.2019,Links,STG B-242,0,Diebstahl,AfD,14.0,8523,14523320.0,64597.0
5508,Leipzig,15.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5509,Dresden,15.08.2019,Links,STGB-242,0,Diebstahl,AfD,14.0,1067,14612000.0,556780.0
5510,Naunhof,15.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4683,14729300.0,8774.0
5511,Dresden,15.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,14.0,1067,14612000.0,556780.0
5512,Bad Duben,15.08.2019,Links,STGB-248A,0,Diebstahl geringwertiger Sachen,AfD,14.0,4849,14730020.0,7830.0
5513,Oberschona,15.08.2019,Nicht zuzuordnen,STGB-242,0,Diebstahl,CDU,14.0,9600,14522430.0,3265.0
5514,Oschatz,15.08.2019,Links,STGB-248A,0,Diebstahl geringwertiger Sachen,AfD,14.0,4758,14730230.0,14098.0
5515,Dresden,15.08.2019,Links,STGB-303,1,Sachbeschadigung,FDP,14.0,1067,14612000.0,556780.0
5516,Frankfurt,16.08.2019,Links,STGB-242,1,Diebstahl,AfD,,,,
5517,Oranienburg,16.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,12.0,16515,12065256.0,44862.0
5518,Lubben,16.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,,,,
5519,Gross Kreutz,16.08.2019,Rechts,STGB-303,0,Sachbeschadigung,DIE LINKE,,,,
5520,Ziltendorf,16.08.2019,Links,STGB-242,0,Diebstahl,AfD,12.0,15295,12067552.0,1478.0
5521,Leipzig,16.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,4109,14713000.0,593145.0
5522,Dresden,16.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,FDP,14.0,1067,14612000.0,556780.0
5523,Leipzig,16.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5524,Leipzig,16.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,4109,14713000.0,593145.0
5525,Leipzig,16.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5526,Heidenau,16.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,Sonstige,14.0,1809,14628160.0,16540.0
5527,Kreischa,16.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1731,14628220.0,4532.0
5528,Klipphausen,16.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1665,14627100.0,10349.0
5529,Tharandt,16.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1737,14628400.0,5439.0
5530,Kabschutztal,16.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1665,14627080.0,2738.0
5531,Kabschutztal,16.08.2019,Links,STGB-242,0,Diebstahl,AfD,14.0,1665,14627080.0,2738.0
5532,Frankfurt,17.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,,,,
5533,Neuruppin,17.08.2019,Nicht zuzuordnen,STGB-303,1,Sachbeschadigung,Sonstige,12.0,16816,12068320.0,30785.0
5534,Wittenberge,17.08.2019,Links,STG B-303,0,Sachbeschadigung,AfD,12.0,19322,12070424.0,16925.0
5535,Panketal,17.08.2019,Nicht zuzuordnen,STG B-303,0,Sachbeschadigung,SPD,12.0,16341,12060181.0,20596.0
5536,Cottbus,17.08.2019,Rechts,STGB-303,1,Sachbeschadigung,SPD,12.0,3046,12052000.0,99678.0
5537,Neuruppin,17.08.2019,Nicht zuzuordnen,STGB-303,1,Sachbeschadigung,FDP,12.0,16816,12068320.0,30785.0
5538,Seelow,17.08.2019,Rechts,STGB-303,0,Sachbeschadigung,DIE LINKE,12.0,15306,12064448.0,5422.0
5539,Wriezen,17.08.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Sonstige,12.0,16269,12064512.0,7174.0
5540,Wriezen,17.08.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,DIE LINKE,12.0,16269,12064512.0,7174.0
5541,Wriezen,17.08.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CDU,12.0,16269,12064512.0,7174.0
5542,Wriezen,17.08.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,FDP,12.0,16269,12064512.0,7174.0
5543,Osterode,17.08.2019,Nicht zuzuordnen,STG B-303,0,Sachbeschadigung,SPD,,,,
5544,Chemnitz,17.08.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,SPD,14.0,9111,14511000.0,246334.0
5545,Chemnitz,17.08.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,SPD,14.0,9111,14511000.0,246334.0
5546,Naunhof,17.08.2019,Nicht zuzuordnen,STG B-303,0,Sachbeschadigung,Sonstige,14.0,4683,14729300.0,8774.0
5547,Dresden,17.08.2019,Nicht zuzuordnen,STG B-303,0,Sachbeschadigung,FDP,14.0,1067,14612000.0,556780.0
5548,Dresden,17.08.2019,Nicht zuzuordnen,STG B-303,1,Sachbeschadigung,FDP,14.0,1067,14612000.0,556780.0
5549,Dresden,17.08.2019,Nicht zuzuordnen,STG B-303,0,Sachbeschadigung,CDU,14.0,1067,14612000.0,556780.0
5550,Radebeul,17.08.2019,Links,STG B-303,0,Sachbeschadigung,AfD,14.0,1445,14627210.0,33894.0
5551,Gorlitz,17.08.2019,Links,STGB-242,0,Diebstahl,AfD,14.0,2826,14626110.0,55980.0
5552,Gorlitz,17.08.2019,Links,STGB-242,0,Diebstahl,AfD,14.0,2826,14626110.0,55980.0
5553,Gorlitz,17.08.2019,Links,STGB-242,0,Diebstahl,AfD,14.0,2826,14626110.0,55980.0
5554,Gorlitz,17.08.2019,Links,STGB-242,0,Diebstahl,AfD,14.0,2826,14626110.0,55980.0
5555,Gorlitz,17.08.2019,Links,STGB-242,0,Diebstahl,AfD,14.0,2826,14626110.0,55980.0
5556,Gorlitz,17.08.2019,Links,STGB-242,0,Diebstahl,AfD,14.0,2826,14626110.0,55980.0
5557,Gorlitz,17.08.2019,Links,STGB-242,0,Diebstahl,AfD,14.0,2826,14626110.0,55980.0
5558,Gorlitz,17.08.2019,Links,STGB-242,0,Diebstahl,AfD,14.0,2826,14626110.0,55980.0
5559,Gorlitz,17.08.2019,Links,STGB-242,0,Diebstahl,AfD,14.0,2826,14626110.0,55980.0
5560,Gorlitz,17.08.2019,Links,STGB-242,0,Diebstahl,AfD,14.0,2826,14626110.0,55980.0
5561,Gorlitz,17.08.2019,Links,STGB-242,0,Diebstahl,AfD,14.0,2826,14626110.0,55980.0
5562,Torgau,17.08.2019,Rechts,STGB-86A,3,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,GRÜNE,14.0,4860,14730310.0,19883.0
5563,Dresden,17.08.2019,Links,STGB-223,1,Korperverletzung,AfD,14.0,1067,14612000.0,556780.0
5564,Mittelherwigsdorf,17.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,14.0,2763,14626310.0,3634.0
5565,Neukirchen,17.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,6.0,34626,6634017.0,6946.0
5566,Templin,18.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,12.0,17268,12073572.0,15728.0
5567,Wriezen,18.08.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,DIE LINKE,12.0,16269,12064512.0,7174.0
5568,Eberswalde,18.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,16225,12060052.0,40699.0
5569,Templin,18.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,12.0,17268,12073572.0,15728.0
5570,Templin,18.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,12.0,17268,12073572.0,15728.0
5571,Bernau,18.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,,,,
5572,Bad Liebenwerda,18.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,12.0,4924,12062024.0,9140.0
5573,Bad Liebenwerda,18.08.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,DIE LINKE,12.0,4924,12062024.0,9140.0
5574,Bad Liebenwerda,18.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,Sonstige,12.0,4924,12062024.0,9140.0
5575,Bad Liebenwerda,18.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,12.0,4924,12062024.0,9140.0
5576,Eisenhatenstadt,18.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,Sonstige,,,,
5577,Hamburg,18.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,2.0,20038,2000000.0,1847253.0
5578,Wechselburg,18.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,9306,14522580.0,1778.0
5579,Mittweida,18.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,14.0,9648,14522360.0,14475.0
5580,Leipzig,18.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5581,Leipzig,18.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5582,Leipzig,18.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5583,Leipzig,18.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5584,Leipzig,18.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5585,Leipzig,18.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5586,Leipzig,18.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5587,Leipzig,18.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5588,Leipzig,18.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5589,Sebnitz,18.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,14.0,1855,14628360.0,9461.0
5590,Sebnitz,18.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,14.0,1855,14628360.0,9461.0
5591,Hohnstein,18.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,14.0,1848,14628190.0,3282.0
5592,Grimma,18.08.2019,Rechts,STGB-303,0,Sachbeschadigung,DIE LINKE,14.0,4668,14729160.0,28173.0
5593,Oschatz,18.08.2019,Links,STGB-248A,0,Diebstahl geringwertiger Sachen,AfD,14.0,4758,14730230.0,14098.0
5594,Dippoldiswalde,18.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1744,14628060.0,14310.0
5595,Leipzig,18.08.2019,Links,STGB-242,1,Diebstahl,AfD,14.0,4109,14713000.0,593145.0
5596,Aken,19.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,AfD,,,,
5597,Templin,19.08.2019,Links,STGB-242,0,Diebstahl,AfD,12.0,17268,12073572.0,15728.0
5598,Brandenburg,19.08.2019,Links,STGB-303,2,Sachbeschadigung,AfD,,,,
5599,Wriezen,19.08.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,DIE LINKE,12.0,16269,12064512.0,7174.0
5600,Nuthetal,19.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,14558,12069454.0,9072.0
5601,Markkleeberg,19.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4416,14729260.0,24748.0
5602,Wurzen,19.08.2019,Rechts,STGB-303,0,Sachbeschadigung,DIE LINKE,14.0,4808,14729410.0,16209.0
5603,Dresden,19.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,1067,14612000.0,556780.0
5604,Dresden,19.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,1067,14612000.0,556780.0
5605,Chemnitz,19.08.2019,Links,STGB-242,1,Diebstahl,Sonstige,14.0,9111,14511000.0,246334.0
5606,Brandenburg,20.08.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,SPD,,,,
5607,Bernau,20.08.2019,Links,STGB-303,1,Sachbeschadigung,AfD,,,,
5608,Leipzig,20.08.2019,Links,STGB-303,2,Sachbeschadigung,CDU,14.0,4109,14713000.0,593145.0
5609,Leipzig,20.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,FDP,14.0,4109,14713000.0,593145.0
5610,Dresden,20.08.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CDU,14.0,1067,14612000.0,556780.0
5611,Leipzig,20.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5612,Neustadt,20.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,8223,14523290.0,959.0
5613,Dresden,20.08.2019,Links,STGB-303,3,Sachbeschadigung,Sonstige,14.0,1067,14612000.0,556780.0
5614,Leipzig,20.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5615,Leipzig,20.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5616,Leipzig,20.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5617,Leipzig,20.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5618,Leipzig,20.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5619,Rochlitz,20.08.2019,Links,STGB-248A,0,Diebstahl geringwertiger Sachen,AfD,14.0,9306,14522490.0,5710.0
5620,Rochlitz,20.08.2019,Links,STGB-248A,0,Diebstahl geringwertiger Sachen,AfD,14.0,9306,14522490.0,5710.0
5621,Forstenberg,21.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,,,,
5622,Oranienburg,21.08.2019,Links,STGB-303,1,Sachbeschadigung,AfD,12.0,16515,12065256.0,44862.0
5623,Oranienburg,21.08.2019,Nicht zuzuordnen,STGB-303,1,Sachbeschadigung,GRÜNE,12.0,16515,12065256.0,44862.0
5624,Oranienburg,21.08.2019,Nicht zuzuordnen,STGB-303,1,Sachbeschadigung,CDU,12.0,16515,12065256.0,44862.0
5625,Stahnsdorf,21.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,12.0,14532,12069604.0,15373.0
5626,Elmshorn,21.08.2019,Nicht zuzuordnen,STGB-303,1,Sachbeschadigung,FDP,1.0,25335,1056015.0,49983.0
5627,Gablenz,21.08.2019,Links,STGB-303,4,Sachbeschadigung,AfD,,,,
5628,Dresden,21.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,DIE LINKE,14.0,1067,14612000.0,556780.0
5629,Brandis,21.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,14.0,4821,14729070.0,9624.0
5630,Lunzenau,21.08.2019,Links,STGB-242,0,Diebstahl,AfD,14.0,9328,14522350.0,4147.0
5631,Reichenbach,21.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,2894,14626450.0,4915.0
5632,Leipzig,21.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5633,Leipzig,21.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5634,Leipzig,21.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5635,Leipzig,21.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
5636,Leipzig,21.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5637,Leipzig,21.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5638,Niederau,21.08.2019,Links,STGB-242,0,Diebstahl,AfD,14.0,1689,14627170.0,4044.0
5639,Meissen,21.08.2019,Links,STGB-242,0,Diebstahl,AfD,14.0,1662,14627140.0,28282.0
5640,Calau,22.08.2019,Rechts,STGB-303,1,Sachbeschadigung,DIE LINKE,12.0,3205,12066052.0,7720.0
5641,Rheinsberg,22.08.2019,Rechts,STGB-303,2,Sachbeschadigung,DIE LINKE,12.0,16831,12068353.0,8007.0
5642,Birkenwerder,22.08.2019,Nicht zuzuordnen,STGB-303,1,Sachbeschadigung,SPD,12.0,16547,12065036.0,8133.0
5643,Birkenwerder,22.08.2019,Nicht zuzuordnen,STGB-303,1,Sachbeschadigung,SPD,12.0,16547,12065036.0,8133.0
5644,Kleinmachnow,22.08.2019,Links,STGB-303,2,Sachbeschadigung,AfD,12.0,14532,12069304.0,20374.0
5645,Leipzig,22.08.2019,Links,STGB-303,1,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5646,Leipzig,22.08.2019,Links,STGB-303,0,Sachbeschadigung,Sonstige,14.0,4109,14713000.0,593145.0
5647,Leipzig,22.08.2019,Links,STGB-303,0,Sachbeschadigung,Sonstige,14.0,4109,14713000.0,593145.0
5648,Leipzig,22.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,4109,14713000.0,593145.0
5649,Chemnitz,22.08.2019,Nicht zuzuordnen,STGB-303,2,Sachbeschadigung,GRÜNE,14.0,9111,14511000.0,246334.0
5650,Werneuchen,23.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,12.0,16356,12060280.0,9162.0
5651,Wittenberge,23.08.2019,Links,STGB-242,0,Diebstahl,AfD,12.0,19322,12070424.0,16925.0
5652,Hirstenwalde,23.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,,,,
5653,Falkensee,23.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,FDP,12.0,14612,12063080.0,43994.0
5654,Leipzig,23.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,4109,14713000.0,593145.0
5655,Dresden,23.08.2019,Links,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,FDP,14.0,1067,14612000.0,556780.0
5656,Leipzig,23.08.2019,Links,STGB-303,0,Sachbeschadigung,CDU,14.0,4109,14713000.0,593145.0
5657,Bautzen,23.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,,,,
5658,Dresden,23.08.2019,Rechts,STGB-303,1,Sachbeschadigung,SPD,14.0,1067,14612000.0,556780.0
5659,Leipzig,23.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5660,Leipzig,23.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
5661,Dresden,23.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,Sonstige,14.0,1067,14612000.0,556780.0
5662,Leipzig,23.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
