Lfd. Nr.;Tatzeit;Tatort;TV;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei
101;10.08.2020;Herne;0;Links;STGB-303;Sachbeschädigung;AfD
102;12.08.2020;Herne;0;Rechts;STGB-86A;Verwenden von Kennzeichen verfassungswidriger Organisationen;SPD
103;16.08.2020;Bochum;0;Rechts;STGB-303;Sachbeschädigung;DIE LINKE.
104;17.08.2020;Witten;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU
105;23.08.2020;Bochum;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU
106;16.08.2020;Bochum;1;Links;STGB-303;Sachbeschädigung;Sonstige Partei
107;18.08.2020;Bochum;0;Links;STGB-304;Gemeinschädliche Sachbeschädigung;Sonstige Partei, AfD
108;31.08.2020;Bochum;0;Links;STGB-242;Diebstahl;AfD
109;20.08.2020;Bochum;1;Links;STGB-303;Sachbeschädigung;AfD
110;23.08.2020;Herne;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
111;23.08.2020;Herne;0;Nicht zuzuordnen;STGB-242;Diebstahl;SPD
112;24.08.2020;Bochum;0;Nicht zuzuordnen;STGB-188;Üble Nachrede und Verleumdung gg. Personen des öffentlichen Lebens;Bündnis 90/Die Grünen
113;22.08.2020;Bochum;0;Links;STGB-303;Sachbeschädigung;AfD
114;10.09.2020;Witten;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Sonstige Partei
115;03.09.2020;Bochum;1;Links;STGB-303;Sachbeschädigung;AfD
116;02.09.2020;Bochum;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;DIE LINKE.
117;28.08.2020;Bochum;0;Nicht zuzuordnen;STGB-86A;Verwenden von Kennzeichen verfassungswidriger Organisationen;FDP
118;12.09.2020;Bochum;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;AfD
119;04.08.2020;Witten;0;Nicht zuzuordnen;STGB-242;Diebstahl;SPD
120;13.09.2020;Herne;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
121;28.07.2020;Bonn;0;Rechts;STGB-86A;Verwenden von Kennzeichen verfassungswidriger Organisationen;SPD
122;05.08.2020;Neunkirchen-Seelscheid;0;Rechts;STGB-86A;Verwenden von Kennzeichen verfassungswidriger Organisationen;SPD
123;26.08.2020;Bonn;0;Rechts;STGB-86A;Verwenden von Kennzeichen verfassungswidriger Organisationen;CDU
124;07.09.2020;Bonn;0;Rechts;STGB-86A;Verwenden von Kennzeichen verfassungswidriger Organisationen;Sonstige Partei
125;17.08.2020;Zülpich;0;Links;STGB-86A;Verwenden von Kennzeichen verfassungswidriger Organisationen;AfD
126;18.08.2020;Dortmund;0;Links;STGB-303;Sachbeschädigung;Sonstige Partei
127;09.08.2020;Sündern;0;Nicht zuzuordnen;STGB-242;Diebstahl;Sonstige Partei
128;01.08.2020;Dortmund;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
129;10.08.2020;Dortmund;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Sonstige Partei
130;08.08.2020;Hamm;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU
131;08.08.2020;Schwerte;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU
132;08.08.2020;Unna;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Bündnis 90/Die Grünen
133;04.08.2020;Dortmund;0;Rechts;STGB-303;Sachbeschädigung;Bündnis 90/Die Grünen
134;18.08.2020;Hamm;0;Links;STGB-303;Sachbeschädigung;AfD
135;15.08.2020;Sündern;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Bündnis 90/Die Grünen
136;02.08.2020;Dortmund;2;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Sonstige Partei
137;13.08.2020;Hamm;0;Nicht zuzuordnen;STGB-242;Diebstahl;AfD
138;20.08.2020;Arnsberg;0;Links;STGB-303;Sachbeschädigung;AfD
139;10.08.2020;Bönen;0;Links;STGB-242;Diebstahl;CDU
140;24.08.2020;Dortmund;0;Links;STGB-303;Sachbeschädigung;Sonstige Partei
141;01.08.2020;Dortmund;0;Links;STGB-303;Sachbeschädigung;Sonstige Partei
142;31.08.2020;Schmallenberg;0;Links;STGB-303;Sachbeschädigung;Bündnis 90/Die Grünen
143;11.09.2020;Hamm;0;Links;STGB-188;Üble Nachrede und Verleumdung gg. Personen des öffentlichen Lebens;Sonstige Partei
144;23.08.2020;Lünen;2;Nicht zuzuordnen;STGB-303;Sachbeschädigung;AfD
145;06.09.2020;Dortmund;0;Links;STGB-303;Sachbeschädigung;Sonstige Partei
146;12.09.2020;Hamm;0;Links;STGB-303;Sachbeschädigung;AfD
147;24.08.2020;Schwerte;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU SPD
148;03.09.2020;Dortmund;0;Rechts;STGB-303;Sachbeschädigung;SPD
149;13.09.2020;Dortmund;1;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Sonstige Partei
150;29.08.2020;Dortmund;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Bündnis 90/Die Grünen
151;03.08.2020;Kamp-Lintfort;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
152;10.07.2020;Monheim;0;Links;STGB-304;Gemeinschädliche Sachbeschädigung;Sonstige Partei
153;04.08.2020;Mettmann;0;Rechts;STGB-86A;Verwenden von Kennzeichen verfassungswidriger Organisationen;FDP
154;08.08.2020;Velbert;0;Rechts;STGB-86A;Verwenden von Kennzeichen verfassungswidriger Organisationen;Sonstige Partei
155;09.08.2020;Neuss;0;Links;STGB-303;Sachbeschädigung;CDU
156;04.08.2020;Mettmann;0;Rechts;STGB-86A;Verwenden von Kennzeichen verfassungswidriger Organisationen;keine Angabe
157;18.08.2020;Neuss;0;Links;STGB-304;Gemeinschädliche Sachbeschädigung;AfD
158;26.07.2020;Düsseldorf;0;Links;STGB-242;Diebstahl;keine Angabe
159;06.07.2020;Kaarst;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Bündnis 90/Die Grünen
160;19.08.2020;Düsseldorf;0;Nicht zuzuordnen;STGB-242;Diebstahl;FDP
161;23.08.2020;Langenfeld;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
162;07.08.2020;Velbert;0;Links;STGB-303;Sachbeschädigung;CDU
163;22.08.2020;Monheim;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
164;31.08.2020;Düsseldorf;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
165;28.08.2020;Düsseldorf;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
166;16.08.2020;Neuss;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU
167;27.08.2020;Velbert;0;Links;STGB-303;Sachbeschädigung;AfD
168;27.08.2020;Düsseldorf;0;Nicht zuzuordnen;STGB-242;Diebstahl;FDP, Bündnis 90/Die Grünen, CDU, SPD
169;26.08.2020;Velbert;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;AfD
170;29.08.2020;Düsseldorf;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Bündnis 90/Die Grünen
171;08.09.2020;Düsseldorf;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
172;10.09.2020;Langenfeld;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Bündnis 90/Die Grünen, SPD
173;22.08.2020;Velbert;0;Nicht zuzuordnen;STGB-304;Gemeinschädliche Sachbeschädigung;CDU
174;02.09.2020;Düsseldorf;0;Links;STGB-303;Sachbeschädigung;Sonstige Partei
175;15.08.2020;Neuss;3;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU
176;31.08.2020;Neuss;1;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU, DIE LINKE.
177;07.09.2020;Velbert;0;Nicht zuzuordnen;STGB-242;Diebstahl;Bündnis 90/Die Grünen
178;01.09.2020;Ratingen;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;FDP
179;10.09.2020;Mettmann;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;keine Angabe
180;01.08.2020;Mülheim;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;keine Angabe
181;26.07.2020;Oberhausen;0;Links;STGB-303;Sachbeschädigung;FDP
182;08.08.2020;Essen;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU, SPD
183;28.08.2020;Essen;0;Links;STGB-303;Sachbeschädigung;FDP, Sonstige Partei, CDU, SPD
184;18.08.2020;Mülheim;0;Links;STGB-303;Sachbeschädigung;AfD
185;12.08.2020;Essen;0;Links;STGB-303;Sachbeschädigung;Sonstige Partei
186;11.08.2020;Oberhausen;0;Links;STGB-303;Sachbeschädigung;FDP
187;31.07.2020;Oberhausen;0;Rechts;STGB-303;Sachbeschädigung;DIE LINKE.
188;18.08.2020;Essen;0;Rechts;STGB-303;Sachbeschädigung;CDU, Bündnis 90/Die Grünen
189;21.08.2020;Mülheim;0;Nicht zuzuordnen;STGB-242;Diebstahl;Sonstige Partei
190;10.08.2020;Gelsenkirchen;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Bündnis 90/Die Grünen
191;10.08.2020;Iserlohn;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
192;08.08.2020;Wetter;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
193;24.08.2020;Iserlohn;0;Nicht zuzuordnen;STGB-242;Diebstahl;DIE LINKE.
194;16.08.2020;Menden;0;Nicht zuzuordnen;STGB-304;Gemeinschädliche Sachbeschädigung;FDP
195;22.08.2020;Breckerfeld;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Sonstige Partei
196;20.08.2020;Hagen;0;Rechts;STGB-303;Sachbeschädigung;DIE LINKE.
197;29.08.2020;Sprockhövel;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Sonstige Partei
198;14.08.2020;Wetter;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;FDP, SPD
199;22.08.2020;Siegen;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
200;06.09.2020;Hagen;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
201;05.09.2020;Hagen;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;keine Angabe
202;22.08.2020;Bad Berleburg;0;Links;STGB-242;Diebstahl;AfD
203;22.08.2020;Iserlohn;0;Nicht zuzuordnen;STGB-242;Diebstahl;Sonstige Partei
204;29.08.2020;Sprockhövel;0;Nicht zuzuordnen;STGB-242;Diebstahl;SPD
205;05.09.2020;Hagen;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Sonstige Partei
206;31.08.2020;Wetter;0;Nicht zuzuordnen;STGB-242;Diebstahl;Sonstige Partei
207;29.08.2020;Kirchhundem;0;Nicht zuzuordnen;STGB-242;Diebstahl;CDU
208;09.08.2020;Kirchhundem;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU
209;29.08.2020;Kirchhundem;0;Nicht zuzuordnen;STGB-242;Diebstahl;CDU
210;29.08.2020;Kirchhundem;0;Nicht zuzuordnen;STGB-242;Diebstahl;CDU
211;16.08.2020;Bad Laasphe;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
212;08.09.2020;Kreuztal;0;Nicht zuzuordnen;STGB-304;Gemeinschädliche Sachbeschädigung;keine Angabe
213;03.08.2020;Iserlohn;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;FDP
214;07.09.2020;Neuenrade;1;Nicht zuzuordnen;STGB-303;Sachbeschädigung;FDP
215;27.08.2020;Sprockhövel;0;Nicht zuzuordnen;STGB-243;Bes. schwerer Diebstahl;SPD
216;06.09.2020;Balve;0;Nicht zuzuordnen;STGB-304;Gemeinschädliche Sachbeschädigung;Sonstige Partei
217;07.07.2020;Bergisch Gladbach;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Sonstige Partei
218;18.07.2020;Hürth;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;keine Angabe
219;26.07.2020;Brühl;0;Rechts;STGB-303;Sachbeschädigung;SPD
220;21.07.2020;Brühl;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU
221;28.07.2020;Brühl;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU
222;05.08.2020;Pulheim;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU
223;16.07.2020;Brühl;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU
224;09.08.2020;Köln;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU
225;05.08.2020;Hürth;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
226;08.08.2020;Erftstadt;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
227;16.08.2020;Wermelskirchen;0;Nicht zuzuordnen;STGB-248A;Diebstahl und Unterschlagung geringwertiger Güter;CDU
228;15.08.2020;Köln;0;Nicht zuzuordnen;STGB-248A;Diebstahl und Unterschlagung geringwertiger Güter;AfD
229;16.08.2020;Köln;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Sonstige Partei
230;16.08.2020;Köln;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU
231;17.08.2020;Kerpen;0;Links;STGB-242;Diebstahl;Sonstige Partei
232;25.08.2020;Köln;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;AfD
233;22.08.2020;Köln;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Sonstige Partei
234;24.08.2020;Kerpen;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Bündnis 90/Die Grünen
235;11.08.2020;Erftstadt;0;Rechts;STGB-86A;Verwenden von Kennzeichen verfassungswidriger Organisationen;keine Angabe
236;12.08.2020;Köln;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;AfD
237;15.08.2020;Köln;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU
238;15.08.2020;Hürth;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;CDU SPD
239;14.08.2020;Frechen;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;Bündnis 90/Die Grünen
240;08.08.2020;Erftstadt;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;DIE LINKE.
241;16.08.2020;Erftstadt;0;Nicht zuzuordnen;STGB-107;Wahlbehinderung;SPD
242;30.08.2020;Wermelskirchen;0;Nicht zuzuordnen;STGB-86A;Verwenden von Kennzeichen verfassungswidriger Organisationen;AfD
243;29.08.2020;Köln;0;Links;STGB-303;Sachbeschädigung;FDP, CDU
244;29.08.2020;Bedburg;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
245;26.08.2020;Bergheim;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
246;06.09.2020;Köln;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
247;04.09.2020;Köln;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;SPD
248;23.08.2020;Erftstadt;0;Nicht zuzuordnen;STGB-303;Sachbeschädigung;AfD
