Lfd. Nr.;Tatzeit;Tatort;TV;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei
35;21.04.2020;Lübeck;0;Links;§ 224 StGB;Gefährliche Körperverletzung;Parteirepräsentant/Parteimitglied, Sonstige Partei, Person
36;23.04.2020;Gleichen;0;Nicht zuzuordnen;§ 111 StGB;Öffentliche Aufforderung zu Straftaten;CDU
37;23.04.2020;Weida;1;Rechts;§ 188 StGB;Üble Nachrede;DIE LINKE.
38;24.04.2020;München;0;Rechts;§ 241 StGB;Bedrohung;CSU
39;24.04.2020;Bremen;1;Nicht zuzuordnen;§ 185 StGB;Beleidigung;DIE LINKE.
40;25.04.2020;Stuttgart;0;Links;§ 303 StGB;Sachbeschädigung;AfD
41;25.04.2020;Güstrow;0;Rechts;§ 308 StGB;Herbeiführen einer Sprengstoffexplosion;DIE LINKE.
42;25.04.2020;Bönen;1;Rechts;§ 241 StGB;Bedrohung;SPD
43;25.04.2020;Mühlau;2;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Parteirepräsentant/Parteimitglied, Kommune, Sonstige Partei, Mandatsträger, Amtsträger, Person
44;25.04.2020;Arendsee;0;Nicht zuzuordnen;§ 240 StGB;Nötigung;Parteirepräsentant/Parteimitglied, Person
45;26.04.2020;Berlin;0;Links;§ 243 StGB;Besonders schwerer Fall des Diebstahls;SPD
46;26.04.2020;Tübingen;0;Links;§ 185 StGB;Beleidigung;AfD
47;26.04.2020;Karlsruhe;0;Links;§ 303 StGB;Sachbeschädigung;AfD
48;27.04.2020;Berlin;0;Rechts;§ 86a StGB;Volksverhetzung;DIE LINKE.
49;27.04.2020;Winterbach;0;Links;§ 303 StGB;Sachbeschädigung;AfD
50;27.04.2020;Schwaikheim;0;Links;§ 303 StGB;Sachbeschädigung;AfD
51;27.04.2020;Ludwigsburg;0;Links;§ 185 StGB;Beleidigung;AfD
52;27.04.2020;Mannheim;0;Links;§ 303 StGB;Sachbeschädigung;AfD
53;27.04.2020;Bad Nenndorf;0;Nicht zuzuordnen;§ 241 StGB;Bedrohung;CDU
54;29.04.2020;Stuttgart;1;Links;§ 224 StGB;Gefährliche Körperverletzung;AfD
55;30.04.2020;Stuttgart;0;Rechts;§ 130 StGB;Volksverhetzung;BÜNDNIS90/DIE GRÜNEN, SPD
56;02.05.2020;Freiburg;1;Links;VERSG;Verstoß VersG;AfD
57;02.05.2020;Freiburg;0;Links;§ 185 StGB;Beleidigung;AfD
58;02.05.2020;Trier;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD
59;03.05.2020;Rosenheim;0;Links;VERSG;Verstoß VersG;AfD
60;03.05.2020;Hannover;1;Rechts;§ 185 StGB;Beleidigung;Parteirepräsentant/Parteimitglied, Mandatsträger, Land, Person
61;04.05.2020;Berlin;0;Nicht zuzuordnen;§ 186 StGB;Üble Nachrede;CDU
62;04.05.2020;Aschaffenburg;1;Links;§ 185 StGB;Beleidigung;AfD
63;05.05.2020;Hamburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD
64;05.05.2020;Frechen;1;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Parteirepräsentant/Parteimitglied, Mandatsträger, Land, Person
65;05.05.2020;Bargstall;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Parteirepräsentant/Parteimitglied, Privates Gebäude/Private Einrichtung, Kommune, Sonstige Partei, Amtsträger, Person
66;05.05.2020;St. Wendel;0;Nicht zuzuordnen;§ 211 StGB;Mord;CDU
67;06.05.2020;Stuttgart;0;Rechts;§ 185 StGB;Beleidigung;BÜNDNIS90/DIE GRÜNEN
68;06.05.2020;Königsbrunn;0;Links;§ 303 StGB;Sachbeschädigung;Parteirepräsentant/Parteimitglied, Sonstiges Fahrzeug, Person
69;07.05.2020;Berlin;0;Rechts;§ 130 StGB;Volksverhetzung;BÜNDNIS90/DIE GRÜNEN
70;07.05.2020;Heilbronn;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;SPD
71;07.05.2020;Mönkeberg;1;Nicht zuzuordnen;§ 185 StGB;Beleidigung;AfD
72;08.05.2020;Stuttgart;1;Links;§ 303 StGB;Sachbeschädigung;AfD
73;09.05.2020;Stützerbach;0;Nicht zuzuordnen;§ 188 StGB;Üble Nachrede;BÜNDNIS90/DIE GRÜNEN, CDU
74;11.05.2020;Unna;0;Rechts;§ 241 StGB;Bedrohung;BÜNDNIS90/DIE GRÜNEN
75;12.05.2020;Berlin;0;Links;§ 303 StGB;Sachbeschädigung;AfD
76;12.05.2020;Berlin;0;Links;§ 188 StGB;Üble Nachrede;AfD
77;12.05.2020;Horb;0;Rechts;§ 185 StGB;Beleidigung;SPD
78;12.05.2020;Lingen;1;Rechts;§ 130 StGB;Volksverhetzung;CDU
79;13.05.2020;Weyarn;1;Nicht zuzuordnen;§ 185 StGB;Beleidigung;AfD
80;13.05.2020;Dresden;0;Links;§ 185 StGB;Beleidigung;AfD
81;15.05.2020;Barsinghausen;0;Links;§ 188 StGB;Üble Nachrede;AfD
82;15.05.2020;Dresden;0;Links;§ 185 StGB;Beleidigung;AfD
83;16.05.2020;Berlin;1;Nicht zuzuordnen;§ 185 StGB;Beleidigung;BÜNDNIS90/DIE GRÜNEN
84;17.05.2020;Berlin;0;Rechts;§ 185 StGB;Beleidigung;DIE LINKE.
85;18.05.2020;Berlin;0;Ausländische Ideologie;§ 241 StGB;Bedrohung;AfD
86;18.05.2020;Augsburg;0;Links;§ 303 StGB;Sachbeschädigung;AfD
87;19.05.2020;Chemnitz;0;Rechts;§ 185 StGB;Beleidigung;DIE LINKE.
88;19.05.2020;Leipzig;0;Links;§ 86a StGB;Volksverhetzung;Parteirepräsentant/Parteimitglied, Sonstige Partei, Sonstiges Fahrzeug, Person
89;20.05.2020;Bad Marienberg;1;Nicht zuzuordnen;§ 185 StGB;Beleidigung;AfD
90;20.05.2020;Chemnitz;0;Rechts;§ 185 StGB;Beleidigung;DIE LINKE.
91;22.05.2020;Berlin;0;Rechts;§ 241 StGB;Bedrohung;SPD, CDU
92;22.05.2020;Berlin;0;Rechts;§ 185 StGB;Beleidigung;DIE LINKE.
93;22.05.2020;Trier;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;SPD
94;25.05.2020;Lage;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;SPD
95;26.05.2020;Berlin;1;Rechts;§ 185 StGB;Beleidigung;SPD
96;26.05.2020;München;0;Rechts;§ 130 StGB;Volksverhetzung;Parteirepräsentant/Parteimitglied, Mandatsträger, Land, Religionsgemeinschaft, Person
97;26.05.2020;München;0;Rechts;§ 241 StGB;Bedrohung;Parteirepräsentant/Parteimitglied, Mandatsträger, Land, Person
98;26.05.2020;München;0;Rechts;§ 185 StGB;Beleidigung;BÜNDNIS90/DIE GRÜNEN
99;26.05.2020;Pöttmes;0;Nicht zuzuordnen;§ 241 StGB;Bedrohung;CSU
100;26.05.2020;Leipzig;1;Nicht zuzuordnen;§ 185 StGB;Beleidigung;BÜNDNIS90/DIE GRÜNEN
101;27.05.2020;Berlin;0;Links;§ 303 StGB;Sachbeschädigung;AfD
102;27.05.2020;Magdeburg;1;Links;§ 185 StGB;Beleidigung;AfD
103;28.05.2020;Dinkelsbühl;1;Nicht zuzuordnen;§ 185 StGB;Beleidigung;BÜNDNIS90/DIE GRÜNEN
104;28.05.2020;Neuwied;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;AfD
105;28.05.2020;Timmendorfer Strand;0;Links;§ 306 StGB;Brandstiftung;Parteirepräsentant/Parteimitglied, Kommune, Mandatsträger, Sonstiges Fahrzeug, Person
106;29.05.2020;Senftenberg;1;Links;§ 185 StGB;Beleidigung;AfD
107;29.05.2020;Nürnberg;1;Nicht zuzuordnen;§ 185 StGB;Beleidigung;BÜNDNIS90/DIE GRÜNEN
108;30.05.2020;Berlin;0;Nicht zuzuordnen;§ 111 StGB;Öffentliche Aufforderung zu Straftaten;CDU
109;30.05.2020;Coburg;1;Links;§ 130 StGB;Volksverhetzung;AfD
110;30.05.2020;Neumünster;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;SPD
111;31.05.2020;Berlin;0;Rechts;§ 185 StGB;Beleidigung;DIE LINKE.
112;31.05.2020;Kitzscher;1;Rechts;§ 185 StGB;Beleidigung;DIE LINKE.
113;01.06.2020;Berlin;0;Rechts;§ 185 StGB;Beleidigung;DIE LINKE.
114;01.06.2020;Berlin;0;Rechts;§ 185 StGB;Beleidigung;DIE LINKE.
115;01.06.2020;Berlin;0;Rechts;§ 185 StGB;Beleidigung;DIE LINKE.
116;01.06.2020;Berlin;0;Rechts;§ 130 StGB;Volksverhetzung;DIE LINKE.
117;01.06.2020;Salzgitter;0;Links;§ 241 StGB;Bedrohung;AfD
118;01.06.2020;Stollberg;1;Rechts;§ 185 StGB;Beleidigung;DIE LINKE.
119;02.06.2020;Lüneburg;0;Links;§ 303 StGB;Sachbeschädigung;SPD
120;02.06.2020;Weidenthal;0;Links;§ 306 StGB;Brandstiftung;Parteirepräsentant/Parteimitglied, Sonstige Partei, Sonstiges Fahrzeug, Person
121;03.06.2020;Dresden;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU
122;03.06.2020;Bleicherode;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;BÜNDNIS90/DIE GRÜNEN
123;04.06.2020;Hameln;0;Rechts;§ 126 StGB;Störung des öffentlichen Friedens;BÜNDNIS90/DIE GRÜNEN, SPD, DIE LINKE.
124;04.06.2020;Kiel;1;Rechts;§ 185 StGB;Beleidigung;BÜNDNIS90/DIE GRÜNEN
125;05.06.2020;Stuttgart;0;Rechts;§ 185 StGB;Beleidigung;BÜNDNIS90/DIE GRÜNEN
126;06.06.2020;Köln;0;Links;§ 186 StGB;Üble Nachrede;AfD
127;06.06.2020;Landau;1;Nicht zuzuordnen;§ 241 StGB;Bedrohung;DIE LINKE.
128;07.06.2020;Rosenheim;0;Nicht zuzuordnen;§ 241 StGB;Bedrohung;AfD
129;08.06.2020;Schorndorf;0;Links;STGB-223;Körperverletzung;AfD
130;08.06.2020;Moosburg;0;Links;§ 187 StGB;Verleumdung;AfD
131;08.06.2020;Breit;0;Rechts;§ 185 StGB;Beleidigung;DIE LINKE.
132;09.06.2020;Rosenheim;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;AfD
133;10.06.2020;Murnau;0;Links;§ 185 StGB;Beleidigung;Parteirepräsentant/Parteimitglied, Sonstige Partei, Parteigebäude/Parteieinrichtung, Person
134;11.06.2020;Berlin;0;Links;KUG;Kunst urhebergesetz;AfD
135;11.06.2020;Greifswald;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;BÜNDNIS90/DIE GRÜNEN
136;11.06.2020;Wietmarschen;0;Rechts;§ 241 StGB;Bedrohung;SPD
137;11.06.2020;Flensburg;0;Links;§ 303 StGB;Sachbeschädigung;AfD
138;12.06.2020;Kiel;0;Rechts;§ 185 StGB;Beleidigung;BÜNDNIS90/DIE GRÜNEN
139;12.06.2020;Plauen;1;Rechts;§ 185 StGB;Beleidigung;DIE LINKE.
140;13.06.2020;Berlin;0;Rechts;§ 185 StGB;Beleidigung;BÜNDNIS90/DIE GRÜNEN, SPD, DIE LINKE.
141;14.06.2020;Berlin;0;Rechts;§ 185 StGB;Beleidigung;DIE LINKE.
142;15.06.2020;Berlin;0;Rechts;§ 130 StGB;Volksverhetzung;CDU
143;15.06.2020;Berlin;0;Rechts;§ 126 StGB;Störung des öffentlichen Friedens;CDU
144;15.06.2020;Koblenz;0;Links;§ 241 StGB;Bedrohung;Parteirepräsentant/Parteimitglied, Person
145;16.06.2020;Cottbus;0;Rechts;§ 241 StGB;Bedrohung;BÜNDNIS90/DIE GRÜNEN
146;16.06.2020;Schwerin;0;Rechts;§ 185 StGB;Beleidigung;SPD, BÜNDNIS90/DIE GRÜNEN
147;16.06.2020;Wurster Nordseeküste;0;Rechts;§ 111 StGB;Öffentliche Aufforderung zu Straftaten;CDU
148;17.06.2020;Berlin;0;Links;§ 185 StGB;Beleidigung;AfD
149;17.06.2020;Feldkirchen-Westerham;1;Nicht zuzuordnen;§ 188 StGB;Üble Nachrede;Parteirepräsentant/Parteimitglied, Abtrünniger/Aussteiger/Mitglied der eigenen Gruppe
150;17.06.2020;Weilerbach;0;Nicht zuzuordnen;§ 241 StGB;Bedrohung;SPD
151;18.06.2020;Berlin;0;Links;§ 303 StGB;Sachbeschädigung;AfD
152;18.06.2020;Berlin;0;Links;§ 185 StGB;Beleidigung;AfD
153;18.06.2020;Mauern;1;Nicht zuzuordnen;§ 130 StGB;Volksverhetzung;CDU, CSU
154;18.06.2020;Kleve;1;Rechts;§ 186 StGB;Üble Nachrede;SPD
155;18.06.2020;Torgau;0;Nicht zuzuordnen;§ 241 StGB;Bedrohung;CDU
156;18.06.2020;Torgau;0;Nicht zuzuordnen;§ 241 StGB;Bedrohung;CDU
157;19.06.2020;Stuttgart;1;Nicht zuzuordnen;§ 126 StGB;Störung des öffentlichen Friedens;Parteirepräsentant/Parteimitglied, Land, Mandatsträger, Amtsträger, Person, Justiz
158;19.06.2020;Speyer;0;Links;§ 303 StGB;Sachbeschädigung;AfD
159;20.06.2020;Murnau;0;Links;§ 242 StGB;Diebstahl;Parteirepräsentant/Parteimitglied, Sonstige Partei, Parteigebäude/Parteieinrichtung, Person
160;20.06.2020;Landsberg;1;Links;§ 185 StGB;Beleidigung;AfD
161;23.06.2020;Dortmund;1;Links;§ 185 StGB;Beleidigung;Parteirepräsentant/Parteimitglied, Sonstige Partei, Person
162;26.06.2020;Berlin;1;Links;§ 185 StGB;Beleidigung;Parteirepräsentant/Parteimitglied, Sonstige Partei, Veranstaltung, Person
163;26.06.2020;Berlin;1;Links;§ 185 StGB;Beleidigung;Parteirepräsentant/Parteimitglied, Sonstige Partei, Veranstaltung, Person
164;26.06.2020;Lübeck;1;Rechts;§ 86a StGB;Volksverhetzung;BÜNDNIS 90/DIE GRÜNEN
165;27.06.2020;Angermünde;1;Nicht zuzuordnen;§ 185 StGB;Beleidigung;AfD
166;27.06.2020;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;BÜNDNIS 90/DIE GRÜNEN
167;27.06.2020;Berlin;0;Links;KUG;Kunsturhebergesetz;AfD
168;27.06.2020;Berlin;0;Links;KUG;Kunsturhebergesetz;AfD
169;28.06.2020;Kösching;0;Rechts;§ 224 StGB;Gefährliche Körperverletzung;DIE LINKE
170;29.06.2020;Berlin;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;CDU
171;30.06.2020;Berlin;0;Links;§ 303 StGB;Sachbeschädigung;AfD
