Satz-art;Text-kenn-zeichen;Land;RB;Kreis;VB;Gem;Gemeindename;;insgesamt;männlich;weiblich;je km2;plz;Längengrad;Breitengrad;key_travel;Reisegebiete;Schlüssel;Grad der Verstädterung
60;63;5;5;66;84;84;Steinfurt, Stadt;111,67; 33 633; 16 678; 16 955;301;48565;7,395195;52,125169;H03;Münsterland;3;gering besiedelt
50;50;5;5;66;88;;Tecklenburg, Stadt;;;;;;;;;;;;
60;63;5;5;66;88;88;Tecklenburg, Stadt;70,49; 8 989; 4 506; 4 483;128;49545;7,814244;52,219392;H03;Münsterland;3;gering besiedelt
50;50;5;5;66;92;;Westerkappeln;;;;;;;;;;;;
60;64;5;5;66;92;92;Westerkappeln;85,83; 11 117; 5 515; 5 602;130;49492;7,877587;52,314798;H03;Münsterland;3;gering besiedelt
50;50;5;5;66;96;;Wettringen;;;;;;;;;;;;
60;64;5;5;66;96;96;Wettringen;57,69; 8 154; 4 094; 4 060;141;48493;7,319404;52,209339;H03;Münsterland;3;gering besiedelt
40;43;5;5;70;;;Warendorf;;;;;;;;;;;;
50;50;5;5;70;4;;Ahlen, Stadt;;;;;;;;;;;;
60;63;5;5;70;4;4;Ahlen, Stadt;123,13; 52 905; 25 899; 27 006;430;59227;7,889882;51,762985;H03;Münsterland;2;mittlere Besiedlungsdichte
50;50;5;5;70;8;;Beckum, Stadt;;;;;;;;;;;;
60;63;5;5;70;8;8;Beckum, Stadt;111,46; 36 729; 18 170; 18 559;330;59269;8,042672;51,75574;H03;Münsterland;2;mittlere Besiedlungsdichte
50;50;5;5;70;12;;Beelen;;;;;;;;;;;;
60;64;5;5;70;12;12;Beelen;31,35; 6 269; 3 178; 3 091;200;48361;8,118191;51,930124;H03;Münsterland;3;gering besiedelt
50;50;5;5;70;16;;Drensteinfurt, Stadt;;;;;;;;;;;;
60;63;5;5;70;16;16;Drensteinfurt, Stadt;106,6; 15 471; 7 679; 7 792;145;48317;7,741663;51,797048;H03;Münsterland;3;gering besiedelt
50;50;5;5;70;20;;Ennigerloh, Stadt;;;;;;;;;;;;
60;63;5;5;70;20;20;Ennigerloh, Stadt;125,56; 19 973; 10 012; 9 961;159;59320;8,024092;51,835127;H03;Münsterland;3;gering besiedelt
50;50;5;5;70;24;;Everswinkel;;;;;;;;;;;;
60;64;5;5;70;24;24;Everswinkel;69,12; 9 598; 4 753; 4 845;139;48351;7,848037;51,925521;H03;Münsterland;2;mittlere Besiedlungsdichte
50;50;5;5;70;28;;Oelde, Stadt;;;;;;;;;;;;
60;63;5;5;70;28;28;Oelde, Stadt;102,77; 29 265; 14 670; 14 595;285;59302;8,146074;51,827467;H03;Münsterland;2;mittlere Besiedlungsdichte
50;50;5;5;70;32;;Ostbevern;;;;;;;;;;;;
60;64;5;5;70;32;32;Ostbevern;89,65; 10 842; 5 394; 5 448;121;48346;7,839408;52,036085;H03;Münsterland;2;mittlere Besiedlungsdichte
50;50;5;5;70;36;;Sassenberg, Stadt;;;;;;;;;;;;
60;63;5;5;70;36;36;Sassenberg, Stadt;78,08; 14 371; 7 238; 7 133;184;48336;8,041446;51,988098;H03;Münsterland;2;mittlere Besiedlungsdichte
50;50;5;5;70;40;;Sendenhorst, Stadt;;;;;;;;;;;;
60;63;5;5;70;40;40;Sendenhorst, Stadt;96,95; 13 182; 6 537; 6 645;136;48324;7,82746;51,84466;H03;Münsterland;2;mittlere Besiedlungsdichte
50;50;5;5;70;44;;Telgte, Stadt;;;;;;;;;;;;
60;63;5;5;70;44;44;Telgte, Stadt;90,84; 19 697; 9 506; 10 191;217;48291;7,784022;51,982866;H03;Münsterland;2;mittlere Besiedlungsdichte
50;50;5;5;70;48;;Wadersloh;;;;;;;;;;;;
60;64;5;5;70;48;48;Wadersloh;117,03; 12 315; 6 184; 6 131;105;59329;8,245997;51,73696;H03;Münsterland;3;gering besiedelt
50;50;5;5;70;52;;Warendorf, Stadt;;;;;;;;;;;;
60;63;5;5;70;52;52;Warendorf, Stadt;176,88; 37 127; 18 041; 19 086;210;48231;7,988499;51,950713;H03;Münsterland;2;mittlere Besiedlungsdichte
20;;5;7;;;;Reg.-Bez. Detmold;;;;;;;;;;;;
40;41;5;7;11;;;Bielefeld, Stadt;;;;;;;;;;;;
50;50;5;7;11;0;;Bielefeld, Stadt;;;;;;;;;;;;
60;61;5;7;11;0;0;Bielefeld, Stadt;258,82; 333 451; 161 109; 172 342; 1 288;33602;8,53212;52,020578;H04;Teutoburger Wald;1;dicht besiedelt
40;43;5;7;54;;;Gütersloh;;;;;;;;;;;;
50;50;5;7;54;4;;Borgholzhausen, Stadt;;;;;;;;;;;;
60;63;5;7;54;4;4;Borgholzhausen, Stadt;55,99; 8 835; 4 381; 4 454;158;33829;8,300771;52,101931;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;54;8;;Gütersloh, Stadt;;;;;;;;;;;;
60;63;5;7;54;8;8;Gütersloh, Stadt;112,02; 98 466; 48 898; 49 568;879;33330;8,381067;51,909587;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;54;12;;Halle (Westf.), Stadt;;;;;;;;;;;;
60;63;5;7;54;12;12;Halle (Westf.), Stadt;69,7; 21 692; 10 764; 10 928;311;33790;8,362;52,061011;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;54;16;;Harsewinkel, Die Mähdrescherstadt;;;;;;;;;;;;
60;63;5;7;54;16;16;Harsewinkel, Die Mähdrescherstadt;100,59; 24 862; 12 584; 12 278;247;33428;8,227621;51,963062;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;54;20;;Herzebrock-Clarholz;;;;;;;;;;;;
60;64;5;7;54;20;20;Herzebrock-Clarholz;79,28; 15 851; 7 887; 7 964;200;33442;8,240956;51,879791;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;54;24;;Langenberg;;;;;;;;;;;;
60;64;5;7;54;24;24;Langenberg;38,31; 8 349; 4 220; 4 129;218;33449;8,320352;51,775971;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;54;28;;Rheda-Wiedenbrück, Stadt;;;;;;;;;;;;
60;63;5;7;54;28;28;Rheda-Wiedenbrück, Stadt;86,72; 48 526; 24 273; 24 253;560;33378;8,293327;51,855343;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;54;32;;Rietberg, Stadt;;;;;;;;;;;;
60;63;5;7;54;32;32;Rietberg, Stadt;110,31; 29 444; 14 861; 14 583;267;33397;8,427337;51,808062;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;54;36;;Schloß Holte-Stukenbrock, Stadt;;;;;;;;;;;;
60;63;5;7;54;36;36;Schloß Holte-Stukenbrock, Stadt;67,52; 26 770; 13 170; 13 600;396;33758;8,656299;51,912069;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;54;40;;Steinhagen;;;;;;;;;;;;
60;64;5;7;54;40;40;Steinhagen;56,41; 20 660; 10 177; 10 483;366;33803;8,414975;52,006186;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;54;44;;Verl, Stadt;;;;;;;;;;;;
60;63;5;7;54;44;44;Verl, Stadt;71,37; 25 465; 13 019; 12 446;357;33415;8,508286;51,882118;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;54;48;;Versmold, Stadt;;;;;;;;;;;;
60;63;5;7;54;48;48;Versmold, Stadt;85,57; 21 543; 10 868; 10 675;252;33775;8,155495;52,040049;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;54;52;;Werther (Westf.), Stadt;;;;;;;;;;;;
60;63;5;7;54;52;52;Werther (Westf.), Stadt;35,42; 11 365; 5 688; 5 677;321;33824;8,411163;52,072545;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
40;43;5;7;58;;;Herford;;;;;;;;;;;;
50;50;5;7;58;4;;Bünde, Stadt;;;;;;;;;;;;
60;63;5;7;58;4;4;Bünde, Stadt;59,3; 45 639; 22 245; 23 394;770;32257;8,58371;52,197547;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;58;8;;Enger, Widukindstadt;;;;;;;;;;;;
60;63;5;7;58;8;8;Enger, Widukindstadt;41,24; 20 483; 10 074; 10 409;497;32130;8,559282;52,139237;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;58;12;;Herford, Hansestadt;;;;;;;;;;;;
60;63;5;7;58;12;12;Herford, Hansestadt;79,16; 66 514; 32 405; 34 109;840;32052;8,673516;52,115598;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;58;16;;Hiddenhausen;;;;;;;;;;;;
60;64;5;7;58;16;16;Hiddenhausen;23,87; 19 570; 9 687; 9 883;820;32120;8,616108;52,166041;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;58;20;;Kirchlengern;;;;;;;;;;;;
60;64;5;7;58;20;20;Kirchlengern;33,78; 16 061; 7 885; 8 176;475;32278;8,642152;52,198451;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;58;24;;Löhne, Stadt;;;;;;;;;;;;
60;63;5;7;58;24;24;Löhne, Stadt;59,51; 39 767; 19 457; 20 310;668;32584;8,688425;52,189912;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;58;28;;Rödinghausen;;;;;;;;;;;;
60;64;5;7;58;28;28;Rödinghausen;36,27; 9 696; 4 822; 4 874;267;32289;8,479015;52,253282;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;58;32;;Spenge, Stadt;;;;;;;;;;;;
60;63;5;7;58;32;32;Spenge, Stadt;40,35; 14 681; 7 173; 7 508;364;32139;8,48257;52,139046;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;58;36;;Vlotho, Stadt;;;;;;;;;;;;
60;63;5;7;58;36;36;Vlotho, Stadt;76,93; 18 663; 9 287; 9 376;243;32602;8,860068;52,165489;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
40;43;5;7;62;;;Höxter;;;;;;;;;;;;
50;50;5;7;62;4;;Bad Driburg, Stadt;;;;;;;;;;;;
60;63;5;7;62;4;4;Bad Driburg, Stadt4);115,3;/;/;/;/;33014;9,017025;51,736124;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;62;8;;Beverungen, Stadt;;;;;;;;;;;;
60;63;5;7;62;8;8;Beverungen, Stadt;98,09; 13 313; 6 591; 6 722;136;37688;9,372651;51,662804;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;62;12;;Borgentreich, Orgelstadt;;;;;;;;;;;;
60;63;5;7;62;12;12;Borgentreich, Orgelstadt4);138,94;/;/;/;/;34434;9,240386;51,571529;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;62;16;;Brakel, Stadt;;;;;;;;;;;;
60;63;5;7;62;16;16;Brakel, Stadt;173,92; 16 449; 8 293; 8 156;95;33034;9,184377;51,716841;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;62;20;;Höxter, Stadt;;;;;;;;;;;;
60;63;5;7;62;20;20;Höxter, Stadt;158,16; 29 420; 14 564; 14 856;186;37671;9,381623;51,775666;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;62;24;;Marienmünster, Stadt;;;;;;;;;;;;
60;63;5;7;62;24;24;Marienmünster, Stadt;64,36; 5 071; 2 540; 2 531;79;37696;9,229516;51,81928;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;62;28;;Nieheim, Stadt;;;;;;;;;;;;
60;63;5;7;62;28;28;Nieheim, Stadt;79,71; 6 222; 3 215; 3 007;78;33039;9,110021;51,804067;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;62;32;;Steinheim, Stadt;;;;;;;;;;;;
60;63;5;7;62;32;32;Steinheim, Stadt;75,69; 12 877; 6 395; 6 482;170;32839;9,096625;51,866755;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;62;36;;Warburg, Hansestadt;;;;;;;;;;;;
60;63;5;7;62;36;36;Warburg, Hansestadt;168,84; 23 365; 11 591; 11 774;138;34414;9,145955;51,488934;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;62;40;;Willebadessen, Stadt;;;;;;;;;;;;
60;63;5;7;62;40;40;Willebadessen, Stadt;128,41; 8 241; 4 175; 4 066;64;34439;9,028703;51,624696;H04;Teutoburger Wald;3;gering besiedelt
40;43;5;7;66;;;Lippe;;;;;;;;;;;;
50;50;5;7;66;4;;Augustdorf;;;;;;;;;;;;
60;64;5;7;66;4;4;Augustdorf;42,18; 9 904; 5 099; 4 805;235;32832;8,74464;51,909123;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;66;8;;Bad Salzuflen, Stadt;;;;;;;;;;;;
60;63;5;7;66;8;8;Bad Salzuflen, Stadt;100,05; 53 746; 25 803; 27 943;537;32105;8,747019;52,084067;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;66;12;;Barntrup, Stadt;;;;;;;;;;;;
60;63;5;7;66;12;12;Barntrup, Stadt;59,46; 8 616; 4 299; 4 317;145;32683;9,115952;51,99013;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;66;16;;Blomberg, Stadt;;;;;;;;;;;;
60;63;5;7;66;16;16;Blomberg, Stadt;99,1; 15 274; 7 634; 7 640;154;32825;9,091039;51,943469;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;66;20;;Detmold, Stadt;;;;;;;;;;;;
60;63;5;7;66;20;20;Detmold, Stadt;129,39; 73 899; 35 557; 38 342;571;32756;8,878641;51,935357;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;66;24;;Dörentrup;;;;;;;;;;;;
60;64;5;7;66;24;24;Dörentrup;49,79; 7 787; 3 936; 3 851;156;32694;9,005779;52,033153;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;66;28;;Extertal;;;;;;;;;;;;
60;64;5;7;66;28;28;Extertal;92,49; 11 373; 5 704; 5 669;123;32699;9,122575;52,068647;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;66;32;;Horn-Bad Meinberg, Stadt;;;;;;;;;;;;
60;63;5;7;66;32;32;Horn-Bad Meinberg, Stadt;90,15; 17 253; 8 387; 8 866;191;32805;8,945418;51,87278;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;66;36;;Kalletal;;;;;;;;;;;;
60;64;5;7;66;36;36;Kalletal;112,42; 13 818; 6 826; 6 992;123;32689;8,948163;52,106847;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;66;40;;Lage, Stadt;;;;;;;;;;;;
60;63;5;7;66;40;40;Lage, Stadt;76,04; 35 099; 17 317; 17 782;462;32791;8,79254;51,991233;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;66;44;;Lemgo, Stadt;;;;;;;;;;;;
60;63;5;7;66;44;44;Lemgo, Stadt;100,85; 41 087; 20 309; 20 778;407;32657;8,900886;52,027912;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;66;48;;Leopoldshöhe;;;;;;;;;;;;
60;64;5;7;66;48;48;Leopoldshöhe;36,93; 16 303; 8 100; 8 203;441;33818;8,699336;52,011984;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;66;52;;Lügde, Stadt der Osterräder;;;;;;;;;;;;
60;63;5;7;66;52;52;Lügde, Stadt der Osterräder;88,64; 9 624; 4 780; 4 844;109;32676;9,245996;51,957888;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;66;56;;Oerlinghausen, Stadt;;;;;;;;;;;;
60;63;5;7;66;56;56;Oerlinghausen, Stadt;32,69; 17 259; 8 447; 8 812;528;33813;8,66135;51,952315;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;66;60;;Schieder-Schwalenberg, Stadt;;;;;;;;;;;;
60;63;5;7;66;60;60;Schieder-Schwalenberg, Stadt;60,04; 8 645; 4 296; 4 349;144;32816;9,153219;51,913825;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;66;64;;Schlangen;;;;;;;;;;;;
60;64;5;7;66;64;64;Schlangen;75,97; 9 246; 4 679; 4 567;122;33189;8,842969;51,808914;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
40;43;5;7;70;;;Minden-Lübbecke;;;;;;;;;;;;
50;50;5;7;70;4;;Bad Oeynhausen, Stadt;;;;;;;;;;;;
60;63;5;7;70;4;4;Bad Oeynhausen, Stadt;64,83; 48 846; 23 855; 24 991;753;32545;8,805514;52,205258;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;70;8;;Espelkamp, Stadt;;;;;;;;;;;;
60;63;5;7;70;8;8;Espelkamp, Stadt;84,21; 24 766; 12 092; 12 674;294;32339;8,632644;52,377427;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;70;12;;Hille;;;;;;;;;;;;
60;64;5;7;70;12;12;Hille;102,99; 15 716; 7 739; 7 977;153;32479;8,743508;52,337196;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;70;16;;Hüllhorst;;;;;;;;;;;;
60;64;5;7;70;16;16;Hüllhorst;44,7; 13 078; 6 525; 6 553;293;32609;8,672107;52,2723;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;70;20;;Lübbecke, Stadt;;;;;;;;;;;;
60;63;5;7;70;20;20;Lübbecke, Stadt;65,04; 25 555; 12 413; 13 142;393;32312;8,617351;52,303439;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;70;24;;Minden, Stadt;;;;;;;;;;;;
60;63;5;7;70;24;24;Minden, Stadt;101,12; 81 637; 40 087; 41 550;807;32423;8,914559;52,288271;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;70;28;;Petershagen, Stadt;;;;;;;;;;;;
60;63;5;7;70;28;28;Petershagen, Stadt;211,94; 25 335; 12 752; 12 583;120;32469;8,969816;52,378264;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;70;32;;Porta Westfalica, Stadt;;;;;;;;;;;;
60;63;5;7;70;32;32;Porta Westfalica, Stadt;105,22; 35 698; 17 648; 18 050;339;32457;8,914539;52,22962;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;70;36;;Preußisch Oldendorf, Stadt;;;;;;;;;;;;
60;63;5;7;70;36;36;Preußisch Oldendorf, Stadt;68,75; 12 432; 6 106; 6 326;181;32361;8,495612;52,306051;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;70;40;;Rahden, Stadt;;;;;;;;;;;;
60;63;5;7;70;40;40;Rahden, Stadt;137,48; 15 451; 7 779; 7 672;112;32369;8,613029;52,432924;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;70;44;;Stemwede;;;;;;;;;;;;
60;64;5;7;70;44;44;Stemwede;166,13; 13 352; 6 821; 6 531;80;32351;8,453006;52,376102;H04;Teutoburger Wald;3;gering besiedelt
40;43;5;7;74;;;Paderborn;;;;;;;;;;;;
50;50;5;7;74;4;;Altenbeken;;;;;;;;;;;;
60;64;5;7;74;4;4;Altenbeken;76,22; 9 171; 4 660; 4 511;120;33184;8,944689;51,760981;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;74;8;;Bad Lippspringe, Stadt;;;;;;;;;;;;
60;63;5;7;74;8;8;Bad Lippspringe, Stadt;51,01; 15 695; 7 633; 8 062;308;33175;8,81877;51,782587;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;74;12;;Borchen;;;;;;;;;;;;
60;64;5;7;74;12;12;Borchen;77,28; 13 449; 6 684; 6 765;174;33178;8,723332;51,668336;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;74;16;;Büren, Stadt;;;;;;;;;;;;
60;63;5;7;74;16;16;Büren, Stadt;170,99; 21 657; 11 174; 10 483;127;33142;8,559696;51,554935;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;74;20;;Delbrück, Stadt;;;;;;;;;;;;
60;63;5;7;74;20;20;Delbrück, Stadt;157,28; 31 949; 16 295; 15 654;203;33129;8,562506;51,76505;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;74;24;;Hövelhof, Sennegemeinde;;;;;;;;;;;;
60;64;5;7;74;24;24;Hövelhof, Sennegemeinde;70,74; 16 662; 8 554; 8 108;236;33161;8,658605;51,820295;H04;Teutoburger Wald;2;mittlere Besiedlungsdichte
50;50;5;7;74;28;;Lichtenau, Stadt;;;;;;;;;;;;
60;63;5;7;74;28;28;Lichtenau, Stadt;192,57; 10 632; 5 487; 5 145;55;33165;8,895788;51,616847;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;74;32;;Paderborn, Stadt;;;;;;;;;;;;
60;63;5;7;74;32;32;Paderborn, Stadt;179,59; 148 677; 73 899; 74 778;828;33098;8,757301;51,719601;H04;Teutoburger Wald;1;dicht besiedelt
50;50;5;7;74;36;;Salzkotten, Stadt;;;;;;;;;;;;
60;63;5;7;74;36;36;Salzkotten, Stadt;109,8; 25 106; 12 421; 12 685;229;33154;8,604954;51,671701;H04;Teutoburger Wald;3;gering besiedelt
50;50;5;7;74;40;;Bad Wünnenberg, Stadt;;;;;;;;;;;;
60;63;5;7;74;40;40;Bad Wünnenberg, Stadt;161,3; 12 200; 6 071; 6 129;76;33181;8,697601;51,517257;H04;Teutoburger Wald;3;gering besiedelt
20;;5;9;;;;Reg.-Bez. Arnsberg;;;;;;;;;;;;
40;41;5;9;11;;;Bochum, Stadt;;;;;;;;;;;;
50;50;5;9;11;0;;Bochum, Stadt;;;;;;;;;;;;
60;61;5;9;11;0;0;Bochum, Stadt;145,66; 364 920; 177 592; 187 328; 2 505;44787;7,217177;51,482699;H11;Ruhrgebiet;1;dicht besiedelt
40;41;5;9;13;;;Dortmund, Stadt;;;;;;;;;;;;
50;50;5;9;13;0;;Dortmund, Stadt;;;;;;;;;;;;
60;61;5;9;13;0;0;Dortmund, Stadt;280,71; 585 813; 287 897; 297 916; 2 087;44135;7,464165;51,514171;H11;Ruhrgebiet;1;dicht besiedelt
40;41;5;9;14;;;Hagen, Stadt der FernUniversität;;;;;;;;;;;;
50;50;5;9;14;0;;Hagen, Stadt der FernUniversität;;;;;;;;;;;;
60;61;5;9;14;0;0;Hagen, Stadt der FernUniversität;160,45; 188 266; 91 677; 96 589; 1 173;58095;7,467406;51,360171;H11;Ruhrgebiet;1;dicht besiedelt
40;41;5;9;15;;;Hamm, Stadt;;;;;;;;;;;;
50;50;5;9;15;0;;Hamm, Stadt;;;;;;;;;;;;
60;61;5;9;15;0;0;Hamm, Stadt;226,43; 179 571; 88 209; 91 362;793;59065;7,816947;51,678312;H11;Ruhrgebiet;1;dicht besiedelt
40;41;5;9;16;;;Herne, Stadt;;;;;;;;;;;;
50;50;5;9;16;0;;Herne, Stadt;;;;;;;;;;;;
60;61;5;9;16;0;0;Herne, Stadt;51,42; 156 774; 76 745; 80 029; 3 049;44623;7,222793;51,540365;H11;Ruhrgebiet;1;dicht besiedelt
40;43;5;9;54;;;Ennepe-Ruhr-Kreis;;;;;;;;;;;;
50;50;5;9;54;4;;Breckerfeld, Hansestadt;;;;;;;;;;;;
60;63;5;9;54;4;4;Breckerfeld, Hansestadt;59,1; 8 920; 4 401; 4 519;151;58339;7,46522;51,261435;H11;Ruhrgebiet;2;mittlere Besiedlungsdichte
50;50;5;9;54;8;;Ennepetal, Stadt der Kluterthöhle;;;;;;;;;;;;
60;63;5;9;54;8;8;Ennepetal, Stadt der Kluterthöhle;57,77; 29 901; 14 581; 15 320;518;58256;7,367678;51,297193;H11;Ruhrgebiet;2;mittlere Besiedlungsdichte
50;50;5;9;54;12;;Gevelsberg, Stadt;;;;;;;;;;;;
60;63;5;9;54;12;12;Gevelsberg, Stadt;26,34; 30 966; 15 076; 15 890; 1 176;58285;7,337464;51,324271;H11;Ruhrgebiet;2;mittlere Besiedlungsdichte
50;50;5;9;54;16;;Hattingen, Stadt;;;;;;;;;;;;
60;63;5;9;54;16;16;Hattingen, Stadt;71,66; 54 744; 26 581; 28 163;764;45525;7,184107;51,399035;H11;Ruhrgebiet;2;mittlere Besiedlungsdichte
50;50;5;9;54;20;;Herdecke, Stadt;;;;;;;;;;;;
60;63;5;9;54;20;20;Herdecke, Stadt;22,39; 22 768; 10 841; 11 927; 1 017;58313;7,430129;51,3994;H11;Ruhrgebiet;2;mittlere Besiedlungsdichte
50;50;5;9;54;24;;Schwelm, Stadt;;;;;;;;;;;;
60;63;5;9;54;24;24;Schwelm, Stadt;20,49; 28 477; 13 722; 14 755; 1 390;58332;7,29187;51,284;H11;Ruhrgebiet;2;mittlere Besiedlungsdichte
50;50;5;9;54;28;;Sprockhövel, Stadt;;;;;;;;;;;;
60;63;5;9;54;28;28;Sprockhövel, Stadt;47,94; 25 032; 12 074; 12 958;522;45549;7,244016;51,361402;H11;Ruhrgebiet;2;mittlere Besiedlungsdichte
50;50;5;9;54;32;;Wetter (Ruhr), Stadt;;;;;;;;;;;;
60;63;5;9;54;32;32;Wetter (Ruhr), Stadt;31,55; 27 785; 13 680; 14 105;881;58300;7,390737;51,383741;H11;Ruhrgebiet;2;mittlere Besiedlungsdichte
50;50;5;9;54;36;;Witten, Stadt;;;;;;;;;;;;
60;63;5;9;54;36;36;Witten, Stadt;72,4; 96 781; 47 105; 49 676; 1 337;58452;7,337177;51,438718;H11;Ruhrgebiet;1;dicht besiedelt
40;43;5;9;58;;;Hochsauerlandkreis;;;;;;;;;;;;
50;50;5;9;58;4;;Arnsberg, Stadt;;;;;;;;;;;;
60;63;5;9;58;4;4;Arnsberg, Stadt;193,72; 73 990; 36 405; 37 585;382;59759;8,064801;51,395795;H05;Sauerland;2;mittlere Besiedlungsdichte
50;50;5;9;58;8;;Bestwig;;;;;;;;;;;;
60;64;5;9;58;8;8;Bestwig;69,48; 10 904; 5 466; 5 438;157;59909;8,398158;51,36108;H05;Sauerland;2;mittlere Besiedlungsdichte
50;50;5;9;58;12;;Brilon, Stadt;;;;;;;;;;;;
60;63;5;9;58;12;12;Brilon, Stadt;229,16; 25 611; 12 541; 13 070;112;59929;8,568121;51,395499;H05;Sauerland;3;gering besiedelt
50;50;5;9;58;16;;Eslohe (Sauerland);;;;;;;;;;;;
60;64;5;9;58;16;16;Eslohe (Sauerland);113,35; 8 889; 4 531; 4 358;78;59889;8,174776;51,257259;H05;Sauerland;3;gering besiedelt
50;50;5;9;58;20;;Hallenberg, Stadt;;;;;;;;;;;;
60;63;5;9;58;20;20;Hallenberg, Stadt;65,35; 4 474; 2 280; 2 194;68;59969;8,621165;51,111987;H05;Sauerland;3;gering besiedelt
50;50;5;9;58;24;;Marsberg, Stadt;;;;;;;;;;;;
60;63;5;9;58;24;24;Marsberg, Stadt;182,22; 19 826; 10 120; 9 706;109;34431;8,854984;51,459563;H05;Sauerland;3;gering besiedelt
50;50;5;9;58;28;;Medebach, Hansestadt;;;;;;;;;;;;
60;63;5;9;58;28;28;Medebach, Hansestadt;126,05; 7 906; 3 973; 3 933;63;59964;8,704871;51,198074;H05;Sauerland;3;gering besiedelt
50;50;5;9;58;32;;Meschede, Kreis- und Hochschulstadt;;;;;;;;;;;;
60;63;5;9;58;32;32;Meschede, Kreis- und  Hochschulstadt;218,5; 30 081; 14 893; 15 188;138;59872;8,285176;51,346881;H05;Sauerland;3;gering besiedelt
50;50;5;9;58;36;;Olsberg, Stadt;;;;;;;;;;;;
