Satz-art;Text-kenn-zeichen;Land;RB;Kreis;VB;Gem;Gemeindename;plz;Längengrad;Breitengrad;reiseziel;Besiedlungsgrad
60;64;03;4;62;0005;005;Friedeburg;26446;7,837696;53,45565;Ostfriesland;gering besiedelt
50;50;03;4;62;0007;;Langeoog;;;;;
60;64;03;4;62;0007;007;Langeoog;26465;7,479321;53,747016;Ostfriesische Inseln;gering besiedelt
50;50;03;4;62;0014;;Spiekeroog;;;;;
60;64;03;4;62;0014;014;Spiekeroog;26474;7,696086;53,770745;Ostfriesische Inseln;gering besiedelt
50;50;03;4;62;0019;;Wittmund;;;;;
60;63;03;4;62;0019;019;Wittmund;26409;7,780018;53,575515;Nordseeküste;gering besiedelt
50;52;03;4;62;5401;;Esens;;;;;
60;64;03;4;62;5401;002;Dunum;26427;7,643871;53,597359;Nordseeküste;gering besiedelt
60;63;03;4;62;5401;003;Esens;26427;7,612336;53,642701;Nordseeküste;mittlere Besiedlungsdichte
60;64;03;4;62;5401;006;Holtgast;26427;7,580929;53,632162;Nordseeküste;gering besiedelt
60;64;03;4;62;5401;008;Moorweg;26427;7,585892;53,592246;Nordseeküste;gering besiedelt
60;64;03;4;62;5401;010;Neuharlingersiel;26427;7,704394;53,69927;Nordseeküste;gering besiedelt
60;64;03;4;62;5401;015;Stedesdorf;26427;7,663569;53,625067;Nordseeküste;gering besiedelt
60;64;03;4;62;5401;017;Werdum;26427;7,715879;53,65867;Nordseeküste;gering besiedelt
50;52;03;4;62;5402;;Holtriem;;;;;
60;64;03;4;62;5402;001;Blomberg;26487;7,558372;53,575775;Ostfriesland;gering besiedelt
60;64;03;4;62;5402;004;Eversmeer;26556;7,428893;53,561363;Ostfriesland;gering besiedelt
60;64;03;4;62;5402;009;Nenndorf;26556;7,434157;53,590137;Ostfriesland;gering besiedelt
60;64;03;4;62;5402;011;Neuschoo;26487;7,512686;53,577457;Ostfriesland;gering besiedelt
60;64;03;4;62;5402;012;Ochtersum;26489;7,525015;53,605178;Ostfriesland;gering besiedelt
60;64;03;4;62;5402;013;Schweindorf;26556;7,474601;53,600919;Ostfriesland;gering besiedelt
60;64;03;4;62;5402;016;Utarp;26556;7,483348;53,611076;Ostfriesland;gering besiedelt
60;64;03;4;62;5402;018;Westerholt;26556;7,457856;53,590175;Ostfriesland;gering besiedelt
10;;04;;;;;Bremen;;;;;
40;41;04;0;11;;;Bremen;;;;;
50;50;04;0;11;0000;;Bremen;;;;;
60;61;04;0;11;0000;000;Bremen;28195;8,809338;53,075606;Bremen;dicht besiedelt
40;41;04;0;12;;;Bremerhaven;;;;;
50;50;04;0;12;0000;;Bremerhaven;;;;;
60;61;04;0;12;0000;000;Bremerhaven;27576;8,578068;53,543032;Bremen;dicht besiedelt
10;;05;;;;;Nordrhein-Westfalen;;;;;
20;;05;1;;;;Reg.-Bez. Düsseldorf;;;;;
40;41;05;1;11;;;Düsseldorf;;;;;
50;50;05;1;11;0000;;Düsseldorf;;;;;
60;61;05;1;11;0000;000;Düsseldorf;40213;6,780068;51,22422;Düsseldorf und Kreis Mettmann;dicht besiedelt
40;41;05;1;12;;;Duisburg;;;;;
50;50;05;1;12;0000;;Duisburg;;;;;
60;61;05;1;12;0000;000;Duisburg;47051;6,765477;51,433259;Niederrhein;dicht besiedelt
40;41;05;1;13;;;Essen;;;;;
50;50;05;1;13;0000;;Essen;;;;;
60;61;05;1;13;0000;000;Essen;45127;7,012583;51,455843;Ruhrgebiet;dicht besiedelt
40;41;05;1;14;;;Krefeld;;;;;
50;50;05;1;14;0000;;Krefeld;;;;;
60;61;05;1;14;0000;000;Krefeld;47798;6,56089;51,332637;Niederrhein;dicht besiedelt
40;41;05;1;16;;;Mönchengladbach;;;;;
50;50;05;1;16;0000;;Mönchengladbach;;;;;
60;61;05;1;16;0000;000;Mönchengladbach;41061;6,43161;51,194473;Niederrhein;dicht besiedelt
40;41;05;1;17;;;Mülheim an der Ruhr;;;;;
50;50;05;1;17;0000;;Mülheim an der Ruhr;;;;;
60;61;05;1;17;0000;000;Mülheim an der Ruhr;45468;6,88505;51,428107;Ruhrgebiet;dicht besiedelt
40;41;05;1;19;;;Oberhausen;;;;;
50;50;05;1;19;0000;;Oberhausen;;;;;
60;61;05;1;19;0000;000;Oberhausen;46045;6,852291;51,470317;Ruhrgebiet;dicht besiedelt
40;41;05;1;20;;;Remscheid;;;;;
50;50;05;1;20;0000;;Remscheid;;;;;
60;61;05;1;20;0000;000;Remscheid;42853;7,194356;51,179878;Bergisches Städtedreieck;dicht besiedelt
40;41;05;1;22;;;Solingen;;;;;
50;50;05;1;22;0000;;Solingen;;;;;
60;61;05;1;22;0000;000;Solingen;42651;7,085665;51,171718;Bergisches Städtedreieck;dicht besiedelt
40;41;05;1;24;;;Wuppertal;;;;;
50;50;05;1;24;0000;;Wuppertal;;;;;
60;61;05;1;24;0000;000;Wuppertal;42275;7,195874;51,271288;Bergisches Städtedreieck;dicht besiedelt
40;43;05;1;54;;;Kleve;;;;;
50;50;05;1;54;0004;;Bedburg-Hau;;;;;
60;64;05;1;54;0004;004;Bedburg-Hau;47551;6,184726;51,76241;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;54;0008;;Emmerich am Rhein;;;;;
60;63;05;1;54;0008;008;Emmerich am Rhein;46446;6,242771;51,831485;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;54;0012;;Geldern;;;;;
60;63;05;1;54;0012;012;Geldern;47608;6,323569;51,517533;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;54;0016;;Goch;;;;;
60;63;05;1;54;0016;016;Goch;47574;6,158868;51,674645;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;54;0020;;Issum;;;;;
60;64;05;1;54;0020;020;Issum;47661;6,425912;51,534877;Niederrhein;gering besiedelt
50;50;05;1;54;0024;;Kalkar;;;;;
60;63;05;1;54;0024;024;Kalkar;47546;6,287776;51,737225;Niederrhein;gering besiedelt
50;50;05;1;54;0028;;Kerken;;;;;
60;64;05;1;54;0028;028;Kerken;47647;6,374152;51,45652;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;54;0032;;Kevelaer;;;;;
60;63;05;1;54;0032;032;Kevelaer;47623;6,24718;51,58178;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;54;0036;;Kleve;;;;;
60;63;05;1;54;0036;036;Kleve;47533;6,138858;51,787781;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;54;0040;;Kranenburg;;;;;
60;64;05;1;54;0040;040;Kranenburg;47559;6,007969;51,789765;Niederrhein;gering besiedelt
50;50;05;1;54;0044;;Rees;;;;;
60;63;05;1;54;0044;044;Rees;46459;6,39621;51,759506;Niederrhein;gering besiedelt
50;50;05;1;54;0048;;Rheurdt;;;;;
60;64;05;1;54;0048;048;Rheurdt;47509;6,469857;51,466922;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;54;0052;;Straelen;;;;;
60;63;05;1;54;0052;052;Straelen;47638;6,266608;51,444776;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;54;0056;;Uedem;;;;;
60;64;05;1;54;0056;056;Uedem;47589;6,272327;51,667761;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;54;0060;;Wachtendonk;;;;;
60;64;05;1;54;0060;060;Wachtendonk;47669;6,343102;51,408082;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;54;0064;;Weeze;;;;;
60;64;05;1;54;0064;064;Weeze;47652;6,198205;51,626753;Niederrhein;mittlere Besiedlungsdichte
40;43;05;1;58;;;Mettmann;;;;;
50;50;05;1;58;0004;;Erkrath;;;;;
60;63;05;1;58;0004;004;Erkrath;40699;6,913114;51,218566;Düsseldorf und Kreis Mettmann;mittlere Besiedlungsdichte
50;50;05;1;58;0008;;Haan;;;;;
60;63;05;1;58;0008;008;Haan;42781;7,010639;51,192305;Düsseldorf und Kreis Mettmann;mittlere Besiedlungsdichte
50;50;05;1;58;0012;;Heiligenhaus;;;;;
60;63;05;1;58;0012;012;Heiligenhaus;42579;6,966531;51,326038;Düsseldorf und Kreis Mettmann;mittlere Besiedlungsdichte
50;50;05;1;58;0016;;Hilden;;;;;
60;63;05;1;58;0016;016;Hilden;40721;6,933705;51,168245;Düsseldorf und Kreis Mettmann;dicht besiedelt
50;50;05;1;58;0020;;Langenfeld (Rheinland);;;;;
60;63;05;1;58;0020;020;Langenfeld (Rheinland);40764;6,948927;51,107416;Düsseldorf und Kreis Mettmann;dicht besiedelt
50;50;05;1;58;0024;;Mettmann;;;;;
60;63;05;1;58;0024;024;Mettmann;40822;6,978743;51,251915;Düsseldorf und Kreis Mettmann;mittlere Besiedlungsdichte
50;50;05;1;58;0026;;Monheim am Rhein;;;;;
60;63;05;1;58;0026;026;Monheim am Rhein;40789;6,884614;51,091702;Düsseldorf und Kreis Mettmann;dicht besiedelt
50;50;05;1;58;0028;;Ratingen;;;;;
60;63;05;1;58;0028;028;Ratingen;40878;6,849646;51,297037;Düsseldorf und Kreis Mettmann;dicht besiedelt
50;50;05;1;58;0032;;Velbert;;;;;
60;63;05;1;58;0032;032;Velbert;42551;7,041629;51,340048;Düsseldorf und Kreis Mettmann;mittlere Besiedlungsdichte
50;50;05;1;58;0036;;Wülfrath;;;;;
60;63;05;1;58;0036;036;Wülfrath;42489;7,033183;51,280989;Düsseldorf und Kreis Mettmann;mittlere Besiedlungsdichte
40;43;05;1;62;;;Rhein-Kreis Neuss;;;;;
50;50;05;1;62;0004;;Dormagen;;;;;
60;63;05;1;62;0004;004;Dormagen;41539;6,841963;51,093432;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;62;0008;;Grevenbroich;;;;;
60;63;05;1;62;0008;008;Grevenbroich;41515;6,583331;51,091192;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;62;0012;;Jüchen;;;;;
60;63;05;1;62;0012;012;Jüchen;41363;6,503837;51,100795;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;62;0016;;Kaarst;;;;;
60;63;05;1;62;0016;016;Kaarst;41564;6,614471;51,231804;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;62;0020;;Korschenbroich;;;;;
60;63;05;1;62;0020;020;Korschenbroich;41352;6,515709;51,190965;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;62;0022;;Meerbusch;;;;;
60;63;05;1;62;0022;022;Meerbusch;40667;6,677859;51,261027;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;62;0024;;Neuss;;;;;
60;63;05;1;62;0024;024;Neuss;41460;6,691409;51,198873;Niederrhein;dicht besiedelt
50;50;05;1;62;0028;;Rommerskirchen;;;;;
60;64;05;1;62;0028;028;Rommerskirchen;41569;6,688992;51,034328;Niederrhein;mittlere Besiedlungsdichte
40;43;05;1;66;;;Viersen;;;;;
50;50;05;1;66;0004;;Brüggen;;;;;
60;64;05;1;66;0004;004;Brüggen;41379;6,185264;51,242067;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;66;0008;;Grefrath;;;;;
60;64;05;1;66;0008;008;Grefrath;47929;6,342117;51,336498;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;66;0012;;Kempen;;;;;
60;63;05;1;66;0012;012;Kempen;47906;6,418755;51,364493;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;66;0016;;Nettetal;;;;;
60;63;05;1;66;0016;016;Nettetal;41334;6,275553;51,30812;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;66;0020;;Niederkrüchten;;;;;
60;64;05;1;66;0020;020;Niederkrüchten;41372;6,219216;51,19862;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;66;0024;;Schwalmtal;;;;;
60;64;05;1;66;0024;024;Schwalmtal;41366;6,273039;51,214603;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;66;0028;;Tönisvorst;;;;;
60;63;05;1;66;0028;028;Tönisvorst;47918;6,492628;51,320838;Niederrhein;dicht besiedelt
50;50;05;1;66;0032;;Viersen;;;;;
60;63;05;1;66;0032;032;Viersen;41747;6,389226;51,256856;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;66;0036;;Willich;;;;;
60;63;05;1;66;0036;036;Willich;47877;6,550043;51,262542;Niederrhein;mittlere Besiedlungsdichte
40;43;05;1;70;;;Wesel;;;;;
50;50;05;1;70;0004;;Alpen;;;;;
60;64;05;1;70;0004;004;Alpen;46519;6,511241;51,575134;Niederrhein;gering besiedelt
50;50;05;1;70;0008;;Dinslaken;;;;;
60;63;05;1;70;0008;008;Dinslaken;46535;6,734967;51,562266;Niederrhein;dicht besiedelt
50;50;05;1;70;0012;;Hamminkeln;;;;;
60;63;05;1;70;0012;012;Hamminkeln;46499;6,589158;51,730832;Niederrhein;gering besiedelt
50;50;05;1;70;0016;;Hünxe;;;;;
60;64;05;1;70;0016;016;Hünxe;46569;6,766381;51,642308;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;70;0020;;Kamp-Lintfort;;;;;
60;63;05;1;70;0020;020;Kamp-Lintfort;47475;6,55139;51,500257;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;70;0024;;Moers;;;;;
60;63;05;1;70;0024;024;Moers;47441;6,628027;51,453559;Niederrhein;dicht besiedelt
50;50;05;1;70;0028;;Neukirchen-Vluyn;;;;;
60;63;05;1;70;0028;028;Neukirchen-Vluyn;47506;6,573385;51,447044;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;70;0032;;Rheinberg;;;;;
60;63;05;1;70;0032;032;Rheinberg;47495;6,602755;51,545023;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;70;0036;;Schermbeck;;;;;
60;64;05;1;70;0036;036;Schermbeck;46514;6,873731;51,694332;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;70;0040;;Sonsbeck;;;;;
60;64;05;1;70;0040;040;Sonsbeck;47665;6,376478;51,607521;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;70;0044;;Voerde (Niederrhein);;;;;
60;63;05;1;70;0044;044;Voerde (Niederrhein);46562;6,684946;51,595566;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;70;0048;;Wesel;;;;;
60;63;05;1;70;0048;048;Wesel;46483;6,617306;51,65733;Niederrhein;mittlere Besiedlungsdichte
50;50;05;1;70;0052;;Xanten;;;;;
60;63;05;1;70;0052;052;Xanten;46509;6,453197;51,662258;Niederrhein;mittlere Besiedlungsdichte
20;;05;3;;;;Reg.-Bez. Köln;;;;;
40;41;05;3;14;;;Bonn;;;;;
50;50;05;3;14;0000;;Bonn;;;;;
60;61;05;3;14;0000;000;Bonn;53111;7,099187;50,734245;Bonn und Rhein-Sieg-Kreis;dicht besiedelt
40;41;05;3;15;;;Köln;;;;;
50;50;05;3;15;0000;;Köln;;;;;
60;61;05;3;15;0000;000;Köln;50667;6,957068;50,938107;Köln und Rhein-Erft-Kreis;dicht besiedelt
40;41;05;3;16;;;Leverkusen;;;;;
50;50;05;3;16;0000;;Leverkusen;;;;;
60;61;05;3;16;0000;000;Leverkusen;51373;6,979767;51,03245;Bergisches Land;dicht besiedelt
40;43;05;3;34;;;Städteregion Aachen;;;;;
50;50;05;3;34;0002;;Aachen;;;;;
60;63;05;3;34;0002;002;Aachen;52062;6,0848;50,773516;Eifel und Region Aachen;dicht besiedelt
50;50;05;3;34;0004;;Alsdorf;;;;;
60;63;05;3;34;0004;004;Alsdorf;52477;6,161607;50,874052;Eifel und Region Aachen;mittlere Besiedlungsdichte
50;50;05;3;34;0008;;Baesweiler;;;;;
60;63;05;3;34;0008;008;Baesweiler;52499;6,181166;50,906664;Eifel und Region Aachen;mittlere Besiedlungsdichte
50;50;05;3;34;0012;;Eschweiler;;;;;
60;63;05;3;34;0012;012;Eschweiler;52249;6,266781;50,817431;Eifel und Region Aachen;mittlere Besiedlungsdichte
50;50;05;3;34;0016;;Herzogenrath;;;;;
60;63;05;3;34;0016;016;Herzogenrath;52134;6,089184;50,865711;Eifel und Region Aachen;dicht besiedelt
50;50;05;3;34;0020;;Monschau;;;;;
60;63;05;3;34;0020;020;Monschau;52156;6,239288;50,555279;Eifel und Region Aachen;gering besiedelt
50;50;05;3;34;0024;;Roetgen;;;;;
60;64;05;3;34;0024;024;Roetgen;52159;6,196427;50,648577;Eifel und Region Aachen;mittlere Besiedlungsdichte
50;50;05;3;34;0028;;Simmerath;;;;;
60;64;05;3;34;0028;028;Simmerath;52152;6,30057;50,606333;Eifel und Region Aachen;gering besiedelt
50;50;05;3;34;0032;;Stolberg (Rhld.);;;;;
60;63;05;3;34;0032;032;Stolberg (Rhld.);52222;6,227418;50,771724;Eifel und Region Aachen;mittlere Besiedlungsdichte
50;50;05;3;34;0036;;Würselen;;;;;
60;63;05;3;34;0036;036;Würselen;52146;6,13022;50,821466;Eifel und Region Aachen;mittlere Besiedlungsdichte
40;43;05;3;58;;;Düren;;;;;
50;50;05;3;58;0004;;Aldenhoven;;;;;
60;64;05;3;58;0004;004;Aldenhoven;52457;6,281953;50,895696;Eifel und Region Aachen;mittlere Besiedlungsdichte
50;50;05;3;58;0008;;Düren;;;;;
60;63;05;3;58;0008;008;Düren;52349;6,482964;50,801678;Eifel und Region Aachen;dicht besiedelt
50;50;05;3;58;0012;;Heimbach;;;;;
60;63;05;3;58;0012;012;Heimbach;52396;6,480769;50,633398;Eifel und Region Aachen;gering besiedelt
50;50;05;3;58;0016;;Hürtgenwald;;;;;
60;64;05;3;58;0016;016;Hürtgenwald;52393;6,392832;50,723394;Eifel und Region Aachen;gering besiedelt
50;50;05;3;58;0020;;Inden;;;;;
60;64;05;3;58;0020;020;Inden;52459;6,358038;50,846506;Eifel und Region Aachen;mittlere Besiedlungsdichte
50;50;05;3;58;0024;;Jülich;;;;;
60;63;05;3;58;0024;024;Jülich;52428;6,357721;50,922697;Eifel und Region Aachen;mittlere Besiedlungsdichte
50;50;05;3;58;0028;;Kreuzau;;;;;
60;64;05;3;58;0028;028;Kreuzau;52372;6,489241;50,74596;Eifel und Region Aachen;mittlere Besiedlungsdichte
50;50;05;3;58;0032;;Langerwehe;;;;;
60;64;05;3;58;0032;032;Langerwehe;52379;6,360112;50,818168;Eifel und Region Aachen;mittlere Besiedlungsdichte
50;50;05;3;58;0036;;Linnich;;;;;
60;63;05;3;58;0036;036;Linnich;52441;6,267275;50,978896;Eifel und Region Aachen;mittlere Besiedlungsdichte
50;50;05;3;58;0040;;Merzenich;;;;;
60;64;05;3;58;0040;040;Merzenich;52399;6,524672;50,828594;Eifel und Region Aachen;mittlere Besiedlungsdichte
50;50;05;3;58;0044;;Nideggen;;;;;
60;63;05;3;58;0044;044;Nideggen;52385;6,485187;50,69097;Eifel und Region Aachen;gering besiedelt
50;50;05;3;58;0048;;Niederzier;;;;;
60;64;05;3;58;0048;048;Niederzier;52382;6,462259;50,886425;Eifel und Region Aachen;mittlere Besiedlungsdichte
50;50;05;3;58;0052;;Nörvenich;;;;;
60;64;05;3;58;0052;052;Nörvenich;52388;6,644576;50,807107;Eifel und Region Aachen;gering besiedelt
50;50;05;3;58;0056;;Titz;;;;;
60;64;05;3;58;0056;056;Titz;52445;6,428861;51,007289;Eifel und Region Aachen;gering besiedelt
50;50;05;3;58;0060;;Vettweiß;;;;;
60;64;05;3;58;0060;060;Vettweiß;52391;6,597533;50,739488;Eifel und Region Aachen;gering besiedelt
40;43;05;3;62;;;Rhein-Erft-Kreis;;;;;
50;50;05;3;62;0004;;Bedburg;;;;;
60;63;05;3;62;0004;004;Bedburg;50181;6,575238;50,994862;Köln und Rhein-Erft-Kreis;mittlere Besiedlungsdichte
50;50;05;3;62;0008;;Bergheim;;;;;
60;63;05;3;62;0008;008;Bergheim;50126;6,640252;50,955113;Köln und Rhein-Erft-Kreis;mittlere Besiedlungsdichte
50;50;05;3;62;0012;;Brühl;;;;;
60;63;05;3;62;0012;012;Brühl;50321;6,902458;50,82949;Köln und Rhein-Erft-Kreis;mittlere Besiedlungsdichte
50;50;05;3;62;0016;;Elsdorf;;;;;
60;63;05;3;62;0016;016;Elsdorf;50189;6,567973;50,936059;Köln und Rhein-Erft-Kreis;mittlere Besiedlungsdichte
50;50;05;3;62;0020;;Erftstadt;;;;;
60;63;05;3;62;0020;020;Erftstadt;50374;6,811853;50,812197;Köln und Rhein-Erft-Kreis;mittlere Besiedlungsdichte
50;50;05;3;62;0024;;Frechen;;;;;
60;63;05;3;62;0024;024;Frechen;50226;6,811192;50,909715;Köln und Rhein-Erft-Kreis;mittlere Besiedlungsdichte
50;50;05;3;62;0028;;Hürth;;;;;
60;63;05;3;62;0028;028;Hürth;50354;6,865451;50,869481;Köln und Rhein-Erft-Kreis;mittlere Besiedlungsdichte
50;50;05;3;62;0032;;Kerpen;;;;;
60;63;05;3;62;0032;032;Kerpen;50171;6,694948;50,869982;Köln und Rhein-Erft-Kreis;mittlere Besiedlungsdichte
50;50;05;3;62;0036;;Pulheim;;;;;
60;63;05;3;62;0036;036;Pulheim;50259;6,800707;50,998416;Köln und Rhein-Erft-Kreis;mittlere Besiedlungsdichte
50;50;05;3;62;0040;;Wesseling;;;;;
60;63;05;3;62;0040;040;Wesseling;50389;6,979971;50,824083;Köln und Rhein-Erft-Kreis;mittlere Besiedlungsdichte
40;43;05;3;66;;;Euskirchen;;;;;
50;50;05;3;66;0004;;Bad Münstereifel;;;;;
60;63;05;3;66;0004;004;Bad Münstereifel;53902;6,765111;50,556858;Eifel und Region Aachen;gering besiedelt
50;50;05;3;66;0008;;Blankenheim;;;;;
60;64;05;3;66;0008;008;Blankenheim;53945;6,645162;50,439106;Eifel und Region Aachen;gering besiedelt
50;50;05;3;66;0012;;Dahlem;;;;;
60;64;05;3;66;0012;012;Dahlem;53949;6,546603;50,386329;Eifel und Region Aachen;gering besiedelt
50;50;05;3;66;0016;;Euskirchen;;;;;
60;63;05;3;66;0016;016;Euskirchen;53879;6,786098;50,660933;Eifel und Region Aachen;mittlere Besiedlungsdichte
50;50;05;3;66;0020;;Hellenthal;;;;;
60;64;05;3;66;0020;020;Hellenthal;53940;6,4342;50,490262;Eifel und Region Aachen;gering besiedelt
50;50;05;3;66;0024;;Kall;;;;;
60;64;05;3;66;0024;024;Kall;53925;6,558667;50,542174;Eifel und Region Aachen;mittlere Besiedlungsdichte
50;50;05;3;66;0028;;Mechernich;;;;;
60;63;05;3;66;0028;028;Mechernich;53894;6,653673;50,588604;Eifel und Region Aachen;gering besiedelt
50;50;05;3;66;0032;;Nettersheim;;;;;
60;64;05;3;66;0032;032;Nettersheim;53947;6,627903;50,491983;Eifel und Region Aachen;gering besiedelt
50;50;05;3;66;0036;;Schleiden;;;;;
60;63;05;3;66;0036;036;Schleiden;53937;6,47648;50,530044;Eifel und Region Aachen;mittlere Besiedlungsdichte
50;50;05;3;66;0040;;Weilerswist;;;;;
60;64;05;3;66;0040;040;Weilerswist;53919;6,839629;50,755939;Eifel und Region Aachen;mittlere Besiedlungsdichte
50;50;05;3;66;0044;;Zülpich;;;;;
60;63;05;3;66;0044;044;Zülpich;53909;6,648155;50,691294;Eifel und Region Aachen;gering besiedelt
40;43;05;3;70;;;Heinsberg;;;;;
50;50;05;3;70;0004;;Erkelenz;;;;;
60;63;05;3;70;0004;004;Erkelenz;41812;6,314104;51,078671;Niederrhein;mittlere Besiedlungsdichte
50;50;05;3;70;0008;;Gangelt;;;;;
60;64;05;3;70;0008;008;Gangelt;52538;5,997397;50,992732;Niederrhein;gering besiedelt
50;50;05;3;70;0012;;Geilenkirchen;;;;;
60;63;05;3;70;0012;012;Geilenkirchen;52511;6,119722;50,964538;Niederrhein;mittlere Besiedlungsdichte
50;50;05;3;70;0016;;Heinsberg;;;;;
60;63;05;3;70;0016;016;Heinsberg;52525;6,094538;51,061906;Niederrhein;mittlere Besiedlungsdichte
50;50;05;3;70;0020;;Hückelhoven;;;;;
60;63;05;3;70;0020;020;Hückelhoven;41836;6,226269;51,05634;Niederrhein;mittlere Besiedlungsdichte
50;50;05;3;70;0024;;Selfkant;;;;;
60;64;05;3;70;0024;024;Selfkant;52538;5,902304;51,014228;Niederrhein;gering besiedelt
50;50;05;3;70;0028;;Übach-Palenberg;;;;;
60;63;05;3;70;0028;028;Übach-Palenberg;52531;6,118933;50,919252;Niederrhein;mittlere Besiedlungsdichte
50;50;05;3;70;0032;;Waldfeucht;;;;;
60;64;05;3;70;0032;032;Waldfeucht;52525;5,988264;51,066007;Niederrhein;gering besiedelt
50;50;05;3;70;0036;;Wassenberg;;;;;
60;63;05;3;70;0036;036;Wassenberg;41849;6,155749;51,099533;Niederrhein;mittlere Besiedlungsdichte
50;50;05;3;70;0040;;Wegberg;;;;;
60;63;05;3;70;0040;040;Wegberg;41844;6,276829;51,140129;Niederrhein;mittlere Besiedlungsdichte
40;43;05;3;74;;;Oberbergischer Kreis;;;;;
50;50;05;3;74;0004;;Bergneustadt;;;;;
60;63;05;3;74;0004;004;Bergneustadt;51702;7,648337;51,021118;Bergisches Land;mittlere Besiedlungsdichte
50;50;05;3;74;0008;;Engelskirchen;;;;;
60;64;05;3;74;0008;008;Engelskirchen;51766;7,408515;50,988292;Bergisches Land;mittlere Besiedlungsdichte
50;50;05;3;74;0012;;Gummersbach;;;;;
60;63;05;3;74;0012;012;Gummersbach;51643;7,568149;51,028326;Bergisches Land;mittlere Besiedlungsdichte
50;50;05;3;74;0016;;Hückeswagen;;;;;
60;63;05;3;74;0016;016;Hückeswagen;42499;7,334939;51,14861;Bergisches Land;mittlere Besiedlungsdichte
50;50;05;3;74;0020;;Lindlar;;;;;
60;64;05;3;74;0020;020;Lindlar;51789;7,376293;51,019717;Bergisches Land;mittlere Besiedlungsdichte
50;50;05;3;74;0024;;Marienheide;;;;;
60;64;05;3;74;0024;024;Marienheide;51709;7,531284;51,08374;Bergisches Land;mittlere Besiedlungsdichte
50;50;05;3;74;0028;;Morsbach;;;;;
60;64;05;3;74;0028;028;Morsbach;51597;7,727424;50,864325;Bergisches Land;gering besiedelt
50;50;05;3;74;0032;;Nümbrecht;;;;;
60;64;05;3;74;0032;032;Nümbrecht;51588;7,540904;50,902351;Bergisches Land;mittlere Besiedlungsdichte
50;50;05;3;74;0036;;Radevormwald;;;;;
60;63;05;3;74;0036;036;Radevormwald;42477;7,355144;51,203463;Bergisches Land;mittlere Besiedlungsdichte
50;50;05;3;74;0040;;Reichshof;;;;;
60;64;05;3;74;0040;040;Reichshof;51580;7,693856;50,988215;Bergisches Land;gering besiedelt
50;50;05;3;74;0044;;Waldbröl;;;;;
60;63;05;3;74;0044;044;Waldbröl;51545;7,617394;50,876593;Bergisches Land;mittlere Besiedlungsdichte
50;50;05;3;74;0048;;Wiehl;;;;;
60;63;05;3;74;0048;048;Wiehl;51674;7,547029;50,949871;Bergisches Land;mittlere Besiedlungsdichte
50;50;05;3;74;0052;;Wipperfürth;;;;;
60;63;05;3;74;0052;052;Wipperfürth;51688;7,398693;51,117041;Bergisches Land;mittlere Besiedlungsdichte
40;43;05;3;78;;;Rheinisch-Bergischer Kreis;;;;;
50;50;05;3;78;0004;;Bergisch Gladbach;;;;;
60;63;05;3;78;0004;004;Bergisch Gladbach;51465;7,130608;50,992244;Bergisches Land;dicht besiedelt
50;50;05;3;78;0008;;Burscheid;;;;;
60;63;05;3;78;0008;008;Burscheid;51399;7,113704;51,085749;Bergisches Land;mittlere Besiedlungsdichte
50;50;05;3;78;0012;;Kürten;;;;;
60;64;05;3;78;0012;012;Kürten;51515;7,264225;51,051583;Bergisches Land;mittlere Besiedlungsdichte
50;50;05;3;78;0016;;Leichlingen (Rheinland);;;;;
60;63;05;3;78;0016;016;Leichlingen (Rheinland);42799;7,014244;51,106014;Bergisches Land;mittlere Besiedlungsdichte
50;50;05;3;78;0020;;Odenthal;;;;;
