city_id;city;pop;pop_female;pop_male;year;state
8426038;        Eberhardzell;4122;2112;2010;2009;BW
8426043;        Erlenmoos;1645;841;804;2009;BW
8426044;        Erolzheim;3164;1548;1616;2009;BW
8426045;        Ertingen;5407;2691;2716;2009;BW
8426058;        Hochdorf;2127;1042;1085;2009;BW
8426062;        Ingoldingen;2655;1376;1279;2009;BW
8426064;        Kanzach;470;230;240;2009;BW
8426065;        Kirchberg an der Iller;1909;959;950;2009;BW
8426066;        Kirchdorf an der Iller;3490;1773;1717;2009;BW
8426067;        Langenenslingen;3569;1767;1802;2009;BW
8426070;        Laupheim, Stadt;19725;9832;9893;2009;BW
8426071;        Maselheim;4393;2191;2202;2009;BW
8426073;        Mietingen;4049;2120;1929;2009;BW
8426074;        Mittelbiberach;4021;1974;2047;2009;BW
8426078;        Moosburg;178;84;94;2009;BW
8426087;        Ochsenhausen, Stadt;8828;4377;4451;2009;BW
8426090;        Oggelshausen;928;466;462;2009;BW
8426097;        Riedlingen, Stadt;10296;4996;5300;2009;BW
8426100;        Rot an der Rot;4372;2253;2119;2009;BW
8426108;        Schwendi;6257;3134;3123;2009;BW
8426109;        Seekirch;292;132;160;2009;BW
8426113;        Steinhausen an der Rottum;1938;986;952;2009;BW
8426117;        Tannheim;2345;1174;1171;2009;BW
8426118;        Tiefenbach;540;267;273;2009;BW
8426120;        Ummendorf;4349;2154;2195;2009;BW
8426121;        Unlingen;2436;1206;1230;2009;BW
8426124;        Uttenweiler;3571;1834;1737;2009;BW
8426125;        Wain;1531;798;733;2009;BW
8426128;        Warthausen;4967;2469;2498;2009;BW
8426134;        Schemmerhofen;7726;3863;3863;2009;BW
8426135;        Gutenzell-Hürbel;1837;938;899;2009;BW
8435005;        Bermatingen;3881;1939;1942;2009;BW
8435010;        Daisendorf;1584;785;799;2009;BW
8435013;        Eriskirch;4553;2311;2242;2009;BW
8435015;        Frickingen;2761;1389;1372;2009;BW
8435016;        Friedrichshafen, Stadt;58726;28887;29839;2009;BW
8435018;        Hagnau am Bodensee;1435;695;740;2009;BW
8435020;        Heiligenberg;2849;1405;1444;2009;BW
8435024;        Immenstaad am Bodensee;6081;3004;3077;2009;BW
8435029;        Kressbronn am Bodensee;8100;3983;4117;2009;BW
8435030;        Langenargen;7777;3821;3956;2009;BW
8435034;        Markdorf, Stadt;12899;6204;6695;2009;BW
8435035;        Meckenbeuren;13389;6768;6621;2009;BW
8435036;        Meersburg, Stadt;5627;2717;2910;2009;BW
8435042;        Neukirch;2671;1375;1296;2009;BW
8435045;        Oberteuringen;4487;2249;2238;2009;BW
8435047;        Owingen;4253;2147;2106;2009;BW
8435052;        Salem;11121;5525;5596;2009;BW
8435053;        Sipplingen;2089;1044;1045;2009;BW
8435054;        Stetten;955;435;520;2009;BW
8435057;        Tettnang, Stadt;18571;9330;9241;2009;BW
8435059;        Überlingen, Stadt;21699;9977;11722;2009;BW
8435066;        Uhldingen-Mühlhofen;7950;3891;4059;2009;BW
8435067;        Deggenhausertal;4252;2120;2132;2009;BW
8436001;        Achberg;1657;816;841;2009;BW
8436003;        Aichstetten;2723;1408;1315;2009;BW
8436004;        Aitrach;2507;1269;1238;2009;BW
8436005;        Altshausen;4627;2553;2074;2009;BW
8436006;        Amtzell;3793;1839;1954;2009;BW
8436008;        Aulendorf, Stadt;9858;4852;5006;2009;BW
8436009;        Bad Waldsee, Stadt;19867;9539;10328;2009;BW
8436010;        Bad Wurzach, Stadt;14350;7324;7026;2009;BW
8436011;        Baienfurt;7158;3529;3629;2009;BW
8436012;        Baindt;4836;2386;2450;2009;BW
8436013;        Berg;3929;1965;1964;2009;BW
8436014;        Bergatreute;3183;1636;1547;2009;BW
8436018;        Bodnegg;3154;1604;1550;2009;BW
8436019;        Boms;626;327;299;2009;BW
8436024;        Ebenweiler;1179;604;575;2009;BW
8436027;        Eichstegen;505;251;254;2009;BW
8436032;        Fleischwangen;657;354;303;2009;BW
8436039;        Grünkraut;3087;1565;1522;2009;BW
8436040;        Guggenhausen;190;101;89;2009;BW
8436047;        Hoßkirch;746;393;353;2009;BW
8436049;        Isny im Allgäu, Stadt;14443;6925;7518;2009;BW
8436052;        Kißlegg;8530;4226;4304;2009;BW
8436053;        Königseggwald;676;345;331;2009;BW
8436055;        Leutkirch im Allgäu, Stadt;21988;10953;11035;2009;BW
8436064;        Ravensburg, Stadt;49418;23848;25570;2009;BW
8436067;        Riedhausen;619;305;314;2009;BW
8436069;        Schlier;3703;1860;1843;2009;BW
8436077;        Unterwaldhausen;283;141;142;2009;BW
8436078;        Vogt;4558;2288;2270;2009;BW
8436079;        Waldburg;3059;1508;1551;2009;BW
8436081;        Wangen im Allgäu, Stadt;27282;13193;14089;2009;BW
8436082;        Weingarten, Stadt;23750;11662;12088;2009;BW
8436083;        Wilhelmsdorf;4835;2426;2409;2009;BW
8436085;        Wolfegg;3414;1699;1715;2009;BW
8436087;        Wolpertswende;4074;2060;2014;2009;BW
8436093;        Ebersbach-Musbach;1770;930;840;2009;BW
8436094;        Argenbühl;6054;3054;3000;2009;BW
8436095;        Horgenzell;4748;2438;2310;2009;BW
8436096;        Fronreute;4527;2301;2226;2009;BW
8437005;        Beuron;713;386;327;2009;BW
8437008;        Bingen;2825;1401;1424;2009;BW
8437031;        Gammertingen, Stadt;6517;3163;3354;2009;BW
8437044;        Herbertingen;4845;2464;2381;2009;BW
8437047;        Hettingen, Stadt;1939;966;973;2009;BW
8437053;        Hohentengen;4396;2307;2089;2009;BW
8437056;        Illmensee;2028;1040;988;2009;BW
8437059;        Inzigkofen;2927;1453;1474;2009;BW
8437065;        Krauchenwies;5022;2481;2541;2009;BW
8437072;        Leibertingen;2227;1149;1078;2009;BW
8437076;        Mengen, Stadt;9960;4914;5046;2009;BW
8437078;        Meßkirch, Stadt;8351;4142;4209;2009;BW
8437082;        Neufra;1867;913;954;2009;BW
8437086;        Ostrach;6750;3333;3417;2009;BW
8437088;        Pfullendorf, Stadt;13023;6656;6367;2009;BW
8437100;        Bad Saulgau, Stadt;17535;8347;9188;2009;BW
8437101;        Scheer, Stadt;2580;1297;1283;2009;BW
8437102;        Schwenningen;1507;755;752;2009;BW
8437104;        Sigmaringen, Stadt;16380;8297;8083;2009;BW
8437105;        Sigmaringendorf;3703;1823;1880;2009;BW
8437107;        Stetten am kalten Markt;5159;2610;2549;2009;BW
8437114;        Veringenstadt, Stadt;2237;1130;1107;2009;BW
8437118;        Wald;2734;1249;1485;2009;BW
8437123;        Sauldorf;2517;1261;1256;2009;BW
8437124;        Herdwangen-Schönach;3317;1652;1665;2009;BW
12051;      Brandenburg an der Havel, kreisfreie Stadt;72264;35558;36706;2009;BB
12052;      Cottbus, kreisfreie Stadt;101671;49916;51755;2009;BB
12053;      Frankfurt (Oder), kreisfreie Stadt;60625;29420;31205;2009;BB
12054;      Potsdam, kreisfreie Stadt;154606;74859;79747;2009;BB
12060005;        Ahrensfelde;13114;6588;6526;2009;BB
12060012;        Althüttendorf;756;403;353;2009;BB
12060020;        Bernau bei Berlin;36154;17799;18355;2009;BB
12060024;        Biesenthal;5563;2753;2810;2009;BB
12060034;        Breydin;830;423;407;2009;BB
12060036;        Britz;2201;1090;1111;2009;BB
12060045;        Chorin;2430;1217;1213;2009;BB
12060052;        Eberswalde;41175;20147;21028;2009;BB
12060068;        Friedrichswalde;895;446;449;2009;BB
12060092;        Hohenfinow;521;269;252;2009;BB
12060096;        Hohensaaten;-;-;-;2009;BB
12060100;        Joachimsthal;3271;1588;1683;2009;BB
12060128;        Liepe, b Eberswalde;757;395;362;2009;BB
12060149;        Lunow-Stolzenhagen;1203;590;613;2009;BB
12060154;        Marienwerder;1731;874;857;2009;BB
12060161;        Melchow;896;438;458;2009;BB
12060172;        Niederfinow;612;297;315;2009;BB
12060176;        Oderberg;2229;1135;1094;2009;BB
12060181;        Panketal;19179;9500;9679;2009;BB
12060185;        Parsteinsee;534;265;269;2009;BB
12060192;        Rüdnitz;1839;944;895;2009;BB
12060198;        Schorfheide;10172;5185;4987;2009;BB
12060250;        Sydower Fließ;884;464;420;2009;BB
12060269;        Wandlitz;21530;10836;10694;2009;BB
12060280;        Werneuchen;7943;4007;3936;2009;BB
12060296;        Ziethen;485;253;232;2009;BB
12061005;        Alt Zauche-Wußwerk;558;282;276;2009;BB
12061017;        Bersteland;916;468;448;2009;BB
12061020;        Bestensee;6672;3339;3333;2009;BB
12061061;        Byhleguhre-Byhlen;833;424;409;2009;BB
12061097;        Drahnsdorf;633;328;305;2009;BB
12061112;        Eichwalde;6113;2957;3156;2009;BB
12061164;        Golßen;2627;1321;1306;2009;BB
12061192;        Groß Köris;2340;1178;1162;2009;BB
12061216;        Halbe;2169;1059;1110;2009;BB
12061217;        Heidesee;7058;3545;3513;2009;BB
12061219;        Heideblick;4059;2062;1997;2009;BB
12061224;        Jamlitz;602;318;284;2009;BB
12061244;        Kasel-Golzig;746;379;367;2009;BB
12061260;        Königs Wusterhausen;33762;16472;17290;2009;BB
12061265;        Krausnick-Groß Wasserburg;633;325;308;2009;BB
12061308;        Lieberose;1503;759;744;2009;BB
12061316;        Lübben (Spreewald);14179;6933;7246;2009;BB
12061320;        Luckau;10231;5084;5147;2009;BB
12061328;        Märkisch Buchholz;793;387;406;2009;BB
12061329;        Märkische Heide;4396;2204;2192;2009;BB
12061332;        Mittenwalde, Mark;8710;4415;4295;2009;BB
12061344;        Münchehofe, b Königs Wusterhausen;498;241;257;2009;BB
12061352;        Neu Zauche;1203;612;591;2009;BB
12061405;        Rietzneuendorf-Staakow;651;326;325;2009;BB
12061428;        Schlepzig;629;300;329;2009;BB
12061433;        Schönefeld;13060;6516;6544;2009;BB
12061435;        Schönwald, b Lübben;1196;591;605;2009;BB
12061444;        Schulzendorf, b Eichwalde;7662;3850;3812;2009;BB
12061448;        Schwerin, b Königs Wusterhausen;637;321;316;2009;BB
12061450;        Schwielochsee;1628;835;793;2009;BB
12061470;        Spreewaldheide;531;266;265;2009;BB
12061471;        Steinreich;583;314;269;2009;BB
12061476;        Straupitz;997;485;512;2009;BB
12061492;        Teupitz;1844;959;885;2009;BB
12061510;        Unterspreewald;860;442;418;2009;BB
12061540;        Wildau;9906;4850;5056;2009;BB
12061572;        Zeuthen;10290;5060;5230;2009;BB
12062024;        Bad Liebenwerda;10038;4923;5115;2009;BB
12062088;        Crinitz;1339;666;673;2009;BB
12062092;        Doberlug-Kirchhain;9225;4549;4676;2009;BB
12062124;        Elsterwerda;8817;4306;4511;2009;BB
12062128;        Falkenberg/Elster;7254;3572;3682;2009;BB
12062134;        Fichtwald;686;353;333;2009;BB
12062140;        Finsterwalde;17517;8429;9088;2009;BB
12062177;        Gorden-Staupitz;1080;533;547;2009;BB
12062196;        Gröden;1560;787;773;2009;BB
12062208;        Großthiemig;1157;592;565;2009;BB
12062219;        Heideland, NL;579;288;291;2009;BB
12062224;        Herzberg (Elster);10130;5007;5123;2009;BB
12062232;        Hirschfeld, b Elsterwerda;1394;719;675;2009;BB
12062237;        Hohenbucko;691;347;344;2009;BB
12062240;        Hohenleipisch;2235;1140;1095;2009;BB
12062282;        Kremitzaue;930;478;452;2009;BB
12062289;        Lebusa;852;433;419;2009;BB
12062293;        Lichterfeld-Schacksdorf;1123;582;541;2009;BB
12062333;        Massen-Niederlausitz;2129;1064;1065;2009;BB
12062336;        Merzdorf;912;446;466;2009;BB
12062341;        Mühlberg/Elbe;4334;2165;2169;2009;BB
12062372;        Plessa;2921;1448;1473;2009;BB
12062410;        Röderland;4403;2215;2188;2009;BB
12062417;        Rückersdorf, b Doberlug-Kirchhain;1624;844;780;2009;BB
12062425;        Sallgast;1669;835;834;2009;BB
12062440;        Schilda;513;254;259;2009;BB
12062445;        Schlieben;2695;1324;1371;2009;BB
12062453;        Schönborn, NL;1694;864;830;2009;BB
12062461;        Schönewalde;3352;1713;1639;2009;BB
12062464;        Schraden;558;279;279;2009;BB
12062469;        Sonnewalde;3506;1809;1697;2009;BB
12062492;        Tröbitz;777;393;384;2009;BB
12062500;        Uebigau-Wahrenbrück;5892;2972;2920;2009;BB
12063036;        Brieselang;10823;5472;5351;2009;BB
12063056;        Dallgow-Döberitz;8576;4343;4233;2009;BB
12063080;        Falkensee;40179;19662;20517;2009;BB
12063088;        Friesack;2639;1331;1308;2009;BB
12063094;        Gollenberg;444;211;233;2009;BB
12063112;        Großderschau;515;272;243;2009;BB
12063134;        Havelaue;988;496;492;2009;BB
12063142;        Wiesenaue;789;401;388;2009;BB
12063148;        Ketzin;6403;3202;3201;2009;BB
12063161;        Kleßen-Görne;404;206;198;2009;BB
12063165;        Kotzen;631;328;303;2009;BB
12063186;        Märkisch Luch;1334;691;643;2009;BB
12063189;        Milower Land;4599;2353;2246;2009;BB
12063202;        Mühlenberge;759;384;375;2009;BB
12063208;        Nauen;16523;8164;8359;2009;BB
12063212;        Nennhausen;1941;967;974;2009;BB
12063228;        Paulinenaue;1242;629;613;2009;BB
12063240;        Pessin;654;320;334;2009;BB
12063244;        Premnitz;9095;4393;4702;2009;BB
12063252;        Rathenow;25515;12386;13129;2009;BB
12063256;        Retzow, b Nauen;562;269;293;2009;BB
12063260;        Rhinow;1714;860;854;2009;BB
12063273;        Schönwalde-Glien;8910;4434;4476;2009;BB
12063274;        Seeblick;949;489;460;2009;BB
12063293;        Stechow-Ferchesar;940;470;470;2009;BB
12063357;        Wustermark;7856;3919;3937;2009;BB
12064009;        Alt Tucheband;914;470;444;2009;BB
12064029;        Altlandsberg;8757;4355;4402;2009;BB
12064044;        Bad Freienwalde (Oder);12964;6368;6596;2009;BB
12064053;        Beiersdorf-Freudenberg;579;286;293;2009;BB
12064057;        Bleyen-Genschmar;499;258;241;2009;BB
12064061;        Bliesdorf;995;492;503;2009;BB
12064084;        Buckow (Märkische Schweiz);1633;813;820;2009;BB
12064125;        Falkenberg;2351;1212;1139;2009;BB
12064128;        Falkenhagen, b Seelow;767;393;374;2009;BB
12064130;        Fichtenhöhe;557;286;271;2009;BB
12064136;        Fredersdorf-Vogelsdorf;12805;6362;6443;2009;BB
12064153;        Garzau-Garzin;662;374;288;2009;BB
12064172;        Golzow;890;453;437;2009;BB
12064190;        Gusow-Platkow;1307;665;642;2009;BB
12064205;        Heckelberg-Brunow;765;427;338;2009;BB
12064222;        Höhenland;1048;539;509;2009;BB
12064227;        Hoppegarten;16684;8283;8401;2009;BB
12064266;        Küstriner Vorland;2848;1459;1389;2009;BB
12064268;        Lebus;3243;1640;1603;2009;BB
12064274;        Letschin;4399;2257;2142;2009;BB
12064288;        Lietzen;703;374;329;2009;BB
12064290;        Lindendorf;1483;747;736;2009;BB
12064303;        Märkische Höhe;603;318;285;2009;BB
12064317;        Müncheberg;7177;3657;3520;2009;BB
12064336;        Neuenhagen bei Berlin;16755;8299;8456;2009;BB
12064340;        Neuhardenberg;2698;1363;1335;2009;BB
12064349;        Neulewin;1000;518;482;2009;BB
12064365;        Neutrebbin;1519;755;764;2009;BB
12064370;        Oberbarnim;1465;752;713;2009;BB
12064371;        Oderaue;1722;857;865;2009;BB
12064380;        Petershagen/Eggersdorf;13823;6862;6961;2009;BB
12064388;        Podelzig;955;473;482;2009;BB
12064393;        Prötzel;1143;627;516;2009;BB
12064408;        Rehfelde;4462;2254;2208;2009;BB
12064417;        Reichenow-Möglin;600;295;305;2009;BB
12064420;        Reitwein;491;248;243;2009;BB
12064428;        Rüdersdorf bei Berlin;15344;7735;7609;2009;BB
12064448;        Seelow;5575;2630;2945;2009;BB
12064472;        Strausberg;26221;12823;13398;2009;BB
12064480;        Treplin;424;211;213;2009;BB
12064482;        Vierlinden;1555;806;749;2009;BB
12064484;        Waldsieversdorf;898;472;426;2009;BB
12064512;        Wriezen;7703;3856;3847;2009;BB
12064538;        Zechin;717;371;346;2009;BB
12064539;        Zeschdorf;1364;697;667;2009;BB
12065036;        Birkenwerder;7774;3871;3903;2009;BB
12065084;        Fürstenberg/Havel;6356;3117;3239;2009;BB
12065096;        Glienicke/Nordbahn;10774;5259;5515;2009;BB
12065100;        Gransee;6051;3035;3016;2009;BB
12065117;        Großwoltersdorf;908;473;435;2009;BB
12065136;        Hennigsdorf;25900;12544;13356;2009;BB
12065144;        Hohen Neuendorf;24139;11731;12408;2009;BB
12065165;        Kremmen;7124;3586;3538;2009;BB
12065180;        Leegebruch;6653;3266;3387;2009;BB
12065193;        Liebenwalde;4390;2185;2205;2009;BB
12065198;        Löwenberger Land;8093;4099;3994;2009;BB
12065225;        Mühlenbecker Land;13888;6927;6961;2009;BB
12065251;        Oberkrämer;10706;5448;5258;2009;BB
12065256;        Oranienburg;41590;20544;21046;2009;BB
12065276;        Schönermark, b Gransee;451;219;232;2009;BB
12065301;        Sonnenberg;891;461;430;2009;BB
12065310;        Stechlin;1266;637;629;2009;BB
12065332;        Velten;11789;5845;5944;2009;BB
12065356;        Zehdenick;14033;7045;6988;2009;BB
12066008;        Altdöbern;2770;1368;1402;2009;BB
12066041;        Bronkow;654;335;319;2009;BB
12066052;        Calau;8666;4289;4377;2009;BB
12066064;        Frauendorf, OL;770;380;390;2009;BB
12066104;        Großkmehlen;1176;614;562;2009;BB
12066112;        Großräschen;10428;5297;5131;2009;BB
12066116;        Grünewald;602;301;301;2009;BB
12066120;        Guteborn;576;299;277;2009;BB
12066124;        Hermsdorf;856;424;432;2009;BB
12066132;        Hohenbocka;1113;539;574;2009;BB
12066168;        Kroppen;721;386;335;2009;BB
12066176;        Lauchhammer;17276;8538;8738;2009;BB
12066188;        Lindenau;749;375;374;2009;BB
12066196;        Lübbenau/Spreewald;16936;8297;8639;2009;BB
12066202;        Luckaitztal;893;451;442;2009;BB
12066226;        Neu-Seeland;607;243;364;2009;BB
12066228;        Neupetershain;1464;719;745;2009;BB
12066240;        Ortrand;2295;1117;1178;2009;BB
12066272;        Ruhland;3935;1940;1995;2009;BB
12066285;        Schipkau;7442;3727;3715;2009;BB
12066292;        Schwarzbach, b Ruhland;735;380;355;2009;BB
12066296;        Schwarzheide;6211;3091;3120;2009;BB
12066304;        Senftenberg;26821;13043;13778;2009;BB
12066316;        Tettau, b Ruhland;827;412;415;2009;BB
12066320;        Vetschau/Spreewald;8903;4405;4498;2009;BB
12067024;        Bad Saarow;4791;2315;2476;2009;BB
12067036;        Beeskow;8206;4006;4200;2009;BB
12067040;        Berkenbrück;1023;489;534;2009;BB
12067072;        Briesen (Mark);2212;1150;1062;2009;BB
12067076;        Brieskow-Finkenheerd;2476;1257;1219;2009;BB
12067112;        Diensdorf-Radlow;567;287;280;2009;BB
12067120;        Eisenhüttenstadt;31689;15938;15751;2009;BB
12067124;        Erkner;11641;5554;6087;2009;BB
12067137;        Friedland, Mark;3235;1654;1581;2009;BB
12067144;        Fürstenwalde/Spree;32576;16032;16544;2009;BB
12067173;        Gosen-Neu Zittau;2888;1515;1373;2009;BB
12067180;        Groß Lindow;1840;907;933;2009;BB
12067201;        Grünheide (Mark);7885;3882;4003;2009;BB
12067205;        Grunow-Dammendorf;570;294;276;2009;BB
12067237;        Jacobsdorf;1935;927;1008;2009;BB
12067288;        Langewahl;824;415;409;2009;BB
12067292;        Lawitz;643;330;313;2009;BB
12067310;        Madlitz-Wilmersdorf;722;373;349;2009;BB
12067324;        Mixdorf;958;474;484;2009;BB
12067336;        Müllrose;4477;2202;2275;2009;BB
12067338;        Neißemünde;1795;886;909;2009;BB
12067357;        Neuzelle;4497;2257;2240;2009;BB
12067397;        Ragow-Merz;494;233;261;2009;BB
12067408;        Rauen;1948;989;959;2009;BB
12067413;        Reichenwalde;1119;596;523;2009;BB
12067426;        Rietz-Neuendorf;4266;2197;2069;2009;BB
12067438;        Schlaubetal;1928;982;946;2009;BB
12067440;        Schöneiche bei Berlin;12111;5982;6129;2009;BB
12067458;        Siehdichum;1658;837;821;2009;BB
12067469;        Spreenhagen;3473;1784;1689;2009;BB
12067473;        Steinhöfel, b Fürstenwalde, Spree;4552;2301;2251;2009;BB
12067481;        Storkow (Mark);9111;4582;4529;2009;BB
12067493;        Tauche;3972;1999;1973;2009;BB
12067508;        Vogelsang, a d Oder;779;398;381;2009;BB
12067520;        Wendisch Rietz;1421;679;742;2009;BB
12067528;        Wiesenau;1354;689;665;2009;BB
12067544;        Woltersdorf, b Erkner;7791;3881;3910;2009;BB
12067552;        Ziltendorf;1635;813;822;2009;BB
12068052;        Breddin;971;497;474;2009;BB
12068072;        Dabergotz;596;277;319;2009;BB
12068109;        Dreetz, b Neustadt, Dosse;1230;625;605;2009;BB
12068117;        Fehrbellin;8917;4521;4396;2009;BB
12068181;        Heiligengrabe;4756;2405;2351;2009;BB
12068188;        Herzberg (Mark);672;331;341;2009;BB
12068264;        Kyritz;9681;4714;4967;2009;BB
12068280;        Lindow (Mark);3102;1573;1529;2009;BB
12068306;        Märkisch Linden;1241;642;599;2009;BB
12068320;        Neuruppin;31574;15630;15944;2009;BB
12068324;        Neustadt (Dosse);3622;1829;1793;2009;BB
12068353;        Rheinsberg;8579;4273;4306;2009;BB
12068372;        Rüthnick;499;246;253;2009;BB
12068409;        Sieversdorf-Hohenofen;821;434;387;2009;BB
12068413;        Storbeck-Frankendorf;506;253;253;2009;BB
12068417;        Stüdenitz-Schönermark;637;312;325;2009;BB
12068425;        Temnitzquell;819;392;427;2009;BB
12068426;        Temnitztal;1589;821;768;2009;BB
12068437;        Vielitzsee;544;292;252;2009;BB
12068452;        Walsleben, b Neuruppin;784;419;365;2009;BB
12068468;        Wittstock/Dosse;15407;7639;7768;2009;BB
12068477;        Wusterhausen/Dosse;6251;3189;3062;2009;BB
12068501;        Zernitz-Lohm;936;476;460;2009;BB
12069017;        Beelitz, Mark;11980;6091;5889;2009;BB
12069018;        Beetzsee;2519;1296;1223;2009;BB
12069019;        Beetzseeheide;669;321;348;2009;BB
12069020;        Bad Belzig;11225;5447;5778;2009;BB
12069028;        Bensdorf;1273;641;632;2009;BB
12069052;        Borkheide;1878;946;932;2009;BB
12069056;        Borkwalde;1569;797;772;2009;BB
12069076;        Brück;3613;1817;1796;2009;BB
12069089;        Buckautal;519;264;255;2009;BB
12069216;        Golzow, b Brandenburg an der Havel;1339;680;659;2009;BB
12069224;        Görzke;1363;704;659;2009;BB
12069232;        Gräben;593;299;294;2009;BB
12069249;        Groß Kreutz (Havel);8248;4183;4065;2009;BB
12069270;        Havelsee;3493;1721;1772;2009;BB
12069304;        Kleinmachnow;19589;9517;10072;2009;BB
12069306;        Kloster Lehnin;11129;5587;5542;2009;BB
12069345;        Linthe;912;483;429;2009;BB
12069397;        Michendorf;11699;5791;5908;2009;BB
12069402;        Mühlenfließ;945;489;456;2009;BB
12069448;        Niemegk;2100;1076;1024;2009;BB
12069454;        Nuthetal;8796;4386;4410;2009;BB
12069460;        Päwesin;581;288;293;2009;BB
12069470;        Planebruch;1119;581;538;2009;BB
12069474;        Planetal;1015;525;490;2009;BB
12069485;        Rabenstein/Fläming;870;452;418;2009;BB
12069537;        Rosenau;956;490;466;2009;BB
12069541;        Roskow;1253;646;607;2009;BB
12069590;        Schwielowsee;10172;4973;5199;2009;BB
12069596;        Seddiner See;4226;2155;2071;2009;BB
12069604;        Stahnsdorf;14112;6980;7132;2009;BB
12069616;        Teltow;21904;10624;11280;2009;BB
12069632;        Treuenbrietzen;7911;3889;4022;2009;BB
12069648;        Wenzlow, b Brandenburg an der Havel;557;289;268;2009;BB
12069656;        Werder (Havel);23004;11319;11685;2009;BB
12069665;        Wiesenburg/Mark;4817;2525;2292;2009;BB
12069680;        Wollin, b Brandenburg an der Havel;911;445;466;2009;BB
12069688;        Wusterwitz;3130;1527;1603;2009;BB
12069696;        Ziesar;2605;1270;1335;2009;BB
12070008;        Bad Wilsnack;2671;1289;1382;2009;BB
12070028;        Berge, b Perleberg;807;417;390;2009;BB
12070052;        Breese;1594;800;794;2009;BB
12070060;        Cumlosen;835;419;416;2009;BB
12070096;        Gerdshagen;547;284;263;2009;BB
12070125;        Groß Pankow (Prignitz);4193;2140;2053;2009;BB
12070145;        Gülitz-Reetz;512;260;252;2009;BB
12070149;        Gumtow;3729;1896;1833;2009;BB
12070153;        Halenbeck-Rohlsdorf;624;318;306;2009;BB
12070173;        Karstädt, Prignitz;6512;3259;3253;2009;BB
12070222;        Kümmernitztal;379;203;176;2009;BB
12070236;        Lanz;840;416;424;2009;BB
12070241;        Legde/Quitzöbel;672;350;322;2009;BB
12070244;        Lenzen (Elbe);2381;1145;1236;2009;BB
12070246;        Lenzerwische;516;251;265;2009;BB
12070266;        Marienfließ;795;406;389;2009;BB
12070280;        Meyenburg;2344;1154;1190;2009;BB
12070296;        Perleberg;12450;6010;6440;2009;BB
12070300;        Pirow;484;236;248;2009;BB
12070302;        Plattenburg;3750;1896;1854;2009;BB
12070316;        Pritzwalk;12737;6235;6502;2009;BB
12070325;        Putlitz;2850;1451;1399;2009;BB
12070348;        Rühstädt;558;278;280;2009;BB
12070393;        Triglitz;549;271;278;2009;BB
12070416;        Weisen;1047;528;519;2009;BB
12070424;        Wittenberge;18710;9002;9708;2009;BB
12071028;        Briesen;825;406;419;2009;BB
12071032;        Burg (Spreewald);4459;2245;2214;2009;BB
12071041;        Dissen-Striesow;1039;536;503;2009;BB
12071044;        Döbern;3642;1756;1886;2009;BB
12071052;        Drachhausen;836;432;404;2009;BB
12071057;        Drebkau;5984;3068;2916;2009;BB
12071060;        Drehnow;583;289;294;2009;BB
12071074;        Felixsee;2192;1120;1072;2009;BB
12071076;        Forst (Lausitz);20971;10355;10616;2009;BB
12071153;        Groß Schacksdorf-Simmersdorf;1145;606;539;2009;BB
12071160;        Guben;19661;9442;10219;2009;BB
12071164;        Guhrow;563;286;277;2009;BB
12071176;        Heinersbrück;642;332;310;2009;BB
12071185;        Hornow-Wadelsdorf;612;307;305;2009;BB
12071189;        Jämlitz-Klein Düben;481;242;239;2009;BB
12071193;        Jänschwalde;1776;914;862;2009;BB
12071244;        Kolkwitz;9664;4922;4742;2009;BB
12071294;        Neiße-Malxetal;1799;926;873;2009;BB
12071301;        Neuhausen/Spree;5310;2683;2627;2009;BB
12071304;        Peitz;4684;2415;2269;2009;BB
12071337;        Schenkendöbern;4062;2054;2008;2009;BB
12071341;        Schmogrow-Fehrow;877;446;431;2009;BB
12071372;        Spremberg;24718;12443;12275;2009;BB
12071384;        Tauer;762;383;379;2009;BB
12071386;        Teichland;1192;618;574;2009;BB
12071392;        Tschernitz;1435;718;717;2009;BB
12071401;        Turnow-Preilack;1222;628;594;2009;BB
12071408;        Welzow;3973;1989;1984;2009;BB
12071412;        Werben;1795;906;889;2009;BB
12071414;        Wiesengrund;1566;812;754;2009;BB
12072002;        Am Mellensee;6585;3294;3291;2009;BB
12072014;        Baruth/Mark;4213;2180;2033;2009;BB
12072017;        Blankenfelde-Mahlow;25818;13081;12737;2009;BB
12072053;        Dahme/Mark;5412;2661;2751;2009;BB
12072055;        Dahmetal;488;246;242;2009;BB
12072120;        Großbeeren;7397;3738;3659;2009;BB
12072157;        Ihlow;781;387;394;2009;BB
12072169;        Jüterbog;12740;6216;6524;2009;BB
12072232;        Luckenwalde;20637;9938;10699;2009;BB
12072240;        Ludwigsfelde;23992;11916;12076;2009;BB
12072297;        Niedergörsdorf;6307;3142;3165;2009;BB
12072298;        Niederer Fläming;3335;1737;1598;2009;BB
12072312;        Nuthe-Urstromtal;6869;3487;3382;2009;BB
12072340;        Rangsdorf;10372;5134;5238;2009;BB
12072426;        Trebbin;9311;4668;4643;2009;BB
12072477;        Zossen;17590;8783;8807;2009;BB
12073008;        Angermünde;14492;7096;7396;2009;BB
12073032;        Berkholz-Meyenburg;1257;651;606;2009;BB
12073069;        Boitzenburger Land;3732;1934;1798;2009;BB
12073085;        Brüssow;2114;1070;1044;2009;BB
