city_id;city;pop;pop_female;pop_male;year;state
12073093;        Carmzow-Wallmow;668;332;336;2009;BB
12073097;        Casekow;2179;1114;1065;2009;BB
12073157;        Flieth-Stegelitz;652;327;325;2009;BB
12073189;        Gartz (Oder);2470;1224;1246;2009;BB
12073201;        Gerswalde;1680;883;797;2009;BB
12073216;        Göritz;822;403;419;2009;BB
12073225;        Gramzow (Uckermark);1997;1022;975;2009;BB
12073261;        Grünow, b Prenzlau;957;482;475;2009;BB
12073309;        Hohenselchow-Groß Pinnow;871;450;421;2009;BB
12073384;        Lychen;3571;1751;1820;2009;BB
12073386;        Mark Landin;1094;562;532;2009;BB
12073393;        Mescherin;788;410;378;2009;BB
12073396;        Milmersdorf;1650;883;767;2009;BB
12073404;        Mittenwalde, b Templin;399;199;200;2009;BB
12073429;        Nordwestuckermark;4810;2502;2308;2009;BB
12073430;        Oberuckersee;1803;918;885;2009;BB
12073440;        Pinnow, b Angermünde;922;468;454;2009;BB
12073452;        Prenzlau;20173;9932;10241;2009;BB
12073458;        Randowtal;1065;551;514;2009;BB
12073490;        Schenkenberg, b Prenzlau;629;321;308;2009;BB
12073505;        Schöneberg, b Angermünde;844;427;417;2009;BB
12073520;        Schönfeld, b Prenzlau;650;331;319;2009;BB
12073532;        Schwedt/Oder;34586;17100;17486;2009;BB
12073565;        Tantow;755;380;375;2009;BB
12073569;        Temmen-Ringenwalde;639;342;297;2009;BB
12073572;        Templin;16504;8096;8408;2009;BB
12073578;        Uckerfelde;1046;539;507;2009;BB
12073579;        Uckerland;3074;1568;1506;2009;BB
12073603;        Passow;1611;841;770;2009;BB
12073645;        Zichow;611;300;311;2009;BB
8111;      Stuttgart, Landeshauptstadt, Stadtkreis;601646;298015;303631;2009;BW
8121;      Heilbronn, Universitätsstadt, Stadtkreis;122415;60412;62003;2009;BW
8211;      Baden-Baden, Stadtkreis;54494;25381;29113;2009;BW
8212;      Karlsruhe, Stadtkreis;291959;145419;146540;2009;BW
8221;      Heidelberg, Stadtkreis;146466;69258;77208;2009;BW
8222;      Mannheim, Stadtkreis;311969;154640;157329;2009;BW
8231;      Pforzheim, Stadtkreis;119788;57917;61871;2009;BW
8311;      Freiburg im Breisgau, Stadtkreis;221924;105859;116065;2009;BW
8421;      Ulm, Stadtkreis;122087;60096;61991;2009;BW
6411;      Darmstadt, kreisfreie Stadt;145845;72914;72931;2011;HE
6412;      Frankfurt am Main, kreisfreie Stadt;676533;331554;344979;2011;HE
6413;      Offenbach am Main, kreisfreie Stadt;114855;56309;58546;2011;HE
6414;      Wiesbaden, Landeshauptstadt, kreisfreie Stadt;270952;128983;141969;2011;HE
6611;      Kassel, kreisfreie Stadt;191854;92232;99622;2011;HE
6431001;        Abtsteinach;2444;1212;1232;2011;HE
6431002;        Bensheim;39332;18997;20335;2011;HE
6431003;        Biblis;8863;4484;4379;2011;HE
6431004;        Birkenau;10059;4861;5198;2011;HE
6431005;        Bürstadt;15297;7455;7842;2011;HE
6431006;        Einhausen, Hess;6171;3094;3077;2011;HE
6431007;        Fürth;10535;5238;5297;2011;HE
6431008;        Gorxheimertal;4020;1974;2046;2011;HE
6431009;        Grasellenbach;3848;1938;1910;2011;HE
6431010;        Groß-Rohrheim;3727;1878;1849;2011;HE
6431011;        Heppenheim (Bergstraße);24883;12166;12717;2011;HE
6431012;        Hirschhorn (Neckar);3520;1735;1785;2011;HE
6431013;        Lampertheim;31175;15209;15966;2011;HE
6431014;        Lautertal (Odenwald);7106;3447;3659;2011;HE
6431015;        Lindenfels;5032;2440;2592;2011;HE
6431016;        Lorsch;12955;6298;6657;2011;HE
6431017;        Mörlenbach;9870;4829;5041;2011;HE
6431018;        Neckarsteinach;3812;1889;1923;2011;HE
6431019;        Rimbach, Odenw;8526;4162;4364;2011;HE
6431020;        Viernheim;32723;15812;16911;2011;HE
6431021;        Wald-Michelbach;10606;5271;5335;2011;HE
6431022;        Zwingenberg (Bergstraße);6654;3251;3403;2011;HE
6431200;        Michelbuch, gem.fr. Geb.;-;-;-;2011;HE
6432001;        Alsbach-Hähnlein;9180;4517;4663;2011;HE
6432002;        Babenhausen, Hess;15623;7761;7862;2011;HE
6432003;        Bickenbach, Bergstr;5457;2647;2810;2011;HE
6432004;        Dieburg;14546;7097;7449;2011;HE
6432005;        Eppertshausen;6061;2997;3064;2011;HE
6432006;        Erzhausen;7511;3685;3826;2011;HE
6432007;        Fischbachtal;2630;1327;1303;2011;HE
6432008;        Griesheim;25779;12702;13077;2011;HE
6432009;        Groß-Bieberau;4580;2272;2308;2011;HE
6432010;        Groß-Umstadt;20707;10189;10518;2011;HE
6432011;        Groß-Zimmern;13538;6661;6877;2011;HE
6432012;        Messel;3755;1861;1894;2011;HE
6432013;        Modautal;4989;2487;2502;2011;HE
6432014;        Mühltal;13444;6568;6876;2011;HE
6432015;        Münster b Dieburg;14058;6952;7106;2011;HE
6432016;        Ober-Ramstadt;14559;7148;7411;2011;HE
6432017;        Otzberg;6325;3164;3161;2011;HE
6432018;        Pfungstadt;23783;11550;12233;2011;HE
6432019;        Reinheim;16251;8019;8232;2011;HE
6432020;        Roßdorf b Darmstadt;11891;5874;6017;2011;HE
6432021;        Schaafheim;9040;4513;4527;2011;HE
6432022;        Seeheim-Jugenheim;15786;7601;8185;2011;HE
6432023;        Weiterstadt;23972;12001;11971;2011;HE
6433001;        Biebesheim am Rhein;6347;3133;3214;2011;HE
6433002;        Bischofsheim;12542;6103;6439;2011;HE
6433003;        Büttelborn;13741;6721;7020;2011;HE
6433004;        Gernsheim;9826;4866;4960;2011;HE
6433005;        Ginsheim-Gustavsburg;15836;7691;8145;2011;HE
6433006;        Groß-Gerau;23876;11772;12104;2011;HE
6433007;        Kelsterbach;13449;6767;6682;2011;HE
6433008;        Mörfelden-Walldorf;32634;16228;16406;2011;HE
6433009;        Nauheim;9991;4881;5110;2011;HE
6433010;        Raunheim;14675;7235;7440;2011;HE
6433011;        Riedstadt;21597;10616;10981;2011;HE
6433012;        Rüsselsheim;59307;29142;30165;2011;HE
6433013;        Stockstadt am Rhein;5821;2880;2941;2011;HE
6433014;        Trebur;13128;6503;6625;2011;HE
6434001;        Bad Homburg v.d.Höhe;51625;24041;27584;2011;HE
6434002;        Friedrichsdorf;24436;11946;12490;2011;HE
6434003;        Glashütten, Taunus;5262;2560;2702;2011;HE
6434004;        Grävenwiesbach;5219;2647;2572;2011;HE
6434005;        Königstein im Taunus;15836;7431;8405;2011;HE
6434006;        Kronberg im Taunus;17835;8241;9594;2011;HE
6434007;        Neu-Anspach;14652;7173;7479;2011;HE
6434008;        Oberursel (Taunus);44209;21241;22968;2011;HE
6434009;        Schmitten;8866;4455;4411;2011;HE
6434010;        Steinbach (Taunus);10157;4858;5299;2011;HE
6434011;        Usingen;13356;6488;6868;2011;HE
6434012;        Wehrheim;9238;4559;4679;2011;HE
6434013;        Weilrod;6273;3132;3141;2011;HE
6435001;        Bad Orb;9258;4369;4889;2011;HE
6435002;        Bad Soden-Salmünster;13386;6523;6863;2011;HE
6435003;        Biebergemünd;8380;4185;4195;2011;HE
6435004;        Birstein;6283;3125;3158;2011;HE
6435005;        Brachttal;5188;2549;2639;2011;HE
6435006;        Bruchköbel;20326;9853;10473;2011;HE
6435007;        Erlensee;13138;6418;6720;2011;HE
6435008;        Flörsbachtal;2464;1231;1233;2011;HE
6435009;        Freigericht;14344;6987;7357;2011;HE
6435010;        Gelnhausen;21863;10562;11301;2011;HE
6435011;        Großkrotzenburg;7307;3593;3714;2011;HE
6435012;        Gründau;14368;6997;7371;2011;HE
6435013;        Hammersbach;4731;2364;2367;2011;HE
6435014;        Hanau;87521;42482;45039;2011;HE
6435015;        Hasselroth;7282;3605;3677;2011;HE
6435016;        Jossgrund;3599;1816;1783;2011;HE
6435017;        Langenselbold;13475;6511;6964;2011;HE
6435018;        Linsengericht;9875;4867;5008;2011;HE
6435019;        Maintal;36021;17275;18746;2011;HE
6435020;        Neuberg;5222;2574;2648;2011;HE
6435021;        Nidderau;19802;9727;10075;2011;HE
6435022;        Niederdorfelden;3770;1872;1898;2011;HE
6435023;        Rodenbach b Hanau;11199;5468;5731;2011;HE
6435024;        Ronneburg, Hess;3345;1640;1705;2011;HE
6435025;        Schlüchtern;16239;8004;8235;2011;HE
6435026;        Schöneck;11640;5666;5974;2011;HE
6435027;        Sinntal;9027;4486;4541;2011;HE
6435028;        Steinau an der Straße;10512;5151;5361;2011;HE
6435029;        Wächtersbach;12258;5973;6285;2011;HE
6435200;        Gutsbezirk Spessart;-;-;-;2011;HE
6436001;        Bad Soden am Taunus;21102;10011;11091;2011;HE
6436002;        Eppstein;13277;6447;6830;2011;HE
6436003;        Eschborn;20395;9895;10500;2011;HE
6436004;        Flörsheim am Main;19930;9602;10328;2011;HE
6436005;        Hattersheim am Main;24864;12272;12592;2011;HE
6436006;        Hochheim am Main;16914;8206;8708;2011;HE
6436007;        Hofheim am Taunus;37982;18375;19607;2011;HE
6436008;        Kelkheim (Taunus);27777;13458;14319;2011;HE
6436009;        Kriftel;10530;5166;5364;2011;HE
6436010;        Liederbach am Taunus;8759;4359;4400;2011;HE
6436011;        Schwalbach am Taunus;14789;7023;7766;2011;HE
6436012;        Sulzbach (Taunus);8504;4103;4401;2011;HE
6437001;        Bad König;9352;4544;4808;2011;HE
6437002;        Beerfelden;6440;3232;3208;2011;HE
6437003;        Brensbach;5138;2557;2581;2011;HE
6437004;        Breuberg;7425;3610;3815;2011;HE
6437005;        Brombachtal;3556;1729;1827;2011;HE
6437006;        Erbach;13399;6415;6984;2011;HE
6437007;        Fränkisch-Crumbach;3209;1578;1631;2011;HE
6437008;        Hesseneck;656;326;330;2011;HE
6437009;        Höchst i. Odw.;10001;4948;5053;2011;HE
6437010;        Lützelbach;6838;3414;3424;2011;HE
6437011;        Michelstadt;16311;8120;8191;2011;HE
6437012;        Mossautal;2585;1315;1270;2011;HE
6437013;        Reichelsheim (Odenwald);8565;4220;4345;2011;HE
6437014;        Rothenberg;2361;1140;1221;2011;HE
6437015;        Sensbachtal;949;483;466;2011;HE
6437016;        Oberzent;-;-;-;2011;HE
6438001;        Dietzenbach;32030;15877;16153;2011;HE
6438002;        Dreieich;39526;19205;20321;2011;HE
6438003;        Egelsbach;11047;5484;5563;2011;HE
6438004;        Hainburg;13961;6697;7264;2011;HE
6438005;        Heusenstamm;18101;8906;9195;2011;HE
6438006;        Langen (Hessen);35303;17180;18123;2011;HE
6438007;        Mainhausen;8967;4436;4531;2011;HE
6438008;        Mühlheim am Main;26918;13154;13764;2011;HE
6438009;        Neu-Isenburg;35051;16870;18181;2011;HE
6438010;        Obertshausen;23814;11525;12289;2011;HE
6438011;        Rodgau;42945;21165;21780;2011;HE
6438012;        Rödermark;26297;12817;13480;2011;HE
6438013;        Seligenstadt;20059;9671;10388;2011;HE
6439001;        Aarbergen;5999;3002;2997;2011;HE
6439002;        Bad Schwalbach;10409;5061;5348;2011;HE
6439003;        Eltville am Rhein;16711;8057;8654;2011;HE
6439004;        Geisenheim;11605;5672;5933;2011;HE
6439005;        Heidenrod;7859;3945;3914;2011;HE
6439006;        Hohenstein, Untertaunus;6040;3017;3023;2011;HE
6439007;        Hünstetten;10042;4931;5111;2011;HE
6439008;        Idstein;23409;11319;12090;2011;HE
6439009;        Kiedrich;3912;1863;2049;2011;HE
6439010;        Lorch, Rheingau;3799;1852;1947;2011;HE
6439011;        Niedernhausen;14402;7061;7341;2011;HE
6439012;        Oestrich-Winkel;11381;5565;5816;2011;HE
6439013;        Rüdesheim am Rhein;9795;4804;4991;2011;HE
6439014;        Schlangenbad;6081;3036;3045;2011;HE
6439015;        Taunusstein;28385;13648;14737;2011;HE
6439016;        Waldems;5175;2545;2630;2011;HE
6439017;        Walluf;5502;2672;2830;2011;HE
6440001;        Altenstadt, Hess;11825;5858;5967;2011;HE
6440002;        Bad Nauheim;30313;14065;16248;2011;HE
6440003;        Bad Vilbel;31673;15273;16400;2011;HE
6440004;        Büdingen;20897;10279;10618;2011;HE
6440005;        Butzbach;23933;11893;12040;2011;HE
6440006;        Echzell;5601;2747;2854;2011;HE
6440007;        Florstadt;8788;4326;4462;2011;HE
6440008;        Friedberg (Hessen);27400;13511;13889;2011;HE
6440009;        Gedern;7548;3755;3793;2011;HE
6440010;        Glauburg;3054;1514;1540;2011;HE
6440011;        Hirzenhain;2875;1438;1437;2011;HE
6440012;        Karben;21255;10553;10702;2011;HE
6440013;        Kefenrod;2791;1368;1423;2011;HE
6440014;        Limeshain;5234;2578;2656;2011;HE
6440015;        Münzenberg;5611;2755;2856;2011;HE
6440016;        Nidda;16848;8314;8534;2011;HE
6440017;        Niddatal;9283;4580;4703;2011;HE
6440018;        Ober-Mörlen;5745;2841;2904;2011;HE
6440019;        Ortenberg, Hess;8898;4351;4547;2011;HE
6440020;        Ranstadt;4933;2478;2455;2011;HE
6440021;        Reichelsheim (Wetterau);6685;3293;3392;2011;HE
6440022;        Rockenberg;4242;2108;2134;2011;HE
6440023;        Rosbach v.d.Höhe;11903;5961;5942;2011;HE
6440024;        Wölfersheim;9658;4781;4877;2011;HE
6440025;        Wöllstadt;6120;3025;3095;2011;HE
6531001;        Allendorf (Lumda);4161;2111;2050;2011;HE
6531002;        Biebertal;10040;4882;5158;2011;HE
6531003;        Buseck;12777;6287;6490;2011;HE
6531004;        Fernwald;6430;3151;3279;2011;HE
6531005;        Gießen;76059;36617;39442;2011;HE
6531006;        Grünberg, Hess;13728;6696;7032;2011;HE
6531007;        Heuchelheim;7331;3570;3761;2011;HE
6531008;        Hungen;12535;6146;6389;2011;HE
6531009;        Langgöns;11607;5692;5915;2011;HE
6531010;        Laubach, Hess;9680;4717;4963;2011;HE
6531011;        Lich;13083;6385;6698;2011;HE
6531012;        Linden, Hessen;12102;5933;6169;2011;HE
6531013;        Lollar;9868;4870;4998;2011;HE
6531014;        Pohlheim;17452;8427;9025;2011;HE
6531015;        Rabenau, Hess;5152;2553;2599;2011;HE
6531016;        Reiskirchen;10261;5054;5207;2011;HE
6531017;        Staufenberg, Hess;8099;3957;4142;2011;HE
6531018;        Wettenberg;12222;5889;6333;2011;HE
6532001;        Aßlar;13561;6626;6935;2011;HE
6532002;        Bischoffen;3406;1672;1734;2011;HE
6532003;        Braunfels;10697;5146;5551;2011;HE
6532004;        Breitscheid, Hess;4917;2448;2469;2011;HE
6532005;        Dietzhölztal;5959;2972;2987;2011;HE
6532006;        Dillenburg;23790;11585;12205;2011;HE
6532007;        Driedorf;5104;2542;2562;2011;HE
6532008;        Ehringshausen;9225;4503;4722;2011;HE
6532009;        Eschenburg;10223;5199;5024;2011;HE
6532010;        Greifenstein;6835;3344;3491;2011;HE
6532011;        Haiger;19597;9646;9951;2011;HE
6532012;        Herborn, Hess;20577;9972;10605;2011;HE
6532013;        Hohenahr;4864;2453;2411;2011;HE
6532014;        Hüttenberg;10544;5094;5450;2011;HE
6532015;        Lahnau;8076;3996;4080;2011;HE
6532016;        Leun;5781;2845;2936;2011;HE
6532017;        Mittenaar;4886;2417;2469;2011;HE
6532018;        Schöffengrund;6380;3143;3237;2011;HE
6532019;        Siegbach;2765;1372;1393;2011;HE
6532020;        Sinn;6519;3196;3323;2011;HE
6532021;        Solms;13410;6565;6845;2011;HE
6532022;        Waldsolms;4814;2428;2386;2011;HE
6532023;        Wetzlar;50969;24211;26758;2011;HE
6533001;        Beselich;5613;2766;2847;2011;HE
6533002;        Brechen;6643;3245;3398;2011;HE
6533003;        Bad Camberg;13901;6853;7048;2011;HE
6533004;        Dornburg, Westerw;8502;4250;4252;2011;HE
6533005;        Elbtal;2336;1165;1171;2011;HE
6533006;        Elz;8104;3886;4218;2011;HE
6533007;        Hadamar;12074;5895;6179;2011;HE
6533008;        Hünfelden;9715;4766;4949;2011;HE
6533009;        Limburg a.d.Lahn;33624;16448;17176;2011;HE
6533010;        Löhnberg;4284;2084;2200;2011;HE
6533011;        Mengerskirchen;5714;2833;2881;2011;HE
6533012;        Merenberg;3327;1653;1674;2011;HE
6533013;        Runkel;9656;4813;4843;2011;HE
6533014;        Selters (Taunus);8091;4072;4019;2011;HE
6533015;        Villmar;6914;3415;3499;2011;HE
6533016;        Waldbrunn (Westerwald);5775;2904;2871;2011;HE
6533017;        Weilburg;12681;6238;6443;2011;HE
6533018;        Weilmünster;9008;4401;4607;2011;HE
6533019;        Weinbach;4509;2196;2313;2011;HE
6534001;        Amöneburg;5110;2536;2574;2011;HE
6534002;        Angelburg;3483;1775;1708;2011;HE
6534003;        Bad Endbach;8213;4062;4151;2011;HE
6534004;        Biedenkopf;13666;6706;6960;2011;HE
6534005;        Breidenbach;6947;3541;3406;2011;HE
6534006;        Cölbe;6701;3315;3386;2011;HE
6534007;        Dautphetal;11658;5711;5947;2011;HE
6534008;        Ebsdorfergrund;8945;4414;4531;2011;HE
6534009;        Fronhausen;4069;1976;2093;2011;HE
6534010;        Gladenbach;12228;5979;6249;2011;HE
6534011;        Kirchhain;16198;7969;8229;2011;HE
6534012;        Lahntal;6868;3407;3461;2011;HE
6534013;        Lohra;5591;2797;2794;2011;HE
6534014;        Marburg;72190;33970;38220;2011;HE
6534015;        Münchhausen am Christenberg;3465;1733;1732;2011;HE
6534016;        Neustadt (Hessen);8546;4241;4305;2011;HE
6534017;        Rauschenberg;4448;2176;2272;2011;HE
6534018;        Stadtallendorf;20749;10198;10551;2011;HE
6534019;        Steffenberg;4086;2043;2043;2011;HE
6534020;        Weimar (Lahn);6967;3424;3543;2011;HE
6534021;        Wetter (Hessen);8990;4473;4517;2011;HE
6534022;        Wohratal;2456;1235;1221;2011;HE
6535001;        Alsfeld;16299;7938;8361;2011;HE
6535002;        Antrifttal;2015;1023;992;2011;HE
6535003;        Feldatal;2606;1310;1296;2011;HE
6535004;        Freiensteinau;3233;1607;1626;2011;HE
6535005;        Gemünden (Felda);2869;1415;1454;2011;HE
6535006;        Grebenau;2528;1282;1246;2011;HE
6535007;        Grebenhain;4792;2387;2405;2011;HE
6535008;        Herbstein;4820;2410;2410;2011;HE
6535009;        Homberg (Ohm);7664;3844;3820;2011;HE
6535010;        Kirtorf;3375;1708;1667;2011;HE
6535011;        Lauterbach (Hess.);13235;6354;6881;2011;HE
6535012;        Lautertal (Vogelsberg);2452;1258;1194;2011;HE
6535013;        Mücke;9406;4647;4759;2011;HE
6535014;        Romrod;2867;1413;1454;2011;HE
6535015;        Schlitz;9619;4690;4929;2011;HE
6535016;        Schotten;10259;5188;5071;2011;HE
6535017;        Schwalmtal, Hess;2919;1459;1460;2011;HE
6535018;        Ulrichstein;3059;1535;1524;2011;HE
6535019;        Wartenberg, Hess;3977;1989;1988;2011;HE
6631001;        Bad Salzschlirf;2914;1309;1605;2011;HE
6631002;        Burghaun;6513;3248;3265;2011;HE
6631003;        Dipperz;3304;1649;1655;2011;HE
6631004;        Ebersburg;4511;2240;2271;2011;HE
6631005;        Ehrenberg (Rhön);2585;1283;1302;2011;HE
6631006;        Eichenzell;11061;5470;5591;2011;HE
6631007;        Eiterfeld;7251;3587;3664;2011;HE
6631008;        Flieden;8722;4355;4367;2011;HE
6631009;        Fulda;64367;30960;33407;2011;HE
6631010;        Gersfeld (Rhön);5528;2741;2787;2011;HE
6631011;        Großenlüder;8483;4187;4296;2011;HE
6631012;        Hilders;4661;2306;2355;2011;HE
6631013;        Hofbieber;6025;3034;2991;2011;HE
6631014;        Hosenfeld;4710;2402;2308;2011;HE
6631015;        Hünfeld;15751;7736;8015;2011;HE
6631016;        Kalbach;6300;3142;3158;2011;HE
6631017;        Künzell;16070;7640;8430;2011;HE
6631018;        Neuhof, Kr Fulda;10717;5320;5397;2011;HE
6631019;        Nüsttal;2878;1501;1377;2011;HE
6631020;        Petersberg, Kr Fulda;14915;7247;7668;2011;HE
6631021;        Poppenhausen (Wasserkuppe);2542;1285;1257;2011;HE
6631022;        Rasdorf;1647;818;829;2011;HE
6631023;        Tann (Rhön);4490;2244;2246;2011;HE
6632001;        Alheim;5087;2561;2526;2011;HE
6632002;        Bad Hersfeld;28597;13719;14878;2011;HE
6632003;        Bebra;13711;6647;7064;2011;HE
6632004;        Breitenbach a. Herzberg;1789;948;841;2011;HE
6632005;        Cornberg;1451;756;695;2011;HE
6632006;        Friedewald, Hess;2428;1247;1181;2011;HE
6632007;        Hauneck;3171;1600;1571;2011;HE
6632008;        Haunetal;3055;1578;1477;2011;HE
6632009;        Heringen (Werra);7527;3723;3804;2011;HE
6632010;        Hohenroda;3183;1605;1578;2011;HE
6632011;        Kirchheim, Hess;3870;2011;1859;2011;HE
6632012;        Ludwigsau;5704;2791;2913;2011;HE
6632013;        Nentershausen, Hess;2910;1468;1442;2011;HE
6632014;        Neuenstein, Hess;3025;1537;1488;2011;HE
6632015;        Niederaula;5481;2686;2795;2011;HE
6632016;        Philippsthal (Werra);4261;2136;2125;2011;HE
6632017;        Ronshausen;2442;1219;1223;2011;HE
6632018;        Rotenburg a.d.Fulda;13466;6542;6924;2011;HE
6632019;        Schenklengsfeld;4580;2304;2276;2011;HE
6632020;        Wildeck;5038;2446;2592;2011;HE
6633001;        Ahnatal;8028;3929;4099;2011;HE
6633002;        Bad Karlshafen;3598;1751;1847;2011;HE
6633003;        Baunatal;27443;13290;14153;2011;HE
6633004;        Breuna;3690;1831;1859;2011;HE
6633005;        Calden;7474;3704;3770;2011;HE
6633006;        Bad Emstal;6015;2961;3054;2011;HE
6633007;        Espenau;4885;2380;2505;2011;HE
6633008;        Fuldabrück;8736;4242;4494;2011;HE
6633009;        Fuldatal;11854;5871;5983;2011;HE
6633010;        Grebenstein;5892;2919;2973;2011;HE
6633011;        Habichtswald;5116;2511;2605;2011;HE
6633012;        Helsa;5622;2666;2956;2011;HE
6633013;        Hofgeismar;15074;7207;7867;2011;HE
6633014;        Immenhausen;6954;3421;3533;2011;HE
6633015;        Kaufungen;12514;5976;6538;2011;HE
6633016;        Liebenau, Hess;3264;1598;1666;2011;HE
6633017;        Lohfelden;13609;6561;7048;2011;HE
6633018;        Naumburg;5280;2605;2675;2011;HE
6633019;        Nieste;1834;912;922;2011;HE
6633020;        Niestetal;10382;4985;5397;2011;HE
6633021;        Oberweser;3296;1649;1647;2011;HE
6633022;        Reinhardshagen;4607;2262;2345;2011;HE
6633023;        Schauenburg;10006;4933;5073;2011;HE
6633024;        Söhrewald;4926;2442;2484;2011;HE
6633025;        Trendelburg;5167;2560;2607;2011;HE
6633026;        Vellmar;18022;8495;9527;2011;HE
6633027;        Wahlsburg;2127;1025;1102;2011;HE
6633028;        Wolfhagen;12692;6159;6533;2011;HE
6633029;        Zierenberg;6573;3196;3377;2011;HE
6633030;        Wesertal;-;-;-;2011;HE
6633200;        Gutsbezirk Reinhardswald;-;-;-;2011;HE
6634001;        Borken (Hessen);12784;6325;6459;2011;HE
6634002;        Edermünde;7281;3635;3646;2011;HE
6634003;        Felsberg;10743;5244;5499;2011;HE
6634004;        Frielendorf;7746;3911;3835;2011;HE
6634005;        Fritzlar;14416;7073;7343;2011;HE
6634006;        Gilserberg;3116;1548;1568;2011;HE
6634007;        Gudensberg;9225;4553;4672;2011;HE
6634008;        Guxhagen;5258;2596;2662;2011;HE
6634009;        Homberg (Efze);13915;6741;7174;2011;HE
6634010;        Jesberg;2448;1231;1217;2011;HE
6634011;        Knüllwald;4509;2223;2286;2011;HE
6634012;        Körle;2906;1459;1447;2011;HE
6634013;        Malsfeld;3925;1949;1976;2011;HE
6634014;        Melsungen;13339;6477;6862;2011;HE
6634015;        Morschen;3501;1778;1723;2011;HE
6634016;        Neuental;3211;1607;1604;2011;HE
6634017;        Neukirchen, Knüll;7190;3605;3585;2011;HE
6634018;        Niedenstein;5245;2640;2605;2011;HE
6634019;        Oberaula;3220;1607;1613;2011;HE
6634020;        Ottrau;2304;1146;1158;2011;HE
6634021;        Schrecksbach;3214;1576;1638;2011;HE
6634022;        Schwalmstadt;18286;9194;9092;2011;HE
6634023;        Schwarzenborn, Knüll;1093;580;513;2011;HE
6634024;        Spangenberg;6208;3115;3093;2011;HE
6634025;        Wabern;7282;3643;3639;2011;HE
6634026;        Willingshausen;5033;2527;2506;2011;HE
6634027;        Bad Zwesten;3929;1916;2013;2011;HE
6635001;        Allendorf (Eder);5614;2786;2828;2011;HE
6635002;        Bad Arolsen;15529;7536;7993;2011;HE
6635003;        Bad Wildungen;16556;8000;8556;2011;HE
6635004;        Battenberg (Eder);5479;2725;2754;2011;HE
6635005;        Bromskirchen;1825;939;886;2011;HE
6635006;        Burgwald;4845;2441;2404;2011;HE
6635007;        Diemelsee;4918;2472;2446;2011;HE
6635008;        Diemelstadt;5347;2656;2691;2011;HE
6635009;        Edertal;6477;3207;3270;2011;HE
6635010;        Frankenau;3046;1524;1522;2011;HE
6635011;        Frankenberg (Eder);17955;8763;9192;2011;HE
6635012;        Gemünden (Wohra);3871;1914;1957;2011;HE
6635013;        Haina (Kloster);3725;2001;1724;2011;HE
6635014;        Hatzfeld (Eder);3057;1537;1520;2011;HE
6635015;        Korbach;23493;11192;12301;2011;HE
6635016;        Lichtenfels, Hess;4177;2101;2076;2011;HE
6635017;        Rosenthal, Hess;2154;1096;1058;2011;HE
6635018;        Twistetal;4499;2299;2200;2011;HE
6635019;        Vöhl;5870;2880;2990;2011;HE
6635020;        Volkmarsen;6742;3318;3424;2011;HE
6635021;        Waldeck, Hess;7002;3492;3510;2011;HE
6635022;        Willingen (Upland);6029;2969;3060;2011;HE
6636001;        Bad Sooden-Allendorf;8214;3964;4250;2011;HE
6636002;        Berkatal;1673;802;871;2011;HE
6636003;        Eschwege;19421;9171;10250;2011;HE
6636004;        Großalmerode;6731;3289;3442;2011;HE
6636005;        Herleshausen;2905;1470;1435;2011;HE
6636006;        Hessisch Lichtenau;12149;6029;6120;2011;HE
6636007;        Meinhard;4784;2349;2435;2011;HE
6636008;        Meißner;3191;1599;1592;2011;HE
6636009;        Neu-Eichenberg;1839;872;967;2011;HE
6636010;        Ringgau;3103;1588;1515;2011;HE
6636011;        Sontra;7780;3863;3917;2011;HE
6636012;        Waldkappel;4654;2310;2344;2011;HE
6636013;        Wanfried;4267;2105;2162;2011;HE
6636014;        Wehretal;5127;2518;2609;2011;HE
6636015;        Weißenborn b Eschwege;1092;531;561;2011;HE
6636016;        Witzenhausen;14913;7181;7732;2011;HE
