Satz-art;Text-kenn-zeichen;Land;RB;Kreis;VB;Gem;Gemeindename;;insgesamt;männlich;weiblich;je km2;plz;Längengrad;Breitengrad;key_travel;Reisegebiete;Schlüssel;Grad der Verstädterung
60;64;1;0;51;5172;82;Nordhastedt;26,56; 2 784; 1 387; 1 397;105;25785;9,182991;54,17205;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5172;87;Ostrohe;6,67;934;470;464;140;25746;9,130804;54,214;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
60;64;1;0;51;5172;107;Stelle-Wittenwurth;10,71;428;194;234;40;25795;9,061114;54,262554;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5172;113;Wöhrden;21,77; 1 262;640;622;58;25797;8,994508;54,165463;F01;Nordsee;3;gering besiedelt
60;64;1;0;51;5172;122;Weddingstedt;17,79; 2 279; 1 122; 1 157;128;25795;9,088863;54,239275;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5172;130;Wesseln;3,76; 1 417;708;709;377;25746;9,075443;54,208327;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
50;51;1;0;51;5175;;Mitteldithmarschen;;;;;;;;;;;;
60;64;1;0;51;5175;1;Albersdorf;17,12; 3 470; 1 679; 1 791;203;25767;9,283995;54,146557;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5175;2;Arkebek;6,92;219;110;109;32;25767;9,250325;54,159662;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5175;4;Bargenstedt;11,9;943;451;492;79;25704;9,144199;54,095594;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5175;6;Barlt;22,88;798;401;397;35;25719;9,058002;54,012444;F01;Nordsee;3;gering besiedelt
60;64;1;0;51;5175;15;Bunsoh;11,75;796;399;397;68;25767;9,320225;54,165522;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5175;17;Busenwurth;10,09;298;160;138;30;25719;9,04131;54,041612;F01;Nordsee;3;gering besiedelt
60;64;1;0;51;5175;27;Elpersbüttel;30,17;857;440;417;28;25704;9,047156;54,072963;F01;Nordsee;3;gering besiedelt
60;64;1;0;51;5175;28;Epenwöhrden;13,52;775;382;393;57;25704;9,052894;54,112805;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5175;39;Gudendorf;6,04;388;194;194;64;25693;9,1082;54,024745;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5175;54;Immenstedt;3,09;107;48;59;35;25767;9,299737;54,180686;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5175;63;Krumstedt;15,89;502;249;253;32;25727;9,177954;54,068684;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;63;1;0;51;5175;74;Meldorf, Stadt;21,25; 7 216; 3 458; 3 758;340;25704;9,068784;54,090945;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
60;64;1;0;51;5175;78;Nindorf;8,73; 1 163;583;580;133;25704;9,114943;54,086722;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
60;64;1;0;51;5175;83;Odderade;11,26;326;172;154;29;25785;9,190795;54,139384;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5175;85;Offenbüttel;13,95;263;132;131;19;25767;9,358039;54,169258;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5175;86;Osterrade;17,09;412;209;203;24;25767;9,353264;54,190212;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5175;98;Sarzbüttel;13,39;710;353;357;53;25785;9,184289;54,118971;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5175;99;Schafstedt;18,16; 1 279;647;632;70;25725;9,293675;54,079915;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5175;104;Schrum;5;71;38;33;14;25782;9,251667;54,187229;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5175;126;Wennbüttel;4,59;87;39;48;19;25767;9,32237;54,137969;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5175;134;Windbergen;17,31;808;414;394;47;25729;9,117929;54,044949;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5175;135;Wolmersdorf;6,1;333;171;162;55;25704;9,103978;54,077114;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5175;137;Nordermeldorf;34,1;587;302;285;17;25704;9,013655;54,104638;F01;Nordsee;3;gering besiedelt
60;64;1;0;51;5175;138;Tensbüttel-Röst;19,36;649;316;333;34;25767;9,237322;54,116572;F04;übrig. Schleswig-Holstein;3;gering besiedelt
50;51;1;0;51;5178;;Büsum-Wesselburen;;;;;;;;;;;;
60;64;1;0;51;5178;13;Büsum;8,48; 4 733; 2 201; 2 532;558;25761;8,860613;54,129253;F01;Nordsee;3;gering besiedelt
60;64;1;0;51;5178;14;Büsumer Deichhausen;2,87;355;163;192;124;25761;8,890088;54,136175;F01;Nordsee;3;gering besiedelt
60;64;1;0;51;5178;33;Friedrichsgabekoog;8,62;52;28;24;6;25764;8,941082;54,157516;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5178;43;Hedwigenkoog;16,36;236;108;128;14;25761;8,840953;54,177985;F01;Nordsee;3;gering besiedelt
60;64;1;0;51;5178;45;Hellschen-Heringsand-Unterschaar;7,02;169;87;82;24;25764;8,872882;54,194536;F01;Nordsee;3;gering besiedelt
60;64;1;0;51;5178;50;Hillgroven;3,6;75;45;30;21;25764;8,874901;54,227921;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5178;79;Norddeich;6,9;412;214;198;60;25764;8,899964;54,218058;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5178;84;Oesterdeichstrich;4,63;275;142;133;59;25761;8,900566;54,158891;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5178;93;Reinsbüttel;6,83;441;220;221;65;25764;8,911057;54,179073;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5178;105;Schülp;9,27;426;219;207;46;25764;8,929943;54,241971;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5178;108;Strübbel;4,4;82;38;44;19;25792;8,971812;54,260389;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5178;109;Süderdeich;6,64;467;220;247;70;25764;8,91131;54,201711;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5178;121;Warwerort;4,57;250;137;113;55;25761;8,921723;54,141177;F01;Nordsee;3;gering besiedelt
60;63;1;0;51;5178;127;Wesselburen, Stadt;5,14; 3 004; 1 436; 1 568;584;25764;8,920686;54,212159;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5178;128;Wesselburener Deichhausen;5,07;115;59;56;23;25764;8,937237;54,174947;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;51;5178;129;Wesselburenerkoog;21,89;173;86;87;8;25764;8,876161;54,239245;F01;Nordsee;3;gering besiedelt
60;64;1;0;51;5178;132;Westerdeichstrich;7,49;848;409;439;113;25761;8,863517;54,162006;F01;Nordsee;3;gering besiedelt
60;64;1;0;51;5178;140;Oesterwurth;14,19;259;137;122;18;25764;8,976801;54,210346;F04;übrig. Schleswig-Holstein;3;gering besiedelt
40;43;1;0;53;;;Herzogtum Lauenburg;;;;;;;;;;;;
50;50;1;0;53;32;;Geesthacht, Stadt;;;;;;;;;;;;
60;63;1;0;53;32;32;Geesthacht, Stadt;33,19; 29 676; 14 432; 15 244;894;21502;10,371623;53,433385;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
50;50;1;0;53;83;;Lauenburg/ Elbe, Stadt;;;;;;;;;;;;
60;63;1;0;53;83;83;Lauenburg/ Elbe, Stadt;9,54; 11 277; 5 632; 5 645; 1 182;21481;10,554267;53,374189;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
50;50;1;0;53;90;;Mölln, Stadt;;;;;;;;;;;;
60;63;1;0;53;90;90;Mölln, Stadt;25,05; 18 622; 8 819; 9 803;743;23879;10,691022;53,629521;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
50;50;1;0;53;100;;Ratzeburg, Stadt;;;;;;;;;;;;
60;63;1;0;53;100;100;Ratzeburg, Stadt;30,29; 14 104; 6 616; 7 488;466;23909;10,774492;53,699024;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
50;50;1;0;53;116;;Schwarzenbek, Stadt;;;;;;;;;;;;
60;63;1;0;53;116;116;Schwarzenbek, Stadt;11,56; 15 523; 7 614; 7 909; 1 343;21493;10,477663;53,502645;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
50;50;1;0;53;129;;Wentorf bei Hamburg;;;;;;;;;;;;
60;64;1;0;53;129;129;Wentorf bei Hamburg;6,87; 12 221; 5 928; 6 293; 1 779;21465;10,2519;53,491012;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
50;51;1;0;53;5308;;Berkenthin;;;;;;;;;;;;
60;64;1;0;53;5308;8;Behlendorf;10,26;398;195;203;39;23919;10,667846;53,699475;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5308;9;Berkenthin;10,25; 2 037; 1 012; 1 025;199;23919;10,638297;53,734569;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5308;11;Bliestorf;10,35;641;303;338;62;23847;10,602527;53,768797;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5308;24;Düchelsdorf;3,01;164;87;77;54;23847;10,580373;53,737072;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5308;34;Göldenitz;5,15;237;117;120;46;23919;10,631501;53,722025;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5308;61;Kastorf;6,9; 1 159;586;573;168;23847;10,570134;53,748875;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5308;67;Klempau;10,07;611;322;289;61;23628;10,660387;53,762851;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5308;75;Krummesse;3,35; 1 771;830;941;529;23628;10,641961;53,780123;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5308;94;Niendorf bei Berkenthin;3,99;203;100;103;51;23919;10,626158;53,702417;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5308;103;Rondeshagen;9,51;830;407;423;87;23919;10,629717;53,753642;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5308;120;Sierksrade;4;381;199;182;95;23847;10,600344;53,736555;F04;übrig. Schleswig-Holstein;3;gering besiedelt
50;51;1;0;53;5313;;Breitenfelde;;;;;;;;;;;;
60;64;1;0;53;5313;2;Alt Mölln;6,44;890;437;453;138;23881;10,658165;53,622775;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
60;64;1;0;53;5313;5;Bälau;6,5;228;108;120;35;23881;10,621739;53,616381;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5313;13;Borstorf;8,65;269;132;137;31;23881;10,564234;53,613074;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5313;14;Breitenfelde;12,54; 1 904;956;948;152;23881;10,632977;53,605112;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
60;64;1;0;53;5313;37;Grambek;12,66;427;204;223;34;23883;10,68068;53,574025;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5313;56;Hornbek;5,89;185;94;91;31;21514;10,648548;53,5589;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5313;84;Lehmrade;11,4;486;237;249;43;23883;10,752721;53,5947;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5313;95;Niendorf/ Stecknitz;8,41;641;318;323;76;23881;10,609244;53,587228;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5313;113;Schretstaken;8,47;511;263;248;60;21493;10,554081;53,58907;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5313;125;Talkau;4,88;513;257;256;105;21493;10,569209;53,577157;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5313;134;Woltersdorf;7,9;302;157;145;38;21516;10,639912;53,5768;F04;übrig. Schleswig-Holstein;3;gering besiedelt
50;51;1;0;53;5318;;Büchen;;;;;;;;;;;;
60;64;1;0;53;5318;10;Besenthal;12,65;84;47;37;7;23899;10,743239;53,530139;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;15;Bröthen;10,69;276;140;136;26;21514;10,667504;53,480409;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;20;Büchen;16,85; 5 698; 2 776; 2 922;338;21514;10,616482;53,480926;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;29;Fitzen;9,11;349;182;167;38;21514;10,64667;53,493942;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;35;Göttin;5,21;56;30;26;11;21514;10,70332;53,533922;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;46;Gudow;42,26; 1 633;817;816;39;23899;10,77219;53,555336;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;48;Güster;7,78; 1 250;627;623;161;21514;10,680583;53,53952;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;64;Klein Pampau;4,17;641;328;313;154;21514;10,586656;53,512681;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;80;Langenlehsten;23,37;151;78;73;6;21514;10,740373;53,499816;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;92;Müssen;11,46; 1 038;513;525;91;21516;10,562042;53,494949;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;104;Roseburg;16,23;520;259;261;32;21514;10,625016;53,531303;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;115;Schulendorf;11,39;452;227;225;40;21516;10,561815;53,47331;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;119;Siebeneichen;4,68;258;126;132;55;21514;10,618693;53,510828;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;126;Tramm;6,75;355;176;179;53;21516;10,614693;53,563231;F04;übrig. Schleswig-Holstein;3;gering besiedelt
60;64;1;0;53;5318;132;Witzeeze;10,46;871;386;485;83;21514;10,610144;53,452652;F04;übrig. Schleswig-Holstein;3;gering besiedelt
50;51;1;0;53;5323;;Hohe Elbgeest;;;;;;;;;;;;
60;64;1;0;53;5323;3;Aumühle;3,48; 3 178; 1 496; 1 682;913;21521;10,31337;53,528449;F04;übrig. Schleswig-Holstein;2;mittlere Besiedlungsdichte
