,city,date,background,law,suspects,crime,party,state,plz,city_id,insgesamt,cycle_1,cycle_2_x,cycle_3_x,crime_count,Anzahl Bewerber,Prozent Frauen,darunter Frauen,year,Land,city_id_bb,cycle_2_y,cycle_3_y,crime_count_party_lr,crime_count_party,crime_count_lr,crime_count_city,party_lr,p_female,Bewerber_city,Frauen_city,bewerber_hit_by_lr,fem_hit_by_lr,bewerber_party_hit_by_lr,fem_party_hit_by_lr,p_female_lr,p_female_city,p_female_party_lr,p_female_diff,p_female_city_diff,p_female_lr_diff,p_female_party_lr_diff,county,index,pop,female,size,share_fem,density,degree_urban,day
3880,Mogglingen,,,,,,AfD,BW,73563.0,8136043.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,28.0,10.0,0.0,0.0,0.0,0.0,,0.35714285714285715,,,-0.15714285714285714,,,Ostalbkreis,3014.0,4212.0,2144.0,10.27,1.9645522388059702,410.0,1.0,
3886,Mutlangen,,,,,,AfD,BW,73557.0,8136044.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,28.0,11.0,0.0,0.0,0.0,0.0,,0.39285714285714285,,,0.01785714285714285,,,Ostalbkreis,3011.0,6701.0,3422.0,8.79,1.9582115721800117,762.0,2.0,
3892,Mutlangen,,,,,,AfD,BW,73557.0,8136044.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,24.0,9.0,0.0,0.0,0.0,0.0,,0.375,,,0.01785714285714285,,,Ostalbkreis,3010.0,6580.0,3362.0,8.78,1.9571683521713266,749.0,2.0,
3898,Neresheim,,,,,,AfD,BW,73450.0,8136045.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,36.0,11.0,0.0,0.0,0.0,0.0,,0.3055555555555556,,,-0.06481481481481477,,,Ostalbkreis,2961.0,7940.0,3840.0,118.51,2.0677083333333335,67.0,1.0,
3904,Neresheim,,,,,,AfD,BW,73450.0,8136045.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,27.0,10.0,0.0,0.0,0.0,0.0,,0.37037037037037035,,,-0.06481481481481477,,,Ostalbkreis,2960.0,7912.0,3852.0,118.52,2.0539979231568015,67.0,1.0,
3910,Neuler,,,,,,AfD,BW,73491.0,8136046.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Ostalbkreis,2987.0,3196.0,1575.0,36.27,2.029206349206349,88.0,1.0,
3916,Obergroningen,,,,,,AfD,BW,73569.0,8136049.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Ostalbkreis,3023.0,2228.0,1115.0,26.14,1.9982062780269059,82.5,1.0,
3922,Oberkochen,,,,,,AfD,BW,73447.0,8136050.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,54.0,14.0,0.0,0.0,0.0,0.0,,0.25925925925925924,,,-0.07407407407407407,,,Ostalbkreis,2959.0,7890.0,3921.0,23.55,2.012241775057383,335.0,2.0,
3928,Oberkochen,,,,,,AfD,BW,73447.0,8136050.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,54.0,18.0,0.0,0.0,0.0,0.0,,0.3333333333333333,,,-0.07407407407407407,,,Ostalbkreis,2958.0,7814.0,3965.0,23.57,1.9707440100882725,332.0,2.0,
3934,Rosenberg,,,,,,AfD,BW,73494.0,8136060.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Ostalbkreis,2991.0,2653.0,1281.0,41.02,2.07103825136612,65.0,1.0,
3940,Rosenberg,,,,,,AfD,BW,73494.0,8136060.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Ostalbkreis,2990.0,2637.0,1273.0,41.02,2.0714846818538883,64.0,1.0,
3946,Ruppertshofen,,,,,,AfD,BW,73577.0,8136061.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Ostalbkreis,3033.0,1884.0,910.0,14.21,2.0703296703296705,133.0,1.0,
3952,Ruppertshofen,,,,,,AfD,BW,73577.0,8136061.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Ostalbkreis,3032.0,1814.0,861.0,14.22,2.1068524970963995,128.0,1.0,
3958,Schechingen,,,,,,AfD,BW,73579.0,8136062.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Ostalbkreis,3035.0,2233.0,1140.0,11.87,1.9587719298245614,188.0,1.0,
3964,Schwabisch Gmund,2019-11-17,Links,86a StGB,0.0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,AfD,BW,73525.0,8136065.0,61137.0,2019.0,2019.0,2019.0,1.0,0.0,0.0,0.0,2019.0,8.0,,2019.0,2019.0,1.0,1.0,1.0,2.0,right,,165.0,56.0,0.0,0.0,0.0,0.0,,0.3393939393939394,,,-0.008167036215816659,,,Ostalbkreis,2999.0,61137.0,31246.0,113.78,1.956634449209499,537.0,2.0,6.0
3970,Schwabisch Gmund,2019-04-24,Nicht zuzuordnen,303 StGB,0.0,Sachbeschadigung,AfD,BW,73525.0,8136065.0,61137.0,2014.0,2014.0,2019.0,1.0,0.0,0.0,0.0,2019.0,8.0,,2014.0,2014.0,1.0,2.0,0.0,2.0,right,,164.0,57.0,0.0,0.0,0.0,0.0,,0.3475609756097561,,,-0.008167036215816659,,,Ostalbkreis,2998.0,59166.0,30362.0,113.78,1.9486858573216521,520.0,2.0,2.0
3977,Spraitbach,,,,,,AfD,BW,73565.0,8136066.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,12.0,6.0,0.0,0.0,0.0,0.0,,0.5,,,0.2,,,Ostalbkreis,3017.0,3325.0,1690.0,12.39,1.967455621301775,268.0,1.0,
3983,Spraitbach,,,,,,AfD,BW,73565.0,8136066.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,10.0,3.0,0.0,0.0,0.0,0.0,,0.3,,,0.2,,,Ostalbkreis,3016.0,3270.0,1666.0,12.39,1.9627851140456183,264.0,1.0,
3989,Stodtlen,,,,,,AfD,BW,73495.0,8136068.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,6.0,2.0,0.0,0.0,0.0,0.0,,0.3333333333333333,,,0.1515151515151515,,,Ostalbkreis,2993.0,1872.0,949.0,31.18,1.9726027397260273,60.0,1.0,
3995,Stodtlen,,,,,,AfD,BW,73495.0,8136068.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,11.0,2.0,0.0,0.0,0.0,0.0,,0.18181818181818182,,,0.1515151515151515,,,Ostalbkreis,2992.0,1883.0,956.0,31.19,1.9696652719665273,60.0,1.0,
4001,Taferrot,,,,,,AfD,BW,73527.0,8136070.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Ostalbkreis,3001.0,1008.0,501.0,12.01,2.0119760479041915,84.0,1.0,
4007,Taferrot,,,,,,AfD,BW,73527.0,8136070.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Ostalbkreis,3000.0,1001.0,492.0,12.0,2.0345528455284554,83.0,1.0,
4013,Tannhausen,,,,,,AfD,BW,73497.0,8136071.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Ostalbkreis,2995.0,1789.0,917.0,17.74,1.95092693565976,101.0,1.0,
4019,Tannhausen,,,,,,AfD,BW,73497.0,8136071.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Ostalbkreis,2994.0,1837.0,942.0,17.74,1.9501061571125264,104.0,1.0,
4025,Unterschneidheim,,,,,,AfD,BW,73485.0,8136075.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,20.0,4.0,0.0,0.0,0.0,0.0,,0.2,,,0.018181818181818188,,,Ostalbkreis,2979.0,4755.0,2292.0,68.07,2.074607329842932,70.0,1.0,
4031,Unterschneidheim,,,,,,AfD,BW,73485.0,8136075.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,11.0,2.0,0.0,0.0,0.0,0.0,,0.18181818181818182,,,0.018181818181818188,,,Ostalbkreis,2978.0,4552.0,2192.0,68.07,2.076642335766423,67.0,1.0,
4037,Waldstetten,,,,,,AfD,BW,73550.0,8136079.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,18.0,7.0,0.0,0.0,0.0,0.0,,0.3888888888888889,,,0.1111111111111111,,,Ostalbkreis,3007.0,7075.0,3602.0,20.96,1.9641865630205442,338.0,2.0,
4043,Waldstetten,,,,,,AfD,BW,73550.0,8136079.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,18.0,5.0,0.0,0.0,0.0,0.0,,0.2777777777777778,,,0.1111111111111111,,,Ostalbkreis,3006.0,7071.0,3576.0,20.95,1.9773489932885906,338.0,2.0,
4049,Westhausen,,,,,,AfD,BW,73463.0,8136082.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Ostalbkreis,2969.0,6057.0,3005.0,38.45,2.0156405990016637,158.0,1.0,
4055,Westhausen,,,,,,AfD,BW,73463.0,8136082.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Ostalbkreis,2968.0,5914.0,2953.0,38.46,2.0027091093802913,154.0,1.0,
4061,Wort,,,,,,AfD,BW,73499.0,8136084.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,8.0,2.0,0.0,0.0,0.0,0.0,,0.25,,,-0.125,,,Ostalbkreis,2997.0,1477.0,704.0,18.17,2.0980113636363638,81.0,1.0,
4067,Wort,,,,,,AfD,BW,73499.0,8136084.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,8.0,3.0,0.0,0.0,0.0,0.0,,0.375,,,-0.125,,,Ostalbkreis,2996.0,1367.0,661.0,18.17,2.0680786686838126,75.0,1.0,
4073,Riesburg,,,,,,AfD,BW,73469.0,8136087.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Ostalbkreis,2975.0,2281.0,1134.0,17.97,2.011463844797178,127.0,1.0,
4079,Riesburg,,,,,,AfD,BW,73469.0,8136087.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Ostalbkreis,2974.0,2272.0,1137.0,17.96,1.9982409850483729,127.0,1.0,
4085,Aalen,,,,,,AfD,BW,73430.0,8136088.0,,2019.0,,,0.0,14.0,14.2857142857143,2.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.14285714285714285,171.0,69.0,0.0,0.0,0.0,0.0,,0.40350877192982454,,,0.012483130904183515,,,Ostalbkreis,2955.0,68393.0,34412.0,146.58,1.9874752993141926,467.0,2.0,
4091,Aalen,,,,,,AfD,BW,73430.0,8136088.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,156.0,61.0,0.0,0.0,0.0,0.0,,0.391025641025641,,,0.012483130904183515,,,Ostalbkreis,2954.0,67079.0,33875.0,146.63,1.9801918819188191,457.0,2.0,
4097,Rainau,,,,,,AfD,BW,73492.0,8136089.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Ostalbkreis,2989.0,3345.0,1611.0,25.47,2.0763500931098697,131.0,1.0,
4103,Rainau,,,,,,AfD,BW,73492.0,8136089.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Ostalbkreis,2988.0,3256.0,1577.0,25.44,2.0646797717184526,128.0,1.0,
4109,Baden-Baden,,,,,,AfD,BW,76530.0,8211000.0,,2019.0,,,0.0,18.0,11.1111111111111,2.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.1111111111111111,181.0,71.0,0.0,0.0,0.0,0.0,,0.39226519337016574,,,0.02351519337016572,,,Baden-Baden,3505.0,55185.0,28663.0,140.19,1.9253043993999233,394.0,2.0,
4115,Baden-Baden,2019-03-30,Links,185 StGB,1.0,Beleidigung,AfD,BW,76530.0,8211000.0,55185.0,2014.0,2014.0,2019.0,1.0,0.0,0.0,0.0,2019.0,8.0,,2014.0,2014.0,1.0,1.0,1.0,1.0,right,,160.0,59.0,0.0,0.0,0.0,0.0,,0.36875,,,0.02351519337016572,,,Baden-Baden,3504.0,53342.0,28165.0,140.21,1.8939108823007278,380.0,2.0,5.0
4121,Karlsruhe,2019-08-15,Nicht zuzuordnen,STGB-303,0.0,Sachbeschadigung,AfD,BW,76124.0,8212000.0,312060.0,2019.0,2019.0,2019.0,1.0,48.0,18.75,9.0,2019.0,8.0,,2019.0,2019.0,2.0,14.0,0.0,19.0,right,0.1875,960.0,251.0,288.0,110.0,96.0,18.0,0.3819444444444444,0.26145833333333335,0.1875,0.020833333333333343,0.034742647058823545,,0.020833333333333343,,3456.0,312060.0,152173.0,173.42,2.050692304153825,1799.0,3.0,3.0
4141,Karlsruhe,2019-04-28,Links,303 StGB,0.0,Sachbeschadigung,AfD,BW,76124.0,8212000.0,312060.0,2014.0,2019.0,2019.0,1.0,48.0,16.6666666666667,8.0,2019.0,8.0,,2014.0,2014.0,37.0,38.0,37.0,53.0,right,0.16666666666666666,2448.0,555.0,1776.0,296.0,1776.0,296.0,0.16666666666666666,0.2267156862745098,0.16666666666666666,0.020833333333333343,0.034742647058823545,0.020833333333333343,0.020833333333333343,,,,,,,,,6.0
4192,Bretten,,,,,,AfD,BW,75015.0,8215007.0,,2019.0,,,0.0,3.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.0,107.0,35.0,0.0,0.0,0.0,0.0,,0.32710280373831774,,,-0.09511941848390448,,,Karlsruhe,3355.0,29566.0,14802.0,71.1,1.9974327793541413,416.0,2.0,
4198,Bretten,,,,,,AfD,BW,75015.0,8215007.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,90.0,38.0,0.0,0.0,0.0,0.0,,0.4222222222222222,,,-0.09511941848390448,,,Karlsruhe,3354.0,28459.0,14344.0,71.11,1.9840351366424986,400.0,2.0,
4204,Bruchsal,,,,,,AfD,BW,76646.0,8215009.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,66.0,19.0,0.0,0.0,0.0,0.0,,0.2878787878787879,,,-0.00841750841750838,,,Karlsruhe,3521.0,44776.0,22303.0,93.04,2.0076222929650718,481.0,2.0,
4210,Bruchsal,2019-04-19,Links,303 StGB,1.0,Sachbeschadigung,AfD,BW,76646.0,8215009.0,44776.0,2014.0,2014.0,2019.0,1.0,4.0,0.0,0.0,2019.0,8.0,,2014.0,2014.0,3.0,3.0,3.0,4.0,right,0.0,81.0,24.0,12.0,0.0,12.0,0.0,0.0,0.2962962962962963,0.0,,-0.00841750841750838,,,Karlsruhe,3520.0,43030.0,21724.0,93.03,1.9807586079911619,463.0,2.0,4.0
4218,Ettlingen,,,,,,AfD,BW,76275.0,8215017.0,,2019.0,,,0.0,7.0,14.2857142857143,1.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.14285714285714285,103.0,40.0,0.0,0.0,0.0,0.0,,0.3883495145631068,,,-0.028317152103559895,,,Karlsruhe,3459.0,39373.0,20207.0,56.75,1.9484831988914733,694.0,2.0,
4224,Ettlingen,,,,,,AfD,BW,76275.0,8215017.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,96.0,40.0,0.0,0.0,0.0,0.0,,0.4166666666666667,,,-0.028317152103559895,,,Karlsruhe,3458.0,38861.0,19960.0,56.74,1.9469438877755512,685.0,2.0,
4230,Forst,,,,,,AfD,BW,76694.0,8215021.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,41.0,18.0,0.0,0.0,0.0,0.0,,0.43902439024390244,,,0.050135501355013545,,,Karlsruhe,3533.0,8092.0,4019.0,11.46,2.0134361781537695,706.0,2.0,
4236,Forst,2019-03-08,Links,STGB-243,0.0,Besonders schwerer Fall ddes Diebstahls,AfD,BW,76694.0,8215021.0,8092.0,2014.0,2014.0,2019.0,1.0,0.0,0.0,0.0,2019.0,8.0,,2014.0,2014.0,5.0,5.0,5.0,5.0,right,,36.0,14.0,0.0,0.0,0.0,0.0,,0.3888888888888889,,,0.050135501355013545,,,Karlsruhe,3532.0,7937.0,3940.0,11.46,2.014467005076142,693.0,2.0,4.0
4246,Gondelsheim,,,,,,AfD,BW,75053.0,8215025.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,42.0,17.0,0.0,0.0,0.0,0.0,,0.40476190476190477,,,0.05860805860805862,,,Karlsruhe,3365.0,4023.0,1988.0,14.86,2.02364185110664,271.0,2.0,
4252,Gondelsheim,,,,,,AfD,BW,75053.0,8215025.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,26.0,9.0,0.0,0.0,0.0,0.0,,0.34615384615384615,,,0.05860805860805862,,,Karlsruhe,3364.0,3661.0,1821.0,14.86,2.0104338275672706,246.0,2.0,
4258,Hambrucken,,,,,,AfD,BW,76707.0,8215029.0,,2019.0,,,0.0,1.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.0,27.0,4.0,0.0,0.0,0.0,0.0,,0.14814814814814814,,,-0.1732804232804233,,,Karlsruhe,3541.0,5578.0,2814.0,10.98,1.9822316986496091,508.0,2.0,
4264,Hambrucken,,,,,,AfD,BW,76707.0,8215029.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,28.0,9.0,0.0,0.0,0.0,0.0,,0.32142857142857145,,,-0.1732804232804233,,,Karlsruhe,3540.0,5498.0,2760.0,10.97,1.9920289855072464,501.0,2.0,
4270,Kronau,,,,,,AfD,BW,76709.0,8215039.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,28.0,6.0,0.0,0.0,0.0,0.0,,0.21428571428571427,,,-0.10714285714285718,,,Karlsruhe,3543.0,5880.0,2975.0,10.9,1.9764705882352942,539.0,2.0,
4276,Kronau,,,,,,AfD,BW,76709.0,8215039.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,28.0,9.0,0.0,0.0,0.0,0.0,,0.32142857142857145,,,-0.10714285714285718,,,Karlsruhe,3542.0,5535.0,2779.0,10.91,1.991723641597697,507.0,2.0,
4282,Kurnbach,,,,,,AfD,BW,75057.0,8215040.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Karlsruhe,3369.0,2390.0,1176.0,12.66,2.0323129251700682,189.0,1.0,
4288,Kurnbach,,,,,,AfD,BW,75057.0,8215040.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Karlsruhe,3368.0,2287.0,1155.0,12.67,1.9800865800865801,181.0,1.0,
4294,Malsch,,,,,,AfD,BW,76316.0,8215046.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,66.0,21.0,0.0,0.0,0.0,0.0,,0.3181818181818182,,,0.11818181818181817,,,Karlsruhe,3467.0,14656.0,7178.0,51.24,2.041794371691279,286.0,2.0,
4300,Malsch,,,,,,AfD,BW,76316.0,8215046.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,50.0,10.0,0.0,0.0,0.0,0.0,,0.2,,,0.11818181818181817,,,Karlsruhe,3466.0,14023.0,7018.0,51.24,1.9981476204046738,274.0,2.0,
4306,Marxzell,,,,,,AfD,BW,76359.0,8215047.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,Karlsruhe,3481.0,4964.0,2471.0,34.92,2.008903278025091,142.0,1.0,
4312,Marxzell,,,,,,AfD,BW,76359.0,8215047.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,12.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,Karlsruhe,3480.0,5047.0,2506.0,34.92,2.0139664804469275,145.0,1.0,
4318,Oberderdingen,,,,,,AfD,BW,75038.0,8215059.0,,2019.0,,,0.0,3.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.0,64.0,18.0,0.0,0.0,0.0,0.0,,0.28125,,,0.03125,,,Karlsruhe,3359.0,11119.0,5648.0,33.57,1.9686614730878187,331.0,2.0,
4324,Oberderdingen,,,,,,AfD,BW,75038.0,8215059.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,48.0,12.0,0.0,0.0,0.0,0.0,,0.25,,,0.03125,,,Karlsruhe,3358.0,10426.0,5261.0,33.57,1.9817525185325984,311.0,1.0,
4330,Ostringen,,,,,,AfD,BW,76684.0,8215064.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,59.0,19.0,0.0,0.0,0.0,0.0,,0.3220338983050847,,,0.08290346352247602,,,Karlsruhe,3529.0,12917.0,6334.0,53.28,2.0393116514051153,242.0,2.0,
4336,Ostringen,,,,,,AfD,BW,76684.0,8215064.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,46.0,11.0,0.0,0.0,0.0,0.0,,0.2391304347826087,,,0.08290346352247602,,,Karlsruhe,3528.0,12562.0,6229.0,53.23,2.016696098892278,236.0,1.0,
4342,Philippsburg,,,,,,AfD,BW,76661.0,8215066.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,31.0,10.0,0.0,0.0,0.0,0.0,,0.3225806451612903,,,0.004398826979472137,,,Karlsruhe,3523.0,13627.0,6629.0,50.54,2.055664504450143,270.0,2.0,
4348,Philippsburg,,,,,,AfD,BW,76661.0,8215066.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,44.0,14.0,0.0,0.0,0.0,0.0,,0.3181818181818182,,,0.004398826979472137,,,Karlsruhe,3522.0,12664.0,6253.0,50.56,2.0252678714217174,250.0,1.0,
4354,Sulzfeld,,,,,,AfD,BW,75056.0,8215082.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,26.0,8.0,0.0,0.0,0.0,0.0,,0.3076923076923077,,,0.3333333333333333,,,Karlsruhe,3367.0,4814.0,2391.0,18.75,2.013383521539105,257.0,1.0,
4360,Sulzfeld,,,,,,AfD,BW,75056.0,8215082.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,42.0,8.0,0.0,0.0,0.0,0.0,,0.19047619047619047,,,0.3333333333333333,,,Karlsruhe,3366.0,4669.0,2322.0,18.76,2.0107665805340225,249.0,1.0,
4366,Ubstadt-Weiher,,,,,,AfD,BW,76698.0,8215084.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,33.0,9.0,0.0,0.0,0.0,0.0,,0.2727272727272727,,,0.06684491978609625,,,Karlsruhe,3535.0,13131.0,6531.0,36.49,2.0105649977032614,360.0,2.0,
4372,Ubstadt-Weiher,,,,,,AfD,BW,76698.0,8215084.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,34.0,7.0,0.0,0.0,0.0,0.0,,0.20588235294117646,,,0.06684491978609625,,,Karlsruhe,3534.0,12966.0,6485.0,36.5,1.9993831919814957,355.0,2.0,
4378,Walzbachtal,,,,,,AfD,BW,75045.0,8215089.0,,2019.0,,,0.0,0.0,0.0,0.0,,8.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,,60.0,17.0,0.0,0.0,0.0,0.0,,0.2833333333333333,,,-0.02814207650273226,,,Karlsruhe,3361.0,9834.0,4966.0,36.68,1.9802658074909383,268.0,2.0,
4384,Walzbachtal,,,,,,AfD,BW,75045.0,8215089.0,,2014.0,,,0.0,0.0,0.0,0.0,,8.0,,2014.0,2014.0,0.0,0.0,0.0,0.0,right,,61.0,19.0,0.0,0.0,0.0,0.0,,0.3114754098360656,,,-0.02814207650273226,,,Karlsruhe,3360.0,9483.0,4814.0,36.69,1.9698795180722892,258.0,1.0,
