,city,date,background,law,suspects,crime,party,state,plz,city_id,insgesamt,cycle_1,cycle_2_x,cycle_3_x,crime_count,Anzahl Bewerber,Prozent Frauen,darunter Frauen,year,Land,city_id_bb,cycle_2_y,cycle_3_y,crime_count_party_lr,crime_count_party,crime_count_lr,crime_count_city,party_lr,p_female,Bewerber_city,Frauen_city,bewerber_hit_by_lr,fem_hit_by_lr,bewerber_party_hit_by_lr,fem_party_hit_by_lr,p_female_lr,p_female_city,p_female_party_lr,p_female_diff,p_female_city_diff,p_female_lr_diff,p_female_party_lr_diff,county,index,pop,female,size,share_fem,density,degree_urban,day
16725,Regis-Breitingen,,,,,,FDP,SN,4565.0,14729360.0,,2019.0,,,0.0,4.0,25.0,1.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.25,18.0,5.0,0.0,0.0,0.0,0.0,,0.2777777777777778,,0.125,0.05555555555555558,,,Leipzig,280.0,3897.0,1926.0,26.37,2.0233644859813085,148.0,1.0,
16730,Rotha,,,,,,CDU,SN,4571.0,14729370.0,,2019.0,,,0.0,10.0,20.0,2.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.2,23.0,6.0,0.0,0.0,0.0,0.0,,0.2608695652173913,,-0.0727272727272727,0.010869565217391297,,,Leipzig,284.0,6128.0,3017.0,46.15,2.031156778256546,133.0,2.0,
16734,Thallwitz,,,,,,CDU,SN,4808.0,14729380.0,,2019.0,,,0.0,3.0,0.0,0.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,Leipzig,341.0,25816.0,13149.0,233.28,1.9633432200167313,118.66666666666667,1.0,
16737,Trebsen/Mulde,,,,,,CDU,SN,4687.0,14729400.0,,2019.0,,,0.0,7.0,14.285714285714285,1.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.14285714285714285,11.0,2.0,0.0,0.0,0.0,0.0,,0.18181818181818182,,0.14285714285714285,0.0984848484848485,,,Leipzig,319.0,3817.0,1906.0,35.06,2.002623294858342,109.0,1.0,
16740,Wurzen,2019-07-26,Nicht zuzuordnen,STGB-303,0.0,Sachbeschadigung,CDU,SN,4808.0,14729410.0,16209.0,2019.0,2019.0,2019.0,1.0,21.0,33.33333333333333,7.0,2019.0,14.0,,2019.0,2019.0,3.0,3.0,0.0,9.0,right,0.3333333333333333,121.0,42.0,63.0,21.0,63.0,21.0,0.3333333333333333,0.34710743801652894,0.3333333333333333,0.033333333333333326,0.010265332753371048,,,Leipzig,341.0,25816.0,13149.0,233.28,1.9633432200167313,118.66666666666667,1.0,4.0
16751,Zwenkau,,,,,,CDU,SN,4442.0,14729430.0,,2019.0,,,0.0,26.0,19.230769230769237,5.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,2.0,right,0.19230769230769232,37.0,9.0,0.0,0.0,0.0,0.0,,0.24324324324324326,,0.06730769230769232,0.06324324324324326,,,Leipzig,262.0,9280.0,4720.0,46.29,1.9661016949152543,200.0,2.0,
16755,Nordsachsen,,,,,,CDU,SN,,14730.0,,2019.0,,,0.0,349.0,19.77077363896848,69.0,,,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.1977077363896848,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.006403388563597845,,,,,,,,,,,,
16761,Arzberg,,,,,,CDU,SN,4886.0,14730010.0,,2019.0,,,0.0,4.0,0.0,0.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.0,5.0,1.0,0.0,0.0,0.0,0.0,,0.2,,0.0,0.1090909090909091,,,Nordsachsen,361.0,6033.0,2951.0,151.87,2.0443917316164013,38.5,1.0,
16763,Bad Duben,2019-06-05,Nicht zuzuordnen,303 StGB,0.0,Sachbeschadigung,CDU,SN,4849.0,14730020.0,7830.0,2019.0,2019.0,2019.0,1.0,11.0,9.090909090909092,1.0,2019.0,14.0,,2019.0,2019.0,1.0,1.0,0.0,5.0,right,0.09090909090909091,23.0,3.0,11.0,1.0,11.0,1.0,0.09090909090909091,0.13043478260869565,0.09090909090909091,0.09090909090909091,-0.16956521739130434,,,Nordsachsen,351.0,7830.0,4101.0,45.81,1.9092904169714704,171.0,2.0,2.0
16766,Beilrode,,,,,,CDU,SN,4886.0,14730030.0,,2019.0,,,0.0,7.0,14.285714285714285,1.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.14285714285714285,12.0,4.0,0.0,0.0,0.0,0.0,,0.3333333333333333,,-0.023809523809523808,-0.03508771929824561,,,Nordsachsen,361.0,6033.0,2951.0,151.87,2.0443917316164013,38.5,1.0,
16770,Belgern-Schildau,,,,,,CDU,SN,4874.0,14730045.0,,2019.0,,,0.0,10.0,10.0,1.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.1,18.0,3.0,0.0,0.0,0.0,0.0,,0.16666666666666666,,-0.05384615384615385,-0.020833333333333343,,,Nordsachsen,357.0,7719.0,3883.0,158.98,1.9878959567344836,49.0,1.0,
16774,Cavertitz,,,,,,CDU,SN,4758.0,14730050.0,,2019.0,,,0.0,9.0,33.33333333333333,3.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.3333333333333333,13.0,5.0,0.0,0.0,0.0,0.0,,0.38461538461538464,,0.047619047619047616,0.18461538461538463,,,Nordsachsen,333.0,21534.0,10869.0,230.2,1.9812310240132487,97.5,1.0,
16776,Dahlen,,,,,,CDU,SN,4774.0,14730060.0,,2019.0,,,0.0,3.0,0.0,0.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.0,5.0,1.0,0.0,0.0,0.0,0.0,,0.2,,0.0,-0.2,,,Nordsachsen,337.0,4245.0,2179.0,71.87,1.948141349242772,59.0,1.0,
16778,Delitzsch,2019-11-08,Nicht zuzuordnen,STG B-303,0.0,Sachbeschadigung,CDU,SN,4509.0,14730070.0,24823.0,2019.0,2019.0,2019.0,1.0,45.0,24.444444444444443,11.0,2019.0,14.0,,2019.0,2019.0,1.0,1.0,0.0,13.0,right,0.24444444444444444,271.0,68.0,258.0,63.0,45.0,11.0,0.2441860465116279,0.25092250922509224,0.24444444444444444,0.08315412186379928,-0.055744157441574405,,,Nordsachsen,268.0,38760.0,19521.0,311.48,1.9855540187490395,109.0,1.0,4.0
16789,Doberschutz,,,,,,CDU,SN,4838.0,14730080.0,,2019.0,,,0.0,7.0,0.0,0.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,Nordsachsen,349.0,29234.0,14850.0,348.84000000000003,1.9686195286195287,104.2,1.0,
16792,Dommitzsch,,,,,,CDU,SN,4880.0,14730090.0,,2019.0,,,0.0,7.0,28.57142857142857,2.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.2857142857142857,17.0,2.0,0.0,0.0,0.0,0.0,,0.11764705882352941,,0.0,-0.1045751633986928,,,Nordsachsen,359.0,5095.0,2566.0,147.02,1.9855806703039751,45.0,1.0,
16797,Dreiheide,,,,,,CDU,SN,4860.0,14730100.0,,2019.0,,,0.0,8.0,12.5,1.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.125,13.0,1.0,0.0,0.0,0.0,0.0,,0.07692307692307693,,0.024999999999999994,-0.07692307692307693,,,Nordsachsen,353.0,21985.0,11076.0,136.43,1.9849223546406645,128.0,2.0,
16799,Eilenburg,,,,,,CDU,SN,4838.0,14730110.0,,2019.0,,,0.0,9.0,22.22222222222222,2.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,1.0,right,0.2222222222222222,39.0,9.0,0.0,0.0,0.0,0.0,,0.23076923076923078,,0.08888888888888888,-0.023468057366362427,,,Nordsachsen,349.0,29234.0,14850.0,348.84000000000003,1.9686195286195287,104.2,1.0,
16804,Elsnig,,,,,,CDU,SN,4880.0,14730120.0,,2019.0,,,0.0,8.0,0.0,0.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.0,23.0,3.0,0.0,0.0,0.0,0.0,,0.13043478260869565,,-0.2,-0.03623188405797101,,,Nordsachsen,359.0,5095.0,2566.0,147.02,1.9855806703039751,45.0,1.0,
16807,Jesewitz,,,,,,CDU,SN,4838.0,14730140.0,,2019.0,,,0.0,2.0,50.0,1.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.5,2.0,1.0,0.0,0.0,0.0,0.0,,0.5,,-0.5,-0.5,,,Nordsachsen,349.0,29234.0,14850.0,348.84000000000003,1.9686195286195287,104.2,1.0,
16808,Krostitz,,,,,,CDU,SN,4509.0,14730150.0,,2019.0,,,0.0,20.0,20.0,4.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.2,31.0,9.0,0.0,0.0,0.0,0.0,,0.2903225806451613,,-0.1333333333333333,-0.168010752688172,,,Nordsachsen,268.0,38760.0,19521.0,311.48,1.9855540187490395,109.0,1.0,
16812,Laussig,,,,,,CDU,SN,4838.0,14730160.0,,2019.0,,,0.0,4.0,0.0,0.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,-0.1,,,Nordsachsen,349.0,29234.0,14850.0,348.84000000000003,1.9686195286195287,104.2,1.0,
16815,Liebschutzberg,,,,,,CDU,SN,4758.0,14730170.0,,2019.0,,,0.0,8.0,0.0,0.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,0.0,,-0.09090909090909091,-0.15384615384615385,,,Nordsachsen,333.0,21534.0,10869.0,230.2,1.9812310240132487,97.5,1.0,
16817,Lobnitz,,,,,,CDU,SN,4509.0,14730180.0,,2019.0,,,0.0,15.0,26.666666666666668,4.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.26666666666666666,29.0,8.0,0.0,0.0,0.0,0.0,,0.27586206896551724,,0.11282051282051281,0.10919540229885058,,,Nordsachsen,268.0,38760.0,19521.0,311.48,1.9855540187490395,109.0,1.0,
16820,Mockrehna,,,,,,CDU,SN,4862.0,14730190.0,,2019.0,,,0.0,11.0,27.27272727272727,3.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.2727272727272727,13.0,3.0,0.0,0.0,0.0,0.0,,0.23076923076923078,,0.0727272727272727,0.10576923076923078,,,Nordsachsen,355.0,5041.0,2480.0,115.82,2.0326612903225807,44.0,1.0,
16822,Mugeln,,,,,,CDU,SN,4769.0,14730200.0,,2019.0,,,0.0,6.0,50.0,3.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.5,28.0,11.0,0.0,0.0,0.0,0.0,,0.39285714285714285,,0.4166666666666667,0.15476190476190477,,,Nordsachsen,335.0,5872.0,2952.0,55.08,1.989159891598916,107.0,1.0,
16828,Naundorf,,,,,,GRÜNE,SN,4769.0,14730210.0,,2019.0,,,0.0,2.0,0.0,0.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,left,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,-0.2,,,Nordsachsen,335.0,5872.0,2952.0,55.08,1.989159891598916,107.0,1.0,
16830,Oschatz,,,,,,CDU,SN,4758.0,14730230.0,,2019.0,,,0.0,15.0,20.0,3.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,8.0,right,0.2,86.0,7.0,0.0,0.0,0.0,0.0,,0.08139534883720931,,0.04210526315789476,-0.06146179401993354,,,Nordsachsen,333.0,21534.0,10869.0,230.2,1.9812310240132487,97.5,1.0,
16843,Rackwitz,,,,,,CDU,SN,4519.0,14730250.0,,2019.0,,,0.0,9.0,11.11111111111111,1.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.1111111111111111,26.0,7.0,0.0,0.0,0.0,0.0,,0.2692307692307692,,-0.0888888888888889,-0.10576923076923078,,,Nordsachsen,270.0,5135.0,2523.0,35.85,2.035275465715418,143.0,1.0,
16848,Schkeuditz,,,,,,CDU,SN,4435.0,14730270.0,,2019.0,,,0.0,18.0,27.77777777777778,5.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,6.0,right,0.2777777777777778,85.0,23.0,0.0,0.0,0.0,0.0,,0.27058823529411763,,0.1527777777777778,-0.02570806100217865,,,Nordsachsen,260.0,18312.0,8869.0,81.47,2.064719810576164,225.0,2.0,
16856,Schonwolkau,,,,,,CDU,SN,4509.0,14730280.0,,2019.0,,,0.0,22.0,18.181818181818183,4.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.18181818181818182,32.0,8.0,0.0,0.0,0.0,0.0,,0.25,,0.02392344497607657,-0.009259259259259245,,,Nordsachsen,268.0,38760.0,19521.0,311.48,1.9855540187490395,109.0,1.0,
16860,Taucha,,,,,,CDU,SN,4425.0,14730300.0,,2019.0,,,0.0,14.0,21.428571428571427,3.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.21428571428571427,49.0,16.0,0.0,0.0,0.0,0.0,,0.32653061224489793,,-0.14285714285714288,-0.006802721088435382,,,Nordsachsen,258.0,15745.0,8113.0,33.22,1.9407124368297795,474.0,2.0,
16866,Torgau,,,,,,CDU,SN,4860.0,14730310.0,,2019.0,,,0.0,29.0,17.24137931034483,5.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,6.0,right,0.1724137931034483,68.0,14.0,0.0,0.0,0.0,0.0,,0.20588235294117646,,-0.16091954022988503,-0.13340336134453784,,,Nordsachsen,353.0,21985.0,11076.0,136.43,1.9849223546406645,128.0,2.0,
16874,Trossin,,,,,,CDU,SN,4880.0,14730320.0,,2019.0,,,0.0,4.0,0.0,0.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.0,7.0,1.0,0.0,0.0,0.0,0.0,,0.14285714285714285,,-0.4,-0.45714285714285713,,,Nordsachsen,359.0,5095.0,2566.0,147.02,1.9855806703039751,45.0,1.0,
16877,Wermsdorf,,,,,,CDU,SN,4779.0,14730330.0,,2019.0,,,0.0,13.0,23.07692307692308,3.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.23076923076923078,29.0,7.0,0.0,0.0,0.0,0.0,,0.2413793103448276,,-0.08173076923076922,-0.0711206896551724,,,Nordsachsen,339.0,5201.0,2678.0,104.62,1.9421209858103061,50.0,1.0,
16881,Wiedemar,,,,,,CDU,SN,4509.0,14730340.0,,2019.0,,,0.0,17.0,29.411764705882355,5.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.29411764705882354,24.0,7.0,0.0,0.0,0.0,0.0,,0.2916666666666667,,0.00840336134453784,-0.016025641025641024,,,Nordsachsen,268.0,38760.0,19521.0,311.48,1.9855540187490395,109.0,1.0,
16883,Zschepplin,,,,,,CDU,SN,4838.0,14730360.0,,2019.0,,,0.0,14.0,21.428571428571427,3.0,,14.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.21428571428571427,14.0,3.0,0.0,0.0,0.0,0.0,,0.21428571428571427,,0.10317460317460317,0.12337662337662336,,,Nordsachsen,349.0,29234.0,14850.0,348.84000000000003,1.9686195286195287,104.2,1.0,
16884,Erfurt,2019-10-10,Nicht zuzuordnen,303 StGB,0.0,Sachbeschadigung,CDU,TH,99084.0,16051000.0,213981.0,2019.0,2019.0,2019.0,1.0,49.0,26.53061224489796,13.0,2019.0,16.0,,2019.0,2019.0,2.0,2.0,0.0,35.0,right,0.2653061224489796,1272.0,463.0,664.0,249.0,98.0,26.0,0.375,0.3639937106918239,0.2653061224489796,0.0653061224489796,0.08899371069182388,,,Erfurt,4534.0,213981.0,109937.0,269.91,1.946396572582479,793.0,3.0,3.0
16886,Gera,2019-10-23,Nicht zuzuordnen,303 StGB,0.0,Sachbeschadigung,CDU,TH,7545.0,16052000.0,93125.0,2019.0,2019.0,2019.0,1.0,16.0,18.75,3.0,2019.0,16.0,,2019.0,2019.0,1.0,2.0,0.0,52.0,right,0.1875,1217.0,304.0,1070.0,271.0,16.0,3.0,0.25327102803738316,0.24979457682826622,0.1875,0.051136363636363646,-0.09335711683889136,,,Gera,427.0,93125.0,48180.0,152.18,1.9328559568285595,612.0,3.0,2.0
16888,Jena,2019-12-20,Rechts,185 StGB,0.0,Beleidigung,CDU,TH,7743.0,16053000.0,111343.0,2019.0,2019.0,2019.0,1.0,46.0,21.73913043478261,10.0,2019.0,16.0,,2019.0,2019.0,2.0,2.0,4.0,10.0,right,0.21739130434782608,473.0,175.0,184.0,62.0,92.0,20.0,0.33695652173913043,0.3699788583509514,0.21739130434782608,-0.06521739130434781,0.020354798200575452,,,Jena,455.0,111343.0,55715.0,114.77,1.9984384815579288,970.0,3.0,4.0
16890,Suhl,,,,,,CDU,TH,98527.0,16054000.0,,2019.0,,,0.0,35.0,20.0,7.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.2,110.0,24.0,0.0,0.0,0.0,0.0,,0.21818181818181817,,0.012500000000000011,0.001686972820993421,,,Suhl,4465.0,36789.0,18780.0,141.62,1.9589456869009585,260.0,2.0,
16891,Weimar,2019-10-22,Nicht zuzuordnen,303 StGB,0.0,Sachbeschadigung,CDU,TH,99423.0,16055000.0,65228.0,2019.0,2019.0,2019.0,1.0,42.0,21.428571428571427,9.0,2019.0,16.0,,2019.0,2019.0,1.0,1.0,0.0,17.0,right,0.21428571428571427,484.0,183.0,315.0,127.0,42.0,9.0,0.4031746031746032,0.378099173553719,0.21428571428571427,0.0,0.03922874166003132,,,Weimar,4558.0,65228.0,33679.0,84.48,1.936755841919297,772.0,3.0,1.0
16892,Eisenach,2019-10-23,Nicht zuzuordnen,303 StGB,1.0,Sachbeschadigung,CDU,TH,99817.0,16056000.0,42250.0,2019.0,2019.0,2019.0,1.0,28.0,25.0,7.0,2019.0,16.0,,2019.0,2019.0,2.0,2.0,0.0,15.0,right,0.25,261.0,71.0,234.0,64.0,56.0,14.0,0.27350427350427353,0.2720306513409962,0.25,0.04999999999999999,0.005363984674329525,,,Eisenach,4612.0,42250.0,21417.0,104.17,1.9727319419153009,406.0,2.0,2.0
16894,Arenshausen,,,,,,CDU,TH,37318.0,16061001.0,,2019.0,,,0.0,8.0,0.0,0.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,-0.16666666666666666,,,Eichsfeld,1759.0,12281.0,6027.0,154.97,2.0376638460262155,74.82758620689656,1.0,
16895,Berlingerode,,,,,,CDU,TH,37339.0,16061003.0,,2019.0,,,0.0,13.0,30.76923076923077,4.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.3076923076923077,13.0,4.0,0.0,0.0,0.0,0.0,,0.3076923076923077,,0.12019230769230771,0.12019230769230771,,,Eichsfeld,1763.0,13839.0,6901.0,129.8,2.0053615418055353,116.25,1.0,
16896,Bodenrode-Westhausen,,,,,,CDU,TH,37308.0,16061012.0,,2019.0,,,0.0,8.0,12.5,1.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.125,8.0,1.0,0.0,0.0,0.0,0.0,,0.125,,-0.05681818181818182,-0.05681818181818182,,,Eichsfeld,1757.0,27463.0,13666.0,228.56,2.0095858334552905,75.25,1.0,
16897,Brehme,,,,,,CDU,TH,37339.0,16061015.0,,2019.0,,,0.0,8.0,25.0,2.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.25,8.0,2.0,0.0,0.0,0.0,0.0,,0.25,,0.019230769230769218,0.019230769230769218,,,Eichsfeld,1763.0,13839.0,6901.0,129.8,2.0053615418055353,116.25,1.0,
16898,Breitenworbis,,,,,,CDU,TH,37339.0,16061017.0,,2019.0,,,0.0,14.0,7.142857142857142,1.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.07142857142857142,21.0,1.0,0.0,0.0,0.0,0.0,,0.047619047619047616,,-0.06190476190476191,-0.039337474120082816,,,Eichsfeld,1763.0,13839.0,6901.0,129.8,2.0053615418055353,116.25,1.0,
16899,Buttstedt,,,,,,CDU,TH,37359.0,16061018.0,,2019.0,,,0.0,7.0,14.285714285714285,1.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.14285714285714285,7.0,1.0,0.0,0.0,0.0,0.0,,0.14285714285714285,,0.14285714285714285,0.14285714285714285,,,Eichsfeld,1771.0,4746.0,2359.0,62.8,2.0118694362017804,83.4,1.0,
16900,Ecklingerode,,,,,,CDU,TH,37339.0,16061026.0,,2019.0,,,0.0,3.0,0.0,0.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,,-0.25,-0.25,,,Eichsfeld,1763.0,13839.0,6901.0,129.8,2.0053615418055353,116.25,1.0,
16901,Ferna,,,,,,CDU,TH,37339.0,16061031.0,,2019.0,,,0.0,10.0,60.0,6.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.6,10.0,6.0,0.0,0.0,0.0,0.0,,0.6,,0.26666666666666666,0.26666666666666666,,,Eichsfeld,1763.0,13839.0,6901.0,129.8,2.0053615418055353,116.25,1.0,
16902,Geismar,,,,,,CDU,TH,37308.0,16061035.0,,2019.0,,,0.0,11.0,9.090909090909092,1.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.09090909090909091,11.0,1.0,0.0,0.0,0.0,0.0,,0.09090909090909091,,0.013986013986013984,0.013986013986013984,,,Eichsfeld,1757.0,27463.0,13666.0,228.56,2.0095858334552905,75.25,1.0,
16903,Gerbershausen,,,,,,CDU,TH,37318.0,16061036.0,,2019.0,,,0.0,9.0,11.11111111111111,1.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.1111111111111111,9.0,1.0,0.0,0.0,0.0,0.0,,0.1111111111111111,,0.1111111111111111,0.1111111111111111,,,Eichsfeld,1759.0,12281.0,6027.0,154.97,2.0376638460262155,74.82758620689656,1.0,
16904,Gernrode,,,,,,CDU,TH,37339.0,16061037.0,,2019.0,,,0.0,14.0,14.285714285714285,2.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.14285714285714285,14.0,2.0,0.0,0.0,0.0,0.0,,0.14285714285714285,,0.009523809523809518,0.047619047619047616,,,Eichsfeld,1763.0,13839.0,6901.0,129.8,2.0053615418055353,116.25,1.0,
16905,Grossbartloff,,,,,,CDU,TH,37359.0,16061041.0,,2019.0,,,0.0,9.0,33.33333333333333,3.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.3333333333333333,9.0,3.0,0.0,0.0,0.0,0.0,,0.3333333333333333,,0.0,0.0,,,Eichsfeld,1771.0,4746.0,2359.0,62.8,2.0118694362017804,83.4,1.0,
16906,Haynrode,,,,,,CDU,TH,37339.0,16061044.0,,2019.0,,,0.0,3.0,0.0,0.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,Eichsfeld,1763.0,13839.0,6901.0,129.8,2.0053615418055353,116.25,1.0,
16907,Heilbad Heiligenstadt,,,,,,CDU,TH,37308.0,16061045.0,,2019.0,,,0.0,24.0,16.666666666666664,4.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,10.0,right,0.16666666666666666,112.0,24.0,0.0,0.0,0.0,0.0,,0.21428571428571427,,0.04166666666666666,-0.1519114688128773,,,Eichsfeld,1757.0,27463.0,13666.0,228.56,2.0095858334552905,75.25,1.0,
16908,Heuthen,2019-10-26,Rechts,86a StGB,0.0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CDU,TH,37308.0,16061047.0,720.0,2019.0,2019.0,2019.0,1.0,4.0,0.0,0.0,2019.0,16.0,,2019.0,2019.0,1.0,1.0,1.0,1.0,right,0.0,7.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.3333333333333333,,,Eichsfeld,1757.0,27463.0,13666.0,228.56,2.0095858334552905,75.25,1.0,5.0
16909,Hohengandern,,,,,,CDU,TH,37318.0,16061048.0,,2019.0,,,0.0,5.0,20.0,1.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,1.0,right,0.2,5.0,1.0,0.0,0.0,0.0,0.0,,0.2,,0.07500000000000001,0.07500000000000001,,,Eichsfeld,1759.0,12281.0,6027.0,154.97,2.0376638460262155,74.82758620689656,1.0,
16910,Hohes Kreuz,,,,,,CDU,TH,37308.0,16061049.0,,2019.0,,,0.0,10.0,30.0,3.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.3,10.0,3.0,0.0,0.0,0.0,0.0,,0.3,,-0.033333333333333326,-0.033333333333333326,,,Eichsfeld,1757.0,27463.0,13666.0,228.56,2.0095858334552905,75.25,1.0,
16911,Kirchgandern,,,,,,CDU,TH,37318.0,16061057.0,,2019.0,,,0.0,7.0,14.285714285714285,1.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.14285714285714285,7.0,1.0,0.0,0.0,0.0,0.0,,0.14285714285714285,,0.01785714285714285,0.01785714285714285,,,Eichsfeld,1759.0,12281.0,6027.0,154.97,2.0376638460262155,74.82758620689656,1.0,
16912,Kullstedt,2019-09-15,Nicht zuzuordnen,STGB-303,0.0,Sachbeschadigung,CDU,TH,37359.0,16061063.0,1335.0,2019.0,2019.0,2019.0,1.0,12.0,33.33333333333333,4.0,2019.0,16.0,,2019.0,2019.0,2.0,2.0,0.0,2.0,right,0.3333333333333333,24.0,8.0,24.0,8.0,24.0,8.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.10256410256410253,0.10256410256410253,,,Eichsfeld,1771.0,4746.0,2359.0,62.8,2.0118694362017804,83.4,1.0,6.0
16914,Lenterode,,,,,,CDU,TH,37318.0,16061065.0,,2019.0,,,0.0,5.0,0.0,0.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,,-0.14285714285714285,-0.14285714285714285,,,Eichsfeld,1759.0,12281.0,6027.0,154.97,2.0376638460262155,74.82758620689656,1.0,
16915,Lutter,,,,,,CDU,TH,37318.0,16061067.0,,2019.0,,,0.0,7.0,14.285714285714285,1.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,0.0,right,0.14285714285714285,7.0,1.0,0.0,0.0,0.0,0.0,,0.14285714285714285,,0.05194805194805194,0.05194805194805194,,,Eichsfeld,1759.0,12281.0,6027.0,154.97,2.0376638460262155,74.82758620689656,1.0,
16916,Mackenrode,,,,,,CDU,TH,37318.0,16061068.0,,2019.0,,,0.0,4.0,0.0,0.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,1.0,right,0.0,7.0,1.0,0.0,0.0,0.0,0.0,,0.14285714285714285,,0.0,0.14285714285714285,,,Eichsfeld,1759.0,12281.0,6027.0,154.97,2.0376638460262155,74.82758620689656,1.0,
16917,Marth,,,,,,CDU,TH,37318.0,16061069.0,,2019.0,,,0.0,3.0,33.33333333333333,1.0,,16.0,,2019.0,2019.0,0.0,0.0,0.0,6.0,right,0.3333333333333333,7.0,2.0,0.0,0.0,0.0,0.0,,0.2857142857142857,,-0.26666666666666666,-0.2142857142857143,,,Eichsfeld,1759.0,12281.0,6027.0,154.97,2.0376638460262155,74.82758620689656,1.0,
