,plz,year,pop,female,density,degree_urban,size,share_fem
657,77971.0,2014,5327.0,2678.0,255,mittlere Besiedlungsdichte,"20,86",0.5027219823540454
658,77933.0,2014,44195.0,22382.0,633,mittlere Besiedlungsdichte,"69,86",0.5064373797940943
659,77740.0,2014,2666.0,1306.0,65,gering besiedelt,"41,24",0.4898724681170293
660,77728.0,2014,4663.0,2302.0,64,gering besiedelt,"73,04",0.4936736006862535
661,77794.0,2014,1843.0,899.0,86,gering besiedelt,"21,55",0.4877916440586001
662,77704.0,2014,19732.0,9941.0,285,mittlere Besiedlungsdichte,"69,13",0.5038009324954389
663,77871.0,2014,7306.0,3650.0,228,gering besiedelt,"32,08",0.49958937859293734
664,77770.0,2014,3851.0,1961.0,146,gering besiedelt,"26,33",0.5092183848351077
665,77749.0,2014,7903.0,3973.0,273,mittlere Besiedlungsdichte,"28,94",0.5027204858914336
666,77652.0,2014,57687.0,29598.0,736,dicht besiedelt,"78,38",0.5130792032867024
667,77799.0,2014,3452.0,1733.0,610,mittlere Besiedlungsdichte,"5,66",0.5020278099652375
668,77746.0,2014,7079.0,3509.0,336,mittlere Besiedlungsdichte,"21,04",0.4956914818477186
669,77978.0,2014,3175.0,1569.0,63,gering besiedelt,"50,28",0.4941732283464567
670,77960.0,2014,4864.0,2509.0,163,mittlere Besiedlungsdichte,"29,84",0.5158305921052632
671,77974.0,2014,3788.0,1906.0,178,gering besiedelt,"21,33",0.503167898627244
672,77963.0,2014,6908.0,3401.0,180,gering besiedelt,"38,36",0.4923277359583092
673,77709.0,2014,2581.0,1263.0,50,gering besiedelt,"51,27",0.489345215032933
674,77709.0,2014,5815.0,2901.0,86,mittlere Besiedlungsdichte,"67,99",0.4988822012037833
675,77781.0,2014,3534.0,1767.0,158,mittlere Besiedlungsdichte,"22,39",0.5
676,77787.0,2014,1893.0,924.0,50,gering besiedelt,"37,75",0.48811410459587956
677,77784.0,2014,2541.0,1243.0,62,gering besiedelt,"40,92",0.48917748917748916
678,77736.0,2014,7985.0,4032.0,219,mittlere Besiedlungsdichte,"36,43",0.5049467752035066
679,72175.0,2014,5985.0,2995.0,133,gering besiedelt,"44,92",0.5004177109440268
680,78655.0,2014,6000.0,2970.0,124,gering besiedelt,"48,45",0.495
681,78664.0,2014,2053.0,1047.0,187,gering besiedelt,"10,97",0.509985387238188
682,78736.0,2014,3279.0,1598.0,110,gering besiedelt,"29,68",0.4873437023482769
683,78727.0,2014,13682.0,6934.0,245,mittlere Besiedlungsdichte,"55,93",0.5067972518637626
684,78737.0,2014,3094.0,1506.0,126,mittlere Besiedlungsdichte,"24,59",0.486748545572075
685,78661.0,2014,3958.0,1967.0,94,gering besiedelt,"42,26",0.49696816574027286
686,78628.0,2014,24500.0,12554.0,341,mittlere Besiedlungsdichte,"71,76",0.5124081632653061
687,78669.0,2014,3031.0,1500.0,173,gering besiedelt,"17,47",0.4948861761794787
688,78658.0,2014,5880.0,2972.0,174,gering besiedelt,"33,76",0.5054421768707483
689,78652.0,2014,5961.0,2992.0,185,mittlere Besiedlungsdichte,"32,15",0.501929206508975
690,77773.0,2014,1764.0,867.0,42,gering besiedelt,"42,14",0.4914965986394558
691,77761.0,2014,3789.0,1941.0,111,gering besiedelt,"34,22",0.5122723673792557
692,78733.0,2014,3988.0,1992.0,155,gering besiedelt,"25,74",0.49949849548645936
693,78739.0,2014,2520.0,1263.0,238,gering besiedelt,"10,61",0.5011904761904762
694,78730.0,2014,2888.0,1460.0,145,gering besiedelt,"19,95",0.5055401662049861
695,78713.0,2014,20782.0,10470.0,258,mittlere Besiedlungsdichte,"80,7",0.5038013665672216
696,72172.0,2014,11891.0,6030.0,136,gering besiedelt,"87,6",0.5071062147842906
697,72189.0,2014,4267.0,2133.0,173,gering besiedelt,"24,72",0.4998828216545582
698,78662.0,2014,3366.0,1678.0,150,mittlere Besiedlungsdichte,"22,45",0.49851455733808675
699,78667.0,2014,3234.0,1654.0,347,mittlere Besiedlungsdichte,"9,33",0.5114409400123686
700,78073.0,2014,12775.0,6624.0,206,mittlere Besiedlungsdichte,"62,09",0.5185127201565558
701,78176.0,2014,9920.0,4951.0,101,gering besiedelt,"98,69",0.49909274193548386
702,78126.0,2014,5853.0,3043.0,145,gering besiedelt,"40,24",0.5199043225696224
703,78112.0,2014,12814.0,6449.0,214,mittlere Besiedlungsdichte,"59,85",0.5032776650538473
704,78147.0,2014,3813.0,1875.0,54,gering besiedelt,"70,48",0.4917387883556255
705,78199.0,2014,5782.0,2906.0,93,gering besiedelt,"62,1",0.5025942580421999
706,78166.0,2014,21345.0,10784.0,204,gering besiedelt,"104,62",0.5052237057858984
707,78183.0,2014,7595.0,3793.0,130,mittlere Besiedlungsdichte,"58,53",0.49940750493745883
708,78120.0,2014,9157.0,4445.0,111,mittlere Besiedlungsdichte,"82,57",0.485420989407011
709,78148.0,2014,1167.0,580.0,63,gering besiedelt,"18,49",0.49700085689802914
710,78141.0,2014,2328.0,1158.0,84,gering besiedelt,"27,81",0.49742268041237114
711,78136.0,2014,3997.0,1981.0,109,gering besiedelt,"36,71",0.4956217162872154
712,78098.0,2014,4738.0,2390.0,142,mittlere Besiedlungsdichte,"33,33",0.5044322498944702
713,78083.0,2014,3636.0,1848.0,362,gering besiedelt,"10,04",0.5082508250825083
714,78087.0,2014,3000.0,1513.0,313,gering besiedelt,"9,6",0.5043333333333333
715,78078.0,2014,5852.0,2940.0,177,gering besiedelt,"33,07",0.5023923444976076
716,78609.0,2014,2920.0,1473.0,187,gering besiedelt,"15,59",0.5044520547945206
717,78089.0,2014,2477.0,1181.0,188,gering besiedelt,"13,17",0.47678643520387565
718,78050.0,2014,81916.0,42096.0,495,dicht besiedelt,"165,48",0.5138922798964793
719,78086.0,2014,5031.0,2568.0,221,mittlere Besiedlungsdichte,"22,8",0.5104353011329755
720,78580.0,2014,467.0,230.0,37,gering besiedelt,"12,69",0.4925053533190578
721,88637.0,2014,667.0,327.0,36,gering besiedelt,"18,3",0.49025487256371814
722,78567.0,2014,3122.0,1590.0,139,gering besiedelt,"22,47",0.5092889173606663
723,78597.0,2014,706.0,367.0,49,gering besiedelt,"14,55",0.5198300283286119
724,78600.0,2014,1229.0,630.0,75,gering besiedelt,"16,49",0.5126118795768918
725,78570.0,2014,3569.0,1801.0,164,gering besiedelt,"21,73",0.5046231437377416
726,78603.0,2014,734.0,345.0,95,gering besiedelt,"7,71",0.47002724795640327
727,78585.0,2014,1239.0,575.0,149,gering besiedelt,"8,29",0.46408393866020986
728,78586.0,2014,1732.0,842.0,159,gering besiedelt,"10,91",0.48614318706697457
729,78592.0,2014,640.0,309.0,84,gering besiedelt,"7,66",0.4828125
730,78559.0,2014,3829.0,1936.0,411,mittlere Besiedlungsdichte,"9,32",0.5056150430921912
731,78598.0,2014,550.0,264.0,126,gering besiedelt,"4,36",0.48
732,78564.0,2014,500.0,259.0,82,gering besiedelt,"6,1",0.518
733,78564.0,2014,3604.0,1818.0,247,mittlere Besiedlungsdichte,"14,59",0.5044395116537181
734,78187.0,2014,6042.0,2991.0,82,gering besiedelt,"73,74",0.49503475670307845
735,78194.0,2014,6111.0,2968.0,83,gering besiedelt,"74,03",0.4856815578465063
736,78554.0,2014,7433.0,3706.0,335,mittlere Besiedlungsdichte,"22,17",0.4985873806000269
737,78582.0,2014,1196.0,589.0,157,mittlere Besiedlungsdichte,"7,61",0.49247491638795987
738,78583.0,2014,1400.0,688.0,86,gering besiedelt,"16,31",0.49142857142857144
739,78588.0,2014,2533.0,1268.0,169,mittlere Besiedlungsdichte,"15,03",0.5005921831819976
740,78589.0,2014,1616.0,819.0,109,mittlere Besiedlungsdichte,"14,82",0.5068069306930693
741,78665.0,2014,2068.0,1025.0,235,gering besiedelt,"8,79",0.49564796905222436
742,78595.0,2014,758.0,375.0,129,gering besiedelt,"5,88",0.4947229551451187
743,78601.0,2014,760.0,374.0,62,gering besiedelt,"12,19",0.4921052631578947
744,78549.0,2014,12520.0,6349.0,677,mittlere Besiedlungsdichte,"18,5",0.5071086261980831
745,78591.0,2014,938.0,467.0,104,gering besiedelt,"8,99",0.4978678038379531
746,78594.0,2014,705.0,348.0,130,gering besiedelt,"5,44",0.49361702127659574
747,78607.0,2014,1183.0,578.0,90,gering besiedelt,"13,12",0.4885883347421809
748,78647.0,2014,15750.0,7910.0,651,mittlere Besiedlungsdichte,"24,2",0.5022222222222222
749,78579.0,2014,3796.0,1920.0,82,gering besiedelt,"46,24",0.505795574288725
750,78532.0,2014,33817.0,17091.0,374,mittlere Besiedlungsdichte,"90,49",0.5053966939704883
751,78573.0,2014,3762.0,1904.0,244,gering besiedelt,"15,43",0.506113769271664
752,78606.0,2014,2323.0,1147.0,118,gering besiedelt,"19,65",0.4937580714593198
753,78604.0,2014,2683.0,1353.0,224,gering besiedelt,"11,98",0.5042862467387254
754,78576.0,2014,4625.0,2311.0,85,gering besiedelt,"54,57",0.49967567567567567
755,78247.0,2014,8290.0,4223.0,156,gering besiedelt,"53,03",0.5094089264173703
756,78315.0,2014,30485.0,15771.0,520,mittlere Besiedlungsdichte,"58,57",0.5173363949483353
757,78250.0,2014,4501.0,2302.0,73,gering besiedelt,"61,98",0.5114419017996001
758,78267.0,2014,2187.0,1065.0,205,mittlere Besiedlungsdichte,"10,68",0.4869684499314129
759,78234.0,2014,10223.0,5231.0,145,mittlere Besiedlungsdichte,"70,54",0.5116893279859142
760,78259.0,2014,3681.0,1832.0,207,mittlere Besiedlungsdichte,"17,82",0.4976908448791089
761,78266.0,2014,1374.0,707.0,180,gering besiedelt,"7,62",0.5145560407569141
762,78262.0,2014,2847.0,1467.0,216,gering besiedelt,"13,16",0.5152792413066386
763,78244.0,2014,10250.0,5267.0,435,mittlere Besiedlungsdichte,"23,58",0.5138536585365854
764,78343.0,2014,3260.0,1673.0,260,gering besiedelt,"12,55",0.5131901840490798
765,78345.0,2014,3294.0,1710.0,229,gering besiedelt,"14,38",0.5191256830601093
766,78337.0,2014,3586.0,1837.0,127,gering besiedelt,"28,2",0.5122699386503068
767,78476.0,2014,7028.0,3774.0,265,mittlere Besiedlungsdichte,"26,54",0.5369948776323278
768,78462.0,2014,81692.0,42687.0, 1 510,dicht besiedelt,"54,11",0.522535866425109
769,78479.0,2014,5206.0,2525.0,409,mittlere Besiedlungsdichte,"12,72",0.4850172877449097
770,78224.0,2014,46344.0,23962.0,750,mittlere Besiedlungsdichte,"61,77",0.5170464353530122
771,78256.0,2014,4612.0,2331.0,188,gering besiedelt,"24,52",0.5054206418039896
772,78269.0,2014,3008.0,1526.0,584,mittlere Besiedlungsdichte,"5,15",0.507313829787234
773,78239.0,2014,11719.0,5998.0,631,mittlere Besiedlungsdichte,"18,57",0.5118184145404898
774,78253.0,2014,3691.0,1843.0,62,gering besiedelt,"59,29",0.49932267678136005
775,78357.0,2014,2302.0,1149.0,70,gering besiedelt,"32,67",0.499131190269331
776,78333.0,2014,16393.0,8345.0,235,mittlere Besiedlungsdichte,"69,75",0.5090587445861038
777,78355.0,2014,1959.0,986.0,64,gering besiedelt,"30,5",0.5033180193976519
778,78351.0,2014,4557.0,2336.0,163,gering besiedelt,"28,04",0.5126179504059688
779,78359.0,2014,3296.0,1669.0,148,gering besiedelt,"22,23",0.506371359223301
780,79588.0,2014,8431.0,4257.0,193,gering besiedelt,"43,74",0.5049223105206975
781,79585.0,2014,9790.0,5008.0,209,mittlere Besiedlungsdichte,"46,86",0.5115423901940755
782,79674.0,2014,4860.0,2451.0,70,gering besiedelt,"69,59",0.504320987654321
783,79576.0,2014,29683.0,15355.0, 1 525,mittlere Besiedlungsdichte,"19,47",0.5172994643398579
784,79639.0,2014,14073.0,7251.0,813,mittlere Besiedlungsdichte,"17,32",0.5152419526753358
785,79692.0,2014,2859.0,1410.0,37,gering besiedelt,"77,84",0.4931794333683106
786,79400.0,2014,8163.0,4174.0,131,gering besiedelt,"62,27",0.511331618277594
787,79429.0,2014,1446.0,710.0,58,gering besiedelt,"24,92",0.49100968188105115
788,79594.0,2014,2434.0,1261.0,257,mittlere Besiedlungsdichte,"9,48",0.5180772391125719
789,79539.0,2014,48601.0,25284.0, 1 233,mittlere Besiedlungsdichte,"39,42",0.5202362091314994
790,79618.0,2014,32441.0,16550.0,516,mittlere Besiedlungsdichte,"62,84",0.5101569002188588
791,79739.0,2014,2406.0,1218.0,120,gering besiedelt,"20,08",0.5062344139650873
792,79415.0,2014,4084.0,2051.0,241,gering besiedelt,"16,93",0.502203721841332
793,79418.0,2014,5412.0,2776.0,144,gering besiedelt,"37,46",0.5129342202512934
794,79677.0,2014,563.0,271.0,61,gering besiedelt,"9,21",0.48134991119005327
795,79677.0,2014,94.0,46.0,17,gering besiedelt,"5,66",0.48936170212765956
796,79677.0,2014,464.0,228.0,29,gering besiedelt,"16,2",0.49137931034482757
797,79677.0,2014,2390.0,1200.0,163,gering besiedelt,"14,7",0.502092050209205
798,79677.0,2014,350.0,168.0,47,gering besiedelt,"7,43",0.48
799,79677.0,2014,181.0,86.0,45,gering besiedelt,"4,05",0.47513812154696133
800,79694.0,2014,615.0,311.0,83,gering besiedelt,"7,4",0.5056910569105691
801,79677.0,2014,342.0,166.0,190,gering besiedelt,"1,8",0.4853801169590643
802,79695.0,2014,593.0,283.0,48,gering besiedelt,"12,25",0.4772344013490725
803,79686.0,2014,1131.0,565.0,97,gering besiedelt,"11,67",0.4995579133510168
804,79688.0,2014,2362.0,1203.0,460,mittlere Besiedlungsdichte,"5,14",0.5093141405588484
805,79689.0,2014,4192.0,2097.0,431,mittlere Besiedlungsdichte,"9,73",0.5002385496183206
806,79650.0,2014,19124.0,9804.0,281,mittlere Besiedlungsdichte,"67,98",0.5126542564317088
807,79589.0,2014,2973.0,1512.0,512,mittlere Besiedlungsdichte,"5,81",0.508577194752775
808,79591.0,2014,2447.0,1224.0,689,mittlere Besiedlungsdichte,"3,55",0.5002043318348999
809,79592.0,2014,737.0,366.0,390,gering besiedelt,"1,89",0.4966078697421981
810,79595.0,2014,1719.0,865.0,385,mittlere Besiedlungsdichte,"4,46",0.5031995346131471
811,79597.0,2014,756.0,386.0,191,mittlere Besiedlungsdichte,"3,95",0.5105820105820106
812,79599.0,2014,965.0,493.0,214,mittlere Besiedlungsdichte,"4,5",0.510880829015544
813,79669.0,2014,6142.0,3114.0,170,mittlere Besiedlungsdichte,"36,13",0.507000976880495
814,79685.0,2014,869.0,433.0,35,gering besiedelt,"25,04",0.4982738780207135
815,79774.0,2014,7185.0,3518.0,181,gering besiedelt,"39,69",0.4896311760612387
816,79733.0,2014,4236.0,2145.0,84,gering besiedelt,"50,42",0.5063739376770539
817,79771.0,2014,7478.0,3766.0,163,gering besiedelt,"45,87",0.5036105910671302
818,79725.0,2014,8843.0,4521.0,375,mittlere Besiedlungsdichte,"23,58",0.5112518376116703
819,79780.0,2014,4956.0,2463.0,53,gering besiedelt,"93,22",0.49697336561743344
820,79664.0,2014,12591.0,6574.0,353,mittlere Besiedlungsdichte,"35,68",0.5221189738702248
821,79848.0,2014,6831.0,3374.0,90,gering besiedelt,"75,93",0.49392475479432
822,79879.0,2014,1214.0,610.0,40,gering besiedelt,"30,48",0.5024711696869851
823,79802.0,2014,1083.0,536.0,75,gering besiedelt,"14,39",0.494921514312096
824,79798.0,2014,5026.0,2584.0,244,gering besiedelt,"20,62",0.5141265419816952
825,79807.0,2014,2174.0,1101.0,162,gering besiedelt,"13,39",0.5064397424103035
826,79801.0,2014,3673.0,1804.0,133,gering besiedelt,"27,55",0.4911516471549142
827,79790.0,2014,5326.0,2714.0,204,mittlere Besiedlungsdichte,"26,16",0.5095756665414946
828,79865.0,2014,2222.0,1115.0,46,gering besiedelt,"48,55",0.5018001800180018
829,79777.0,2014,5137.0,2552.0,67,gering besiedelt,"77,07",0.49678800856531047
830,79737.0,2014,2695.0,1342.0,72,gering besiedelt,"37,5",0.49795918367346936
831,79730.0,2014,6787.0,3448.0,325,mittlere Besiedlungsdichte,"20,9",0.5080300574627965
832,79736.0,2014,3944.0,1939.0,114,gering besiedelt,"34,65",0.49163286004056794
833,79713.0,2014,16416.0,8585.0,648,mittlere Besiedlungsdichte,"25,34",0.5229653996101364
834,79872.0,2014,1925.0,954.0,51,gering besiedelt,"38,04",0.49558441558441557
835,79875.0,2014,1338.0,689.0,38,gering besiedelt,"35,6",0.5149476831091181
836,79837.0,2014,1277.0,662.0,144,gering besiedelt,"8,88",0.5184025058731402
837,79862.0,2014,2498.0,1279.0,85,gering besiedelt,"29,55",0.5120096076861489
838,79837.0,2014,366.0,198.0,17,gering besiedelt,"21,39",0.5409836065573771
839,79837.0,2014,3842.0,1979.0,71,gering besiedelt,"54,36",0.515096304008329
840,79682.0,2014,1852.0,940.0,66,gering besiedelt,"28,09",0.5075593952483801
841,79804.0,2014,2323.0,1182.0,312,mittlere Besiedlungsdichte,"7,45",0.5088247955230306
842,79787.0,2014,7584.0,3881.0,594,mittlere Besiedlungsdichte,"12,76",0.5117352320675106
843,79809.0,2014,3085.0,1524.0,87,gering besiedelt,"35,64",0.4940032414910859
844,79761.0,2014,23063.0,11760.0,296,mittlere Besiedlungsdichte,"77,97",0.5099076442787148
845,79793.0,2014,6570.0,3335.0,248,mittlere Besiedlungsdichte,"26,47",0.5076103500761036
846,79805.0,2014,1671.0,847.0,120,gering besiedelt,"13,95",0.5068821065230401
847,72581.0,2014,9277.0,4690.0,587,mittlere Besiedlungsdichte,"15,81",0.5055513635873666
848,72800.0,2014,10688.0,5476.0,461,mittlere Besiedlungsdichte,"23,16",0.5123502994011976
849,72793.0,2014,17870.0,9270.0,593,mittlere Besiedlungsdichte,"30,13",0.5187465025181869
850,72764.0,2014,112452.0,57352.0, 1 292,dicht besiedelt,"87,06",0.5100131611709885
851,72818.0,2014,6360.0,3189.0,80,gering besiedelt,"79,22",0.5014150943396226
852,72827.0,2014,5185.0,2652.0,971,mittlere Besiedlungsdichte,"5,34",0.5114754098360655
853,72820.0,2014,6972.0,3453.0,114,gering besiedelt,"61,26",0.4952667814113597
854,72805.0,2014,9145.0,4608.0,267,mittlere Besiedlungsdichte,"34,24",0.5038819026790596
855,72813.0,2014,5027.0,2508.0,85,gering besiedelt,"58,97",0.4989059080962801
856,72829.0,2014,5174.0,2619.0,164,gering besiedelt,"31,51",0.5061847700038655
857,72531.0,2014,3644.0,1834.0,59,gering besiedelt,"61,71",0.5032930845225028
858,72661.0,2014,2563.0,1289.0,730,mittlere Besiedlungsdichte,"3,51",0.5029262582910652
859,72555.0,2014,21394.0,11010.0,619,mittlere Besiedlungsdichte,"34,58",0.5146302701692064
860,72585.0,2014,4288.0,2181.0,924,mittlere Besiedlungsdichte,"4,64",0.5086287313432836
861,72532.0,2014,2257.0,1078.0,49,gering besiedelt,"45,85",0.4776251661497563
862,72537.0,2014,1355.0,666.0,79,gering besiedelt,"17,1",0.4915129151291513
863,72525.0,2014,13997.0,7167.0,120,gering besiedelt,"116,99",0.5120382939201258
864,72124.0,2014,9340.0,4772.0,540,mittlere Besiedlungsdichte,"17,31",0.5109207708779443
865,72141.0,2014,4934.0,2468.0,342,mittlere Besiedlungsdichte,"14,44",0.5002026753141467
866,72582.0,2014,1625.0,799.0,112,gering besiedelt,"14,53",0.4916923076923077
867,72584.0,2014,2850.0,1453.0,445,mittlere Besiedlungsdichte,"6,4",0.5098245614035087
868,72574.0,2014,11910.0,6053.0,215,mittlere Besiedlungsdichte,"55,45",0.5082283795130143
869,72587.0,2014,3955.0,1987.0,86,gering besiedelt,"46,04",0.5024020227560051
870,72534.0,2014,2148.0,1055.0,34,gering besiedelt,"63,37",0.49115456238361266
871,72539.0,2014,1446.0,689.0,27,gering besiedelt,"54,06",0.47648686030428766
872,88529.0,2014,2175.0,1038.0,48,gering besiedelt,"45,43",0.4772413793103448
873,72135.0,2014,5467.0,2793.0,496,mittlere Besiedlungsdichte,"11,02",0.5108834827144686
874,72138.0,2014,5556.0,2819.0,505,mittlere Besiedlungsdichte,11,0.5073794096472283
875,72127.0,2014,8324.0,4206.0,343,gering besiedelt,"24,24",0.5052859202306583
876,72070.0,2014,85871.0,45164.0,794,dicht besiedelt,"108,12",0.525951718275087
877,72119.0,2014,11254.0,5655.0,234,mittlere Besiedlungsdichte,"48,06",0.5024880042651502
878,72144.0,2014,5797.0,2939.0,444,mittlere Besiedlungsdichte,"13,06",0.5069863722615146
879,72810.0,2014,8747.0,4425.0,505,mittlere Besiedlungsdichte,"17,31",0.505887732937007
880,72147.0,2014,4212.0,2147.0,490,mittlere Besiedlungsdichte,"8,59",0.5097340930674265
881,72411.0,2014,5694.0,2835.0,412,mittlere Besiedlungsdichte,"13,82",0.49789251844046367
882,72116.0,2014,19731.0,10148.0,394,mittlere Besiedlungsdichte,"50,05",0.5143175713344483
883,72131.0,2014,4654.0,2330.0,307,mittlere Besiedlungsdichte,"15,15",0.5006446067898582
884,72145.0,2014,3025.0,1498.0,236,mittlere Besiedlungsdichte,"12,82",0.4952066115702479
885,72108.0,2014,42240.0,21211.0,297,gering besiedelt,"142,27",0.5021543560606061
886,72149.0,2014,3501.0,1767.0,221,gering besiedelt,"15,87",0.50471293916024
887,72181.0,2014,4282.0,2143.0,154,gering besiedelt,"27,82",0.5004670714619337
888,72393.0,2014,12133.0,6183.0,98,gering besiedelt,"123,33",0.5096019121404434
889,72401.0,2014,10444.0,5260.0,137,gering besiedelt,"76,45",0.5036384527001149
890,72348.0,2014,6370.0,3179.0,125,gering besiedelt,"51,11",0.4990580847723705
891,72475.0,2014,3622.0,1874.0,411,gering besiedelt,"8,82",0.5173937051352844
892,72458.0,2014,44135.0,22535.0,328,mittlere Besiedlungsdichte,"134,41",0.5105925002832219
893,72336.0,2014,33537.0,17234.0,371,mittlere Besiedlungsdichte,"90,34",0.5138801920267168
894,72351.0,2014,5932.0,2945.0,186,mittlere Besiedlungsdichte,"31,95",0.49645987862441
895,72406.0,2014,9233.0,4696.0,281,mittlere Besiedlungsdichte,"32,84",0.5086104191487058
896,72415.0,2014,2145.0,1069.0,133,gering besiedelt,"16,15",0.4983682983682984
897,72379.0,2014,18839.0,9560.0,284,mittlere Besiedlungsdichte,"66,44",0.5074579330113064
898,72417.0,2014,1361.0,699.0,146,gering besiedelt,"9,33",0.5135929463629684
899,72414.0,2014,5109.0,2597.0,236,gering besiedelt,"21,67",0.5083186533568212
900,72469.0,2014,11276.0,5395.0,147,gering besiedelt,"76,82",0.47844980489535294
901,72362.0,2014,1763.0,881.0,85,gering besiedelt,"20,75",0.49971639251276234
902,72364.0,2014,1437.0,722.0,96,gering besiedelt,"15,02",0.5024356297842728
903,72356.0,2014,403.0,204.0,89,gering besiedelt,"4,54",0.5062034739454094
904,72358.0,2014,1039.0,526.0,159,gering besiedelt,"6,55",0.5062560153994226
905,72359.0,2014,1808.0,899.0,181,gering besiedelt,10,0.49723451327433627
906,72361.0,2014,470.0,235.0,55,gering besiedelt,"8,49",0.5
907,72365.0,2014,774.0,394.0,134,gering besiedelt,"5,77",0.5090439276485789
908,72355.0,2014,4644.0,2261.0,200,gering besiedelt,"23,27",0.4868647717484927
909,72367.0,2014,597.0,296.0,194,gering besiedelt,"3,08",0.49581239530988275
910,72369.0,2014,480.0,224.0,95,gering besiedelt,"5,05",0.4666666666666667
911,72479.0,2014,2453.0,1222.0,99,gering besiedelt,"24,9",0.4981655116184264
912,72474.0,2014,6356.0,3242.0,126,gering besiedelt,"50,64",0.5100692259282568
913,89073.0,2014,120714.0,61570.0, 1 017,dicht besiedelt,"118,69",0.5100485444935965
914,89155.0,2014,13204.0,6564.0,209,mittlere Besiedlungsdichte,"63,29",0.49712208421690396
915,89601.0,2014,6765.0,3372.0,89,gering besiedelt,"75,8",0.4984478935698448
916,89134.0,2014,15449.0,7752.0,278,mittlere Besiedlungsdichte,"55,6",0.5017800504887048
917,89604.0,2014,4331.0,2194.0,94,gering besiedelt,"45,91",0.5065804664049873
918,89605.0,2014,607.0,289.0,78,gering besiedelt,"7,79",0.47611202635914335
919,89180.0,2014,1917.0,949.0,73,gering besiedelt,"26,13",0.49504434011476267
920,89143.0,2014,11902.0,5985.0,150,mittlere Besiedlungsdichte,"79,15",0.502856662745757
921,89165.0,2014,6604.0,3321.0,352,mittlere Besiedlungsdichte,"18,76",0.5028770442156268
922,89186.0,2014,3312.0,1628.0,182,mittlere Besiedlungsdichte,"18,17",0.4915458937198068
923,88481.0,2014,2006.0,986.0,114,gering besiedelt,"17,58",0.4915254237288136
924,89179.0,2014,2543.0,1295.0,177,gering besiedelt,"14,34",0.5092410538733779
925,89160.0,2014,8589.0,4222.0,145,gering besiedelt,"59,24",0.4915589707765747
926,89198.0,2014,2181.0,1104.0,167,gering besiedelt,"13,09",0.5061898211829436
927,89584.0,2014,24862.0,12405.0,139,mittlere Besiedlungsdichte,"178,37",0.4989542273348886
928,89608.0,2014,1045.0,510.0,128,gering besiedelt,"8,16",0.4880382775119617
929,89610.0,2014,2080.0,1057.0,235,gering besiedelt,"8,84",0.5081730769230769
930,89614.0,2014,2281.0,1137.0,257,gering besiedelt,"8,88",0.4984655852696186
931,89185.0,2014,1350.0,700.0,130,gering besiedelt,"10,36",0.5185185185185185
932,89194.0,2014,1324.0,667.0,124,gering besiedelt,"10,71",0.5037764350453172
933,89171.0,2014,4716.0,2372.0,412,mittlere Besiedlungsdichte,"11,45",0.5029686174724343
934,89195.0,2014,3101.0,1535.0,175,gering besiedelt,"17,74",0.49500161238310225
935,89150.0,2014,11012.0,5458.0,158,gering besiedelt,"69,84",0.4956411187795133
936,89188.0,2014,1943.0,973.0,91,gering besiedelt,"21,31",0.5007720020586721
937,89191.0,2014,1897.0,928.0,53,gering besiedelt,"35,78",0.48919346336320507
938,72589.0,2014,2935.0,1462.0,128,gering besiedelt,"22,93",0.4981260647359455
939,72535.0,2014,2755.0,1380.0,122,gering besiedelt,"22,58",0.5009074410163339
940,89174.0,2014,1692.0,829.0,66,gering besiedelt,"25,78",0.48995271867612294
941,89176.0,2014,1000.0,483.0,78,gering besiedelt,"12,85",0.483
942,89177.0,2014,686.0,360.0,48,gering besiedelt,"14,21",0.5247813411078717
943,89182.0,2014,2110.0,1021.0,151,gering besiedelt,"13,95",0.4838862559241706
944,89177.0,2014,174.0,86.0,28,gering besiedelt,"6,29",0.4942528735632184
945,89183.0,2014,290.0,146.0,100,gering besiedelt,"2,89",0.503448275862069
946,89183.0,2014,264.0,136.0,32,gering besiedelt,"8,14",0.5151515151515151
947,89129.0,2014,14526.0,7236.0,194,mittlere Besiedlungsdichte,75,0.49814126394052044
948,89189.0,2014,805.0,396.0,97,gering besiedelt,"8,3",0.4919254658385093
949,89129.0,2014,322.0,164.0,53,gering besiedelt,"6,09",0.5093167701863354
950,89129.0,2014,529.0,260.0,65,gering besiedelt,"8,09",0.4914933837429111
951,89192.0,2014,1274.0,618.0,91,gering besiedelt,"14,03",0.4850863422291994
952,89129.0,2014,663.0,322.0,79,gering besiedelt,"8,42",0.4856711915535445
953,89197.0,2014,1360.0,658.0,79,gering besiedelt,"17,21",0.4838235294117647
954,73340.0,2014,3887.0,1951.0,78,gering besiedelt,"49,8",0.5019295086184719
955,89173.0,2014,4778.0,2357.0,110,gering besiedelt,"43,32",0.4933026370866471
956,88499.0,2014,129.0,63.0,17,gering besiedelt,"7,53",0.4883720930232558
957,89607.0,2014,827.0,405.0,112,gering besiedelt,"7,4",0.48972188633615477
958,89613.0,2014,216.0,116.0,58,gering besiedelt,"3,7",0.5370370370370371
959,89597.0,2014,253.0,128.0,72,gering besiedelt,"3,52",0.5059288537549407
960,89584.0,2014,580.0,281.0,42,gering besiedelt,"13,78",0.4844827586206897
961,89597.0,2014,5052.0,2562.0,386,gering besiedelt,"13,08",0.5071258907363421
