,plz,year,pop,female,density,degree_urban,size,share_fem
5497,64750.0,2011,6919.0,3419.0,195,gering besiedelt,"35,44",0.49414655297008236
5498,64720.0,2011,16469.0,8271.0,189,mittlere Besiedlungsdichte,"86,98",0.5022162851417815
5499,64756.0,2011,2531.0,1240.0,52,gering besiedelt,"48,51",0.4899249308573686
5500,64385.0,2011,8653.0,4375.0,149,mittlere Besiedlungsdichte,"58,2",0.5056049924881544
5501,64757.0,2011,2364.0,1212.0,78,gering besiedelt,"30,48",0.5126903553299492
5502,64759.0,2011,967.0,464.0,28,gering besiedelt,"33,94",0.47983453981385726
5503,63128.0,2011,33479.0,16755.0,  1 545,mittlere Besiedlungsdichte,"21,67",0.5004629767914215
5504,63303.0,2011,40721.0,20832.0,764,mittlere Besiedlungsdichte,"53,3",0.5115787922693451
5505,63329.0,2011,11101.0,5578.0,749,mittlere Besiedlungsdichte,"14,82",0.5024772543014143
5506,63512.0,2011,14360.0,7286.0,900,mittlere Besiedlungsdichte,"15,95",0.5073816155988858
5507,63150.0,2011,18376.0,9300.0,966,mittlere Besiedlungsdichte,"19,03",0.5060949063996517
5508,63225.0,2011,36031.0,18401.0,  1 237,mittlere Besiedlungsdichte,"29,12",0.5106991202020482
5509,63533.0,2011,8916.0,4439.0,498,mittlere Besiedlungsdichte,"17,92",0.4978689995513683
5510,63165.0,2011,27058.0,13818.0,  1 309,mittlere Besiedlungsdichte,"20,67",0.5106807598492128
5511,63263.0,2011,36485.0,18773.0,  1 501,mittlere Besiedlungsdichte,"24,31",0.5145402220090448
5512,63179.0,2011,24179.0,12378.0,  1 775,mittlere Besiedlungsdichte,"13,62",0.5119318416807974
5513,63110.0,2011,43237.0,21890.0,665,mittlere Besiedlungsdichte,"65,04",0.5062793440803016
5514,63322.0,2011,25940.0,13202.0,865,mittlere Besiedlungsdichte,"29,99",0.5089437162683115
5515,63500.0,2011,20231.0,10390.0,656,mittlere Besiedlungsdichte,"30,85",0.5135682862933122
5516,65326.0,2011,5957.0,2949.0,176,gering besiedelt,"33,94",0.49504784287392983
5517,65307.0,2011,10646.0,5487.0,264,mittlere Besiedlungsdichte,"40,27",0.515404846890851
5518,65343.0,2011,17713.0,9047.0,379,mittlere Besiedlungsdichte,"46,77",0.5107548128493197
5519,65366.0,2011,11560.0,5935.0,286,mittlere Besiedlungsdichte,"40,35",0.5134083044982699
5520,65321.0,2011,7897.0,3905.0,82,gering besiedelt,"95,94",0.49449157908066355
5521,65329.0,2011,6105.0,3026.0,96,gering besiedelt,"63,79",0.4956592956592957
5522,65510.0,2011,10229.0,5163.0,202,gering besiedelt,"50,56",0.504741421448822
5523,65510.0,2011,23476.0,11942.0,295,mittlere Besiedlungsdichte,"79,7",0.5086897256772874
5524,65399.0,2011,3925.0,2051.0,318,mittlere Besiedlungsdichte,"12,35",0.522547770700637
5525,65391.0,2011,3778.0,1922.0,69,gering besiedelt,"54,53",0.5087347803070408
5526,65527.0,2011,14431.0,7382.0,409,mittlere Besiedlungsdichte,"35,31",0.5115376619776869
5527,65375.0,2011,11583.0,5900.0,195,mittlere Besiedlungsdichte,"59,53",0.5093671760338427
5528,65385.0,2011,9659.0,4948.0,188,mittlere Besiedlungsdichte,"51,44",0.5122683507609483
5529,65388.0,2011,6208.0,3056.0,170,gering besiedelt,"36,55",0.49226804123711343
5530,65232.0,2011,29000.0,14920.0,433,mittlere Besiedlungsdichte,"67,03",0.5144827586206897
5531,65529.0,2011,5489.0,2721.0,150,gering besiedelt,"36,68",0.49571871014756785
5532,65396.0,2011,5523.0,2836.0,819,mittlere Besiedlungsdichte,"6,74",0.5134890458084375
5533,63674.0,2011,11889.0,5989.0,395,mittlere Besiedlungsdichte,"30,09",0.5037429556733115
5534,61231.0,2011,31314.0,16729.0,962,mittlere Besiedlungsdichte,"32,54",0.5342338889953375
5535,61118.0,2011,32238.0,16531.0,  1 255,mittlere Besiedlungsdichte,"25,68",0.5127799491283579
5536,63654.0,2011,21201.0,10754.0,173,gering besiedelt,"122,88",0.5072402245177114
5537,35510.0,2011,24981.0,12518.0,234,mittlere Besiedlungsdichte,"106,6",0.5011008366358433
5538,61209.0,2011,5730.0,2846.0,152,gering besiedelt,"37,61",0.4966841186736475
5539,61197.0,2011,8660.0,4374.0,219,gering besiedelt,"39,6",0.505080831408776
5540,61169.0,2011,28043.0,14037.0,559,mittlere Besiedlungsdichte,"50,17",0.5005527226045715
5541,63688.0,2011,7474.0,3792.0,99,gering besiedelt,"75,24",0.5073588439925074
5542,63695.0,2011,3084.0,1555.0,243,mittlere Besiedlungsdichte,"12,67",0.5042153047989624
5543,63697.0,2011,2797.0,1421.0,174,gering besiedelt,"16,11",0.508044333214158
5544,61184.0,2011,21892.0,10929.0,498,mittlere Besiedlungsdichte,"43,94",0.4992234606248858
5545,63699.0,2011,2809.0,1402.0,92,gering besiedelt,"30,66",0.49911000355998575
5546,63694.0,2011,5369.0,2734.0,430,mittlere Besiedlungsdichte,"12,5",0.5092195939653567
5547,35516.0,2011,5518.0,2795.0,174,gering besiedelt,"31,63",0.5065241029358464
5548,63667.0,2011,17547.0,8838.0,148,mittlere Besiedlungsdichte,"118,35",0.5036758420242776
5549,61194.0,2011,9196.0,4666.0,228,mittlere Besiedlungsdichte,"40,26",0.5073945193562418
5550,61239.0,2011,5790.0,2927.0,154,mittlere Besiedlungsdichte,"37,65",0.5055267702936097
5551,63683.0,2011,8902.0,4522.0,163,mittlere Besiedlungsdichte,"54,7",0.5079757357897102
5552,63691.0,2011,4916.0,2431.0,143,gering besiedelt,"34,26",0.4945077298616762
5553,61203.0,2011,6741.0,3384.0,244,mittlere Besiedlungsdichte,"27,6",0.5020026702269693
5554,35519.0,2011,4080.0,2114.0,253,mittlere Besiedlungsdichte,"16,14",0.5181372549019608
5555,61191.0,2011,12357.0,6084.0,273,gering besiedelt,"45,33",0.4923525127458121
5556,61200.0,2011,9759.0,4911.0,226,mittlere Besiedlungsdichte,"43,15",0.5032277897325546
5557,61206.0,2011,6142.0,3073.0,399,mittlere Besiedlungsdichte,"15,38",0.5003256268316509
5558,35469.0,2011,4051.0,2005.0,184,mittlere Besiedlungsdichte,"22,01",0.4949395211058998
5559,35444.0,2011,10000.0,5103.0,228,mittlere Besiedlungsdichte,"43,93",0.5103
5560,35418.0,2011,12832.0,6531.0,332,mittlere Besiedlungsdichte,"38,67",0.5089619700748129
5561,35463.0,2011,6615.0,3365.0,307,gering besiedelt,"21,57",0.5086923658352229
5562,35390.0,2011,78584.0,40935.0,  1 083,dicht besiedelt,"72,56",0.5209075638806882
5563,35305.0,2011,13828.0,7056.0,155,gering besiedelt,"89,24",0.5102690193809661
5564,35452.0,2011,7580.0,3861.0,716,mittlere Besiedlungsdichte,"10,58",0.5093667546174142
5565,35410.0,2011,12544.0,6300.0,145,mittlere Besiedlungsdichte,"86,74",0.5022321428571429
5566,35428.0,2011,11756.0,5956.0,224,gering besiedelt,"52,54",0.5066349098332766
5567,35321.0,2011,9818.0,4998.0,101,gering besiedelt,"97,02",0.5090649826848646
5568,35423.0,2011,13280.0,6760.0,171,mittlere Besiedlungsdichte,"77,63",0.5090361445783133
5569,35440.0,2011,12288.0,6264.0,540,mittlere Besiedlungsdichte,"22,77",0.509765625
5570,35457.0,2011,9884.0,4969.0,452,mittlere Besiedlungsdichte,"21,87",0.5027316875758802
5571,35415.0,2011,18223.0,9425.0,480,mittlere Besiedlungsdichte,38,0.5172035339955002
5572,35466.0,2011,5135.0,2571.0,118,gering besiedelt,"43,4",0.5006815968841285
5573,35447.0,2011,10502.0,5264.0,233,mittlere Besiedlungsdichte,"44,99",0.5012378594553418
5574,35460.0,2011,8044.0,4091.0,286,mittlere Besiedlungsdichte,"28,13",0.5085778219791148
5575,35435.0,2011,12423.0,6327.0,289,mittlere Besiedlungsdichte,"42,97",0.5092972711905337
5576,35614.0,2011,13611.0,7001.0,312,mittlere Besiedlungsdichte,"43,57",0.514363382558225
5577,35649.0,2011,3443.0,1736.0,97,gering besiedelt,"35,37",0.5042114435085681
5578,35619.0,2011,10836.0,5638.0,229,gering besiedelt,"47,29",0.5203026947212994
5579,35767.0,2011,4891.0,2458.0,154,gering besiedelt,"31,75",0.5025557145777959
5580,35716.0,2011,5887.0,2943.0,157,mittlere Besiedlungsdichte,"37,45",0.49991506709699335
5581,35683.0,2011,23525.0,12004.0,280,gering besiedelt,"83,89",0.5102656748140276
5582,35759.0,2011,5046.0,2535.0,106,gering besiedelt,"47,55",0.5023781212841855
5583,35630.0,2011,9144.0,4656.0,201,mittlere Besiedlungsdichte,"45,43",0.5091863517060368
5584,35713.0,2011,10268.0,5014.0,224,mittlere Besiedlungsdichte,"45,78",0.48831320607713286
5585,35753.0,2011,6950.0,3509.0,103,gering besiedelt,"67,41",0.5048920863309353
5586,35708.0,2011,18993.0,9573.0,178,mittlere Besiedlungsdichte,"106,67",0.5040277997156847
5587,35745.0,2011,20486.0,10511.0,321,mittlere Besiedlungsdichte,"63,8",0.5130821048520942
5588,35644.0,2011,4824.0,2383.0,106,gering besiedelt,"45,67",0.49398839137645106
5589,35625.0,2011,10637.0,5473.0,261,gering besiedelt,"40,74",0.5145247720221867
5590,35633.0,2011,8083.0,4094.0,338,mittlere Besiedlungsdichte,"23,93",0.5064951132005443
5591,35638.0,2011,5770.0,2929.0,201,gering besiedelt,"28,66",0.5076256499133449
5592,35756.0,2011,4876.0,2451.0,139,mittlere Besiedlungsdichte,"35,18",0.5026661197703035
5593,35641.0,2011,6236.0,3131.0,183,gering besiedelt,"34,11",0.5020846696600385
5594,35768.0,2011,2734.0,1368.0,94,gering besiedelt,"29,08",0.5003657644476956
5595,35764.0,2011,6479.0,3297.0,346,mittlere Besiedlungsdichte,"18,72",0.5088748263620929
5596,35606.0,2011,13337.0,6826.0,392,mittlere Besiedlungsdichte,"34,05",0.5118092524555747
5597,35647.0,2011,4900.0,2383.0,109,gering besiedelt,"44,75",0.4863265306122449
5598,35578.0,2011,51521.0,26710.0,681,dicht besiedelt,"75,67",0.5184293783117564
5599,65614.0,2011,5663.0,2888.0,180,gering besiedelt,"31,53",0.5099770439696274
5600,65611.0,2011,6589.0,3329.0,265,mittlere Besiedlungsdichte,"24,86",0.5052359993929276
5601,65520.0,2011,14053.0,7094.0,257,mittlere Besiedlungsdichte,"54,63",0.5048032448587491
5602,65599.0,2011,8375.0,4181.0,252,gering besiedelt,"33,24",0.49922388059701495
5603,65627.0,2011,2378.0,1193.0,214,gering besiedelt,"11,11",0.5016820857863751
5604,65604.0,2011,8003.0,4138.0,475,mittlere Besiedlungsdichte,"16,86",0.5170561039610146
5605,65589.0,2011,12281.0,6238.0,300,gering besiedelt,"40,99",0.5079390929077436
5606,65597.0,2011,9758.0,4923.0,156,gering besiedelt,"62,7",0.5045091207214594
5607,65549.0,2011,33544.0,17338.0,743,mittlere Besiedlungsdichte,"45,15",0.516873360362509
5608,35792.0,2011,4214.0,2156.0,124,gering besiedelt,"33,85",0.5116279069767442
5609,35794.0,2011,5700.0,2861.0,185,gering besiedelt,"30,82",0.5019298245614036
5610,35799.0,2011,3325.0,1669.0,144,gering besiedelt,"23,1",0.5019548872180452
5611,65594.0,2011,9473.0,4804.0,217,mittlere Besiedlungsdichte,"43,72",0.5071255146205004
5612,65618.0,2011,7993.0,3949.0,198,mittlere Besiedlungsdichte,"40,47",0.4940573001376204
5613,65606.0,2011,6882.0,3493.0,160,gering besiedelt,"43,1",0.507555943039814
5614,65620.0,2011,5677.0,2809.0,191,gering besiedelt,"29,77",0.4948035934472433
5615,35781.0,2011,13051.0,6535.0,227,mittlere Besiedlungsdichte,"57,5",0.5007279135698414
5616,35789.0,2011,8920.0,4543.0,115,gering besiedelt,"77,42",0.509304932735426
5617,35796.0,2011,4478.0,2297.0,119,gering besiedelt,"37,65",0.5129522108083966
5618,35287.0,2011,5132.0,2539.0,117,gering besiedelt,"43,95",0.49473889321901793
5619,35719.0,2011,3559.0,1694.0,213,gering besiedelt,"16,72",0.4759763978645687
5620,35080.0,2011,8238.0,4162.0,207,mittlere Besiedlungsdichte,"39,84",0.5052197135226997
5621,35216.0,2011,13187.0,6719.0,146,gering besiedelt,"90,33",0.5095169485098962
5622,35236.0,2011,6804.0,3345.0,152,gering besiedelt,"44,83",0.4916225749559083
5623,35091.0,2011,6944.0,3416.0,260,gering besiedelt,"26,66",0.49193548387096775
5624,35232.0,2011,11669.0,5923.0,162,gering besiedelt,"72,03",0.5075841974462251
5625,35085.0,2011,8917.0,4521.0,122,gering besiedelt,"72,89",0.5070090837725693
5626,35112.0,2011,3983.0,2053.0,143,gering besiedelt,"27,88",0.5154406226462466
5627,35075.0,2011,12123.0,6198.0,168,mittlere Besiedlungsdichte,"72,28",0.5112595892105914
5628,35274.0,2011,16145.0,8211.0,178,mittlere Besiedlungsdichte,"90,93",0.508578507277795
5629,35094.0,2011,7018.0,3541.0,173,gering besiedelt,"40,49",0.5045597036192647
5630,35102.0,2011,5568.0,2764.0,113,gering besiedelt,"49,18",0.4964080459770115
5631,35037.0,2011,81147.0,42332.0,655,dicht besiedelt,"123,92",0.5216705485107275
5632,35117.0,2011,3451.0,1708.0,83,gering besiedelt,"41,54",0.4949290060851927
5633,35279.0,2011,8737.0,4299.0,154,gering besiedelt,"56,88",0.49204532448208765
5634,35282.0,2011,4438.0,2259.0,66,gering besiedelt,"67,33",0.5090130689499774
5635,35260.0,2011,21212.0,10641.0,271,mittlere Besiedlungsdichte,"78,29",0.5016500094286253
5636,35239.0,2011,4140.0,2064.0,170,gering besiedelt,"24,31",0.4985507246376812
5637,35096.0,2011,6899.0,3522.0,147,mittlere Besiedlungsdichte,"47,05",0.5105087693868676
5638,35083.0,2011,9058.0,4537.0,87,gering besiedelt,"104,56",0.5008831971737691
5639,35288.0,2011,2492.0,1243.0,81,gering besiedelt,"30,66",0.49879614767255215
5640,36304.0,2011,16222.0,8213.0,125,gering besiedelt,"129,69",0.5062877573665393
5641,36326.0,2011,1983.0,976.0,75,gering besiedelt,"26,59",0.4921835602622289
5642,36325.0,2011,2572.0,1287.0,46,gering besiedelt,"55,69",0.500388802488336
5643,36399.0,2011,3303.0,1660.0,50,gering besiedelt,"65,67",0.5025734181047532
5644,35329.0,2011,2852.0,1453.0,52,gering besiedelt,55,0.5094670406732118
5645,36323.0,2011,2520.0,1227.0,46,gering besiedelt,"55,37",0.4869047619047619
5646,36355.0,2011,4831.0,2408.0,53,gering besiedelt,"91,62",0.4984475263920513
5647,36358.0,2011,4817.0,2373.0,60,gering besiedelt,"79,98",0.49263026780153624
5648,35315.0,2011,7619.0,3780.0,87,gering besiedelt,"88,02",0.49612810080063
5649,36320.0,2011,3255.0,1612.0,41,gering besiedelt,"79,91",0.49523809523809526
5650,36341.0,2011,13708.0,7103.0,134,mittlere Besiedlungsdichte,102,0.5181645754304056
5651,36369.0,2011,2424.0,1169.0,45,gering besiedelt,"53,61",0.4822607260726073
5652,35325.0,2011,9362.0,4722.0,109,gering besiedelt,"86,23",0.5043794061098056
5653,36329.0,2011,2839.0,1416.0,52,gering besiedelt,"54,43",0.4987671715392744
5654,36110.0,2011,9701.0,4913.0,68,mittlere Besiedlungsdichte,"142,09",0.5064426347799196
5655,63679.0,2011,10693.0,5323.0,80,gering besiedelt,"133,56",0.49780230057046665
5656,36318.0,2011,2874.0,1422.0,53,gering besiedelt,"54,38",0.49478079331941544
5657,35327.0,2011,3021.0,1497.0,46,gering besiedelt,"65,61",0.4955312810327706
5658,36367.0,2011,3942.0,1987.0,100,gering besiedelt,"39,54",0.5040588533739219
5659,34117.0,2011,196526.0,101736.0,  1 840,dicht besiedelt,"106,78",0.5176719619795854
5660,36364.0,2011,2983.0,1569.0,229,gering besiedelt,"13,04",0.5259805564867583
5661,36151.0,2011,6397.0,3187.0,98,gering besiedelt,"65,05",0.49820228231983743
5662,36160.0,2011,3314.0,1648.0,110,gering besiedelt,"30,05",0.49728424864212434
5663,36157.0,2011,4487.0,2270.0,121,gering besiedelt,"37,04",0.5059059505237352
5664,36115.0,2011,2606.0,1314.0,64,gering besiedelt,"40,83",0.5042210283960092
5665,36124.0,2011,11207.0,5681.0,200,gering besiedelt,56,0.5069153207816544
5666,36132.0,2011,7338.0,3705.0,82,gering besiedelt,"89,83",0.5049059689288634
5667,36103.0,2011,8615.0,4312.0,174,mittlere Besiedlungsdichte,"49,65",0.5005223447475333
5668,36037.0,2011,64249.0,33265.0,618,dicht besiedelt,"104,04",0.5177512490466778
5669,36129.0,2011,5896.0,2965.0,66,gering besiedelt,"89,37",0.5028833107191316
5670,36137.0,2011,8482.0,4312.0,115,gering besiedelt,"73,92",0.5083706672954492
5671,36115.0,2011,4702.0,2321.0,67,gering besiedelt,"70,38",0.493619736282433
5672,36145.0,2011,6165.0,3040.0,71,gering besiedelt,"87,2",0.4931062449310625
5673,36154.0,2011,4589.0,2257.0,90,gering besiedelt,"50,71",0.49182828502941817
5674,36088.0,2011,15880.0,8073.0,133,mittlere Besiedlungsdichte,"119,77",0.5083753148614609
5675,36148.0,2011,6296.0,3128.0,89,gering besiedelt,"70,64",0.49682337992376113
5676,36093.0,2011,16391.0,8552.0,541,mittlere Besiedlungsdichte,"30,29",0.521749740711366
5677,36119.0,2011,10789.0,5386.0,120,mittlere Besiedlungsdichte,"90,28",0.49921216053387707
5678,36167.0,2011,2858.0,1364.0,63,gering besiedelt,"45,5",0.47725682295311406
5679,36100.0,2011,14744.0,7611.0,415,mittlere Besiedlungsdichte,"35,51",0.5162099837221921
5680,36163.0,2011,2559.0,1255.0,63,gering besiedelt,"40,77",0.4904259476357952
5681,36169.0,2011,1767.0,845.0,59,gering besiedelt,"30,07",0.47821165817770234
5682,36142.0,2011,4403.0,2199.0,73,gering besiedelt,"60,45",0.49943220531455823
5683,36211.0,2011,5054.0,2493.0,79,gering besiedelt,"63,83",0.4932726553225168
5684,36251.0,2011,30164.0,15621.0,409,mittlere Besiedlungsdichte,"73,83",0.5178689828935155
5685,36179.0,2011,13598.0,6904.0,145,mittlere Besiedlungsdichte,"93,64",0.5077217237829093
5686,36287.0,2011,1788.0,833.0,42,gering besiedelt,"42,14",0.4658836689038031
5687,36219.0,2011,1495.0,722.0,64,gering besiedelt,"23,36",0.48294314381270903
5688,36289.0,2011,2432.0,1180.0,61,gering besiedelt,"39,65",0.48519736842105265
5689,36282.0,2011,3215.0,1595.0,181,mittlere Besiedlungsdichte,"17,75",0.49611197511664074
5690,36166.0,2011,3035.0,1459.0,55,gering besiedelt,"54,91",0.4807248764415156
5691,36266.0,2011,7392.0,3672.0,121,gering besiedelt,"61,18",0.4967532467532468
5692,36284.0,2011,3227.0,1596.0,90,gering besiedelt,"35,74",0.4945770065075922
5693,36275.0,2011,3854.0,1834.0,76,gering besiedelt,"50,65",0.47586922677737414
5694,36251.0,2011,5656.0,2890.0,51,gering besiedelt,"111,93",0.5109618104667609
5695,36214.0,2011,2956.0,1421.0,52,gering besiedelt,"57,06",0.4807171853856563
5696,36286.0,2011,3055.0,1482.0,47,gering besiedelt,"64,83",0.4851063829787234
5697,36272.0,2011,5416.0,2779.0,84,gering besiedelt,"64,17",0.513109305760709
5698,36269.0,2011,4193.0,2073.0,197,gering besiedelt,"21,31",0.4943954209396613
5699,36217.0,2011,2377.0,1186.0,63,gering besiedelt,"37,65",0.498948254101809
5700,36199.0,2011,13666.0,7006.0,171,mittlere Besiedlungsdichte,"79,83",0.5126591541050783
5701,36277.0,2011,4568.0,2284.0,72,gering besiedelt,"63,79",0.5
5702,36208.0,2011,4940.0,2546.0,124,gering besiedelt,"39,88",0.5153846153846153
5703,34292.0,2011,7931.0,4054.0,440,mittlere Besiedlungsdichte,"18,03",0.5111587441684529
5704,34385.0,2011,3778.0,1902.0,254,gering besiedelt,"14,85",0.5034409740603494
5705,34225.0,2011,27723.0,14216.0,724,mittlere Besiedlungsdichte,"38,27",0.5127872163907226
5706,34479.0,2011,3602.0,1818.0,89,gering besiedelt,"40,47",0.5047196002220988
5707,34379.0,2011,7340.0,3674.0,134,gering besiedelt,"54,84",0.5005449591280654
5708,34308.0,2011,6160.0,3103.0,159,gering besiedelt,"38,67",0.5037337662337662
5709,34314.0,2011,4867.0,2508.0,358,gering besiedelt,"13,59",0.51530717074173
5710,34277.0,2011,8682.0,4432.0,486,mittlere Besiedlungsdichte,"17,85",0.5104814558857406
5711,34233.0,2011,11853.0,5970.0,352,mittlere Besiedlungsdichte,"33,68",0.5036699569729183
5712,34393.0,2011,5907.0,2967.0,118,gering besiedelt,"49,85",0.5022854240731336
5713,34317.0,2011,5103.0,2585.0,181,gering besiedelt,"28,21",0.5065647658240251
5714,34298.0,2011,5507.0,2885.0,214,gering besiedelt,"25,76",0.5238786998365716
5715,34369.0,2011,15554.0,8104.0,180,mittlere Besiedlungsdichte,"86,39",0.521023530924521
5716,34376.0,2011,6956.0,3531.0,244,gering besiedelt,"28,54",0.5076193214491087
5717,34260.0,2011,12534.0,6502.0,480,mittlere Besiedlungsdichte,"26,13",0.5187490027126217
5718,34396.0,2011,3247.0,1689.0,66,gering besiedelt,"48,87",0.5201724668925162
5719,34253.0,2011,13907.0,7180.0,839,mittlere Besiedlungsdichte,"16,57",0.5162867620622708
5720,34311.0,2011,5217.0,2670.0,79,gering besiedelt,"66,29",0.5117883841288097
5721,34329.0,2011,1784.0,903.0,440,gering besiedelt,"4,05",0.5061659192825112
5722,34266.0,2011,10533.0,5489.0,476,mittlere Besiedlungsdichte,"22,15",0.5211240862052596
5723,34399.0,2011,3292.0,1666.0,80,gering besiedelt,"41,16",0.5060753341433779
5724,34359.0,2011,4795.0,2424.0,369,mittlere Besiedlungsdichte,"12,98",0.5055265901981231
5725,34270.0,2011,10245.0,5155.0,332,mittlere Besiedlungsdichte,"30,86",0.5031722791605662
5726,34320.0,2011,4944.0,2483.0,84,gering besiedelt,"58,9",0.5022249190938511
5727,34388.0,2011,5112.0,2587.0,74,gering besiedelt,"69,35",0.5060641627543035
5728,34246.0,2011,18162.0,9568.0,  1 300,mittlere Besiedlungsdichte,"13,97",0.5268142275079837
5729,37194.0,2011,2270.0,1181.0,199,gering besiedelt,"11,43",0.5202643171806167
5730,34466.0,2011,12802.0,6547.0,114,gering besiedelt,"111,95",0.5114044680518669
5731,34289.0,2011,6580.0,3363.0,76,gering besiedelt,"86,53",0.5110942249240121
5732,34582.0,2011,12721.0,6443.0,155,mittlere Besiedlungsdichte,"82,3",0.5064853392028928
5733,34295.0,2011,7256.0,3623.0,281,gering besiedelt,"25,83",0.4993109151047409
5734,34587.0,2011,10533.0,5407.0,126,mittlere Besiedlungsdichte,"83,28",0.5133390297161302
5735,34621.0,2011,7707.0,3816.0,90,gering besiedelt,"85,82",0.4951342934994161
5736,34560.0,2011,14296.0,7280.0,161,mittlere Besiedlungsdichte,"88,78",0.5092333519865697
5737,34630.0,2011,3251.0,1601.0,53,gering besiedelt,"61,58",0.4924638572746847
5738,34281.0,2011,9193.0,4626.0,198,mittlere Besiedlungsdichte,"46,5",0.503208963341673
5739,34302.0,2011,5230.0,2669.0,200,mittlere Besiedlungsdichte,"26,18",0.5103250478011472
5740,34576.0,2011,14173.0,7222.0,142,mittlere Besiedlungsdichte,"99,99",0.5095604318069569
5741,34632.0,2011,2481.0,1238.0,50,gering besiedelt,"49,77",0.4989923417976622
5742,34593.0,2011,4565.0,2315.0,45,gering besiedelt,"100,68",0.5071193866374589
5743,34327.0,2011,2863.0,1432.0,164,gering besiedelt,"17,51",0.5001746419839329
5744,34323.0,2011,4049.0,2003.0,117,gering besiedelt,"34,49",0.4946900469251667
5745,34212.0,2011,13420.0,6951.0,213,mittlere Besiedlungsdichte,"63,1",0.5179582712369598
5746,34326.0,2011,3590.0,1743.0,75,gering besiedelt,"47,94",0.4855153203342618
5747,34599.0,2011,3126.0,1555.0,81,gering besiedelt,"38,65",0.49744081893793984
5748,34626.0,2011,7125.0,3583.0,108,gering besiedelt,"66,26",0.5028771929824561
5749,34305.0,2011,5252.0,2591.0,172,gering besiedelt,"30,61",0.49333587204874335
5750,36280.0,2011,3157.0,1597.0,72,gering besiedelt,"43,95",0.5058599936648717
5751,34633.0,2011,2314.0,1143.0,48,gering besiedelt,"48,49",0.4939498703543647
5752,34637.0,2011,3174.0,1616.0,87,gering besiedelt,"36,61",0.5091367359798362
5753,34613.0,2011,18467.0,9290.0,218,mittlere Besiedlungsdichte,"84,74",0.5030595115611631
5754,34639.0,2011,1061.0,513.0,39,gering besiedelt,"26,9",0.48350612629594725
5755,34286.0,2011,6197.0,3075.0,63,gering besiedelt,"97,7",0.4962078425044376
5756,34590.0,2011,7253.0,3617.0,141,gering besiedelt,"51,41",0.49869019715979596
5757,34628.0,2011,5079.0,2520.0,85,gering besiedelt,"59,95",0.49616066154754873
5758,34596.0,2011,3990.0,2069.0,101,gering besiedelt,"39,45",0.518546365914787
5759,35108.0,2011,5480.0,2760.0,131,mittlere Besiedlungsdichte,"41,79",0.5036496350364964
5760,34454.0,2011,16023.0,8158.0,127,mittlere Besiedlungsdichte,"126,37",0.509143106783998
5761,34537.0,2011,17332.0,9166.0,144,mittlere Besiedlungsdichte,"120,08",0.5288483729517656
5762,35088.0,2011,5389.0,2674.0,83,gering besiedelt,"64,73",0.49619595472258304
5763,59969.0,2011,1849.0,888.0,52,gering besiedelt,"35,23",0.48025959978366684
5764,35099.0,2011,4833.0,2371.0,117,gering besiedelt,"41,29",0.49058555762466377
5765,34519.0,2011,4948.0,2453.0,41,gering besiedelt,"121,56",0.49575586095392077
5766,34474.0,2011,5317.0,2644.0,64,gering besiedelt,"82,58",0.4972728982508934
5767,34549.0,2011,6505.0,3306.0,56,gering besiedelt,"115,72",0.5082244427363567
5768,35110.0,2011,3310.0,1618.0,58,gering besiedelt,"57,29",0.48882175226586105
5769,35066.0,2011,18641.0,9539.0,149,gering besiedelt,"124,88",0.5117214741698407
5770,35285.0,2011,3873.0,1949.0,66,gering besiedelt,"58,67",0.5032274722437386
5771,35114.0,2011,3607.0,1669.0,40,gering besiedelt,"91,28",0.46271139451067367
5772,35116.0,2011,3164.0,1537.0,54,gering besiedelt,"58,51",0.48577749683944377
5773,34497.0,2011,23533.0,12232.0,190,mittlere Besiedlungsdichte,"123,98",0.5197807334381507
5774,35104.0,2011,4084.0,2030.0,42,gering besiedelt,"96,73",0.4970617042115573
5775,35119.0,2011,2168.0,1041.0,42,gering besiedelt,"51,54",0.4801660516605166
5776,34477.0,2011,4494.0,2190.0,61,gering besiedelt,74,0.48731642189586116
5777,34516.0,2011,6019.0,3038.0,61,gering besiedelt,"98,81",0.5047350058149194
5778,34471.0,2011,6756.0,3436.0,100,gering besiedelt,"67,47",0.5085849615156898
5779,34513.0,2011,7034.0,3463.0,61,gering besiedelt,"115,73",0.49232300255899913
5780,34508.0,2011,6212.0,3178.0,77,gering besiedelt,"80,19",0.5115904700579523
5781,37242.0,2011,8326.0,4356.0,113,mittlere Besiedlungsdichte,"73,52",0.5231803987509008
5782,37297.0,2011,1643.0,869.0,84,gering besiedelt,"19,56",0.5289105295191723
5783,37269.0,2011,19805.0,10315.0,313,mittlere Besiedlungsdichte,"63,27",0.520828073718758
5784,37247.0,2011,6807.0,3465.0,181,gering besiedelt,"37,62",0.5090348171000441
5785,37293.0,2011,2929.0,1437.0,49,gering besiedelt,"59,52",0.4906111300785251
5786,37235.0,2011,12564.0,6253.0,119,mittlere Besiedlungsdichte,"105,87",0.497691817892391
5787,37276.0,2011,4781.0,2439.0,120,gering besiedelt,"39,7",0.5101443212717005
5788,37290.0,2011,3142.0,1571.0,70,gering besiedelt,"44,81",0.5
5789,37249.0,2011,1812.0,951.0,66,gering besiedelt,"27,53",0.5248344370860927
