Satz-art;Text-kenn-zeichen;Land;RB;Kreis;VB;Gem;Gemeindename;;insgesamt;männlich;weiblich;je km2;plz;Längengrad;Breitengrad;key_travel;Reisegebiete;Schlüssel;Grad der Verstädterung
60;64;1;0;51;5178;14;Büsumer Deichhausen;2,87;330;132;198;115;25761;8,5324;54,081;;;;
60;64;1;0;51;5178;33;Friedrichsgabekoog;8,62;56;25;31;6;25764;8,5628;54,0927;;;;
60;64;1;0;51;5178;43;Hedwigenkoog;16,36;274;132;142;17;25761;8,5027;54,1041;;;;
60;64;1;0;51;5178;45;Hellschen-Heringsand-Unterschaar;7,02;187;91;96;27;25764;8,5222;54,114;;;;
60;64;1;0;51;5178;50;Hillgroven;3,6;81;51;30;23;25764;8,523;54,1341;;;;
60;64;1;0;51;5178;79;Norddeich;6,9;424;218;206;61;25764;8,536;54,1305;;;;
60;64;1;0;51;5178;84;Oesterdeichstrich;4,64;288;144;144;62;25761;8,5411;54,0931;;;;
60;64;1;0;51;5178;93;Reinsbüttel;6,83;425;208;217;62;25764;8,544;54,1045;;;;
60;64;1;0;51;5178;105;Schülp;9,27;466;229;237;50;25764;8,5548;54,143;;;;
60;64;1;0;51;5178;108;Strübbel;4,4;92;45;47;21;25792;8,5819;54,1537;;;;
60;64;1;0;51;5178;109;Süderdeich;6,64;505;248;257;76;25764;8,5441;54,1206;;;;
60;64;1;0;51;5178;121;Warwerort;4,58;298;150;148;65;25761;8,5518;54,0828;;;;
60;63;1;0;51;5178;127;Wesselburen, Stadt;5,14; 3 042; 1 442; 1 600;592;25764;8,5514;54,1244;;;;
60;64;1;0;51;5178;128;Wesselburener Deichhausen;5,07;146;73;73;29;25764;8,5614;54,103;;;;
60;64;1;0;51;5178;129;Wesselburenerkoog;21,89;123;65;58;6;25764;8,5234;54,1421;;;;
60;64;1;0;51;5178;132;Westerdeichstrich;7,49;936;460;476;125;25761;8,5149;54,0943;;;;
60;64;1;0;51;5178;140;Oesterwurth;14,19;262;141;121;18;25764;8,5749;54,1238;;;;
40;43;1;0;53;;;Herzogtum Lauenburg;;;;;;;;;;;;
50;50;1;0;53;32;;Geesthacht, Stadt;;;;;;;;;;;;
60;63;1;0;53;32;32;Geesthacht, Stadt;33,19; 29 243; 14 216; 15 027;881;21502;10,2218;53,26;;;;
50;50;1;0;53;83;;Lauenburg/ Elbe, Stadt;;;;;;;;;;;;
60;63;1;0;53;83;83;Lauenburg/ Elbe, Stadt;9,54; 11 318; 5 601; 5 717;1 186;21481;10,3315;53,2227;;;;
50;50;1;0;53;90;;Mölln, Stadt;;;;;;;;;;;;
60;63;1;0;53;90;90;Mölln, Stadt;25,05; 18 492; 8 802; 9 690;738;23879;10,4128;53,3746;;;;
50;50;1;0;53;100;;Ratzeburg, Stadt;;;;;;;;;;;;
60;63;1;0;53;100;100;Ratzeburg, Stadt;30,29; 13 699; 6 398; 7 301;452;23909;10,4628;53,4156;;;;
50;50;1;0;53;116;;Schwarzenbek, Stadt;;;;;;;;;;;;
60;63;1;0;53;116;116;Schwarzenbek, Stadt;11,56; 14 933; 7 244; 7 689;1 292;21493;10,284;53,301;;;;
50;50;1;0;53;129;;Wentorf bei Hamburg;;;;;;;;;;;;
60;64;1;0;53;129;129;Wentorf bei Hamburg;6,87; 11 592; 5 488; 6 104;1 687;21465;10,1507;53,2928;;;;
50;51;1;0;53;5308;;Berkenthin;;;;;;;;;;;;
60;64;1;0;53;5308;8;Behlendorf;10,26;387;196;191;38;23919;10,4004;53,4158;;;;
60;64;1;0;53;5308;9;Berkenthin;10,22; 2 072; 1 029; 1 043;203;23919;10,3818;53,4404;;;;
60;64;1;0;53;5308;11;Bliestorf;10,35;689;326;363;67;23847;10,3609;53,4608;;;;
60;64;1;0;53;5308;24;Düchelsdorf;3,01;164;85;79;54;23847;10,3449;53,4413;;;;
60;64;1;0;53;5308;34;Göldenitz;5,18;238;127;111;46;23919;10,3753;53,4319;;;;
60;64;1;0;53;5308;61;Kastorf;6,9; 1 184;590;594;172;23847;10,3412;53,4456;;;;
60;64;1;0;53;5308;67;Klempau;10,07;621;310;311;62;23628;10,3937;53,4546;;;;
60;64;1;0;53;5308;75;Krummesse;3,35; 1 489;715;774;444;23628;10,3831;53,4648;;;;
60;64;1;0;53;5308;94;Niendorf bei Berkenthin;3,99;188;93;95;47;23919;10,3734;53,4209;;;;
60;64;1;0;53;5308;103;Rondeshagen;9,51;838;437;401;88;23919;10,3751;53,4508;;;;
60;64;1;0;53;5308;120;Sierksrade;4;332;167;165;83;23847;10,3601;53,4412;;;;
50;51;1;0;53;5313;;Breitenfelde;;;;;;;;;;;;
60;64;1;0;53;5313;2;Alt Mölln;6,44;900;443;457;140;23881;10,3929;53,3722;;;;
60;64;1;0;53;5313;5;Bälau;6,5;237;108;129;36;23881;10,3718;53,3659;;;;
60;64;1;0;53;5313;13;Borstorf;8,65;296;148;148;34;23881;10,3351;53,3647;;;;
60;64;1;0;53;5313;14;Breitenfelde;12,54; 1 759;893;866;140;23881;10,3759;53,3618;;;;
60;64;1;0;53;5313;37;Grambek;12,66;408;193;215;32;23883;10,405;53,3426;;;;
60;64;1;0;53;5313;56;Hornbek;5,89;181;91;90;31;21514;10,3855;53,3332;;;;
60;64;1;0;53;5313;84;Lehmrade;11,4;455;223;232;40;23883;10,451;53,3541;;;;
60;64;1;0;53;5313;95;Niendorf/ Stecknitz;8,41;603;297;306;72;23881;10,3633;53,3514;;;;
60;64;1;0;53;5313;113;Schretstaken;8,47;519;260;259;61;21493;10,3315;53,3521;;;;
60;64;1;0;53;5313;125;Talkau;4,88;530;272;258;109;21493;10,3409;53,3438;;;;
60;64;1;0;53;5313;134;Woltersdorf;7,9;273;137;136;35;21516;11,4634;52,092;;;;
50;51;1;0;53;5318;;Büchen;;;;;;;;;;;;
60;64;1;0;53;5318;10;Besenthal;12,65;77;41;36;6;23899;10,4436;53,3149;;;;
60;64;1;0;53;5318;15;Bröthen;10,69;277;150;127;26;21514;10,4003;53,2849;;;;
60;64;1;0;53;5318;20;Büchen;16,85; 5 611; 2 752; 2 859;333;21514;10,3659;53,2851;;;;
60;64;1;0;53;5318;29;Fitzen;9,11;366;181;185;40;21514;10,3848;53,2938;;;;
60;64;1;0;53;5318;35;Göttin;5,21;50;26;24;10;21514;10,4212;53,3202;;;;
60;64;1;0;53;5318;46;Gudow;42,26; 1 598;793;805;38;23899;10,4617;53,3321;;;;
60;64;1;0;53;5318;48;Güster;7,78; 1 264;634;630;162;21514;10,405;53,3222;;;;
60;64;1;0;53;5318;64;Klein Pampau;4,17;613;305;308;147;21514;10,3512;53,3046;;;;
60;64;1;0;53;5318;80;Langenlehsten;23,37;163;81;82;7;21514;10,4425;53,2959;;;;
60;64;1;0;53;5318;92;Müssen;11,46;990;494;496;86;21516;10,3343;53,2942;;;;
60;64;1;0;53;5318;104;Roseburg;16,23;511;247;264;31;21514;10,373;53,3153;;;;
60;64;1;0;53;5318;115;Schulendorf;11,39;486;250;236;43;21516;10,3343;53,2824;;;;
60;64;1;0;53;5318;119;Siebeneichen;4,68;274;133;141;59;21514;10,3707;53,3039;;;;
60;64;1;0;53;5318;126;Tramm;6,75;345;171;174;51;21516;11,3833;53,3116;;;;
60;64;1;0;53;5318;132;Witzeeze;10,46;905;421;484;87;21514;10,3637;53,271;;;;
50;51;1;0;53;5323;;Hohe Elbgeest;;;;;;;;;;;;
60;64;1;0;53;5323;3;Aumühle;3,47; 3 023; 1 360; 1 663;871;21521;10,1848;53,3142;;;;
60;64;1;0;53;5323;12;Börnsen;8,42; 4 089; 2 008; 2 081;486;21039;10,1708;53,2836;;;;
60;64;1;0;53;5323;23;Dassendorf;7,95; 3 075; 1 513; 1 562;387;21521;10,2222;53,2919;;;;
60;64;1;0;53;5323;28;Escheburg;8,91; 3 327; 1 661; 1 666;373;21039;10,1834;53,2802;;;;
60;64;1;0;53;5323;50;Hamwarde;6,68;766;394;372;115;21502;10,2517;53,271;;;;
60;64;1;0;53;5323;53;Hohenhorn;6,93;491;255;236;71;21526;10,2204;53,2832;;;;
60;64;1;0;53;5323;72;Kröppelshagen-Fahrendorf;8,37; 1 110;551;559;133;21529;10,1855;53,2919;;;;
60;64;1;0;53;5323;131;Wiershop;5,15;160;78;82;31;21502;10,2707;53,2633;;;;
60;64;1;0;53;5323;133;Wohltorf;5,97; 2 333; 1 099; 1 234;391;21521;10,1729;53,3102;;;;
60;64;1;0;53;5323;135;Worth;6,07;160;74;86;26;21502;10,2436;53,2803;;;;
50;51;1;0;53;5343;;Lütau;;;;;;;;;;;;
60;64;1;0;53;5343;6;Basedow;7,47;703;375;328;94;21483;12,4052;53,4149;;;;
60;64;1;0;53;5343;19;Buchhorst;5,19;167;79;88;32;21481;10,3406;53,2306;;;;
60;64;1;0;53;5343;22;Dalldorf;6,05;362;182;180;60;21483;10,3639;53,2609;;;;
60;64;1;0;53;5343;58;Juliusburg;6,04;183;81;102;30;21483;10,3022;53,2459;;;;
60;64;1;0;53;5343;73;Krüzen;8,25;350;171;179;42;21483;10,3138;53,2405;;;;
60;64;1;0;53;5343;74;Krukow;7,94;195;110;85;25;21483;13,0749;53,3114;;;;
60;64;1;0;53;5343;82;Lanze;9,05;401;204;197;44;21483;10,3615;53,2311;;;;
60;64;1;0;53;5343;87;Lütau;11,24;715;358;357;64;21483;10,3243;53,2609;;;;
60;64;1;0;53;5343;111;Schnakenbek;13,02;828;408;420;64;21481;10,3001;53,2308;;;;
60;64;1;0;53;5343;128;Wangelau;6,52;212;106;106;33;21483;10,3247;53,2713;;;;
50;51;1;0;53;5358;;Lauenburgische Seen;;;;;;;;;;;;
60;64;1;0;53;5358;1;Albsfelde;4,18;57;29;28;14;23909;10,414;53,4048;;;;
60;64;1;0;53;5358;4;Bäk;4,3;828;392;436;193;23909;10,4713;53,4259;;;;
60;64;1;0;53;5358;16;Brunsmark;4,29;154;82;72;36;23883;10,4501;53,3702;;;;
60;64;1;0;53;5358;18;Buchholz;2,93;235;114;121;80;23911;12,383;53,1638;;;;
60;64;1;0;53;5358;26;Einhaus;2,53;388;199;189;153;23911;10,4333;53,4251;;;;
60;64;1;0;53;5358;30;Fredeburg;10,09;37;18;19;4;23909;10,4339;53,4028;;;;
60;64;1;0;53;5358;33;Giesensdorf;2,73;93;50;43;34;23909;10,4249;53,4118;;;;
60;64;1;0;53;5358;40;Groß Disnack;5,99;86;51;35;14;23911;10,4127;53,4429;;;;
60;64;1;0;53;5358;41;Groß Grönau;4,9; 3 534; 1 738; 1 796;721;23627;10,4502;53,4805;;;;
60;64;1;0;53;5358;43;Groß Sarau;17,08;921;446;475;54;23627;10,4415;53,4618;;;;
60;64;1;0;53;5358;51;Harmsdorf;3,57;271;130;141;76;23911;10,4333;53,4201;;;;
60;64;1;0;53;5358;54;Hollenbek;7,21;445;221;224;62;23883;10,4909;53,3532;;;;
60;64;1;0;53;5358;57;Horst;11,93;237;127;110;20;23883;10,4616;53,373;;;;
60;64;1;0;53;5358;62;Kittlitz;17,73;254;134;120;14;23911;10,5508;53,3951;;;;
60;64;1;0;53;5358;66;Klein Zecher;9,11;247;120;127;27;23883;10,5222;53,3439;;;;
60;64;1;0;53;5358;78;Kulpin;6,07;227;109;118;37;23911;10,4145;53,4236;;;;
60;64;1;0;53;5358;88;Mechow;4,43;103;53;50;23;23909;10,4809;53,4303;;;;
60;64;1;0;53;5358;93;Mustin;11,88;721;362;359;61;23911;11,5826;53,4146;;;;
60;64;1;0;53;5358;98;Pogeez;4,51;356;187;169;79;23911;10,4346;53,4503;;;;
60;64;1;0;53;5358;102;Römnitz;5,15;66;30;36;13;23909;10,4609;53,4239;;;;
60;64;1;0;53;5358;107;Salem;25,11;571;279;292;23;23911;9,1644;47,4604;;;;
60;64;1;0;53;5358;110;Schmilau;11,55;595;297;298;52;23911;10,4522;53,3953;;;;
60;64;1;0;53;5358;117;Seedorf;27,89;530;260;270;19;23883;10,2432;54,026;;;;
60;64;1;0;53;5358;123;Sterley;21,39;969;467;502;45;23883;10,4904;53,3713;;;;
60;64;1;0;53;5358;136;Ziethen;11,18;975;476;499;87;23911;13,402;53,5315;;;;
50;51;1;0;53;5373;;Schwarzenbek-Land;;;;;;;;;;;;
60;64;1;0;53;5373;7;Basthorst;10,82;384;192;192;35;21493;10,2817;53,3436;;;;
60;64;1;0;53;5373;17;Brunstorf;13,76;638;328;310;46;21524;10,2533;53,293;;;;
60;64;1;0;53;5373;21;Dahmker;2,04;156;86;70;76;22946;10,264;53,3516;;;;
60;64;1;0;53;5373;27;Elmenhorst;13;920;488;432;71;21493;13,0351;54,1303;;;;
60;64;1;0;53;5373;31;Fuhlenhagen;5,74;292;132;160;51;21493;10,3136;53,3423;;;;
60;64;1;0;53;5373;36;Grabau;4,1;288;133;155;70;21493;10,3111;53,3049;;;;
60;64;1;0;53;5373;42;Groß Pampau;4,32;138;68;70;32;21493;10,3335;53,3113;;;;
60;64;1;0;53;5373;45;Grove;5,28;253;133;120;48;21493;10,2931;53,3141;;;;
60;64;1;0;53;5373;47;Gülzow;17,07; 1 245;644;601;73;21483;12,5111;53,4138;;;;
60;64;1;0;53;5373;49;Hamfelde;3,47;419;176;243;121;22929;10,2656;53,355;;;;
60;64;1;0;53;5373;52;Havekost;5,91;151;72;79;26;21493;10,2822;53,3224;;;;
60;64;1;0;53;5373;59;Kankelau;4,21;209;111;98;50;21514;10,3406;53,3258;;;;
60;64;1;0;53;5373;60;Kasseburg;7,89;528;253;275;67;22929;10,2455;53,3402;;;;
60;64;1;0;53;5373;70;Köthel;1,52;289;161;128;190;22929;10,3036;53,3625;;;;
60;64;1;0;53;5373;71;Kollow;8,21;642;308;334;78;21527;10,2732;53,2747;;;;
60;64;1;0;53;5373;76;Kuddewörde;7,34; 1 341;647;694;183;22958;10,2407;53,3514;;;;
60;64;1;0;53;5373;89;Möhnsen;7,47;542;258;284;73;21493;10,2809;53,3336;;;;
60;64;1;0;53;5373;91;Mühlenrade;3,74;198;105;93;53;21493;10,2916;53,3545;;;;
60;64;1;0;53;5373;106;Sahms;5,94;385;194;191;65;21493;10,3158;53,3139;;;;
50;51;1;0;53;5391;;Sandesneben-Nusse;;;;;;;;;;;;
60;64;1;0;53;5391;25;Duvensee;12,4;528;246;282;43;23898;10,3405;53,4135;;;;
60;64;1;0;53;5391;38;Grinau;2,74;338;169;169;123;23847;10,3259;53,4632;;;;
60;64;1;0;53;5391;39;Groß Boden;2,7;217;112;105;80;23847;10,271;53,451;;;;
60;64;1;0;53;5391;44;Groß Schenkenberg;6,52;534;265;269;82;23860;10,3354;53,4737;;;;
60;64;1;0;53;5391;68;Klinkrade;7,4;551;277;274;74;23898;10,3301;53,4258;;;;
60;64;1;0;53;5391;69;Koberg;11,98;772;390;382;64;23881;10,3133;53,3823;;;;
60;64;1;0;53;5391;77;Kühsen;7,28;394;184;210;54;23898;10,3657;53,4058;;;;
60;64;1;0;53;5391;79;Labenz;5,75;848;435;413;147;23898;10,3134;53,4232;;;;
60;64;1;0;53;5391;81;Lankau;19,12;490;259;231;26;23881;10,3954;53,4005;;;;
60;64;1;0;53;5391;85;Linau;9,66; 1 184;593;591;123;22959;10,2803;53,3838;;;;
60;64;1;0;53;5391;86;Lüchow;4,62;206;91;115;45;23898;10,3146;53,4127;;;;
