Satz-art;Text-kenn-zeichen;Land;RB;Kreis;VB;Gem;Gemeindename;;insgesamt;männlich;weiblich;je km2;plz;Längengrad;Breitengrad;key_travel;Reisegebiete;Schlüssel;Grad der Verstädterung
50;50;3;3;60;25;;Uelzen, Stadt;;;;;;;;;;;;
60;63;3;3;60;25;25;Uelzen, Stadt;135,84; 34 302; 16 459; 17 843;253;29525;10,3338;52,5754;;;;
50;52;3;3;60;5401;;Bevensen;;;;;;;;;;;;
60;64;3;3;60;5401;1;Altenmedingen;48,09; 1 581;763;818;33;29575;10,3609;53,0752;;;;
60;63;3;3;60;5401;2;Bad Bevensen, Stadt;48,03; 8 620; 3 852; 4 768;179;29549;10,3432;53,0449;;;;
60;64;3;3;60;5401;3;Barum;22,26;835;396;439;38;29576;10,2432;53,2105;;;;
60;64;3;3;60;5401;8;Emmendorf;10,88;723;354;369;66;29579;10,3404;53,0126;;;;
60;64;3;3;60;5401;11;Himbergen;39,48; 1 744;866;878;44;29584;10,434;53,0535;;;;
60;64;3;3;60;5401;12;Jelmstorf;13,71;834;413;421;61;29585;10,3122;53,0604;;;;
60;64;3;3;60;5401;17;Römstedt;18,97;816;407;409;43;29591;10,3916;53,0547;;;;
60;64;3;3;60;5401;26;Weste;25,27; 1 031;488;543;41;29599;10,4223;53,0334;;;;
50;52;3;3;60;5402;;Bodenteich;;;;;;;;;;;;
60;64;3;3;60;5402;5;Bad Bodenteich, Flecken;49,89; 3 894; 1 902; 1 992;78;29389;10,4042;52,5003;;;;
60;64;3;3;60;5402;13;Lüder;55,33; 1 271;611;660;23;29394;10,3959;52,4831;;;;
60;64;3;3;60;5402;20;Soltendieck;34,04; 1 037;495;542;30;29594;10,4533;52,523;;;;
50;52;3;3;60;5403;;Altes Amt Ebstorf;;;;;;;;;;;;
60;64;3;3;60;5403;6;Ebstorf, Flecken;27,27; 5 327; 2 634; 2 693;195;29574;10,2446;53,0144;;;;
60;64;3;3;60;5403;10;Hanstedt;55,3;914;449;465;17;29582;10,0052;53,1529;;;;
60;64;3;3;60;5403;14;Natendorf;34,44;826;426;400;24;29587;10,2815;53,0447;;;;
60;64;3;3;60;5403;19;Schwienau;31,3;737;389;348;24;29593;10,2422;52,5938;;;;
60;64;3;3;60;5403;29;Wriedel;104,47; 2 485; 1 256; 1 229;24;29565;10,1757;53,0155;;;;
50;52;3;3;60;5404;;Rosche;;;;;;;;;;;;
60;64;3;3;60;5404;15;Oetzen;30,77; 1 260;658;602;41;29588;10,403;53,0119;;;;
60;64;3;3;60;5404;16;Rätzlingen;8,49;508;247;261;60;29590;11,0645;52,2403;;;;
60;64;3;3;60;5404;18;Rosche;71,91; 2 036; 1 029; 1 007;28;29571;10,4507;52,5912;;;;
60;64;3;3;60;5404;22;Stoetze;37,99;677;346;331;18;29597;10,4653;53,0404;;;;
60;64;3;3;60;5404;24;Suhlendorf;61,05; 2 589; 1 280; 1 309;42;29562;10,4606;52,5533;;;;
50;52;3;3;60;5405;;Suderburg;;;;;;;;;;;;
60;64;3;3;60;5405;7;Eimke;82,88;886;430;456;11;29578;10,1849;52,5801;;;;
60;64;3;3;60;5405;9;Gerdau;38; 1 535;783;752;40;29581;10,2509;52,5804;;;;
60;64;3;3;60;5405;23;Suderburg;128,68; 4 559; 2 287; 2 272;35;29556;10,2711;52,5341;;;;
50;52;3;3;60;5406;;Wrestedt;;;;;;;;;;;;
60;64;3;3;60;5406;21;Stadensen;53,8; 1 269;638;631;24;29596;10,3325;52,5232;;;;
60;64;3;3;60;5406;27;Wieren;52,67; 2 510; 1 246; 1 264;48;29568;10,3928;52,5311;;;;
60;64;3;3;60;5406;28;Wrestedt;34,25; 2 960; 1 463; 1 497;86;29559;10,3421;52,5408;;;;
40;44;3;3;61;;;Verden;;;;;;;;;;;;
50;50;3;3;61;1;;Achim, Stadt;;;;;;;;;;;;
60;63;3;3;61;1;1;Achim, Stadt;68,01; 30 040; 14 722; 15 318;442;28832;9,0159;53,0047;;;;
50;50;3;3;61;3;;Dörverden;;;;;;;;;;;;
60;64;3;3;61;3;3;Dörverden;83,31; 9 177; 4 611; 4 566;110;27313;9,1339;52,5049;;;;
50;50;3;3;61;5;;Kirchlinteln;;;;;;;;;;;;
60;64;3;3;61;5;5;Kirchlinteln;174,13; 10 389; 5 194; 5 195;60;27308;9,1853;52,5621;;;;
50;50;3;3;61;6;;Langwedel, Flecken;;;;;;;;;;;;
60;64;3;3;61;6;6;Langwedel, Flecken;76,12; 14 628; 7 207; 7 421;192;27299;9,1015;52,5843;;;;
50;50;3;3;61;8;;Ottersberg, Flecken;;;;;;;;;;;;
60;64;3;3;61;8;8;Ottersberg, Flecken;99,03; 12 122; 5 926; 6 196;122;28870;9,0834;53,063;;;;
50;50;3;3;61;9;;Oyten;;;;;;;;;;;;
60;64;3;3;61;9;9;Oyten;63,47; 15 379; 7 559; 7 820;242;28876;9,0105;53,0335;;;;
50;50;3;3;61;12;;Verden (Aller), Stadt;;;;;;;;;;;;
60;63;3;3;61;12;12;Verden (Aller), Stadt;71,59; 26 846; 12 853; 13 993;375;27283;9,1352;52,5524;;;;
50;52;3;3;61;5401;;Thedinghausen;;;;;;;;;;;;
60;64;3;3;61;5401;2;Blender;38,28; 2 931; 1 487; 1 444;77;27337;9,0801;52,5536;;;;
60;64;3;3;61;5401;4;Emtinghausen;21,33; 1 583;770;813;74;27321;8,5758;52,5554;;;;
60;64;3;3;61;5401;10;Riede;27; 2 749; 1 377; 1 372;102;27339;8,5627;52,5802;;;;
60;64;3;3;61;5401;13;Thedinghausen;65,69; 7 484; 3 750; 3 734;114;27321;9,0114;52,5743;;;;
20;;3;4;;;;Bisher: Reg.-Bez. Weser-Ems;;;;;;;;;;;;
40;41;3;4;1;;;Delmenhorst, Stadt;;;;;;;;;;;;
50;50;3;4;1;0;;Delmenhorst, Stadt;;;;;;;;;;;;
60;61;3;4;1;0;0;Delmenhorst, Stadt;62,36; 74 512; 36 613; 37 899;1 195;27749;8,3803;53,026;;;;
40;41;3;4;2;;;Emden, Stadt;;;;;;;;;;;;
50;50;3;4;2;0;;Emden, Stadt;;;;;;;;;;;;
60;61;3;4;2;0;0;Emden, Stadt;112,35; 51 292; 25 430; 25 862;457;26721;7,1221;53,2214;;;;
40;41;3;4;3;;;Oldenburg (Oldenburg), Stadt;;;;;;;;;;;;
50;50;3;4;3;0;;Oldenburg (Oldenburg), Stadt;;;;;;;;;;;;
60;61;3;4;3;0;0;Oldenburg (Oldenburg), Stadt;102,97; 161 334; 77 859; 83 475;1 567;26122;8,1246;53,0835;;;;
40;41;3;4;4;;;Osnabrück, Stadt;;;;;;;;;;;;
50;50;3;4;4;0;;Osnabrück, Stadt;;;;;;;;;;;;
60;61;3;4;4;0;0;Osnabrück, Stadt;119,8; 163 514; 78 156; 85 358;1 365;49074;8,0237;52,1637;;;;
40;41;3;4;5;;;Wilhelmshaven, Stadt;;;;;;;;;;;;
50;50;3;4;5;0;;Wilhelmshaven, Stadt;;;;;;;;;;;;
60;61;3;4;5;0;0;Wilhelmshaven, Stadt;106,91; 81 137; 40 760; 40 377;759;26382;8,0627;53,312;;;;
40;44;3;4;51;;;Ammerland;;;;;;;;;;;;
50;50;3;4;51;1;;Apen;;;;;;;;;;;;
60;64;3;4;51;1;1;Apen;76,82; 11 015; 5 487; 5 528;143;26689;7,4821;53,1305;;;;
50;50;3;4;51;2;;Bad Zwischenahn;;;;;;;;;;;;
60;64;3;4;51;2;2;Bad Zwischenahn;129,73; 27 437; 13 248; 14 189;211;26160;8,003;53,1051;;;;
50;50;3;4;51;4;;Edewecht;;;;;;;;;;;;
60;64;3;4;51;4;4;Edewecht;113,51; 21 193; 10 457; 10 736;187;26188;7,5853;53,0729;;;;
50;50;3;4;51;5;;Rastede;;;;;;;;;;;;
60;64;3;4;51;5;5;Rastede;123,04; 20 763; 10 102; 10 661;169;26180;8,1154;53,145;;;;
50;50;3;4;51;7;;Westerstede, Stadt;;;;;;;;;;;;
60;63;3;4;51;7;7;Westerstede, Stadt;179,23; 21 943; 10 765; 11 178;122;26655;7,5524;53,1527;;;;
50;50;3;4;51;8;;Wiefelstede;;;;;;;;;;;;
60;64;3;4;51;8;8;Wiefelstede;106,01; 15 166; 7 581; 7 585;143;26215;8,07;53,1519;;;;
40;44;3;4;52;;;Aurich;;;;;;;;;;;;
50;50;3;4;52;1;;Aurich, Stadt;;;;;;;;;;;;
60;63;3;4;52;1;1;Aurich, Stadt;197,21; 40 491; 19 647; 20 844;205;26603;7,2901;53,2821;;;;
50;50;3;4;52;2;;Baltrum;;;;;;;;;;;;
60;64;3;4;52;2;2;Baltrum;6,5;488;231;257;75;26579;7,2207;53,434;;;;
50;50;3;4;52;6;;Großefehn;;;;;;;;;;;;
60;64;3;4;52;6;6;Großefehn;127,23; 13 344; 6 601; 6 743;105;26629;7,3506;53,2431;;;;
50;50;3;4;52;7;;Großheide;;;;;;;;;;;;
60;64;3;4;52;7;7;Großheide;69,32; 8 712; 4 411; 4 301;126;26532;7,2037;53,3532;;;;
50;50;3;4;52;11;;Hinte;;;;;;;;;;;;
60;64;3;4;52;11;11;Hinte;48,06; 7 123; 3 522; 3 601;148;26759;7,1138;53,2456;;;;
50;50;3;4;52;12;;Ihlow;;;;;;;;;;;;
60;64;3;4;52;12;12;Ihlow;123,12; 12 459; 6 234; 6 225;101;26632;7,2511;53,2423;;;;
50;50;3;4;52;13;;Juist;;;;;;;;;;;;
60;64;3;4;52;13;13;Juist;16,43; 1 696;744;952;103;26571;6,5946;53,4042;;;;
50;50;3;4;52;14;;Krummhörn;;;;;;;;;;;;
60;64;3;4;52;14;14;Krummhörn;159,21; 12 693; 6 257; 6 436;80;26736;7,0447;53,2645;;;;
50;50;3;4;52;19;;Norden, Stadt;;;;;;;;;;;;
60;63;3;4;52;19;19;Norden, Stadt;106,32; 25 044; 11 961; 13 083;236;26506;7,1209;53,3542;;;;
50;50;3;4;52;20;;Norderney, Stadt;;;;;;;;;;;;
60;63;3;4;52;20;20;Norderney, Stadt;26,29; 5 810; 2 591; 3 219;221;26548;7,0844;53,4226;;;;
50;50;3;4;52;23;;Südbrookmerland;;;;;;;;;;;;
60;64;3;4;52;23;23;Südbrookmerland;96,82; 19 062; 9 458; 9 604;197;26624;7,1946;53,2801;;;;
50;50;3;4;52;25;;Wiesmoor, Stadt;;;;;;;;;;;;
60;63;3;4;52;25;25;Wiesmoor, Stadt;82,96; 13 299; 6 460; 6 839;160;26639;7,436;53,2448;;;;
50;50;3;4;52;27;;Dornum;;;;;;;;;;;;
60;64;3;4;52;27;27;Dornum;76,78; 4 752; 2 276; 2 476;62;26553;7,2543;53,3851;;;;
50;52;3;4;52;5401;;Brookmerland;;;;;;;;;;;;
60;64;3;4;52;5401;15;Leezdorf;8,45; 1 957;968;989;232;26529;7,1743;53,3253;;;;
60;64;3;4;52;5401;17;Marienhafe, Flecken;4,06; 2 053;928; 1 125;506;26529;7,1624;53,3123;;;;
60;64;3;4;52;5401;21;Osteel;19,89; 2 292; 1 185; 1 107;115;26529;7,1511;53,3228;;;;
60;64;3;4;52;5401;22;Rechtsupweg;5,13; 2 120; 1 070; 1 050;413;26529;7,1936;53,3144;;;;
60;64;3;4;52;5401;24;Upgant-Schott;24,78; 3 879; 1 955; 1 924;157;26529;7,1607;53,3043;;;;
60;64;3;4;52;5401;26;Wirdum;14,94; 1 055;526;529;71;26529;7,1224;53,2845;;;;
50;52;3;4;52;5403;;Hage;;;;;;;;;;;;
60;64;3;4;52;5403;3;Berumbur;6,42; 2 516; 1 236; 1 280;392;26524;7,1926;53,3516;;;;
60;64;3;4;52;5403;8;Hage, Flecken;16,62; 5 878; 2 802; 3 076;354;26524;7,1704;53,361;;;;
60;64;3;4;52;5403;9;Hagermarsch;22,32;438;218;220;20;26524;7,1717;53,3903;;;;
60;64;3;4;52;5403;10;Halbemond;6,55; 1 044;500;544;159;26524;7,1724;53,3404;;;;
60;64;3;4;52;5403;16;Lütetsburg;16,73;768;397;371;46;26524;7,1448;53,3602;;;;
50;50;3;4;52;9501;;Nordseeinsel Memmert, gemfr. Gebiet;;;;;;;;;;;;
60;66;3;4;52;9501;501;Nordseeinsel Memmert, gemfr. Gebiet;5,17;0;0;0;0;;0;0;;;;
40;44;3;4;53;;;Cloppenburg;;;;;;;;;;;;
50;50;3;4;53;1;;Barßel;;;;;;;;;;;;
60;64;3;4;53;1;1;Barßel;84,34; 12 486; 6 266; 6 220;148;26676;7,4433;53,101;;;;
50;50;3;4;53;2;;Bösel;;;;;;;;;;;;
60;64;3;4;53;2;2;Bösel;100,1; 7 560; 3 839; 3 721;76;26219;7,5717;53,0022;;;;
50;50;3;4;53;3;;Cappeln (Oldenburg);;;;;;;;;;;;
60;64;3;4;53;3;3;Cappeln (Oldenburg);76,21; 6 642; 3 493; 3 149;87;49692;8,065;52,4841;;;;
50;50;3;4;53;4;;Cloppenburg, Stadt;;;;;;;;;;;;
60;63;3;4;53;4;4;Cloppenburg, Stadt;70,62; 32 458; 15 952; 16 506;460;49661;8,0248;52,5057;;;;
50;50;3;4;53;5;;Emstek;;;;;;;;;;;;
60;64;3;4;53;5;5;Emstek;108,13; 11 379; 5 868; 5 511;105;49685;8,0916;52,5001;;;;
50;50;3;4;53;6;;Essen (Oldenburg);;;;;;;;;;;;
60;64;3;4;53;6;6;Essen (Oldenburg);98; 8 250; 4 367; 3 883;84;49632;7,5622;52,4311;;;;
50;50;3;4;53;7;;Friesoythe, Stadt;;;;;;;;;;;;
60;63;3;4;53;7;7;Friesoythe, Stadt;247,16; 20 572; 10 296; 10 276;83;26169;7,5134;53,0114;;;;
50;50;3;4;53;8;;Garrel;;;;;;;;;;;;
60;64;3;4;53;8;8;Garrel;113,3; 13 083; 6 740; 6 343;115;49681;8,0126;52,5718;;;;
50;50;3;4;53;9;;Lastrup;;;;;;;;;;;;
60;64;3;4;53;9;9;Lastrup;85,27; 6 782; 3 445; 3 337;80;49688;7,5154;52,4741;;;;
50;50;3;4;53;10;;Lindern (Oldenburg);;;;;;;;;;;;
60;64;3;4;53;10;10;Lindern (Oldenburg);65,81; 4 572; 2 312; 2 260;69;49699;7,4648;52,5041;;;;
50;50;3;4;53;11;;Löningen, Stadt;;;;;;;;;;;;
60;63;3;4;53;11;11;Löningen, Stadt;143,23; 13 231; 6 684; 6 547;92;49624;7,4527;52,4407;;;;
50;50;3;4;53;12;;Molbergen;;;;;;;;;;;;
60;64;3;4;53;12;12;Molbergen;102,52; 7 587; 3 873; 3 714;74;49696;7,552;52,5131;;;;
50;50;3;4;53;13;;Saterland;;;;;;;;;;;;
60;64;3;4;53;13;13;Saterland;123,62; 12 904; 6 443; 6 461;104;26683;7,422;53,0455;;;;
40;44;3;4;54;;;Emsland;;;;;;;;;;;;
50;50;3;4;54;10;;Emsbüren;;;;;;;;;;;;
60;64;3;4;54;10;10;Emsbüren;139,33; 9 856; 5 017; 4 839;71;48488;7,1733;52,2334;;;;
50;50;3;4;54;14;;Geeste;;;;;;;;;;;;
60;64;3;4;54;14;14;Geeste;133,07; 11 368; 5 828; 5 540;85;49744;7,16;52,3604;;;;
50;50;3;4;54;18;;Haren (Ems), Stadt;;;;;;;;;;;;
60;63;3;4;54;18;18;Haren (Ems), Stadt;208,77; 22 996; 11 627; 11 369;110;49733;7,143;52,4726;;;;
50;50;3;4;54;19;;Haselünne, Stadt;;;;;;;;;;;;
60;63;3;4;54;19;19;Haselünne, Stadt;159,16; 12 861; 6 506; 6 355;81;49740;7,2912;52,4025;;;;
50;50;3;4;54;32;;Lingen (Ems), Stadt;;;;;;;;;;;;
60;63;3;4;54;32;32;Lingen (Ems), Stadt;176,15; 51 459; 25 358; 26 101;292;49808;7,19;52,312;;;;
50;50;3;4;54;35;;Meppen, Stadt;;;;;;;;;;;;
60;63;3;4;54;35;35;Meppen, Stadt;188,49; 34 773; 17 368; 17 405;184;49716;7,1731;52,4127;;;;
50;50;3;4;54;41;;Papenburg, Stadt;;;;;;;;;;;;
60;63;3;4;54;41;41;Papenburg, Stadt;118,36; 35 073; 17 489; 17 584;296;26871;7,2335;53,0441;;;;
50;50;3;4;54;44;;Rhede (Ems);;;;;;;;;;;;
60;64;3;4;54;44;44;Rhede (Ems);75,02; 4 248; 2 230; 2 018;57;26899;7,1622;53,0334;;;;
50;50;3;4;54;45;;Salzbergen;;;;;;;;;;;;
60;64;3;4;54;45;45;Salzbergen;53,35; 7 548; 3 775; 3 773;141;48499;7,2051;52,1923;;;;
50;50;3;4;54;54;;Twist;;;;;;;;;;;;
60;64;3;4;54;54;54;Twist;105,61; 9 630; 4 870; 4 760;91;49767;7,0339;52,3806;;;;
50;52;3;4;54;5401;;Dörpen;;;;;;;;;;;;
60;64;3;4;54;5401;7;Dersum;28,57; 1 437;748;689;50;26906;7,1634;52,5735;;;;
60;64;3;4;54;5401;8;Dörpen;33,06; 4 891; 2 446; 2 445;148;26892;7,192;52,5756;;;;
60;64;3;4;54;5401;20;Heede;31,1; 2 265; 1 141; 1 124;73;26892;7,1755;52,5936;;;;
60;64;3;4;54;5401;25;Kluse;25,26; 1 484;773;711;59;26892;7,2034;52,56;;;;
60;64;3;4;54;5401;30;Lehe;17,87;985;503;482;55;26892;7,2037;53,001;;;;
60;64;3;4;54;5401;37;Neubörger;16,49; 1 533;759;774;93;26909;7,2659;52,5719;;;;
60;64;3;4;54;5401;38;Neulehe;13,62;718;378;340;53;26909;7,2451;53,003;;;;
60;64;3;4;54;5401;56;Walchum;26,5; 1 458;729;729;55;26907;7,1656;52,555;;;;
60;64;3;4;54;5401;60;Wippingen;16,54;901;474;427;54;26892;7,2425;52,553;;;;
50;52;3;4;54;5402;;Freren;;;;;;;;;;;;
60;64;3;4;54;5402;1;Andervenne;19,68;908;458;450;46;49832;7,3415;52,3032;;;;
60;64;3;4;54;5402;3;Beesten;25,62; 1 656;857;799;65;49832;7,2952;52,2609;;;;
60;63;3;4;54;5402;12;Freren, Stadt;48,93; 5 129; 2 532; 2 597;105;49832;7,3238;52,2912;;;;
60;64;3;4;54;5402;36;Messingen;25,42; 1 112;560;552;44;49832;7,2737;52,2759;;;;
60;64;3;4;54;5402;53;Thuine;12,47; 1 951;838; 1 113;156;49832;7,2926;52,294;;;;
50;52;3;4;54;5403;;Herzlake;;;;;;;;;;;;
60;64;3;4;54;5403;9;Dohren;25,64; 1 146;583;563;45;49770;7,3503;52,3843;;;;
60;64;3;4;54;5403;21;Herzlake;49,77; 4 057; 2 147; 1 910;82;49770;7,3624;52,4105;;;;
60;64;3;4;54;5403;26;Lähden;79,88; 4 587; 2 354; 2 233;57;49774;7,3403;52,4439;;;;
50;52;3;4;54;5404;;Lathen;;;;;;;;;;;;
60;64;3;4;54;5404;13;Fresenburg;21,59;922;477;445;43;49762;7,1803;52,5304;;;;
60;64;3;4;54;5404;29;Lathen;38,02; 6 029; 2 972; 3 057;159;49762;7,1852;52,5145;;;;
60;64;3;4;54;5404;39;Niederlangen;29,35; 1 204;607;597;41;49779;7,1705;52,5125;;;;
60;64;3;4;54;5404;40;Oberlangen;22,17;940;479;461;42;49779;7,1635;52,5059;;;;
60;64;3;4;54;5404;43;Renkenberge;18,98;698;355;343;37;49762;7,224;52,543;;;;
60;64;3;4;54;5404;52;Sustrum;35,59; 1 327;688;639;37;49762;7,1702;52,544;;;;
50;52;3;4;54;5405;;Lengerich;;;;;;;;;;;;
60;64;3;4;54;5405;2;Bawinkel;20,35; 2 386; 1 210; 1 176;117;49844;7,2441;52,3601;;;;
60;64;3;4;54;5405;15;Gersten;28,83; 1 223;606;617;42;49838;7,2944;52,3418;;;;
60;64;3;4;54;5405;17;Handrup;14,6;890;464;426;61;49838;7,3415;52,3357;;;;
60;64;3;4;54;5405;28;Langen;33,53; 1 428;727;701;43;49838;7,2808;52,3228;;;;
60;64;3;4;54;5405;31;Lengerich;31,73; 2 616; 1 313; 1 303;82;49838;7,3156;52,3313;;;;
60;64;3;4;54;5405;59;Wettrup;13,83;564;294;270;41;49838;7,3547;52,3519;;;;
50;52;3;4;54;5406;;Nordhümmling;;;;;;;;;;;;
60;64;3;4;54;5406;4;Bockhorst;18,19;970;500;470;53;26897;7,3426;53,0207;;;;
60;64;3;4;54;5406;6;Breddenberg;8,92;786;395;391;88;26897;7,3629;52,5714;;;;
60;64;3;4;54;5406;11;Esterwegen;49,53; 5 189; 2 622; 2 567;105;26897;7,3759;52,5935;;;;
60;64;3;4;54;5406;22;Hilkenbrook;11,1;846;446;400;76;26897;7,4224;52,591;;;;
60;64;3;4;54;5406;51;Surwold;54,89; 4 346; 2 265; 2 081;79;26903;7,3109;52,5858;;;;
50;52;3;4;54;5407;;Sögel;;;;;;;;;;;;
60;64;3;4;54;5407;5;Börger;55,26; 2 774; 1 391; 1 383;50;26904;7,3202;52,5443;;;;
60;64;3;4;54;5407;16;Groß Berßen;20,76;658;336;322;32;49777;7,2942;52,463;;;;
60;64;3;4;54;5407;23;Hüven;15,24;545;283;262;36;49751;7,3307;52,4709;;;;
60;64;3;4;54;5407;24;Klein Berßen;16,92; 1 176;604;572;70;49777;7,2748;52,4607;;;;
60;64;3;4;54;5407;47;Sögel;55,16; 7 073; 3 632; 3 441;128;49751;7,3125;52,5027;;;;
60;64;3;4;54;5407;48;Spahnharrenstätte;36,07; 1 433;751;682;40;49751;7,3607;52,5212;;;;
60;64;3;4;54;5407;50;Stavern;50,96; 1 066;542;524;21;49777;7,2538;52,4714;;;;
60;64;3;4;54;5407;58;Werpeloh;35,34; 1 123;589;534;32;49751;7,3027;52,5232;;;;
50;52;3;4;54;5408;;Spelle;;;;;;;;;;;;
60;64;3;4;54;5408;34;Lünne;30,25; 1 879;942;937;62;48480;7,2523;52,2553;;;;
60;64;3;4;54;5408;46;Schapen;26,63; 2 485; 1 256; 1 229;93;48480;7,3332;52,2407;;;;
60;64;3;4;54;5408;49;Spelle;34,21; 8 489; 4 330; 4 159;248;48480;7,2809;52,2203;;;;
50;52;3;4;54;5409;;Werlte;;;;;;;;;;;;
60;64;3;4;54;5409;27;Lahn;21,25;908;480;428;43;49757;7,3658;52,4859;;;;
60;64;3;4;54;5409;33;Lorup;51,22; 3 050; 1 615; 1 435;60;26901;7,3843;52,5529;;;;
60;64;3;4;54;5409;42;Rastdorf;26,33; 1 026;526;500;39;26901;7,4233;52,5445;;;;
60;64;3;4;54;5409;55;Vrees;37,56; 1 622;871;751;43;49757;7,4628;52,5315;;;;
60;64;3;4;54;5409;57;Werlte;63,75; 9 397; 4 703; 4 694;147;49757;7,4042;52,5104;;;;
40;44;3;4;55;;;Friesland;;;;;;;;;;;;
50;50;3;4;55;7;;Jever, Stadt;;;;;;;;;;;;
60;63;3;4;55;7;7;Jever, Stadt;42,12; 13 904; 6 672; 7 232;330;26441;7,5401;53,3432;;;;
50;50;3;4;55;14;;Sande;;;;;;;;;;;;
60;64;3;4;55;14;14;Sande;44,87; 9 224; 4 517; 4 707;206;26452;8,0045;53,3007;;;;
50;50;3;4;55;15;;Schortens, Stadt;;;;;;;;;;;;
60;63;3;4;55;15;15;Schortens, Stadt;68,68; 20 801; 10 236; 10 565;303;26419;7,5654;53,3226;;;;
50;50;3;4;55;20;;Wangerland;;;;;;;;;;;;
60;64;3;4;55;20;20;Wangerland;175,43; 10 020; 4 935; 5 085;57;26434;7,5606;53,3906;;;;
50;50;3;4;55;21;;Wangerooge, Nordseebad;;;;;;;;;;;;
60;64;3;4;55;21;21;Wangerooge, Nordseebad;4,97;923;419;504;186;26486;7,536;53,473;;;;
50;50;3;4;55;25;;Bockhorn;;;;;;;;;;;;
60;64;3;4;55;25;25;Bockhorn;77; 8 571; 4 264; 4 307;111;26345;8,0046;53,2336;;;;
50;50;3;4;55;26;;Varel, Stadt;;;;;;;;;;;;
60;63;3;4;55;26;26;Varel, Stadt;113,54; 24 663; 11 945; 12 718;217;26316;8,0807;53,2342;;;;
50;50;3;4;55;27;;Zetel;;;;;;;;;;;;
60;64;3;4;55;27;27;Zetel;81,28; 11 745; 5 770; 5 975;145;26340;7,5825;53,2505;;;;
40;44;3;4;56;;;Grafschaft Bentheim;;;;;;;;;;;;
50;50;3;4;56;1;;Bad Bentheim, Stadt;;;;;;;;;;;;
60;63;3;4;56;1;1;Bad Bentheim, Stadt;100; 15 605; 7 690; 7 915;156;48455;7,0935;52,1809;;;;
50;50;3;4;56;15;;Nordhorn, Stadt;;;;;;;;;;;;
60;63;3;4;56;15;15;Nordhorn, Stadt;149,68; 53 353; 26 096; 27 257;356;48529;7,0414;52,2617;;;;
50;50;3;4;56;25;;Wietmarschen;;;;;;;;;;;;
60;64;3;4;56;25;25;Wietmarschen;118,92; 11 389; 5 759; 5 630;96;49835;7,0756;52,311;;;;
50;52;3;4;56;5401;;Emlichheim;;;;;;;;;;;;
60;64;3;4;56;5401;2;Emlichheim;48,55; 6 890; 3 436; 3 454;142;49824;6,5113;52,3624;;;;
60;64;3;4;56;5401;9;Hoogstede;49,77; 2 902; 1 467; 1 435;58;49846;6,5653;52,3452;;;;
60;64;3;4;56;5401;12;Laar;51,01; 2 203; 1 140; 1 063;43;49824;6,4424;52,3648;;;;
60;64;3;4;56;5401;19;Ringe;35,32; 2 194; 1 157; 1 037;62;49824;6,5705;52,3606;;;;
50;52;3;4;56;5402;;Neuenhaus;;;;;;;;;;;;
60;64;3;4;56;5402;4;Esche;11,01;583;300;283;53;49828;6,5733;52,3229;;;;
60;64;3;4;56;5402;5;Georgsdorf;19,26; 1 324;675;649;69;49828;7,0415;52,3415;;;;
60;64;3;4;56;5402;13;Lage;6,39; 1 013;532;481;159;49828;6,5741;52,2805;;;;
60;63;3;4;56;5402;14;Neuenhaus, Stadt;31,32; 9 740; 4 859; 4 881;311;49828;6,5759;52,2953;;;;
60;64;3;4;56;5402;17;Osterwald;33,38; 1 163;593;570;35;49828;7,0224;52,324;;;;
50;52;3;4;56;5403;;Schüttorf;;;;;;;;;;;;
60;64;3;4;56;5403;3;Engden;44,29;442;226;216;10;48465;7,1031;52,2329;;;;
60;64;3;4;56;5403;10;Isterberg;20,31;613;311;302;30;48465;7,0842;52,2056;;;;
60;64;3;4;56;5403;16;Ohne;9;584;278;306;65;48465;7,1701;52,1622;;;;
60;64;3;4;56;5403;18;Quendorf;14,13;578;294;284;41;48465;7,123;52,2018;;;;
60;64;3;4;56;5403;20;Samern;25,99;716;367;349;28;48465;7,1558;52,1744;;;;
60;63;3;4;56;5403;21;Schüttorf, Stadt;11,24; 11 574; 5 721; 5 853;1 030;48465;7,1331;52,1921;;;;
60;64;3;4;56;5403;22;Suddendorf;8,2; 1 087;549;538;133;48465;7,1302;52,1754;;;;
50;52;3;4;56;5404;;Uelsen;;;;;;;;;;;;
60;64;3;4;56;5404;6;Getelo;20,24;675;359;316;33;49843;6,503;52,2811;;;;
60;64;3;4;56;5404;7;Gölenkamp;20,95;624;322;302;30;49843;6,5458;52,3037;;;;
60;64;3;4;56;5404;8;Halle;21,15;651;321;330;31;49843;9,3347;51,5928;;;;
60;64;3;4;56;5404;11;Itterbeck;41,01; 1 773;914;859;43;49847;6,4805;52,3019;;;;
60;64;3;4;56;5404;23;Uelsen;19,46; 5 418; 2 684; 2 734;278;49843;6,5307;52,2947;;;;
60;64;3;4;56;5404;24;Wielen;23,06;582;311;271;25;49847;6,4402;52,3249;;;;
60;64;3;4;56;5404;26;Wilsum;47,13; 1 670;833;837;35;49849;6,512;52,3209;;;;
40;44;3;4;57;;;Leer;;;;;;;;;;;;
50;50;3;4;57;2;;Borkum, Stadt;;;;;;;;;;;;
60;63;3;4;57;2;2;Borkum, Stadt;30,97; 5 186; 2 354; 2 832;167;26757;6,3953;53,3517;;;;
50;50;3;4;57;12;;Jemgum;;;;;;;;;;;;
